단위사업코드,단위사업명,예산,당월집행액,집행월,분야코드,분야명,회계,회계명,회계년도,소관,소관명,프로그램코드,프로그램명,부문코드,부문명,누계집행액
1131,정보활동,892100000000.0,172100000000.0,02,010,일반·지방행정,110,일반회계,2024,004,국가정보원,1100,국가정보지원,016,일반행정,334400000000.0
1101,인건비,94182000000.0,6964689890.0,02,010,일반·지방행정,110,일반회계,2024,005,감사원,1100,감사활동 및 행정지원,016,일반행정,14378198850.0
1111,기본경비,13451000000.0,1150399740.0,02,010,일반·지방행정,110,일반회계,2024,005,감사원,1100,감사활동 및 행정지원,016,일반행정,2455425650.0
1131,감사활동경비,17324726690.0,1390805210.0,02,010,일반·지방행정,110,일반회계,2024,005,감사원,1100,감사활동 및 행정지원,016,일반행정,3023352860.0
1133,청사 및 시설물 관리,4169736260.0,320593160.0,02,010,일반·지방행정,110,일반회계,2024,005,감사원,1100,감사활동 및 행정지원,016,일반행정,347455660.0
1134,전산운영경비,15919791060.0,29064030.0,02,010,일반·지방행정,110,일반회계,2024,005,감사원,1100,감사활동 및 행정지원,016,일반행정,67915480.0
1135,국제교류협력강화,1146000000.0,11814970.0,02,010,일반·지방행정,110,일반회계,2024,005,감사원,1100,감사활동 및 행정지원,016,일반행정,366653970.0
1142,수입대체경비,574000000.0,28536650.0,02,010,일반·지방행정,110,일반회계,2024,005,감사원,1100,감사활동 및 행정지원,016,일반행정,34736650.0
1151,감사연구활동경비,568000000.0,9272110.0,02,010,일반·지방행정,110,일반회계,2024,005,감사원,1100,감사활동 및 행정지원,016,일반행정,55079400.0
1031,의정지원,78204224060.0,5161131390.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,1000,의정활동지원,011,입법및선거관리,8355841190.0
1032,위원회운영지원,15860864000.0,1300051220.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,1000,의정활동지원,011,입법및선거관리,2979949410.0
1033,의회외교,20301636000.0,1751768310.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,1000,의정활동지원,011,입법및선거관리,3013037740.0
1034,국회활동관련단체지원,11590000000.0,628785820.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,1000,의정활동지원,011,입법및선거관리,2423191820.0
1035,예비금,1300000000.0,0.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,1000,의정활동지원,011,입법및선거관리,0.0
2031,의회운영지원,26403915000.0,1281426370.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,2000,국회사무처운영,011,입법및선거관리,4438140160.0
2032,법제활동지원,776500000.0,50475000.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,2000,국회사무처운영,011,입법및선거관리,152818000.0
2033,국회청사확보및시설관리,54098390800.0,3466702190.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,2000,국회사무처운영,011,입법및선거관리,5668333230.0
2034,입법정보화,51540173010.0,1522248050.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,2000,국회사무처운영,011,입법및선거관리,2070154910.0
2035,의회운영교육 수입대체경비,428000000.0,1136960.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,2000,국회사무처운영,011,입법및선거관리,119680960.0
2036,국회방송운영,18083471780.0,983965390.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,2000,국회사무처운영,011,입법및선거관리,1554125470.0
3031,도서관운영지원,13698000000.0,768352980.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,3000,국회도서관운영,011,입법및선거관리,2610895670.0
3035,전자도서관운영,31451000000.0,656150720.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,3000,국회도서관운영,011,입법및선거관리,797355060.0
4031,예산정책처운영지원,3719972710.0,179232110.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,4000,예산정책처운영,011,입법및선거관리,1284979540.0
4033,예산정책처정보화,969000000.0,38762030.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,4000,예산정책처운영,011,입법및선거관리,44510030.0
5031,입법조사처운영지원,2262000000.0,0.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,5000,입법조사처운영,011,입법및선거관리,0.0
5033,입법조사처 정보화,996000000.0,0.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,5000,입법조사처운영,011,입법및선거관리,0.0
7001,사무처 인건비,350374000000.0,32238321060.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,7000,국회행정지원,011,입법및선거관리,57477620020.0
7002,도서관 인건비,31191000000.0,2530994200.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,7000,국회행정지원,011,입법및선거관리,4603089760.0
7003,예산처 인건비,14619000000.0,1031538410.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,7000,국회행정지원,011,입법및선거관리,1911465090.0
7004,조사처 인건비,13291000000.0,0.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,7000,국회행정지원,011,입법및선거관리,0.0
7011,사무처 기본경비,28379859000.0,1740597650.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,7000,국회행정지원,011,입법및선거관리,7015468500.0
7018,도서관 기본경비,2296000000.0,94751840.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,7000,국회행정지원,011,입법및선거관리,597604900.0
7019,예산처 기본경비,3270345000.0,203391890.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,7000,국회행정지원,011,입법및선거관리,797469510.0
7020,조사처 기본경비,1871000000.0,0.0,02,010,일반·지방행정,110,일반회계,2024,006,국회,7000,국회행정지원,011,입법및선거관리,0.0
1136,가족관계등록사무지원,14448000000.0,13139718000.0,02,020,공공질서및안전,110,일반회계,2024,007,대법원,1100,재판활동지원,021,법원및헌재,13141391000.0
1140,법관등 전문화 및 국제화,7586000000.0,796652970.0,02,020,공공질서및안전,110,일반회계,2024,007,대법원,1100,재판활동지원,021,법원및헌재,1263369810.0
1142,사법행정효율성증진,10820000000.0,195592190.0,02,020,공공질서및안전,110,일반회계,2024,007,대법원,1100,재판활동지원,021,법원및헌재,1845832030.0
1143,재판청구권 실현,154111147420.0,16096810960.0,02,020,공공질서및안전,110,일반회계,2024,007,대법원,1100,재판활동지원,021,법원및헌재,33704630640.0
1144,사실심충실화,3331092000.0,59307200.0,02,020,공공질서및안전,110,일반회계,2024,007,대법원,1100,재판활동지원,021,법원및헌재,102853200.0
1148,법원예비금,280000000.0,0.0,02,020,공공질서및안전,110,일반회계,2024,007,대법원,1100,재판활동지원,021,법원및헌재,0.0
1253,법원시설관리 등,53185726610.0,4749685910.0,02,020,공공질서및안전,110,일반회계,2024,007,대법원,1200,법원시설 확충 및 유지보수,021,법원및헌재,6116149630.0
1331,사법업무 전산화,96971800130.0,9267034030.0,02,020,공공질서및안전,110,일반회계,2024,007,대법원,1300,사법정보화운영,021,법원및헌재,10062919440.0
1332,가족등록업무전산화,18519000000.0,13202900.0,02,020,공공질서및안전,110,일반회계,2024,007,대법원,1300,사법정보화운영,021,법원및헌재,82711860.0
1333,법원전자도서관 개발 및 운영,2482000000.0,303483300.0,02,020,공공질서및안전,110,일반회계,2024,007,대법원,1300,사법정보화운영,021,법원및헌재,508712050.0
7001,본부 인건비,1288541000000.0,123718339560.0,02,020,공공질서및안전,110,일반회계,2024,007,대법원,7000,사법행정운영지원,021,법원및헌재,264305328670.0
7002,소속기관 인건비,22702000000.0,2152099130.0,02,020,공공질서및안전,110,일반회계,2024,007,대법원,7000,사법행정운영지원,021,법원및헌재,4007496840.0
7011,사법운영 기본경비,84873287000.0,5112190230.0,02,020,공공질서및안전,110,일반회계,2024,007,대법원,7000,사법행정운영지원,021,법원및헌재,21086853970.0
7031,사법운영지원,123965308670.0,8599494640.0,02,020,공공질서및안전,110,일반회계,2024,007,대법원,7000,사법행정운영지원,021,법원및헌재,16450297490.0
1252,등기소 확충,12439154980.0,3576496340.0,02,020,공공질서및안전,215,등기특별회계,2024,007,대법원,1200,법원시설 확충 및 유지보수,021,법원및헌재,4590488440.0
1334,등기업무전산화,64866300000.0,600198170.0,02,020,공공질서및안전,215,등기특별회계,2024,007,대법원,1300,사법정보화운영,021,법원및헌재,1193382480.0
7001,본부 인건비,128022000000.0,12166237490.0,02,020,공공질서및안전,215,등기특별회계,2024,007,대법원,7000,사법행정운영지원,021,법원및헌재,25246016260.0
7011,본부 기본경비,4273000000.0,114054940.0,02,020,공공질서및안전,215,등기특별회계,2024,007,대법원,7000,사법행정운영지원,021,법원및헌재,1118126840.0
7032,등기업무지원,29001080000.0,2067045160.0,02,020,공공질서및안전,215,등기특별회계,2024,007,대법원,7000,사법행정운영지원,021,법원및헌재,4011769720.0
7033,예비비,200000000.0,0.0,02,020,공공질서및안전,215,등기특별회계,2024,007,대법원,7000,사법행정운영지원,021,법원및헌재,0.0
8010,회계간전출,123965000000.0,0.0,02,020,공공질서및안전,215,등기특별회계,2024,007,대법원,8000,회계간거래,021,법원및헌재,0.0
8410,회계기금간거래,22872000000.0,0.0,02,020,공공질서및안전,215,등기특별회계,2024,007,대법원,8400,내부거래지출,021,법원및헌재,3876978350.0
1161,사법제도개선 및 사법서비스진흥,68911659620.0,4610514550.0,02,020,공공질서및안전,508,사법서비스진흥기금,2024,007,대법원,1100,재판활동지원,021,법원및헌재,7968586810.0
1176,기금운영비,77000000.0,16000000.0,02,020,공공질서및안전,508,사법서비스진흥기금,2024,007,대법원,1100,재판활동지원,021,법원및헌재,26000000.0
1331,대국민사법정보시스템 구축,4341661420.0,2481661420.0,02,020,공공질서및안전,508,사법서비스진흥기금,2024,007,대법원,1300,사법정보화운영,021,법원및헌재,2481661420.0
1335,공탁업무전산화,2440000000.0,2000000.0,02,020,공공질서및안전,508,사법서비스진흥기금,2024,007,대법원,1300,사법정보화운영,021,법원및헌재,54478110.0
9011,공공자금관리기금 예탁,30000000000.0,0.0,02,020,공공질서및안전,508,사법서비스진흥기금,2024,007,대법원,9000,기금간거래(예탁금),021,법원및헌재,0.0
9701,여유자금운용,128470000000.0,0.0,02,020,공공질서및안전,508,사법서비스진흥기금,2024,007,대법원,9700,여유자금운용,021,법원및헌재,0.0
1001,인건비,33533000000.0,3036762400.0,02,020,공공질서및안전,110,일반회계,2024,008,헌법재판소,1000,헌법재판소운영,021,법원및헌재,5727897580.0
1011,기본경비,7432460000.0,469672890.0,02,020,공공질서및안전,110,일반회계,2024,008,헌법재판소,1000,헌법재판소운영,021,법원및헌재,1108420160.0
1031,재판활동지원,875000000.0,50826120.0,02,020,공공질서및안전,110,일반회계,2024,008,헌법재판소,1000,헌법재판소운영,021,법원및헌재,63882560.0
1032,본부운영지원,4624000000.0,167162890.0,02,020,공공질서및안전,110,일반회계,2024,008,헌법재판소,1000,헌법재판소운영,021,법원및헌재,307861750.0
1033,헌법재판연구원운영지원,1878000000.0,164531160.0,02,020,공공질서및안전,110,일반회계,2024,008,헌법재판소,1000,헌법재판소운영,021,법원및헌재,293318960.0
1034,국제교류협력,1093000000.0,36120880.0,02,020,공공질서및안전,110,일반회계,2024,008,헌법재판소,1000,헌법재판소운영,021,법원및헌재,119566590.0
1035,정보자료운영,7306000000.0,99191890.0,02,020,공공질서및안전,110,일반회계,2024,008,헌법재판소,1000,헌법재판소운영,021,법원및헌재,246859550.0
1036,예비금,25000000.0,0.0,02,020,공공질서및안전,110,일반회계,2024,008,헌법재판소,1000,헌법재판소운영,021,법원및헌재,0.0
1131,공직선거관리,434171000000.0,48909786780.0,02,010,일반·지방행정,110,일반회계,2024,009,중앙선거관리위원회,1100,선거의공정한관리,011,입법및선거관리,133438098800.0
1132,정당발전지원,110154000000.0,12553534950.0,02,010,일반·지방행정,110,일반회계,2024,009,중앙선거관리위원회,1100,선거의공정한관리,011,입법및선거관리,12562034950.0
1133,시민교육및공명선거정착,15720472000.0,1616621490.0,02,010,일반·지방행정,110,일반회계,2024,009,중앙선거관리위원회,1100,선거의공정한관리,011,입법및선거관리,4761494930.0
1135,선거관리지원,753000000.0,10928480.0,02,010,일반·지방행정,110,일반회계,2024,009,중앙선거관리위원회,1100,선거의공정한관리,011,입법및선거관리,257253830.0
7101,인건비,221572000000.0,17894997230.0,02,010,일반·지방행정,110,일반회계,2024,009,중앙선거관리위원회,7100,선거관리행정지원,011,입법및선거관리,39789938180.0
7111,기본경비,15383000000.0,558544670.0,02,010,일반·지방행정,110,일반회계,2024,009,중앙선거관리위원회,7100,선거관리행정지원,011,입법및선거관리,7322909920.0
7132,기관운영지원,52442218400.0,1974318120.0,02,010,일반·지방행정,110,일반회계,2024,009,중앙선거관리위원회,7100,선거관리행정지원,011,입법및선거관리,9833305530.0
7136,선거행정정보화,6836000000.0,560584600.0,02,010,일반·지방행정,110,일반회계,2024,009,중앙선거관리위원회,7100,선거관리행정지원,011,입법및선거관리,598783100.0
7137,예비금,196000000.0,0.0,02,010,일반·지방행정,110,일반회계,2024,009,중앙선거관리위원회,7100,선거관리행정지원,011,입법및선거관리,0.0
1531,경제인문사회연구회,18777000000.0,2511610420.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,5257000000.0
1532,과학기술정책연구원,16914000000.0,2354720000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,4736000000.0
1533,국토연구원,22185000000.0,3088000000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,6212000000.0
1534,대외경제정책연구원,29816000000.0,4150520000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,8349000000.0
1535,산업연구원,24965000000.0,3475280000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,6990000000.0
1537,정보통신정책연구원,15217000000.0,2118200000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,4261000000.0
1538,통일연구원,10926000000.0,1521760000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,3060000000.0
1539,한국개발연구원,71714000000.0,8323960000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,21339800000.0
1540,한국교육개발원,22219000000.0,3093600000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,6222000000.0
1541,한국교육과정평가원,25327000000.0,3525240000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,7091000000.0
1542,한국교통연구원,18858000000.0,2625040000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,5280000000.0
1543,한국노동연구원,15849000000.0,2206320000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,4438000000.0
1544,한국농촌경제연구원,17285000000.0,2404800000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,4838000000.0
1545,한국법제연구원,13874000000.0,1930400000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,3884000000.0
1546,한국보건사회연구원,32006000000.0,4455400000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,8961000000.0
1547,한국여성정책연구원,16087000000.0,2238880000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,4504000000.0
1548,한국조세재정연구원,37818000000.0,5264120000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,10589000000.0
1549,한국직업능력연구원,22543000000.0,3137720000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,6311000000.0
1550,한국청소년정책연구원,9959000000.0,1386280000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,2789000000.0
1551,한국해양수산개발원,21305000000.0,2965960000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,5965000000.0
1552,한국행정연구원,13906000000.0,1936880000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,3894000000.0
1553,한국형사·법무정책연구원,13379000000.0,1861920000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,3746000000.0
1554,한국환경연구원,21745000000.0,3026360000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,6087000000.0
1555,건축공간연구원,11887000000.0,1655240000.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,3329000000.0
7001,인건비,60322620000.0,4487254150.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,7000,국무총리실 행정지원,012,국정운영,8349310800.0
7011,기본경비,13927000000.0,545393820.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,7000,국무총리실 행정지원,012,국정운영,2711780910.0
7031,국정운영 기획관리 및 평가,5489000000.0,133456220.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,7000,국무총리실 행정지원,012,국정운영,1343987640.0
7032,사회통합 및 안전관리 추진,1979405000.0,57666180.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,7000,국무총리실 행정지원,012,국정운영,310856280.0
7033,규제개혁,9374193540.0,363100100.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,7000,국무총리실 행정지원,012,국정운영,1423788330.0
7035,국가적중장기 추진과제 지원,25938000000.0,1247400350.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,7000,국무총리실 행정지원,012,국정운영,6707429670.0
7036,행정지원,7429000000.0,195088280.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,7000,국무총리실 행정지원,012,국정운영,907049190.0
7037,대국민 및 정당과의 소통,1551000000.0,154677130.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,7000,국무총리실 행정지원,012,국정운영,344232210.0
8810,KDI 국제정책대학원 연금기금 국가부담금 지원,154000000.0,0.0,02,010,일반·지방행정,110,일반회계,2024,010,국무조정실 및 국무총리비서실,8800,KDI 국제정책대학원 연금기금 국가부담금 지원,012,국정운영,154000000.0
1536,에너지경제연구원,11631000000.0,1396000000.0,02,010,일반·지방행정,216,에너지및자원사업특별회계,2024,010,국무조정실 및 국무총리비서실,1500,정부출연연구기관 지원(R&D),012,국정운영,3258000000.0
1031,국가송무수행,104680000000.0,2577235790.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1000,법무활동,022,법무및검찰,13726028310.0
1032,국제법무운영및외국법제연구,253000000.0,26000000.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1000,법무활동,022,법무및검찰,41000000.0
1033,민상사법령의 선진화,8582000000.0,162546150.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1000,법무활동,022,법무및검찰,1972617880.0
1038,법률서비스산업의선진화 및 법조인선발,6801000000.0,447260900.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1000,법무활동,022,법무및검찰,3485326230.0
1041,통일대비법률통합실질화,1088101200.0,63930790.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1000,법무활동,022,법무및검찰,134833540.0
1131,법률구조,69815000000.0,10345800440.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1100,인권활동,022,법무및검찰,19001734800.0
1133,인권증진,449000000.0,0.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1100,인권활동,022,법무및검찰,39500000.0
1139,국제인권증진,241000000.0,8814770.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1100,인권활동,022,법무및검찰,17431820.0
1231,국제이민협력,2948000000.0,3968220.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1200,출입국관리,022,법무및검찰,567510990.0
1232,출입국외국인관서운영,81784000000.0,6339607920.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1200,출입국관리,022,법무및검찰,22309395520.0
1233,외국인체류관리,59600000000.0,7294916650.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1200,출입국관리,022,법무및검찰,11146504310.0
1333,검찰운영,131245436740.0,7655673920.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1300,검찰활동,022,법무및검찰,13608499800.0
1334,검찰업무정보화,47257800000.0,2426543110.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1300,검찰활동,022,법무및검찰,4482027260.0
1335,수사지원및역량강화,122369000000.0,7804899620.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1300,검찰활동,022,법무및검찰,17054089270.0
1337,공판활동및형집행,49299000000.0,14348833770.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1300,검찰활동,022,법무및검찰,19204216330.0
1338,형사사법선진화,349000000.0,30000000.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1300,검찰활동,022,법무및검찰,57451000.0
1339,특검활동,646538000.0,65953970.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1300,검찰활동,022,법무및검찰,430289990.0
1431,국제법무운영 및 외국법제연구,6548000000.0,155205420.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1400,국제법무활동,022,법무및검찰,379527840.0
1531,교도소운영,172615329920.0,4812797720.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1500,교정활동,022,법무및검찰,15032443130.0
1532,재소자수용및교화,281022000000.0,23894381460.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1500,교정활동,022,법무및검찰,54333536140.0
1631,범죄예방기관운영,16445000000.0,881744580.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1600,범죄예방활동,022,법무및검찰,1666085860.0
1632,소년보호,32334000000.0,1800817570.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1600,범죄예방활동,022,법무및검찰,4439517360.0
1633,갱생보호,48124000000.0,0.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1600,범죄예방활동,022,법무및검찰,24062000000.0
1634,치료감호,12680000000.0,907074220.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1600,범죄예방활동,022,법무및검찰,1529456510.0
1635,보호관찰,49496000000.0,3888779870.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1600,범죄예방활동,022,법무및검찰,5527762290.0
1636,법질서 준수 및 법교육,6271000000.0,138261020.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1600,범죄예방활동,022,법무및검찰,254990270.0
1802,특별감찰관인건비,272000000.0,0.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1800,특별감찰관활동,022,법무및검찰,0.0
1818,특별감찰관기본경비,238000000.0,7071050.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1800,특별감찰관활동,022,법무및검찰,16236670.0
1831,특별감찰활동,404000000.0,55650540.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,1800,특별감찰관활동,022,법무및검찰,110778250.0
5131,연수원운영,7782000000.0,469040440.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,5100,법무교육훈련,022,법무및검찰,893339520.0
7001,본부인건비,187915000000.0,5785506830.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,7000,법무및검찰행정지원,022,법무및검찰,13093186820.0
7002,소속기관인건비,2432853000000.0,178493944080.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,7000,법무및검찰행정지원,022,법무및검찰,463644635830.0
7011,본부기본경비(일반),17931520000.0,1469011310.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,7000,법무및검찰행정지원,022,법무및검찰,4353936280.0
7018,소속기관기본경비(일반),142041101830.0,9048965510.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,7000,법무및검찰행정지원,022,법무및검찰,25693253380.0
7032,법무행정개선,18987000000.0,1117011010.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,7000,법무및검찰행정지원,022,법무및검찰,1716658190.0
7034,법무행정정보화,39117000000.0,2414284090.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,7000,법무및검찰행정지원,022,법무및검찰,3242495760.0
7037,법무정책 대국민 소통 강화,800000000.0,26685700.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,7000,법무및검찰행정지원,022,법무및검찰,63665840.0
7038,형사사법공통시스템 운영,36818000000.0,628215240.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,7000,법무및검찰행정지원,022,법무및검찰,699454660.0
7039,기타법무시설조성,21700207740.0,411601260.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,7000,법무및검찰행정지원,022,법무및검찰,436002260.0
8810,회계기금간전출,86121000000.0,25848400000.0,02,020,공공질서및안전,110,일반회계,2024,013,법무부,8800,회계기금간거래(전출금),022,법무및검찰,34448400000.0
1535,교도작업운영및직업훈련,67978964430.0,6069321980.0,02,020,공공질서및안전,219,교도작업특별회계,2024,013,법무부,1500,교정활동,022,법무및검찰,10334532520.0
7012,본부기본경비(교특),404000000.0,21627900.0,02,020,공공질서및안전,219,교도작업특별회계,2024,013,법무부,7000,법무및검찰행정지원,022,법무및검찰,31727900.0
7019,소속기관기본경비(교특),195000000.0,11660250.0,02,020,공공질서및안전,219,교도작업특별회계,2024,013,법무부,7000,법무및검찰행정지원,022,법무및검찰,20114930.0
8910,회계기금간거래,52640000000.0,0.0,02,020,공공질서및안전,219,교도작업특별회계,2024,013,법무부,8900,회계기금간거래(예탁금),022,법무및검찰,0.0
1135,강력범죄등피해자보호및지원,37060000000.0,1706755560.0,02,020,공공질서및안전,583,범죄피해자보호기금,2024,013,법무부,1100,인권활동,022,법무및검찰,6214967920.0
1136,성폭력피해자 보호 및 지원,51546000000.0,613321420.0,02,020,공공질서및안전,583,범죄피해자보호기금,2024,013,법무부,1100,인권활동,022,법무및검찰,17513141200.0
7110,기금운영비(범죄피해자보호기금),48000000.0,2396690.0,02,020,공공질서및안전,583,범죄피해자보호기금,2024,013,법무부,7100,기금운영비,022,법무및검찰,9255600.0
9110,공공자금관리기금 예수원금상환,2500000000.0,0.0,02,020,공공질서및안전,583,범죄피해자보호기금,2024,013,법무부,9100,기금간거래(예수원금상환),022,법무및검찰,0.0
9220,공공자금관리기금 예수이자상환,49000000.0,0.0,02,020,공공질서및안전,583,범죄피해자보호기금,2024,013,법무부,9200,기금간거래,022,법무및검찰,0.0
9710,여유자금운용,45851000000.0,0.0,02,020,공공질서및안전,583,범죄피해자보호기금,2024,013,법무부,9700,여유자금운용,022,법무및검찰,0.0
1101,군인인건비,14877876000000.0,1393348949910.0,02,040,국방,110,일반회계,2024,014,국방부,1100,급여정책,041,병력운영,2622764811820.0
1102,군무원인건비,2563118000000.0,241189188420.0,02,040,국방,110,일반회계,2024,014,국방부,1100,급여정책,041,병력운영,448891119840.0
