계정명,단위사업명,경비구분,지출구분,분야명,회계명,회계년도,소관명,프로그램명,세부사업명,부문명,국회확정금액,정부안금액
,재외공관 안전확보 및 시설개선,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,외교부,재외공관운영,재외공관 안전강화,외교·통상,16183444.0,16183444.0
,재외공관 운영,기본경비(경상운영비),일반지출,통일·외교,일반회계,2019,외교부,재외공관운영,재외공관 차량 구입 및 교체,외교·통상,3899091.0,3899091.0
,재외공관 운영,기본경비(경상운영비),일반지출,통일·외교,일반회계,2019,외교부,재외공관운영,재외공관근무여건 개선,외교·통상,10596091.0,10596091.0
,재외공관 운영 기본경비,기본경비(경상운영비),일반지출,통일·외교,일반회계,2019,외교부,재외공관운영,재외공관 운영 기본경비,외교·통상,147383636.0,147383636.0
,재외공관 인건비,인건비(기금인건비),일반지출,통일·외교,일반회계,2019,외교부,재외공관운영,재외공관 인건비,외교·통상,88106669.0,88106669.0
,재외공관 행정직원 역량강화,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,외교부,재외공관운영,재외공관 행정직원 역량강화,외교·통상,129305453.0,129305453.0
,재외국민 보호 및 영사서비스 지원,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,외교부,재외동포보호 및 지원,재외국민 보호,외교·통상,3265848.0,3148995.0
,재외국민 보호 및 영사서비스 지원,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,외교부,재외동포보호 및 지원,재외국민영사서비스 지원,외교·통상,2640114.0,2640114.0
,재외동포권익향상,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,외교부,재외동포보호 및 지원,재외국민 선거 지원,외교·통상,15935.0,15935.0
,정상회의 참가 및 국빈영접,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,외교부,정상외교,정상 및 총리외교,외교·통상,9864431.0,9864431.0
,아중동지역국가와의 교류협력강화,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,외교부,지역외교,아중동지역국가와의 교류협력 강화,외교·통상,41065.0,41065.0
,유럽지역국가와의 교류협력강화,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,외교부,지역외교,유럽지역국가와의 교류협력 강화,외교·통상,66316.0,66316.0
,중남미지역국가와의 교류협력강화,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,외교부,지역외교,중남미지역국가와의 교류협력 강화,외교·통상,390600.0,390600.0
,국공채원금상환,주요사업비(기금사업비),보전지출,통일·외교,일반회계,2019,외교부,차입금원금 상환,재외공관국유화 원금상환,외교·통상,7530000.0,7530000.0
,북미지역국가와의 전략적 특별협력관계 강화,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,외교부,한반도 평화 조성,북미지역국가와의 전략적 특별 협력관계 강화,외교·통상,1588303.0,1588303.0
,북핵문제 협의지원,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,외교부,한반도 평화 조성,6자회담 참가 등 북한 핵문제 대처,외교·통상,145019.0,145019.0
,북핵문제 협의지원,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,외교부,한반도 평화 조성,북한 비핵화 촉진 및 이행검증사업,외교·통상,36105.0,36105.0
,평화체제 구축지원,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,외교부,한반도 평화 조성,민족공동체 해외협력사업,외교·통상,3383803.0,3383803.0
,평화체제 구축지원,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,외교부,한반도 평화 조성,한반도 평화구조 정착 및 통일외교 추진,외교·통상,288029.0,288029.0
,기본경비,기본경비(경상운영비),일반지출,과학기술,일반회계,2019,원자력안전위원회,원자력안전운영지원,기관운영 기본경비(총액 비대상),과학기술일반,10853.0,10853.0
,기본경비,기본경비(경상운영비),일반지출,과학기술,일반회계,2019,원자력안전위원회,원자력안전운영지원,기획조정관 기본경비(총액 비대상),과학기술일반,37114.0,37114.0
,기본경비,기본경비(경상운영비),일반지출,과학기술,일반회계,2019,원자력안전위원회,원자력안전운영지원,방사선방재국 기본경비(총액 비대상),과학기술일반,19316.0,19316.0
,기본경비,기본경비(경상운영비),일반지출,과학기술,일반회계,2019,원자력안전위원회,원자력안전운영지원,안전정책국 기본경비(총액 비대상),과학기술일반,15459.0,15459.0
,고용휴직제도운영,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,인사혁신처,인사관리,국제기구고용휴직제도운영(ODA),정부자원관리,21674112.0,21674112.0
,공무원단체및노사관계운영,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,인사혁신처,인사관리,단체교섭및건전노사관계구축,정부자원관리,6100.0,6100.0
,공무원인재개발,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,인사혁신처,인사관리,공무원인재개발,정부자원관리,32366778.0,32366778.0
,국가인재데이터베이스내실화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,인사혁신처,인사관리,국가인재데이터베이스내실화,정부자원관리,7582.0,7582.0
손익계정,전자조달 운영 및 개발,주요사업비(기금사업비),일반지출,일반·지방행정,조달특별회계,2019,조달청,전자조달 및 국유재산 관리,전자조달 운영지원,일반행정,2760.0,2760.0
손익계정,정부조달 국제협력체제 구축,주요사업비(기금사업비),일반지출,일반·지방행정,조달특별회계,2019,조달청,조달사업 운영,정부조달 국제협력체제 구축,일반행정,123167.0,123167.0
손익계정,기본경비,기본경비(경상운영비),일반지출,일반·지방행정,조달특별회계,2019,조달청,조달행정지원,기관운영 기본경비,일반행정,106848.0,106848.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,기본경비(기술인재정책관),산업·중소기업일반,14106.0,14106.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,기본경비(벤처혁신정책관),산업·중소기업일반,6360.0,6360.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,기본경비(성장지원정책관),산업·중소기업일반,27082.0,27082.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,기본경비(정책기획관),산업·중소기업일반,10434.0,10434.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,기본경비(중소기업정책관),산업·중소기업일반,9720.0,9720.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,기본경비(지역기업정책관),산업·중소기업일반,8940.0,8940.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,기본경비(창업진흥정책관),산업·중소기업일반,9540.0,9540.0
,본부기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,기본경비(해외시장정책관),산업·중소기업일반,29320.0,29320.0
,본부인건비,인건비(기금인건비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,인건비,산업·중소기업일반,65509.0,65509.0
,지방청기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,강원청기본경비,산업·중소기업일반,2753.0,2753.0
,지방청기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,경남청기본경비,산업·중소기업일반,2520.0,2520.0
,지방청기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,광주전남청기본경비,산업·중소기업일반,2428.0,2428.0
,지방청기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,대전충남청기본경비,산업·중소기업일반,3382.0,3382.0
,지방청기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,부산청기본경비,산업·중소기업일반,4553.0,4553.0
,지방청기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,서울청기본경비,산업·중소기업일반,3208.0,3208.0
,지방청기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,인천청기본경비,산업·중소기업일반,2846.0,2846.0
,지방청기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,충북청기본경비,산업·중소기업일반,2170.0,2170.0
,행정효율성증진및능력개발,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업행정지원,행정효율성증진및능력개발,산업·중소기업일반,11898.0,11898.0
,기술개발인프라구축,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업기술개발지원,기술혁신기반조성,중소기업및소상공인육성,5235.0,5235.0
,중소기업조사평가,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업육성지원,중소기업규제영향평가 및 옴부즈만운영,중소기업및소상공인육성,6360.0,6360.0
,중소기업인력양성및취업촉진,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업인력지원,산학협력 기술·기능인력양성,중소기업및소상공인육성,7766.0,7766.0
,중소기업인력양성및취업촉진,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,중소기업인력지원,인력유입인프라조성,중소기업및소상공인육성,3657.0,3657.0
,지역특화발전특구제도,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,일반회계,2019,중소벤처기업부,지역중소기업육성,지역특구운영,중소기업및소상공인육성,2980.0,2980.0
,기관운영지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,중앙선거관리위원회,선거관리행정지원,국제교류협력,입법및선거관리,136218.0,136218.0
,기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2019,중앙선거관리위원회,선거관리행정지원,기획실등기본경비,입법및선거관리,376535.0,376535.0
,기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2019,중앙선거관리위원회,선거관리행정지원,연수원기본경비,입법및선거관리,2413.0,2413.0
,인건비,인건비(기금인건비),일반지출,일반·지방행정,일반회계,2019,중앙선거관리위원회,선거관리행정지원,인건비,입법및선거관리,851530.0,851530.0
,공직선거관리,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,중앙선거관리위원회,선거의공정한관리,재외선거관리,입법및선거관리,1511389.0,1511389.0
,시민교육및공명선거정착,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,중앙선거관리위원회,선거의공정한관리,교육및연구기반조성,입법및선거관리,31464.0,31464.0
,시민교육및공명선거정착,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,중앙선거관리위원회,선거의공정한관리,민주시민의식함양및지원,입법및선거관리,9125.0,9125.0
,정당발전지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,중앙선거관리위원회,선거의공정한관리,정당사무지원,입법및선거관리,111000.0,111000.0
,통계개발원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,통계청,성과중심 책임운영기관운영,통계연구개발지원,일반행정,16372.0,16372.0
,국가통계정책추진,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,통계청,통계제도정비 및 통계전문교육,국가통계정책주진,일반행정,428000.0,428000.0
,통계전문교육,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,통계청,통계제도정비 및 통계전문교육,통계교육지원,일반행정,2085.0,2085.0
,대내외협력강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,통계청,통계행정지원,개도국 통계지원(ODA),일반행정,107272.0,107272.0
,대내외협력강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,통계청,통계행정지원,국제통계협력강화,일반행정,599299.0,599299.0
,본부 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2019,통계청,통계행정지원,기관운영 기본경비,일반행정,103810.0,103810.0
,본부 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2019,통계청,통계행정지원,통계교육원 기본경비,일반행정,5061.0,5061.0
,본부 인건비,인건비(기금인건비),일반지출,일반·지방행정,일반회계,2019,통계청,통계행정지원,인건비-총액인건비,일반행정,128345.0,128345.0
,한반도통일미래센터 운영,주요사업비(기금사업비),일반지출,통일·외교,남북협력기금,2019,통일부,통일정책,한반도통일미래센터 운영,통일,16772.0,16772.0
,개성공단 사업지원,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,통일부,개성공단 지원,개성공단 운영 제도화,통일,18843.0,18843.0
,남북회담 추진,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,통일부,남북회담,남북회담 추진,통일,21746.0,21746.0
,북한이탈주민 사회적응 지원,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,통일부,북한이탈주민 정착지원,북한이탈주민 교육훈련,통일,8908.0,8908.0
,북한정보 수집 및 분석 역량 강화,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,통일부,북한정세분석,정세분석 역량 강화,통일,35236.0,35236.0
,북한인권개선 기반구축,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,통일부,인도적 문제해결,북한인권개선 정책수립 및 추진,통일,40990.0,40990.0
,북한인권개선 기반구축,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,통일부,인도적 문제해결,북한인권기록센터 운영,통일,21152.0,21152.0
,통일교육원 기본경비,기본경비(경상운영비),일반지출,통일·외교,일반회계,2019,통일부,통일교육,통일교육원 총액인건비 비대상 기본경비,통일,21149.0,21149.0
,통일교육추진,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,통일부,통일교육,통일교육 지원체계 구축 및 운영,통일,293957.0,293957.0
,통일교육추진,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,통일부,통일교육,학교 통일교육 강화,통일,6300.0,6300.0
,평화통일기반조성,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,통일부,통일정책,국내통일기반조성,통일,5882.0,5882.0
,평화통일기반조성,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,통일부,통일정책,국제통일기반조성,통일,143174.0,143174.0
,평화통일기반조성,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,통일부,통일정책,통일정책추진,통일,14940.0,14940.0
,대북활동지원,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,통일부,통일행정지원,통일정책추진활동,통일,222092.0,222092.0
,본부 기본경비,기본경비(경상운영비),일반지출,통일·외교,일반회계,2019,통일부,통일행정지원,총액인건비 비대상 교류협력국 기본경비,통일,35452.0,35452.0
,본부 기본경비,기본경비(경상운영비),일반지출,통일·외교,일반회계,2019,통일부,통일행정지원,총액인건비 비대상 기관운영 기본경비,통일,67465.0,67465.0
,본부 기본경비,기본경비(경상운영비),일반지출,통일·외교,일반회계,2019,통일부,통일행정지원,총액인건비 비대상 인도협력국 기본경비,통일,30724.0,30724.0
,본부 기본경비,기본경비(경상운영비),일반지출,통일·외교,일반회계,2019,통일부,통일행정지원,총액인건비 비대상 정세분석국 기본경비,통일,21654.0,21654.0
,본부 기본경비,기본경비(경상운영비),일반지출,통일·외교,일반회계,2019,통일부,통일행정지원,총액인건비 비대상 통일정책실 기본경비,통일,23345.0,23345.0
,소속기관 기본경비,기본경비(경상운영비),일반지출,통일·외교,일반회계,2019,통일부,통일행정지원,총액인건비 비대상 개성공단공동위사무처 기본경비,통일,27690.0,27690.0
,소속기관 기본경비,기본경비(경상운영비),일반지출,통일·외교,일반회계,2019,통일부,통일행정지원,총액인건비 비대상 남북출입사무소 기본경비,통일,11504.0,11504.0
,소속기관 기본경비,기본경비(경상운영비),일반지출,통일·외교,일반회계,2019,통일부,통일행정지원,총액인건비 비대상 남북회담본부 기본경비,통일,15313.0,15313.0
,인건비,인건비(기금인건비),일반지출,통일·외교,일반회계,2019,통일부,통일행정지원,총액인건비 대상 인건비,통일,181875.0,181875.0
,통일업무지원,주요사업비(기금사업비),일반지출,통일·외교,일반회계,2019,통일부,통일행정지원,통일업무지원,통일,896.0,896.0
손익계정,본부 기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산행정종합지원,기관운영 기본경비,산업·중소기업일반,10357.0,10357.0
손익계정,본부 기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산행정종합지원,기획조정관 기본경비,산업·중소기업일반,18200.0,18200.0
손익계정,본부 기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산행정종합지원,산업재산보호협력국 기본경비,산업·중소기업일반,1809.0,1809.0
손익계정,본부 기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산행정종합지원,산업재산정책국 기본경비,산업·중소기업일반,5919.0,5919.0
손익계정,본부 기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산행정종합지원,상표디자인심사국 기본경비,산업·중소기업일반,18433.0,18433.0
손익계정,본부 기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산행정종합지원,정보고객지원국 기본경비,산업·중소기업일반,12682.0,12682.0
손익계정,본부 기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산행정종합지원,특허심사1국 기본경비,산업·중소기업일반,11033.0,11033.0
손익계정,본부 기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산행정종합지원,특허심사2국 기본경비,산업·중소기업일반,15159.0,15159.0
손익계정,본부 기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산행정종합지원,특허심사3국 기본경비,산업·중소기업일반,18160.0,18160.0
손익계정,본부 기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산행정종합지원,특허심사기획국 기본경비,산업·중소기업일반,13951.0,13951.0
손익계정,소속기관 기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산행정종합지원,국제지식재산연수원 기본경비,산업·중소기업일반,7963.0,7963.0
손익계정,소속기관 기본경비,기본경비(경상운영비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산행정종합지원,특허심판원 기본경비,산업·중소기업일반,10972.0,10972.0
손익계정,인건비,인건비(기금인건비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산행정종합지원,인건비,산업·중소기업일반,208749.0,208749.0
손익계정,지식재산권보호 기반조성,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,국내외 지식재산권 보호 및 활용 촉진,국내 지식재산권 보호활동 강화,지식재산일반,4092.0,4092.0
손익계정,지식재산권보호 기반조성,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,국내외 지식재산권 보호 및 활용 촉진,해외 지식재산권 보호활동 강화,지식재산일반,15155.0,15155.0
손익계정,특허기술 활용촉진,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,국내외 지식재산권 보호 및 활용 촉진,특허기술의 전략적 사업화 지원,지식재산일반,7156.0,7156.0
손익계정,국제협력강화 기반구축,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,심사ㆍ심판서비스 제공,국제지식재산나눔(ODA),지식재산일반,2055.0,2055.0
손익계정,국제협력강화 기반구축,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,심사ㆍ심판서비스 제공,국제협력,지식재산일반,148928.0,148928.0
손익계정,심사·심판 역량강화,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,심사ㆍ심판서비스 제공,심사·심판관 역량강화,지식재산일반,173694.0,173694.0
손익계정,심사·심판처리 지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,심사ㆍ심판서비스 제공,상표 심사지원,지식재산일반,13405.0,13405.0
손익계정,심사·심판처리 지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,심사ㆍ심판서비스 제공,특허 심사지원,지식재산일반,49646.0,49646.0
손익계정,특허고객 서비스지원,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,심사ㆍ심판서비스 제공,특허고객 서비스 지원,지식재산일반,10314.0,10314.0
손익계정,지식재산 인력양성,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산 창출기반 강화,발명교육 활성화,지식재산일반,6517.0,6517.0
손익계정,지식재산 인력양성,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산 창출기반 강화,지식재산교육운영,지식재산일반,4608.0,4608.0
손익계정,지식재산창출 기반조성,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산 창출기반 강화,발명장려문화 조성,지식재산일반,2111.0,2111.0
손익계정,지식재산창출 기반조성,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산 창출기반 강화,상표디자인창출 기반조성,지식재산일반,10758.0,10758.0
손익계정,지식재산창출 기반조성,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산 창출기반 강화,지식재산 창출지원,지식재산일반,5364.0,5364.0
손익계정,특허정보시스템 구축·운영,주요사업비(기금사업비),일반지출,산업·중소기업및에너지,특허청,2019,특허청,지식재산행정정보화,특허정보시스템 구축 및 운영(정보화),지식재산일반,47360.0,47360.0
,경비수사활동지원,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2019,해양경찰청,해양경비체계강화,국제외사활동,해경,49522.0,49522.0
,해양경찰역량강화,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2019,해양경찰청,해양경찰행정지원,재정관리활동,해경,5360.0,5360.0
,해양경찰역량강화,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2019,해양경찰청,해양경찰행정지원,총무활동,해경,1610.0,1610.0
,해양오염방제,주요사업비(기금사업비),일반지출,환경,일반회계,2019,해양경찰청,해양오염관리,해양오염예방활동,해양환경,9915.0,9915.0
,해양문화활성화,주요사업비(기금사업비),일반지출,교통및물류,일반회계,2019,해양수산부,해양산업육성및영토관리,해양과학국제협력,물류등기타,843636.0,843636.0
,재난관리인프라구축,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2019,행정안전부,재난관리,재난관리국제협력,재난관리,1563296.0,1563296.0
,재난안전기술개발,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2019,행정안전부,재난안전기술개발,재난안전관리업무지원기술개발(R&D),재난관리,26120.0,26120.0
,재난안전연구지원,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2019,행정안전부,재난안전기술개발,재난안전신기술해외보급(ODA),재난관리,15800.0,15800.0
,국제행정발전지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,행정안전부,행정안전행정지원,행정한류네트워크구축운영,일반행정,37028.0,37028.0
,본부기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2019,행정안전부,행정안전행정지원,감사관실,일반행정,0.0,8940.0
,본부기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2019,행정안전부,행정안전행정지원,안전정책실기본경비,일반행정,3922.0,3922.0
,본부기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2019,행정안전부,행정안전행정지원,재난관리실기본경비,일반행정,29683.0,29683.0
,본부기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2019,행정안전부,행정안전행정지원,재외주재관지원,일반행정,9500.0,9500.0
,본부기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2019,행정안전부,행정안전행정지원,전자정부국,일반행정,13496.0,13496.0
,본부기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2019,행정안전부,행정안전행정지원,지방자치분권실,일반행정,5061.0,5061.0
,본부기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2019,행정안전부,행정안전행정지원,지방재정경제실,일반행정,7960.0,7960.0
,본부인건비,인건비(기금인건비),일반지출,일반·지방행정,일반회계,2019,행정안전부,행정안전행정지원,인건비(본부),일반행정,735179.0,735179.0
,소속기관기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2019,행정안전부,행정안전행정지원,이북5도기본경비,일반행정,7072.0,7072.0
,소속기관기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2019,행정안전부,행정안전행정지원,재난안전연구원기본경비(R&D),일반행정,3702.0,3702.0
,소속기관기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2019,행정안전부,행정안전행정지원,지방자치인재개발원기본경비,일반행정,9922.0,9922.0
,위원회운영지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,행정안전부,행정안전행정지원,소득주도성장특별위원회운영,일반행정,15712.0,15712.0
,위원회운영지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,행정안전부,행정안전행정지원,신남방정책특별위원회운영,일반행정,101272.0,101272.0
,위원회운영지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,행정안전부,행정안전행정지원,정책기획위원회운영,일반행정,30650.0,30650.0
,공무원단체건전육성,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,행정안전부,인사관리,공무원단체건전육성,정부자원관리,6192.0,6192.0
,개인정보보호강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,행정안전부,전자정부,개인정보보호위원회운영(정보화),정부자원관리,28892.0,28892.0
,국가정보자원관리원운영(정보화),주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,행정안전부,전자정부,국가정보자원관리원운영(정보화),정부자원관리,16557.0,16557.0
,책임운영기관제운영및정부조직진단관리,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,행정안전부,정부혁신조직,정부조직진단관리,정부자원관리,0.0,52727.0
,행정효율성향상,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,행정안전부,정부혁신조직,UN거버넌스센터지원,정부자원관리,1503444.0,1503444.0
,행정효율성향상,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,행정안전부,정부혁신조직,정부혁신국제네트워크강화및대외신인도제고,정부자원관리,202380.0,202380.0
,행정효율성향상,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,행정안전부,정부혁신조직,정부혁신변화관리지원,정부자원관리,7054.0,7054.0
,지방자치단체경쟁력지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,행정안전부,지방자치분권,지자체경쟁력지원,지방행정·재정지원,6234.0,6234.0
,지자체역량강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,행정안전부,지방자치분권,자치분권위원회운영,지방행정·재정지원,26799.0,26799.0
,지방자치인재개발원운영,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,행정안전부,지방자치인재개발,외국지방공무원교육운영(ODA),지방행정·재정지원,8200.0,8200.0
,지방자치인재개발원운영,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2019,행정안전부,지방자치인재개발,지방자치인재개발원교육운영,지방행정·재정지원,14692.0,14692.0
,기본경비,기본경비(경상운영비),일반지출,국토및지역개발,행정중심복합도시건설특별회계,2019,행정중심복합도시건설청,행정중심복합도시건설 운영,기본경비(비총액),지역및도시,62074.0,62074.0
