계정명,단위사업명,경비구분,지출구분,분야명,회계명,회계년도,소관명,프로그램명,세부사업명,부문명,국회확정금액,정부안금액
,중장기 재정 전략 수립,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2016,기획재정부,재정기획,재정교육,재정·금융,5036.0,5036.0
,중장기 재정 전략 수립,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2016,기획재정부,재정기획,재정전략기획 및 협력강화,재정·금융,2076.0,2076.0
,국고보조금 관리 및 제도개선,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2016,기획재정부,재정운용,지역발전특별회계 관리 및 제도개선,재정·금융,3059.0,3059.0
,국제 재정협력 강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2016,기획재정부,재정운용,국제 재정협력 강화,재정·금융,283611.0,283611.0
,재정운용 협력기반 구축·운영,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2016,기획재정부,재정운용,재정운용 협력기반 구축·운영,재정·금융,42196.0,42196.0
,청년위원회 운영,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2016,기획재정부,정부위원회,청년위원회 운영,재정·금융,10545.0,10545.0
,경제정책조정지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2016,기획재정부,정책조정,경제정책조정활성화사업,재정·금융,18858.0,18858.0
,경제정책조정지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2016,기획재정부,정책조정,협동조합활성화사업,재정·금융,13759.0,13759.0
,조세정책지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2016,기획재정부,조세정책,국제조세기구 등 분담금,재정·금융,307017.0,307017.0
,조세정책지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2016,기획재정부,조세정책,국제조세협력,재정·금융,237215.0,237215.0
,조세정책지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2016,기획재정부,조세정책,조세지출 성과관리 및 평가,재정·금융,12870.0,12870.0
,농산물가격안정 및 수급조절,주요사업비(기금사업비),일반지출,농림수산,농산물가격안정기금,2016,농림축산식품부,농산물가격안정 및 유통효율화,비축지원,농업·농촌,364239654.0,364239654.0
구조개선사업계정,가축검역(농특),주요사업비(기금사업비),일반지출,농림수산,농어촌구조개선특별회계,2016,농림축산식품부,농림축산검역검사,가축방역,농업·농촌,36685.0,36685.0
구조개선사업계정,농산물안전성관리,주요사업비(기금사업비),일반지출,농림수산,농어촌구조개선특별회계,2016,농림축산식품부,농산물품질관리,LMO 및 농산물표시관리,농업·농촌,288922.0,288922.0
구조개선사업계정,농산물안전성관리,주요사업비(기금사업비),일반지출,농림수산,농어촌구조개선특별회계,2016,농림축산식품부,농산물품질관리,농산물안전성조사,농업·농촌,156918.0,156918.0
구조개선사업계정,농산물안전성관리,주요사업비(기금사업비),일반지출,농림수산,농어촌구조개선특별회계,2016,농림축산식품부,농산물품질관리,농산물원산지관리,농업·농촌,867043.0,867043.0
구조개선사업계정,농산물안전성관리,주요사업비(기금사업비),일반지출,농림수산,농어촌구조개선특별회계,2016,농림축산식품부,농산물품질관리,친환경우수농식품인증,농업·농촌,71244.0,71244.0
구조개선사업계정,품질관리정보화(정보화),주요사업비(기금사업비),일반지출,농림수산,농어촌구조개선특별회계,2016,농림축산식품부,농산물품질관리,농산물품질관리정보화(정보화),농업·농촌,5804.0,5804.0
구조개선사업계정,종자산업육성(농특),주요사업비(기금사업비),일반지출,농림수산,농어촌구조개선특별회계,2016,농림축산식품부,종자관리,종자산업 및 품종보호(ODA),농업·농촌,24470.0,24470.0
구조개선사업계정,종자산업육성(농특),주요사업비(기금사업비),일반지출,농림수산,농어촌구조개선특별회계,2016,농림축산식품부,종자관리,품종심사및재배시험,농업·농촌,85395.0,85395.0
농어촌특별세사업계정,농업경영체교육훈련,주요사업비(기금사업비),일반지출,농림수산,농어촌구조개선특별회계,2016,농림축산식품부,농업경영체육성,농업·농촌교육훈련지원,농업·농촌,21984.0,21984.0
손익계정,양곡매입 및 관리,주요사업비(기금사업비),일반지출,농림수산,양곡관리특별회계,2016,농림축산식품부,양곡관리,수입양곡대,농업·농촌,284962281.0,303995147.0
,국제협력협상,주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농림축산식품부,국제협력협상,국제기구분담금,농업·농촌,885782.0,885782.0
,국제협력협상,주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농림축산식품부,국제협력협상,국제기구분담금(ODA),농업·농촌,12386211.0,12386211.0
,국제협력협상,주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농림축산식품부,국제협력협상,농업협상대응,농업·농촌,355513.0,355513.0
,검역검사(R&D),주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산검역검사,농림축산검역검사기술개발(R&D),농업·농촌,814641.0,814641.0
,동축산물검역검사,주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산검역검사,동축산물검역검사,농업·농촌,116886.0,116886.0
,동축산물검역검사,주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산검역검사,축산식품안전관리,농업·농촌,17818.0,17818.0
,식물검역검사및수출지원,주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산검역검사,식물검역검사및수출촉진,농업·농촌,76489.0,76489.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산식품행정지원,기본경비(국제협력국),농업·농촌,118295.0,118295.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산식품행정지원,기본경비(기획실),농업·농촌,15543.0,15543.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산식품행정지원,기본경비(농업정책국),농업·농촌,14631.0,14631.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산식품행정지원,기본경비(농촌정책국),농업·농촌,11440.0,11440.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산식품행정지원,기본경비(식량정책관),농업·농촌,30165.0,30165.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산식품행정지원,기본경비(식품산업정책관),농업·농촌,33835.0,33835.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산식품행정지원,기본경비(운영지원과 등),농업·농촌,58410.0,58410.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산식품행정지원,기본경비(유통소비정책관),농업·농촌,21627.0,21627.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산식품행정지원,기본경비(창조농식품정책관),농업·농촌,24244.0,24244.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산식품행정지원,기본경비(축산정책국),농업·농촌,72051.0,72051.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산식품행정지원,농림축산검역본부기본경비,농업·농촌,29880.0,29880.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산식품행정지원,농산물품질관리원기본경비,농업·농촌,46957.0,46957.0
,소속기관인건비,인건비(기금인건비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산식품행정지원,(총액)농림축산검역본부인건비,농업·농촌,193040.0,193040.0
,행정지원,주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산식품행정지원,농어업인 삶의질 향상 정책협업 지원,농업·농촌,3434.0,3434.0
,행정지원,주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농림축산식품부,농림축산식품행정지원,행정효율성증진 및 능력개발,농업·농촌,18639.0,18639.0
,한국농수산대학교육운영(책임운영),주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농림축산식품부,농수산인력양성,한국농수산대학교육운영(책임운영),농업·농촌,64765.0,64765.0
,종자원기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2016,농림축산식품부,종자관리,(총액)종자원기본경비,농업·농촌,5328.0,5328.0
구조개선사업계정,"고객현장지원(농특,구조)",주요사업비(기금사업비),일반지출,농림수산,농어촌구조개선특별회계,2016,농촌진흥청,기관운영 및 사업지원,고객현장지원,농업·농촌,1665.0,1665.0
,농촌진흥사업지원(일반),주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농촌진흥청,기관운영 및 사업지원,농업과학관운영,농업·농촌,2464.0,2464.0
,농촌진흥사업지원(일반),주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농촌진흥청,기관운영 및 사업지원,농업기술알림,농업·농촌,7029.0,7029.0
,본청기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2016,농촌진흥청,기관운영 및 사업지원,기관운영기본경비(총액인건비비대상),농업·농촌,39466.0,39466.0
,본청기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2016,농촌진흥청,기관운영 및 사업지원,농촌지원국기본경비(총액인건비비대상),농업·농촌,27126.0,27126.0
,본청인건비,인건비(기금인건비),일반지출,농림수산,일반회계,2016,농촌진흥청,기관운영 및 사업지원,본청인건비,농업·농촌,328029.0,328029.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2016,농촌진흥청,기관운영 및 사업지원,"농업과학원기본경비(R&D,총액인건비비대상)",농업·농촌,1377.0,1377.0
,소속기관인건비,인건비(기금인건비),일반지출,농림수산,일반회계,2016,농촌진흥청,기관운영 및 사업지원,농업과학원인건비(R&D),농업·농촌,297342.0,297342.0
,소속기관인건비,인건비(기금인건비),일반지출,농림수산,일반회계,2016,농촌진흥청,기관운영 및 사업지원,식량과학원인건비(R&D),농업·농촌,346615.0,346615.0
,국제농업기술협력(일반),주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농촌진흥청,농가경영능력 향상,국제농업기술협력(R&D),농업·농촌,2031578.0,2031578.0
,국제농업기술협력(일반),주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농촌진흥청,농가경영능력 향상,"해외농업기술개발지원(R&D, ODA)",농업·농촌,12156697.0,12156697.0
,"농촌진흥사업정보화(정보화,일반)",주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농촌진흥청,농가경영능력 향상,농업기술정보네트워크운영(정보화),농업·농촌,11286.0,11286.0
,농업공동연구,주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농촌진흥청,농업기초기반 및 실용화 기술개발,농업첨단핵심기술개발사업(R&D),농업·농촌,3579505.0,3579505.0
,농업공동연구,주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농촌진흥청,농업기초기반 및 실용화 기술개발,시험연구활동지원(R&D),농업·농촌,162013.0,162013.0
,농업기초기반연구,주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농촌진흥청,농업기초기반 및 실용화 기술개발,농업기초기반연구(R&D),농업·농촌,335570.0,335570.0
,작물연구,주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농촌진흥청,농업기초기반 및 실용화 기술개발,작물시험연구(R&D),농업·농촌,150527.0,150527.0
,원예특작연구(책임운영),인건비(기금인건비),일반지출,농림수산,일반회계,2016,농촌진흥청,농축산물 경쟁력 제고 기술개발,"원예특작과학원인건비(R&D,책임운영)",농업·농촌,152089.0,152089.0
,원예특작연구(책임운영),주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농촌진흥청,농축산물 경쟁력 제고 기술개발,"원예특작시험연구(R&D, 책임운영)",농업·농촌,89249.0,89249.0
,축산연구(책임운영),인건비(기금인건비),일반지출,농림수산,일반회계,2016,농촌진흥청,농축산물 경쟁력 제고 기술개발,"축산과학원인건비(R&D,책임운영)",농업·농촌,149059.0,149059.0
,축산연구(책임운영),주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농촌진흥청,농축산물 경쟁력 제고 기술개발,"축산시험연구(R&D, 책임운영)",농업·농촌,54526.0,54526.0
,농업인력양성및지원(일반),주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농촌진흥청,전문인력양성,농업전문인력양성(보조),농업·농촌,35772.0,35772.0
,영농현장연구활동지원(일반),주요사업비(기금사업비),일반지출,농림수산,일반회계,2016,농촌진흥청,지역농업특성화,농작물병해충 예찰방제사업(보조),농업·농촌,127205.0,127205.0
경제발전계정,"지역농업연구기반및전략작목육성(지특, 경제)",주요사업비(기금사업비),일반지출,농림수산,지역발전특별회계,2016,농촌진흥청,농업기초기반 및 실용화 기술개발,"지역농업연구기반및전략작목육성(R&D, 보조, 경제)",농업·농촌,14382.0,14382.0
,등기업무전산화,주요사업비(기금사업비),일반지출,공공질서및안전,등기특별회계,2016,대법원,재판활동종합지원,등기업무전산화,법원및헌재,9083.0,9083.0
,등기업무지원,주요사업비(기금사업비),일반지출,공공질서및안전,등기특별회계,2016,대법원,재판활동종합지원,등기업무 운영지원,법원및헌재,9170.0,9170.0
,기금운영비,기본경비(경상운영비),일반지출,공공질서및안전,사법서비스진흥기금,2016,대법원,재판활동종합지원,기금관리비,법원및헌재,5664.0,5664.0
,가족등록업무전산화,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2016,대법원,재판활동종합지원,가족등록업무전산화(정보화),법원및헌재,2535.0,2535.0
,법관등 전문화 및 국제화,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2016,대법원,재판활동종합지원,법관등 연수 및 국제협력,법원및헌재,5337469.0,5337469.0
,본부 기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2016,대법원,재판활동종합지원,기관운영 기본경비,법원및헌재,232674.0,232674.0
,본부인건비,인건비(기금인건비),일반지출,공공질서및안전,일반회계,2016,대법원,재판활동종합지원,일반 인건비,법원및헌재,241726.0,241726.0
,사법업무 전산화,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2016,대법원,재판활동종합지원,사법업무 전산화(정보화),법원및헌재,5090.0,5090.0
,소속기관 기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2016,대법원,재판활동종합지원,교육원 기본경비,법원및헌재,43153.0,43153.0
,소속기관 기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2016,대법원,재판활동종합지원,연수원 기본경비,법원및헌재,73805.0,73805.0
,재판청구권 실현,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2016,대법원,재판활동종합지원,사법정책연구개선,법원및헌재,19159.0,19159.0
,재판청구권 실현,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2016,대법원,재판활동종합지원,재판일반경비지원,법원및헌재,21807.0,21807.0
,전문재판강화,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2016,대법원,재판활동종합지원,사실심 충실화,법원및헌재,20765.0,20765.0
,기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2016,대통령비서실 및 국가안보실,기관운영,총액인건비 비대상 기본경비,일반행정,94262.0,94262.0
,문화유산연구,주요사업비(기금사업비),일반지출,문화및관광,문화재보호기금,2016,문화재청,문화유산교육연구,문화유산 조사연구(R&D),문화재,758196.0,758196.0
,문화유산연구,주요사업비(기금사업비),일반지출,문화및관광,문화재보호기금,2016,문화재청,문화유산교육연구,문화재연구소운영지원(R&D),문화재,12260.0,12260.0
,기금운영비,기본경비(경상운영비),일반지출,문화및관광,문화재보호기금,2016,문화재청,문화재보호,기금운영비,문화재,7475.0,7475.0
,예방적 문화재 안전관리,주요사업비(기금사업비),일반지출,문화및관광,문화재보호기금,2016,문화재청,문화재보호,문화재 재난안전 관리,문화재,10023.0,10023.0
,전통문화교육원운영,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화재청,문화유산교육연구,전통문화교육원운영지원,문화재,3188.0,3188.0
,한국전통문화대학교운영지원,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화재청,문화유산교육연구,한국전통문화대학교운영,문화재,22526.0,22526.0
,국제교류및세계유산등재,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화재청,문화재국제교류,국외문화재환수및활용,문화재,179363.0,179363.0
,국제교류및세계유산등재,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화재청,문화재국제교류,문화재국제교류,문화재,19472.0,19472.0
,기념물문화재 보존강화,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화재청,문화재보존관리,고도 보존 및 육성,문화재,6105.0,6105.0
,기념물문화재 보존강화,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화재청,문화재보존관리,문화재수리기술진흥,문화재,11183.0,11183.0
,기념물문화재 보존강화,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화재청,문화재보존관리,사적관리,문화재,15322.0,15322.0
,무형문화재전승,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화재청,문화재보존관리,무형문화재보호,문화재,14535.0,14535.0
,무형문화재전승,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화재청,문화재보존관리,무형유산원운영,문화재,34098.0,34098.0
,자연문화재보호,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화재청,문화재보존관리,천연기념물 및 명승 보호,문화재,15314.0,15314.0
,매장문화재보존관리,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화재청,문화재보호,매장문화재보존,문화재,7882.0,7882.0
,문화재안전관리체계강화,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화재청,문화재보호,문화재예방관리강화,문화재,8543.0,8543.0
,문화재보호행정기반조성,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화재청,문화재정책기반구축,문화재보존관리정책강화,문화재,9626.0,9626.0
,문화재행정제도개선,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화재청,문화재행정지원,문화재행정효율성증진및성과관리,문화재,9030.0,9030.0
,본청기본경비,기본경비(경상운영비),일반지출,문화및관광,일반회계,2016,문화재청,문화재행정지원,본청기본경비,문화재,16660.0,16660.0
,본청운영경비,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화재청,문화재행정지원,기획재정관리,문화재,15664.0,15664.0
,소속기관기본경비,기본경비(경상운영비),일반지출,문화및관광,일반회계,2016,문화재청,문화재행정지원,현충사기본경비,문화재,3540.0,3540.0
,국립고궁박물관조성운영,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화재청,문화재활용,국립고궁박물관운영,문화재,17276.0,17276.0
,영화산업기초인프라강화,주요사업비(기금사업비),일반지출,문화및관광,영화발전기금,2016,문화체육관광부,콘텐츠산업 육성,영화정책지원,문화예술,5607.0,5607.0
,영화산업기초인프라강화,주요사업비(기금사업비),일반지출,문화및관광,영화발전기금,2016,문화체육관광부,콘텐츠산업 육성,인적자원육성관리,문화예술,4556.0,4556.0
,영화산업기초인프라강화,주요사업비(기금사업비),일반지출,문화및관광,영화발전기금,2016,문화체육관광부,콘텐츠산업 육성,첨단영화기술육성,문화예술,40334.0,40334.0
,영화유통 및 제작지원,주요사업비(기금사업비),일반지출,문화및관광,영화발전기금,2016,문화체육관광부,콘텐츠산업 육성,영화산업유통 지원,문화예술,70170.0,70170.0
,영화유통 및 제작지원,주요사업비(기금사업비),일반지출,문화및관광,영화발전기금,2016,문화체육관광부,콘텐츠산업 육성,영화제작 지원,문화예술,5258.0,5258.0
,사행산업통합감독위원회 운영,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,사행산업통합감독위원회 운영,사행산업통합감독위원회 운영,관광,19020.0,19020.0
,본부기본경비,기본경비(경상운영비),일반지출,문화및관광,일반회계,2016,문화체육관광부,문화·관광행정지원,저작권정책관 기본경비,문화및관광일반,2046.0,2046.0
,본부인건비,인건비(기금인건비),일반지출,문화및관광,일반회계,2016,문화체육관광부,문화·관광행정지원,본부인건비,문화및관광일반,124810.0,124810.0
,소속기관기본경비,기본경비(경상운영비),일반지출,문화및관광,일반회계,2016,문화체육관광부,문화·관광행정지원,국악중고 기본경비,문화및관광일반,3184.0,3184.0
,종합정책연구,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,문화·관광행정지원,정책기획 및 성과관리,문화및관광일반,25887.0,25887.0
,총액인건비대상 소속기관기본경비,기본경비(경상운영비),일반지출,문화및관광,일반회계,2016,문화체육관광부,문화·관광행정지원,국립중앙극장 기본경비(총액인건비대상),문화및관광일반,2709.0,2709.0
,저작권 보호활동 강화,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,건강한 저작권 생태계 조성,저작권보호활동 활성화,문화예술,4226.0,4226.0
,저작권 인식제고 및 기관지원,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,건강한 저작권 생태계 조성,저작권 문화기반 조성,문화예술,35437.0,35437.0
,저작물 이용 및 유통환경 조성,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,건강한 저작권 생태계 조성,저작권비즈니스 활성화 지원,문화예술,1062.0,1062.0
,국립국악원 운영,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,국립국악원운영,국립지방국악원 운영,문화예술,16750.0,16750.0
,국립국악원 운영,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,국립국악원운영,국악 진흥,문화예술,39998.0,39998.0
,국립국악원 운영,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,국립국악원운영,국악원 공연활동,문화예술,60642.0,60642.0
,국립국악원 운영,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,국립국악원운영,국악원 시설관리 및 보강,문화예술,867.0,867.0
,국립국악원 운영,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,국립국악원운영,국악원전속단체운영,문화예술,1329.0,1329.0
,국어발전기반조성및진흥,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,국립국어원운영,국어진흥 연구 및 사용환경 개선,문화예술,25061.0,25061.0
,전통예술중고 지원,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,국립전통예술중고 운영,전통예술중고 운영,문화예술,9376.0,9376.0
,국립중앙극장 운영,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,국립중앙극장운영,공연활동 지원,문화예술,32873.0,32873.0
,국립중앙도서관 운영,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,국립중앙도서관운영,도서관 자료확충 및 정책지원,문화예술,18442.0,18442.0
,도서관정보화,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,국립중앙도서관운영,디지털정보자원 확충(정보화),문화예술,4794.0,4794.0
,국립한글박물관 운영,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,국립한글박물관 운영,한글박물관 운영,문화예술,34581.0,34581.0
,국립현대미술관 운영,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,국립현대미술관운영,국립현대미술관 운영,문화예술,16738.0,16738.0
,국립현대미술관 운영,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,국립현대미술관운영,미술은행 및 정부미술품 운영,문화예술,4505.0,4505.0
,대한민국역사박물관 운영,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,대한민국역사박물관 운영,대한민국역사박물관 운영,문화예술,28087.0,28087.0
,미디어산업육성,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,문화미디어산업육성및지원,미디어산업 기반구축,문화예술,735.0,735.0
,방송영상콘텐츠 및 광고산업 활성화,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,문화미디어산업육성및지원,광고산업 활성화,문화예술,1902.0,1902.0
,방송영상콘텐츠 및 광고산업 활성화,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,문화미디어산업육성및지원,방송영상콘텐츠 제작지원,문화예술,5165.0,5165.0
,방송영상콘텐츠 및 광고산업 활성화,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,문화미디어산업육성및지원,방송영상콘텐츠 해외진출지원,문화예술,8151.0,8151.0
,출판산업육성,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,문화미디어산업육성및지원,출판산업육성 및 해외진출지원,문화예술,4540.0,4540.0
,예술원운영,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,예술원지원,예술원운영,문화예술,7455.0,7455.0
,공연 및 전통예술의 활성화,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,"예술의 진흥 및 생활화, 산업화",공연예술 진흥기반 조성,문화예술,9613.0,9613.0
,기초예술역량강화,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,"예술의 진흥 및 생활화, 산업화",예술창작활동 지원,문화예술,2407.0,2407.0
,문화예술교육지원,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,"예술의 진흥 및 생활화, 산업화",문화예술교육 활성화,문화예술,6242.0,6242.0
,도서관정보·정책 체계 활성화,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,인문정신문화진흥 및 문화기반 육성,도서관 정책개발 및 서비스환경개선,문화예술,22077.0,22077.0
,지능형 도서관 기반기술 조성,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,인문정신문화진흥 및 문화기반 육성,국가도서관 지식콘텐츠의 창조적관리 및 확산(R&D),문화예술,1500.0,1500.0
,국어문화진흥,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,창의적문화정책구현,국어진흥기반 조성,문화예술,2415.0,2415.0
,국어문화진흥,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,창의적문화정책구현,유네스코 세종문해상 지원(ODA),문화예술,102589.0,102589.0
,국어문화진흥,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,창의적문화정책구현,한글의 가치 확산,문화예술,16815.0,16815.0
,문화정책지원,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,창의적문화정책구현,문화정책개발,문화예술,2614.0,2614.0
,지역·전통문화 진흥,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,창의적문화정책구현,전통문화 진흥,문화예술,3181.0,3181.0
,지역·전통문화 진흥,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,창의적문화정책구현,지역문화 진흥,문화예술,3222.0,3222.0
,문화콘텐츠산업 기술지원,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,콘텐츠산업 육성,CT기반조성(R&D),문화예술,4365.0,4365.0
,문화콘텐츠산업 육성,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,콘텐츠산업 육성,게임산업육성,문화예술,4602.0,4602.0
,문화콘텐츠산업 육성,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,콘텐츠산업 육성,영상산업 육성,문화예술,10842.0,10842.0
,문화콘텐츠산업 진흥 환경 조성,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,콘텐츠산업 육성,문화창조융합벨트 구축,문화예술,11892.0,11892.0
,문화콘텐츠산업 진흥 환경 조성,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,콘텐츠산업 육성,문화콘텐츠 국제협력 및 수출기반조성,문화예술,10819.0,10819.0
,문화콘텐츠산업 진흥 환경 조성,주요사업비(기금사업비),일반지출,문화및관광,일반회계,2016,문화체육관광부,콘텐츠산업 육성,한류진흥,문화예술,4158.0,4158.0
