기본순자산금액,회계연도,순자산조정금액,소관명,적립금잉여금액,구분,합계금액
0.0,2020,0.0,가습기살균제사건과 4·16세월호참사 특별조사위원회,0.0,조정항목,0.0
0.0,2020,0.0,가습기살균제사건과 4·16세월호참사 특별조사위원회,0.0,재원의이전,0.0
0.0,2020,0.0,가습기살균제사건과 4·16세월호참사 특별조사위원회,870502030.0,기타재원조달,870502030.0
0.0,2020,0.0,가습기살균제사건과 4·16세월호참사 특별조사위원회,15235097660.0,국고수입,15235097660.0
0.0,2020,0.0,가습기살균제사건과 4·16세월호참사 특별조사위원회,16105599690.0,재원의조달,16105599690.0
0.0,2020,0.0,가습기살균제사건과 4·16세월호참사 특별조사위원회,16105599690.0,재원의조달및이전,16105599690.0
0.0,2020,0.0,가습기살균제사건과 4·16세월호참사 특별조사위원회,15612772861.0,재정운영결과,15612772861.0
0.0,2020,0.0,개인정보보호위원회,13490213170.0,재원의조달및이전,13490213170.0
0.0,2020,0.0,개인정보보호위원회,13554153180.0,재원의조달,13554153180.0
0.0,2020,0.0,개인정보보호위원회,11851738870.0,국고수입,11851738870.0
0.0,2020,0.0,고용노동부,25078045443106.0,재정운영결과,25078045443106.0
1643105155605.0,2020,3308125903690.0,고용노동부,9295485636280.0,보고금액,14246716695575.0
1643105155605.0,2020,3308125903690.0,고용노동부,9295485636280.0,당기 기초순자산,14246716695575.0
1643105155605.0,2020,3308125903690.0,고용노동부,9295485636280.0,전기 기말순자산,14246716695575.0
0.0,2020,64292364544.0,고용노동부,0.0,자산재평가이익,64292364544.0
0.0,2020,1470649375621.0,고용노동부,0.0,투자증권평가손익,1470649375621.0
0.0,2020,1534941740165.0,고용노동부,0.0,조정항목,1534941740165.0
0.0,2020,0.0,고용노동부,84480000.0,무상이전지출,84480000.0
0.0,2020,0.0,고용노동부,161579068390.0,국고이전지출,161579068390.0
0.0,2020,0.0,고용노동부,161663548390.0,재원의이전,161663548390.0
0.0,2020,0.0,고용노동부,66396323610.0,기타재원조달,66396323610.0
0.0,2020,0.0,고용노동부,251260000.0,무상이전수입,251260000.0
0.0,2020,0.0,고용노동부,238162040.0,기타비교환수익,238162040.0
0.0,2020,0.0,고용노동부,44807242470.0,제재금수익,44807242470.0
0.0,2020,0.0,고용노동부,7117072516040.0,국고수입,7117072516040.0
0.0,2020,0.0,고용노동부,7228765504160.0,재원의조달,7228765504160.0
0.0,2020,0.0,고용노동부,7067101955770.0,재원의조달및이전,7067101955770.0
0.0,2020,0.0,고용노동부,12354333268750.0,재원의조달및이전,12354333268750.0
0.0,2020,0.0,고용노동부,12494554399050.0,재원의조달,12494554399050.0
0.0,2020,0.0,고용노동부,12350208317870.0,국고수입,12350208317870.0
0.0,2020,0.0,공정거래위원회,128098911750.0,재원의조달,128098911750.0
0.0,2020,0.0,공정거래위원회,75655350461.0,재원의조달및이전,75655350461.0
0.0,2020,0.0,공정거래위원회,154293211870.0,재정운영결과,154293211870.0
7933015934.0,2020,2614692771.0,공정거래위원회,132280831095.0,보고금액,142828539800.0
7933015934.0,2020,2614692771.0,공정거래위원회,132280831095.0,전기 기초순자산,142828539800.0
1643105155605.0,2020,4742126959988.0,고용노동부,-3428226538076.0,당기 기말순자산,2957005577517.0
0.0,2020,0.0,고용노동부,0.0,기타순자산의증감,0.0
0.0,2020,30887315523.0,고용노동부,0.0,자산재평가이익,30887315523.0
0.0,2020,1403113740775.0,고용노동부,0.0,투자증권평가손익,1403113740775.0
0.0,2020,1434001056298.0,고용노동부,0.0,조정항목,1434001056298.0
0.0,2020,0.0,고용노동부,169650000.0,무상이전지출,169650000.0
0.0,2020,0.0,고용노동부,140051480300.0,국고이전지출,140051480300.0
0.0,2020,0.0,고용노동부,140221130300.0,재원의이전,140221130300.0
0.0,2020,0.0,고용노동부,71259243100.0,기타재원조달,71259243100.0
0.0,2020,0.0,고용노동부,16510942390.0,무상이전수입,16510942390.0
0.0,2020,0.0,고용노동부,114187470.0,기타비교환수익,114187470.0
0.0,2020,0.0,고용노동부,56461708220.0,제재금수익,56461708220.0
0.0,2020,0.0,고용노동부,11271515345854.0,재정운영결과,11271515345854.0
1643105155605.0,2020,1773184163525.0,고용노동부,13499899026364.0,보고금액,16916188345494.0
1643105155605.0,2020,1773184163525.0,고용노동부,13499899026364.0,전기 기초순자산,16916188345494.0
0.0,2020,0.0,경찰청,902906333203.0,재원의이전,902906333203.0
0.0,2020,0.0,경찰청,1584836764660.0,기타재원조달,1584836764660.0
0.0,2020,0.0,경찰청,33202997858.0,무상이전수입,33202997858.0
0.0,2020,0.0,경찰청,869514228490.0,제재금수익,869514228490.0
0.0,2020,0.0,경찰청,10677269791240.0,국고수입,10677269791240.0
0.0,2020,0.0,경찰청,13164823782248.0,재원의조달,13164823782248.0
0.0,2020,0.0,경찰청,12261917449045.0,재원의조달및이전,12261917449045.0
0.0,2020,0.0,경찰청,11793947822633.0,재정운영결과,11793947822633.0
6898650203656.0,2020,4205284354063.0,경찰청,2097521291198.0,보고금액,13201455848917.0
6898650203656.0,2020,4205284354063.0,경찰청,2097521291198.0,전기 기초순자산,13201455848917.0
208943413.0,2020,0.0,개인정보보호위원회,1956229618.0,당기 기말순자산,2165173031.0
0.0,2020,0.0,개인정보보호위원회,0.0,조정항목,0.0
0.0,2020,0.0,개인정보보호위원회,63940010.0,국고이전지출,63940010.0
0.0,2020,0.0,개인정보보호위원회,63940010.0,재원의이전,63940010.0
0.0,2020,0.0,개인정보보호위원회,581550860.0,기타재원조달,581550860.0
0.0,2020,0.0,개인정보보호위원회,977941160.0,무상이전수입,977941160.0
0.0,2020,0.0,개인정보보호위원회,142922290.0,제재금수익,142922290.0
0.0,2020,0.0,경찰청,880701888000.0,국고이전지출,880701888000.0
0.0,2020,0.0,경찰청,22204445203.0,무상이전지출,22204445203.0
0.0,2020,263486210004.0,경찰청,0.0,조정항목,263486210004.0
6898650203656.0,2020,4695055559745.0,경찰청,2975580065292.0,당기 기말순자산,14569285828693.0
0.0,2020,226284995678.0,경찰청,0.0,자산재평가이익,226284995678.0
0.0,2020,226284995678.0,경찰청,0.0,조정항목,226284995678.0
0.0,2020,0.0,경찰청,9292640232.0,무상이전지출,9292640232.0
0.0,2020,0.0,경찰청,890042973270.0,국고이전지출,890042973270.0
0.0,2020,0.0,경찰청,899335613502.0,재원의이전,899335613502.0
0.0,2020,0.0,경찰청,1666612311010.0,기타재원조달,1666612311010.0
0.0,2020,0.0,경찰청,22574567220.0,무상이전수입,22574567220.0
0.0,2020,0.0,경찰청,898770724370.0,제재금수익,898770724370.0
0.0,2020,0.0,경찰청,11180808723950.0,국고수입,11180808723950.0
0.0,2020,0.0,경찰청,13768766326550.0,재원의조달,13768766326550.0
0.0,2020,0.0,경찰청,12869430713048.0,재원의조달및이전,12869430713048.0
0.0,2020,0.0,경찰청,12459341565366.0,재정운영결과,12459341565366.0
6898650203656.0,2020,4468770564067.0,경찰청,2565490917610.0,보고금액,13932911685333.0
6898650203656.0,2020,4468770564067.0,경찰청,2565490917610.0,당기 기초순자산,13932911685333.0
6898650203656.0,2020,4468770564067.0,경찰청,2565490917610.0,전기 기말순자산,13932911685333.0
0.0,2020,263486210004.0,경찰청,0.0,자산재평가이익,263486210004.0
0.0,2020,0.0,공정거래위원회,-6204247460.0,제재금수익,-6204247460.0
0.0,2020,0.0,새만금개발청,1685957510.0,기타재원조달,1685957510.0
0.0,2020,0.0,새만금개발청,153868750.0,무상이전수입,153868750.0
0.0,2020,0.0,새만금개발청,4914700.0,기타비교환수익,4914700.0
0.0,2020,0.0,새만금개발청,3728440.0,제재금수익,3728440.0
0.0,2020,0.0,새만금개발청,311771984040.0,국고수입,311771984040.0
0.0,2020,0.0,새만금개발청,313620453440.0,재원의조달,313620453440.0
0.0,2020,0.0,새만금개발청,311917275250.0,재원의조달및이전,311917275250.0
0.0,2020,0.0,새만금개발청,21351092635.0,재정운영결과,21351092635.0
0.0,2020,0.0,새만금개발청,718661835318.0,보고금액,718661835318.0
0.0,2020,0.0,새만금개발청,718661835318.0,당기 기초순자산,718661835318.0
0.0,2020,0.0,새만금개발청,718661835318.0,전기 기말순자산,718661835318.0
0.0,2020,0.0,새만금개발청,0.0,조정항목,0.0
0.0,2020,0.0,새만금개발청,1194222720.0,국고이전지출,1194222720.0
0.0,2020,0.0,새만금개발청,1194222720.0,재원의이전,1194222720.0
0.0,2020,0.0,새만금개발청,1588404900.0,기타재원조달,1588404900.0
0.0,2020,0.0,새만금개발청,39600000.0,무상이전수입,39600000.0
0.0,2020,0.0,새만금개발청,246150.0,기타비교환수익,246150.0
0.0,2020,0.0,새만금개발청,14116990.0,제재금수익,14116990.0
0.0,2020,0.0,새만금개발청,287414029460.0,국고수입,287414029460.0
0.0,2020,0.0,새만금개발청,289056397500.0,재원의조달,289056397500.0
0.0,2020,0.0,새만금개발청,287862174780.0,재원의조달및이전,287862174780.0
0.0,2020,0.0,새만금개발청,19801593148.0,재정운영결과,19801593148.0
0.0,2020,0.0,새만금개발청,1703178190.0,재원의이전,1703178190.0
0.0,2020,0.0,새만금개발청,1703178190.0,국고이전지출,1703178190.0
0.0,2020,0.0,소방청,373176138257.0,재원의조달및이전,373176138257.0
0.0,2020,0.0,소방청,163027944707.0,재정운영결과,163027944707.0
102343912493.0,2020,25933962398.0,소방청,208316267636.0,보고금액,336594142527.0
102343912493.0,2020,25933962398.0,소방청,208316267636.0,당기 기초순자산,336594142527.0
102343912493.0,2020,25933962398.0,소방청,208316267636.0,전기 기말순자산,336594142527.0
0.0,2020,2716386675.0,소방청,0.0,자산재평가이익,2716386675.0
0.0,2020,2716386675.0,소방청,0.0,조정항목,2716386675.0
0.0,2020,0.0,소방청,778545060.0,무상이전지출,778545060.0
0.0,2020,0.0,소방청,2781276130.0,국고이전지출,2781276130.0
0.0,2020,0.0,소방청,3559821190.0,재원의이전,3559821190.0
0.0,2020,0.0,소방청,8035716370.0,기타재원조달,8035716370.0
0.0,2020,0.0,소방청,5309162982.0,무상이전수입,5309162982.0
0.0,2020,0.0,소방청,157531080.0,제재금수익,157531080.0
0.0,2020,0.0,소방청,221504282910.0,국고수입,221504282910.0
0.0,2020,0.0,소방청,235006693342.0,재원의조달,235006693342.0
0.0,2020,0.0,소방청,231446872152.0,재원의조달및이전,231446872152.0
0.0,2020,0.0,소방청,223170485960.0,재정운영결과,223170485960.0
102343912493.0,2020,23217575723.0,소방청,200039881444.0,보고금액,325601369660.0
102343912493.0,2020,23217575723.0,소방청,200039881444.0,전기 기초순자산,325601369660.0
0.0,2020,607218619.0,새만금개발청,1009228017933.0,당기 기말순자산,1009835236552.0
0.0,2020,607218619.0,새만금개발청,0.0,자산재평가이익,607218619.0
0.0,2020,607218619.0,새만금개발청,0.0,조정항목,607218619.0
0.0,2020,0.0,새만금개발청,450601253686.0,보고금액,450601253686.0
0.0,2020,0.0,새만금개발청,450601253686.0,전기 기초순자산,450601253686.0
0.0,2020,0.0,산업통상자원부,5528769883250.0,재원의이전,5528769883250.0
0.0,2020,0.0,산업통상자원부,16982089650.0,기타재원조달,16982089650.0
0.0,2020,0.0,산업통상자원부,1210094842.0,무상이전수입,1210094842.0
0.0,2020,0.0,산업통상자원부,120833150.0,기타비교환수익,120833150.0
0.0,2020,0.0,산업통상자원부,1845225170.0,제재금수익,1845225170.0
0.0,2020,0.0,산업통상자원부,1744694167070.0,부담금수익,1744694167070.0
0.0,2020,0.0,산업통상자원부,8343733602540.0,국고수입,8343733602540.0
0.0,2020,0.0,산업통상자원부,10108586012422.0,재원의조달,10108586012422.0
0.0,2020,0.0,산업통상자원부,4579816129172.0,재원의조달및이전,4579816129172.0
0.0,2020,0.0,산업통상자원부,3777460160171.0,재정운영결과,3777460160171.0
17802314622442.0,2020,376572480897.0,산업통상자원부,17174783277922.0,보고금액,35353670381261.0
17802314622442.0,2020,376572480897.0,산업통상자원부,17174783277922.0,전기 기초순자산,35353670381261.0
12911855714168.0,2020,16786659449866.0,산림청,-2959203966321.0,당기 기말순자산,26739311197713.0
0.0,2020,20385079307.0,산림청,0.0,기타순자산의증감,20385079307.0
0.0,2020,762544615237.0,산림청,0.0,자산재평가이익,762544615237.0
0.0,2020,782929694544.0,산림청,0.0,조정항목,782929694544.0
0.0,2020,0.0,산림청,17848821550.0,기타재원이전,17848821550.0
0.0,2020,0.0,산림청,176715111337.0,무상이전지출,176715111337.0
0.0,2020,0.0,산림청,970806972850.0,국고이전지출,970806972850.0
0.0,2020,0.0,산림청,1165370905737.0,재원의이전,1165370905737.0
0.0,2020,0.0,산림청,46270023680.0,기타재원조달,46270023680.0
0.0,2020,0.0,산림청,9333042031.0,무상이전수입,9333042031.0
0.0,2020,0.0,산업통상자원부,5512886447250.0,국고이전지출,5512886447250.0
0.0,2020,0.0,산업통상자원부,15883436000.0,무상이전지출,15883436000.0
17802314622442.0,2020,595246462922.0,산업통상자원부,6997736286508.0,당기 기말순자산,25395297371872.0
0.0,2020,0.0,산업통상자원부,6000000000.0,기타순자산의증감,6000000000.0
0.0,2020,39699404380.0,산업통상자원부,0.0,자산재평가이익,39699404380.0
0.0,2020,36929308013.0,산업통상자원부,0.0,투자증권평가손익,36929308013.0
0.0,2020,76628712393.0,산업통상자원부,6000000000.0,조정항목,82628712393.0
0.0,2020,0.0,산업통상자원부,8666258860.0,무상이전지출,8666258860.0
0.0,2020,0.0,산업통상자원부,6832498492190.0,국고이전지출,6832498492190.0
0.0,2020,0.0,산업통상자원부,6841164751050.0,재원의이전,6841164751050.0
0.0,2020,0.0,산업통상자원부,218915975090.0,기타재원조달,218915975090.0
0.0,2020,0.0,산업통상자원부,7241922787.0,무상이전수입,7241922787.0
0.0,2020,0.0,산업통상자원부,1064766950.0,제재금수익,1064766950.0
0.0,2020,0.0,산업통상자원부,1440921103650.0,부담금수익,1440921103650.0
0.0,2020,0.0,산업통상자원부,10415215936950.0,국고수입,10415215936950.0
0.0,2020,0.0,산업통상자원부,12083359705427.0,재원의조달,12083359705427.0
0.0,2020,0.0,산업통상자원부,5242194954377.0,재원의조달및이전,5242194954377.0
0.0,2020,0.0,산업통상자원부,16227597914792.0,재정운영결과,16227597914792.0
17802314622442.0,2020,518617750529.0,산업통상자원부,17977139246923.0,보고금액,36298071619894.0
17802314622442.0,2020,518617750529.0,산업통상자원부,17977139246923.0,당기 기초순자산,36298071619894.0
17802314622442.0,2020,518617750529.0,산업통상자원부,17977139246923.0,전기 기말순자산,36298071619894.0
0.0,2020,72208677521.0,산업통상자원부,0.0,자산재평가이익,72208677521.0
0.0,2020,69836592111.0,산업통상자원부,0.0,투자증권평가손익,69836592111.0
0.0,2020,142045269632.0,산업통상자원부,0.0,조정항목,142045269632.0
0.0,2020,0.0,소방청,386799796684.0,재원의조달,386799796684.0
0.0,2020,0.0,소방청,208458226130.0,국고수입,208458226130.0
0.0,2020,1141842320.0,여성가족부,0.0,자산재평가이익,1141842320.0
0.0,2020,2482339.0,여성가족부,0.0,투자증권평가손익,2482339.0
0.0,2020,1144324659.0,여성가족부,0.0,조정항목,1144324659.0
0.0,2020,0.0,여성가족부,21330460.0,무상이전지출,21330460.0
0.0,2020,0.0,여성가족부,34838470490.0,국고이전지출,34838470490.0
0.0,2020,0.0,여성가족부,34859800950.0,재원의이전,34859800950.0
0.0,2020,0.0,여성가족부,3336888140.0,기타재원조달,3336888140.0
0.0,2020,0.0,여성가족부,11109710.0,제재금수익,11109710.0
0.0,2020,0.0,여성가족부,557956241780.0,국고수입,557956241780.0
0.0,2020,0.0,여성가족부,561304239630.0,재원의조달,561304239630.0
0.0,2020,0.0,여성가족부,526444438680.0,재원의조달및이전,526444438680.0
0.0,2020,0.0,여성가족부,481885176356.0,재정운영결과,481885176356.0
452124819284.0,2020,82124223036.0,여성가족부,-270436954728.0,보고금액,263812087592.0
452124819284.0,2020,82124223036.0,여성가족부,-270436954728.0,당기 기초순자산,263812087592.0
452124819284.0,2020,82124223036.0,여성가족부,-270436954728.0,전기 기말순자산,263812087592.0
0.0,2020,6565970205.0,여성가족부,0.0,자산재평가이익,6565970205.0
0.0,2020,-2482339.0,여성가족부,0.0,투자증권평가손익,-2482339.0
0.0,2020,6563487866.0,여성가족부,0.0,조정항목,6563487866.0
0.0,2020,0.0,여성가족부,1881257.0,무상이전지출,1881257.0
0.0,2020,0.0,여성가족부,4424718990.0,국고이전지출,4424718990.0
0.0,2020,0.0,여성가족부,4426600247.0,재원의이전,4426600247.0
0.0,2020,0.0,여성가족부,3015394410.0,기타재원조달,3015394410.0
452124819284.0,2020,83268547695.0,여성가족부,-225877692404.0,당기 기말순자산,309515674575.0
2191397425346.0,2020,1763559691909.0,외교부,346614936088.0,전기 기초순자산,4301572053343.0
0.0,2020,0.0,외교부,7585200.0,제재금수익,7585200.0
0.0,2020,0.0,외교부,2342568411570.0,국고수입,2342568411570.0
0.0,2020,0.0,외교부,2433507441225.0,재원의조달,2433507441225.0
0.0,2020,0.0,외교부,2368181940871.0,재원의조달및이전,2368181940871.0
0.0,2020,0.0,외교부,2397612089308.0,재정운영결과,2397612089308.0
2191397425346.0,2020,2010781197572.0,외교부,512258017592.0,보고금액,4714436640510.0
2191397425346.0,2020,2010781197572.0,외교부,512258017592.0,당기 기초순자산,4714436640510.0
2191397425346.0,2020,2010781197572.0,외교부,512258017592.0,전기 기말순자산,4714436640510.0
0.0,2020,243816872454.0,외교부,0.0,자산재평가이익,243816872454.0
0.0,2020,3404633209.0,외교부,0.0,투자증권평가손익,3404633209.0
0.0,2020,247221505663.0,외교부,0.0,조정항목,247221505663.0
0.0,2020,0.0,외교부,4355612436.0,기타재원이전,4355612436.0
0.0,2020,0.0,외교부,292051319630.0,국고이전지출,292051319630.0
0.0,2020,0.0,외교부,296406932066.0,재원의이전,296406932066.0
0.0,2020,0.0,외교부,205440051017.0,기타재원조달,205440051017.0
0.0,2020,0.0,외교부,4913543730.0,무상이전수입,4913543730.0
0.0,2020,0.0,외교부,659351870.0,제재금수익,659351870.0
0.0,2020,0.0,외교부,2342455229600.0,국고수입,2342455229600.0
0.0,2020,0.0,외교부,2553468176217.0,재원의조달,2553468176217.0
0.0,2020,0.0,외교부,2257061244151.0,재원의조달및이전,2257061244151.0
0.0,2020,0.0,외교부,2091418162647.0,재정운영결과,2091418162647.0
2191397425346.0,2020,1763559691909.0,외교부,346614936088.0,보고금액,4301572053343.0
0.0,2020,0.0,여성가족부,1537579110.0,무상이전수입,1537579110.0
0.0,2020,0.0,여성가족부,3000000.0,제재금수익,3000000.0
0.0,2020,0.0,식품의약품안전처,823447312.0,무상이전지출,823447312.0
0.0,2020,0.0,식품의약품안전처,29429729590.0,국고이전지출,29429729590.0
0.0,2020,0.0,식품의약품안전처,30253176902.0,재원의이전,30253176902.0
0.0,2020,0.0,식품의약품안전처,19504941900.0,기타재원조달,19504941900.0
0.0,2020,0.0,식품의약품안전처,95535040.0,무상이전수입,95535040.0
0.0,2020,0.0,식품의약품안전처,16106280.0,기타비교환수익,16106280.0
0.0,2020,0.0,식품의약품안전처,2973613760.0,제재금수익,2973613760.0
0.0,2020,0.0,식품의약품안전처,489266094080.0,국고수입,489266094080.0
0.0,2020,0.0,식품의약품안전처,511856291060.0,재원의조달,511856291060.0
0.0,2020,0.0,식품의약품안전처,481603114158.0,재원의조달및이전,481603114158.0
0.0,2020,0.0,식품의약품안전처,481287358971.0,재정운영결과,481287358971.0
184089296942.0,2020,36717660774.0,식품의약품안전처,26585359610.0,보고금액,247392317326.0
184089296942.0,2020,36717660774.0,식품의약품안전처,26585359610.0,전기 기초순자산,247392317326.0
102343912493.0,2020,26004025414.0,소방청,418464461186.0,당기 기말순자산,546812399093.0
0.0,2020,70063016.0,소방청,0.0,자산재평가이익,70063016.0
0.0,2020,70063016.0,소방청,0.0,조정항목,70063016.0
0.0,2020,0.0,소방청,471682837.0,무상이전지출,471682837.0
0.0,2020,0.0,소방청,13151975590.0,국고이전지출,13151975590.0
0.0,2020,0.0,소방청,13623658427.0,재원의이전,13623658427.0
0.0,2020,0.0,소방청,9022901010.0,기타재원조달,9022901010.0
0.0,2020,0.0,소방청,160591585244.0,무상이전수입,160591585244.0
0.0,2020,0.0,소방청,8727084300.0,제재금수익,8727084300.0
0.0,2020,-66992535.0,식품의약품안전처,0.0,조정항목,-66992535.0
0.0,2020,-66992535.0,식품의약품안전처,0.0,자산재평가이익,-66992535.0
0.0,2020,0.0,여성가족부,593757833490.0,국고수입,593757833490.0
0.0,2020,0.0,여성가족부,598313807010.0,재원의조달,598313807010.0
0.0,2020,0.0,여성가족부,593887206763.0,재원의조달및이전,593887206763.0
0.0,2020,0.0,여성가족부,582333947141.0,재정운영결과,582333947141.0
452124819284.0,2020,75560735170.0,여성가족부,-281990214350.0,보고금액,245695340104.0
452124819284.0,2020,75560735170.0,여성가족부,-281990214350.0,전기 기초순자산,245695340104.0
184089296942.0,2020,35826514906.0,식품의약품안전처,44267413052.0,당기 기말순자산,264183224900.0
0.0,2020,-824153333.0,식품의약품안전처,0.0,자산재평가이익,-824153333.0
0.0,2020,-824153333.0,식품의약품안전처,0.0,조정항목,-824153333.0
0.0,2020,0.0,식품의약품안전처,3279821812.0,무상이전지출,3279821812.0
0.0,2020,0.0,식품의약품안전처,31640749490.0,국고이전지출,31640749490.0
0.0,2020,0.0,식품의약품안전처,34920571302.0,재원의이전,34920571302.0
0.0,2020,0.0,식품의약품안전처,21359154360.0,기타재원조달,21359154360.0
0.0,2020,0.0,식품의약품안전처,7877040.0,기타비교환수익,7877040.0
0.0,2020,0.0,식품의약품안전처,3655410400.0,제재금수익,3655410400.0
0.0,2020,0.0,식품의약품안전처,569151866470.0,국고수입,569151866470.0
0.0,2020,0.0,식품의약품안전처,594174308270.0,재원의조달,594174308270.0
0.0,2020,0.0,식품의약품안전처,559253736968.0,재원의조달및이전,559253736968.0
0.0,2020,0.0,식품의약품안전처,541887438713.0,재정운영결과,541887438713.0
184089296942.0,2020,36650668239.0,식품의약품안전처,26901114797.0,보고금액,247641079978.0
184089296942.0,2020,36650668239.0,식품의약품안전처,26901114797.0,당기 기초순자산,247641079978.0
184089296942.0,2020,36650668239.0,식품의약품안전처,26901114797.0,전기 기말순자산,247641079978.0
0.0,2020,0.0,산림청,3427481690.0,기타비교환수익,3427481690.0
0.0,2020,0.0,산림청,9727598689.0,제재금수익,9727598689.0
0.0,2020,0.0,산림청,231399308110.0,부담금수익,231399308110.0
0.0,2020,0.0,법무부,550865719520.0,기타재원조달,550865719520.0
0.0,2020,0.0,법무부,10321163983.0,무상이전수입,10321163983.0
0.0,2020,0.0,법무부,471690670.0,기타비교환수익,471690670.0
0.0,2020,0.0,법무부,1308420010980.0,제재금수익,1308420010980.0
0.0,2020,0.0,법무부,18958750.0,부담금수익,18958750.0
0.0,2020,0.0,법무부,3715138932280.0,국고수입,3715138932280.0
0.0,2020,0.0,법무부,5585236476183.0,재원의조달,5585236476183.0
0.0,2020,0.0,법무부,4133866891869.0,재원의조달및이전,4133866891869.0
0.0,2020,0.0,법무부,4038135470726.0,재정운영결과,4038135470726.0
5685180395285.0,2020,3489638192222.0,법무부,1063141351218.0,보고금액,10237959938725.0
5685180395285.0,2020,3489638192222.0,법무부,1063141351218.0,당기 기초순자산,10237959938725.0
5685180395285.0,2020,3489638192222.0,법무부,1063141351218.0,전기 기말순자산,10237959938725.0
0.0,2020,270758324702.0,법무부,0.0,자산재평가이익,270758324702.0
0.0,2020,270758324702.0,법무부,0.0,조정항목,270758324702.0
0.0,2020,0.0,법무부,1210529626.0,무상이전지출,1210529626.0
0.0,2020,0.0,법무부,1406410903620.0,국고이전지출,1406410903620.0
0.0,2020,0.0,법무부,1407621433246.0,재원의이전,1407621433246.0
0.0,2020,0.0,법무부,530345628940.0,기타재원조달,530345628940.0
0.0,2020,0.0,법무부,20242648753.0,무상이전수입,20242648753.0
0.0,2020,0.0,법무부,622074500.0,기타비교환수익,622074500.0
0.0,2020,0.0,법무부,1269623372340.0,제재금수익,1269623372340.0
0.0,2020,0.0,법무부,15308500.0,부담금수익,15308500.0
0.0,2020,0.0,법무부,1451369584314.0,재원의이전,1451369584314.0
0.0,2020,0.0,법무부,1441015360650.0,국고이전지출,1441015360650.0
0.0,2020,0.0,법제처,3350733700.0,기타재원조달,3350733700.0
0.0,2020,0.0,법제처,38416674370.0,국고수입,38416674370.0
0.0,2020,0.0,법제처,41767408070.0,재원의조달,41767408070.0
0.0,2020,0.0,법제처,41766240640.0,재원의조달및이전,41766240640.0
0.0,2020,0.0,법제처,41746237456.0,재정운영결과,41746237456.0
3973411176.0,2020,1570876200.0,법제처,8500509454.0,보고금액,14044796830.0
3973411176.0,2020,1570876200.0,법제처,8500509454.0,당기 기초순자산,14044796830.0
3973411176.0,2020,1570876200.0,법제처,8500509454.0,전기 기말순자산,14044796830.0
0.0,2020,0.0,법제처,0.0,조정항목,0.0
0.0,2020,0.0,법제처,11342380.0,국고이전지출,11342380.0
0.0,2020,0.0,법제처,11342380.0,재원의이전,11342380.0
0.0,2020,0.0,법제처,2859788330.0,기타재원조달,2859788330.0
0.0,2020,0.0,법제처,34733151930.0,국고수입,34733151930.0
0.0,2020,0.0,법제처,37592940260.0,재원의조달,37592940260.0
0.0,2020,0.0,법제처,37581597880.0,재원의조달및이전,37581597880.0
0.0,2020,0.0,법제처,39163305700.0,재정운영결과,39163305700.0
3973411176.0,2020,1570876200.0,법제처,10082217274.0,보고금액,15626504650.0
3973411176.0,2020,1570876200.0,법제처,10082217274.0,전기 기초순자산,15626504650.0
5685180395285.0,2020,3779188473864.0,법무부,1158872772361.0,당기 기말순자산,10623241641510.0
0.0,2020,289550281642.0,법무부,0.0,자산재평가이익,289550281642.0
0.0,2020,289550281642.0,법무부,0.0,조정항목,289550281642.0
0.0,2020,0.0,법무부,10354223664.0,무상이전지출,10354223664.0
0.0,2020,0.0,법무부,3677097557990.0,국고수입,3677097557990.0
0.0,2020,0.0,법무부,5497946591023.0,재원의조달,5497946591023.0
0.0,2020,0.0,방위사업청,55884442079.0,기타재원조달,55884442079.0
0.0,2020,0.0,방위사업청,207494595100.0,제재금수익,207494595100.0
0.0,2020,0.0,방위사업청,15402924071210.0,국고수입,15402924071210.0
0.0,2020,0.0,방위사업청,15666303108389.0,재원의조달,15666303108389.0
0.0,2020,0.0,방위사업청,9031436635278.0,재원의조달및이전,9031436635278.0
0.0,2020,0.0,방위사업청,3876803701368.0,재정운영결과,3876803701368.0
10780971323730.0,2020,-428804630332.0,방위사업청,7643788091159.0,보고금액,17995954784557.0
10780971323730.0,2020,-428804630332.0,방위사업청,7643788091159.0,전기 기초순자산,17995954784557.0
126159994943.0,2020,109300100842.0,방송통신위원회,-234714150276.0,당기 기말순자산,745945509.0
-40620144.0,2020,0.0,방송통신위원회,36573038.0,정부조직개편등에따른순자산의증감,-4047106.0
-40620144.0,2020,0.0,방송통신위원회,36573038.0,조정항목,-4047106.0
0.0,2020,0.0,방송통신위원회,809012160.0,무상이전지출,809012160.0
0.0,2020,0.0,방송통신위원회,63737571940.0,국고이전지출,63737571940.0
0.0,2020,0.0,방송통신위원회,64546584100.0,재원의이전,64546584100.0
0.0,2020,0.0,방송통신위원회,3815557930.0,기타재원조달,3815557930.0
0.0,2020,0.0,방송통신위원회,64816319850.0,제재금수익,64816319850.0
0.0,2020,0.0,방송통신위원회,56916630550.0,국고수입,56916630550.0
0.0,2020,0.0,방송통신위원회,125548508330.0,재원의조달,125548508330.0
0.0,2020,0.0,방송통신위원회,61001924230.0,재원의조달및이전,61001924230.0
0.0,2020,0.0,방송통신위원회,72825674950.0,재정운영결과,72825674950.0
126200615087.0,2020,109300100842.0,방송통신위원회,-222926972594.0,보고금액,12573743335.0
