계정명,세출예산액,세출예산현액,이용및이체증액,이용및이체감액,전용증액,전용감액,불용액,지출금액,회계명,회계연도,다음년도이월액,소관명,전년도이월액,예비비지출결정증액,예비비지출결정감액,초과지출승인액
,0.0,7727488310.0,7727488310.0,0.0,30000000.0,-30000000.0,1732809730.0,5717078580.0,일반회계,2020,277600000.0,5·18민주화운동 진상규명조사위원회,0.0,0.0,0.0,0.0
,17978000000.0,20424690560.0,0.0,0.0,360000000.0,-360000000.0,4764041130.0,14782659490.0,일반회계,2020,877989940.0,가습기살균제사건과 4·16세월호참사 특별조사위원회,2446690560.0,0.0,0.0,0.0
,130645000000.0,134325305910.0,0.0,0.0,55000000.0,-55000000.0,6866179490.0,125872568880.0,일반회계,2020,1586557540.0,감사원,3680305910.0,0.0,0.0,0.0
,0.0,12968983470.0,12968983470.0,0.0,0.0,0.0,1117244600.0,11851738870.0,일반회계,2020,0.0,개인정보보호위원회,0.0,0.0,0.0,0.0
손익계정,78726000000.0,79078650000.0,37673000.0,-37673000.0,4320416000.0,-4320416000.0,1444087320.0,77634562680.0,경찰병원,2020,0.0,경찰청,0.0,0.0,0.0,352650000.0
자본계정,3061000000.0,3084500000.0,0.0,0.0,0.0,0.0,106055230.0,2800055770.0,경찰병원,2020,178389000.0,경찰청,0.0,0.0,0.0,23500000.0
제주특별자치도계정,4413000000.0,4413000000.0,0.0,0.0,0.0,0.0,0.0,4413000000.0,국가균형발전특별회계,2020,0.0,경찰청,0.0,0.0,0.0,0.0
,11324460000000.0,11339539255530.0,5822542000.0,-5822542000.0,21893437000.0,-21893437000.0,132030858600.0,11176395723950.0,일반회계,2020,31112672980.0,경찰청,9043255530.0,6036000000.0,0.0,0.0
제주특별자치도계정,11681000000.0,11681000000.0,0.0,0.0,0.0,0.0,1496000000.0,10185000000.0,국가균형발전특별회계,2020,0.0,고용노동부,0.0,0.0,0.0,0.0
지역지원계정,246751000000.0,248960000000.0,0.0,0.0,0.0,0.0,10124558130.0,237320107260.0,국가균형발전특별회계,2020,1515334610.0,고용노동부,2209000000.0,0.0,0.0,0.0
투자계정,90906000000.0,90906000000.0,0.0,0.0,0.0,0.0,6931080.0,90899068920.0,에너지및자원사업특별회계,2020,0.0,고용노동부,0.0,0.0,0.0,0.0
,10641889000000.0,12204953944200.0,32600000000.0,-32600000000.0,196126867000.0,-196126867000.0,190255561490.0,12011804141690.0,일반회계,2020,2894241020.0,고용노동부,3198798200.0,1559866146000.0,0.0,0.0
,137940000000.0,139121687140.0,0.0,0.0,1120935000.0,-1120935000.0,4414872060.0,134421815080.0,일반회계,2020,285000000.0,공정거래위원회,1181687140.0,0.0,0.0,0.0
세종특별자치시계정,804000000.0,804000000.0,0.0,0.0,0.0,0.0,0.0,804000000.0,국가균형발전특별회계,2020,0.0,과학기술정보통신부,0.0,0.0,0.0,0.0
제주특별자치도계정,740000000.0,740000000.0,0.0,0.0,0.0,0.0,0.0,740000000.0,국가균형발전특별회계,2020,0.0,과학기술정보통신부,0.0,0.0,0.0,0.0
지역지원계정,317227000000.0,340876000000.0,0.0,0.0,0.0,0.0,464000000.0,320379000000.0,국가균형발전특별회계,2020,20033000000.0,과학기술정보통신부,23649000000.0,0.0,0.0,0.0
손익계정,29529000000.0,29529000000.0,0.0,0.0,0.0,0.0,5150775160.0,24378224840.0,국립과천과학관,2020,0.0,과학기술정보통신부,0.0,0.0,0.0,0.0
자본계정,6835000000.0,7194693340.0,0.0,0.0,0.0,0.0,445043360.0,5930012980.0,국립과천과학관,2020,819637000.0,과학기술정보통신부,359693340.0,0.0,0.0,0.0
손익계정,26809000000.0,26809000000.0,0.0,0.0,560000000.0,-560000000.0,2580933900.0,24228066100.0,국립중앙과학관,2020,0.0,과학기술정보통신부,0.0,0.0,0.0,0.0
자본계정,11984000000.0,18218333930.0,0.0,0.0,0.0,0.0,3959699720.0,9483422910.0,국립중앙과학관,2020,4775211300.0,과학기술정보통신부,6234333930.0,0.0,0.0,0.0
,331587000000.0,331587000000.0,0.0,0.0,0.0,0.0,100000000.0,331487000000.0,소재부품장비경쟁력강화특별회계,2020,0.0,과학기술정보통신부,0.0,0.0,0.0,0.0
투자계정,371840000000.0,371840000000.0,0.0,0.0,0.0,0.0,2539464000.0,369300536000.0,에너지및자원사업특별회계,2020,0.0,과학기술정보통신부,0.0,0.0,0.0,0.0
,996577000000.0,996715125000.0,47935000000.0,-47935000000.0,0.0,0.0,241854300580.0,754620412040.0,우체국보험특별회계,2020,240412380.0,과학기술정보통신부,138125000.0,0.0,0.0,0.0
손익계정,3056784000000.0,3056965750000.0,935000000.0,-935000000.0,0.0,0.0,213052832170.0,2826739771820.0,우체국예금특별회계,2020,17173146010.0,과학기술정보통신부,181750000.0,0.0,0.0,0.0
자본계정,8445000000.0,8445000000.0,0.0,0.0,0.0,0.0,697421930.0,7747578070.0,우체국예금특별회계,2020,0.0,과학기술정보통신부,0.0,0.0,0.0,0.0
손익계정,4449618000000.0,4452604254640.0,8500000000.0,-8500000000.0,37767000000.0,-37767000000.0,599402677690.0,3852662250760.0,우편사업특별회계,2020,539326190.0,과학기술정보통신부,2986254640.0,0.0,0.0,0.0
자본계정,188484000000.0,204219047330.0,0.0,0.0,1794000000.0,-1794000000.0,17736888870.0,169598846920.0,우편사업특별회계,2020,16883311540.0,과학기술정보통신부,15735047330.0,0.0,0.0,0.0
,7619160000000.0,7623734887270.0,0.0,0.0,115120000.0,-115120000.0,42221172400.0,7537704639200.0,일반회계,2020,43809075670.0,과학기술정보통신부,4574887270.0,0.0,0.0,0.0
,571085000000.0,571609086000.0,0.0,0.0,12843084000.0,-12843084000.0,29113792600.0,541178619110.0,일반회계,2020,1316674290.0,관세청,524086000.0,0.0,0.0,0.0
지역지원계정,855799000000.0,898359000000.0,0.0,0.0,0.0,0.0,0.0,871543000000.0,국가균형발전특별회계,2020,26816000000.0,교육부,42560000000.0,0.0,0.0,0.0
,3989979000000.0,3989979000000.0,0.0,0.0,0.0,0.0,0.0,3989979000000.0,유아교육지원특별회계,2020,0.0,교육부,0.0,0.0,0.0,0.0
,70452927000000.0,70496568961490.0,19862530000.0,-19862530000.0,2984161000.0,-2984161000.0,97891222450.0,70379714720490.0,일반회계,2020,18963018550.0,교육부,12455385490.0,24064400000.0,0.0,7122176000.0
제주특별자치도계정,2083000000.0,2083000000.0,0.0,0.0,0.0,0.0,0.0,2083000000.0,국가균형발전특별회계,2020,0.0,국가보훈처,0.0,0.0,0.0,0.0
투자계정,18789000000.0,18789000000.0,0.0,0.0,0.0,0.0,1704221580.0,17084778420.0,에너지및자원사업특별회계,2020,0.0,국가보훈처,0.0,0.0,0.0,0.0
,5488753000000.0,5502266678310.0,35074000000.0,-35074000000.0,1523469000.0,-1523469000.0,9564034100.0,5486230678330.0,일반회계,2020,6471965880.0,국가보훈처,13513678310.0,0.0,0.0,0.0
,36669000000.0,38369605600.0,0.0,0.0,375942000.0,-375942000.0,1865116380.0,36187329220.0,일반회계,2020,317160000.0,국가인권위원회,223008600.0,1477597000.0,0.0,0.0
,689530000000.0,702878045000.0,0.0,0.0,0.0,0.0,71244639850.0,620154485590.0,일반회계,2020,11478919560.0,국가정보원,13348045000.0,0.0,0.0,0.0
투자계정,10030000000.0,10030000000.0,0.0,0.0,0.0,0.0,697782880.0,9332217120.0,에너지및자원사업특별회계,2020,0.0,국무조정실 및 국무총리비서실,0.0,0.0,0.0,0.0
,592111000000.0,603338904000.0,0.0,0.0,1095593000.0,-1095593000.0,26492432220.0,574839881910.0,일반회계,2020,2006589870.0,국무조정실 및 국무총리비서실,33898000.0,11194006000.0,0.0,0.0
,87163600000.0,87163600000.0,0.0,0.0,208286000.0,-208286000.0,5798798420.0,81364801580.0,일반회계,2020,0.0,국민권익위원회,0.0,0.0,0.0,0.0
,926557000000.0,992926314690.0,0.0,0.0,6714171120.0,-6714171120.0,138862096820.0,803428612070.0,국방·군사시설이전특별회계,2020,50635605800.0,국방부,66369314690.0,0.0,0.0,0.0
,32614622149000.0,33062747588060.0,217568552120.0,-225296040430.0,224289363960.0,-224289363960.0,497498480220.0,32150163514800.0,일반회계,2020,415085593040.0,국방부,455852927370.0,0.0,0.0,0.0
,699679000000.0,733504084070.0,0.0,0.0,4800000.0,-4800000.0,33293697990.0,655107914640.0,주한미군기지이전특별회계,2020,45102471440.0,국방부,33825084070.0,0.0,0.0,0.0
,1789192000000.0,1789811199000.0,4536735000.0,-4536735000.0,16234360000.0,-16234360000.0,50138557460.0,1739672641540.0,일반회계,2020,0.0,국세청,142199000.0,0.0,0.0,477000000.0
공항계정,513591000000.0,530837151930.0,0.0,0.0,5274724000.0,-5274724000.0,34230547450.0,474456148180.0,교통시설특별회계,2020,22150456300.0,국토교통부,17246151930.0,0.0,0.0,0.0
교통체계관리계정,453787000000.0,485856452720.0,0.0,0.0,100000000.0,-100000000.0,9228326020.0,442387756440.0,교통시설특별회계,2020,34240370260.0,국토교통부,32069452720.0,0.0,0.0,0.0
도로계정,9439774000000.0,9534046000320.0,0.0,0.0,133370902000.0,-133370902000.0,9935611820.0,9439354987090.0,교통시설특별회계,2020,84755401410.0,국토교통부,74352411320.0,19919589000.0,0.0,0.0
철도계정,3970094000000.0,3970242150400.0,0.0,0.0,52644527000.0,-52644527000.0,1008604400.0,3941987546000.0,교통시설특별회계,2020,27246000000.0,국토교통부,148150400.0,0.0,0.0,0.0
세종특별자치시계정,21392000000.0,21392000000.0,0.0,0.0,0.0,0.0,1108941740.0,19362658260.0,국가균형발전특별회계,2020,920400000.0,국토교통부,0.0,0.0,0.0,0.0
제주특별자치도계정,76209000000.0,80684000000.0,0.0,0.0,0.0,0.0,1225000000.0,79459000000.0,국가균형발전특별회계,2020,0.0,국토교통부,4475000000.0,0.0,0.0,0.0
지역자율계정,573513000000.0,574233525000.0,0.0,0.0,0.0,0.0,1183500000.0,573050025000.0,국가균형발전특별회계,2020,0.0,국토교통부,0.0,720525000.0,0.0,0.0
지역지원계정,2280855000000.0,2381881065500.0,0.0,0.0,108347000000.0,-108347000000.0,107984800730.0,2115519615250.0,국가균형발전특별회계,2020,158376649520.0,국토교통부,101026065500.0,0.0,0.0,0.0
투자계정,18426000000.0,18426000000.0,0.0,0.0,0.0,0.0,2597806770.0,15828193230.0,에너지및자원사업특별회계,2020,0.0,국토교통부,0.0,0.0,0.0,0.0
,21702935000000.0,22328054136860.0,96624862000.0,-96624862000.0,39102652000.0,-39102652000.0,13330863460.0,22154128979200.0,일반회계,2020,160594294200.0,국토교통부,47311311860.0,577807825000.0,0.0,0.0
,342291000000.0,371727000000.0,0.0,0.0,0.0,0.0,4042625310.0,367684374690.0,혁신도시건설특별회계,2020,0.0,국토교통부,29436000000.0,0.0,0.0,0.0
,664458000000.0,677368399600.0,0.0,0.0,851437000.0,-851437000.0,48012935740.0,616506440830.0,일반회계,2020,12849023030.0,국회,12910399600.0,1300000000.0,-1300000000.0,0.0
,200000000000.0,200000000000.0,0.0,0.0,0.0,0.0,0.0,200000000000.0,소재부품장비경쟁력강화특별회계,2020,0.0,금융위원회,0.0,0.0,0.0,0.0
,5369603000000.0,5477604819000.0,0.0,0.0,2227191000.0,-2227191000.0,7100614150.0,5470408090850.0,일반회계,2020,96114000.0,금융위원회,201819000.0,107800000000.0,0.0,0.0
,376189000000.0,384608409500.0,232000000.0,-232000000.0,2897824000.0,-2897824000.0,10611401120.0,357937890420.0,일반회계,2020,16059117960.0,기상청,8419409500.0,0.0,0.0,0.0
지역자율계정,222089000000.0,222089000000.0,0.0,0.0,0.0,0.0,0.0,222089000000.0,국가균형발전특별회계,2020,0.0,기획재정부,0.0,0.0,0.0,0.0
,20222886000000.0,15236279166580.0,0.0,0.0,1747326000.0,-1747326000.0,1620513188250.0,13612533613660.0,일반회계,2020,3232364670.0,기획재정부,11422375580.0,601202000000.0,-5599231209000.0,0.0
세종특별자치시계정,2804000000.0,2804000000.0,0.0,0.0,0.0,0.0,0.0,2804000000.0,국가균형발전특별회계,2020,0.0,농림축산식품부,0.0,0.0,0.0,0.0
제주특별자치도계정,11491000000.0,17017000000.0,0.0,0.0,0.0,0.0,0.0,17017000000.0,국가균형발전특별회계,2020,0.0,농림축산식품부,5526000000.0,0.0,0.0,0.0
지역자율계정,663693000000.0,754650400000.0,0.0,0.0,0.0,0.0,3330000000.0,751320400000.0,국가균형발전특별회계,2020,0.0,농림축산식품부,90957400000.0,0.0,0.0,0.0
지역지원계정,3886000000.0,3886000000.0,0.0,0.0,0.0,0.0,77700000.0,3808300000.0,국가균형발전특별회계,2020,0.0,농림축산식품부,0.0,0.0,0.0,0.0
구조개선사업계정,5232695000000.0,5340249096790.0,46070950000.0,-46070950000.0,72094721000.0,-72094721000.0,56899482970.0,5270086940160.0,농어촌구조개선특별회계,2020,13262673660.0,농림축산식품부,89053641790.0,18500455000.0,0.0,0.0
농어촌특별세사업계정,4491554000000.0,4570438488980.0,0.0,0.0,4202000000.0,-4202000000.0,2056665470.0,4566052844150.0,농어촌구조개선특별회계,2020,2328979360.0,농림축산식품부,78884488980.0,0.0,0.0,0.0
손익계정,2080145000000.0,2080145000000.0,0.0,0.0,147352069000.0,-147352069000.0,408625670.0,2076872508330.0,양곡관리특별회계,2020,2863866000.0,농림축산식품부,0.0,0.0,0.0,0.0
융자계정,6771000000.0,6771000000.0,0.0,0.0,0.0,0.0,0.0,6771000000.0,에너지및자원사업특별회계,2020,0.0,농림축산식품부,0.0,0.0,0.0,0.0
투자계정,20105000000.0,20105000000.0,0.0,0.0,0.0,0.0,0.0,20105000000.0,에너지및자원사업특별회계,2020,0.0,농림축산식품부,0.0,0.0,0.0,0.0
,7285537000000.0,7306520953770.0,0.0,0.0,919364000.0,-919364000.0,22865423670.0,7275954858020.0,일반회계,2020,7700672080.0,농림축산식품부,2483498770.0,18500455000.0,0.0,0.0
세종특별자치시계정,300000000.0,300000000.0,0.0,0.0,0.0,0.0,0.0,300000000.0,국가균형발전특별회계,2020,0.0,농촌진흥청,0.0,0.0,0.0,0.0
제주특별자치도계정,3681000000.0,3681000000.0,0.0,0.0,0.0,0.0,0.0,3681000000.0,국가균형발전특별회계,2020,0.0,농촌진흥청,0.0,0.0,0.0,0.0
지역자율계정,74681000000.0,74681000000.0,0.0,0.0,0.0,0.0,0.0,74681000000.0,국가균형발전특별회계,2020,0.0,농촌진흥청,0.0,0.0,0.0,0.0
지역지원계정,25034000000.0,25513000000.0,0.0,0.0,0.0,0.0,30484870.0,25482515130.0,국가균형발전특별회계,2020,0.0,농촌진흥청,479000000.0,0.0,0.0,0.0
구조개선사업계정,35427000000.0,35427000000.0,0.0,0.0,0.0,0.0,206155850.0,35220844150.0,농어촌구조개선특별회계,2020,0.0,농촌진흥청,0.0,0.0,0.0,0.0
,876947000000.0,939396905730.0,8233039000.0,-8233039000.0,1901560000.0,-1901560000.0,8408433820.0,927196460710.0,일반회계,2020,3792011200.0,농촌진흥청,358586730.0,62091319000.0,0.0,0.0
,332466000000.0,341110915570.0,0.0,0.0,1028404000.0,-1028404000.0,90661660040.0,240970267020.0,등기특별회계,2020,9478988510.0,대법원,8644915570.0,0.0,0.0,0.0
,1671473000000.0,1671938428290.0,0.0,0.0,4818378000.0,-4818378000.0,67455136830.0,1598604169800.0,일반회계,2020,5879121660.0,대법원,465428290.0,0.0,0.0,0.0
,89073000000.0,89243459270.0,0.0,0.0,0.0,0.0,8354452590.0,80713831680.0,일반회계,2020,175175000.0,대통령경호처,170459270.0,0.0,0.0,0.0
,94827000000.0,94827000000.0,0.0,0.0,90000000.0,-90000000.0,2892654280.0,91934345720.0,일반회계,2020,0.0,대통령비서실 및 국가안보실,0.0,0.0,0.0,0.0
지역지원계정,5200000000.0,5200000000.0,0.0,0.0,0.0,0.0,0.0,5200000000.0,국가균형발전특별회계,2020,0.0,문화재청,0.0,0.0,0.0,0.0
,903449000000.0,907290581000.0,0.0,0.0,1545507000.0,-1545507000.0,21330665410.0,876242629480.0,일반회계,2020,9717286110.0,문화재청,3841581000.0,0.0,0.0,0.0
세종특별자치시계정,9067000000.0,9067000000.0,0.0,0.0,0.0,0.0,3138000000.0,5929000000.0,국가균형발전특별회계,2020,0.0,문화체육관광부,0.0,0.0,0.0,0.0
제주특별자치도계정,11001000000.0,15096750000.0,0.0,0.0,0.0,0.0,0.0,15096750000.0,국가균형발전특별회계,2020,0.0,문화체육관광부,4095750000.0,0.0,0.0,0.0
지역자율계정,525804000000.0,526254000000.0,0.0,0.0,0.0,0.0,12025000000.0,514229000000.0,국가균형발전특별회계,2020,0.0,문화체육관광부,450000000.0,0.0,0.0,0.0
지역지원계정,175399000000.0,198135000000.0,0.0,0.0,0.0,0.0,7510030000.0,173593970000.0,국가균형발전특별회계,2020,17031000000.0,문화체육관광부,22736000000.0,0.0,0.0,0.0
,107205000000.0,108926348650.0,0.0,0.0,611000000.0,-611000000.0,5638560470.0,101028038820.0,아시아문화중심도시조성특별회계,2020,2259749360.0,문화체육관광부,1721348650.0,0.0,0.0,0.0
,2824790000000.0,2883629062470.0,11722278000.0,-11722278000.0,10303624000.0,-10303624000.0,80945832600.0,2755383994550.0,일반회계,2020,47299235320.0,문화체육관광부,58839062470.0,0.0,0.0,0.0
,32059000000.0,32819402000.0,0.0,0.0,1159650000.0,-1159650000.0,3136265750.0,29683136250.0,일반회계,2020,0.0,민주평화통일자문회의,760402000.0,0.0,0.0,0.0
,61391000000.0,59714868420.0,0.0,-1676131580.0,197000000.0,-197000000.0,2716476870.0,56916630550.0,일반회계,2020,81761000.0,방송통신위원회,0.0,0.0,0.0,0.0
,15763566000000.0,16078560672540.0,74580501170.0,-75465446170.0,189357397580.0,-189357397580.0,132864727880.0,15743261337610.0,일반회계,2020,202434607050.0,방위사업청,315879617540.0,0.0,0.0,0.0
,127177000000.0,127692272210.0,0.0,0.0,36000000.0,-36000000.0,19289895590.0,107405702930.0,교도작업특별회계,2020,996673690.0,법무부,515272210.0,0.0,0.0,0.0
,3678206580000.0,3704738734620.0,21570250000.0,-21570250000.0,19191048000.0,-19191048000.0,70385085980.0,3607733229350.0,일반회계,2020,26620419290.0,법무부,14728154620.0,11804000000.0,0.0,0.0
,40879410000.0,40879410000.0,0.0,0.0,58693000.0,-58693000.0,2462735630.0,38416674370.0,일반회계,2020,0.0,법제처,0.0,0.0,0.0,0.0
,232322000000.0,233275450000.0,0.0,0.0,10983000.0,-10983000.0,22851259600.0,210424190400.0,일반회계,2020,0.0,병무청,953450000.0,0.0,0.0,0.0
지역지원계정,366661000000.0,369619500000.0,0.0,0.0,3000000.0,-3000000.0,57010120.0,364566489880.0,국가균형발전특별회계,2020,4996000000.0,보건복지부,2958500000.0,0.0,0.0,0.0
손익계정,15425000000.0,15440012000.0,0.0,0.0,22200000.0,-22200000.0,1918723810.0,13521288190.0,국립공주병원,2020,0.0,보건복지부,0.0,0.0,0.0,15012000.0
자본계정,1389000000.0,1389000000.0,0.0,0.0,0.0,0.0,127835920.0,1261164080.0,국립공주병원,2020,0.0,보건복지부,0.0,0.0,0.0,0.0
손익계정,20472000000.0,20618120000.0,118988000.0,-118988000.0,105843000.0,-105843000.0,1051030870.0,19567089130.0,국립나주병원,2020,0.0,보건복지부,0.0,0.0,0.0,146120000.0
자본계정,1636000000.0,1636000000.0,0.0,0.0,0.0,0.0,47785750.0,1588214250.0,국립나주병원,2020,0.0,보건복지부,0.0,0.0,0.0,0.0
손익계정,14211000000.0,8465794790.0,0.0,-6317879210.0,0.0,0.0,0.0,8465794790.0,국립마산병원,2020,0.0,보건복지부,0.0,0.0,0.0,572674000.0
자본계정,6110000000.0,3635331880.0,0.0,-2474668120.0,0.0,0.0,0.0,3635331880.0,국립마산병원,2020,0.0,보건복지부,0.0,0.0,0.0,0.0
손익계정,11184000000.0,6647859010.0,0.0,-4536140990.0,0.0,0.0,0.0,6647859010.0,국립목포병원,2020,0.0,보건복지부,0.0,0.0,0.0,0.0
자본계정,1162000000.0,952235840.0,0.0,-209764160.0,0.0,0.0,0.0,952235840.0,국립목포병원,2020,0.0,보건복지부,0.0,0.0,0.0,0.0
손익계정,19674000000.0,19745070000.0,0.0,0.0,341000000.0,-341000000.0,1497133850.0,18247936150.0,국립부곡병원,2020,0.0,보건복지부,0.0,0.0,0.0,71070000.0
자본계정,1461000000.0,1639928500.0,0.0,0.0,0.0,0.0,51113530.0,1508305670.0,국립부곡병원,2020,80509300.0,보건복지부,178928500.0,0.0,0.0,0.0
손익계정,45505000000.0,47762361000.0,0.0,0.0,396220000.0,-396220000.0,1679518710.0,45796360490.0,국립재활원,2020,286481800.0,보건복지부,243600000.0,0.0,0.0,2013761000.0
자본계정,15897000000.0,18736722250.0,0.0,0.0,0.0,0.0,487311490.0,9721374530.0,국립재활원,2020,8528036230.0,보건복지부,2839722250.0,0.0,0.0,0.0
손익계정,41634000000.0,44399190000.0,0.0,0.0,1091731000.0,-1091731000.0,2482700670.0,41477907330.0,국립정신건강센터,2020,438582000.0,보건복지부,234850000.0,0.0,0.0,2530340000.0
자본계정,1273000000.0,1893700000.0,0.0,0.0,0.0,0.0,4617200.0,1865482800.0,국립정신건강센터,2020,23600000.0,보건복지부,620700000.0,0.0,0.0,0.0
손익계정,14451000000.0,14451000000.0,0.0,0.0,94984000.0,-94984000.0,1582082580.0,12868917420.0,국립춘천병원,2020,0.0,보건복지부,0.0,0.0,0.0,0.0
자본계정,1041000000.0,1105240000.0,0.0,0.0,0.0,0.0,21483540.0,742190990.0,국립춘천병원,2020,341565470.0,보건복지부,64240000.0,0.0,0.0,0.0
농어촌특별세사업계정,47438000000.0,47438000000.0,0.0,0.0,0.0,0.0,0.0,47438000000.0,농어촌구조개선특별회계,2020,0.0,보건복지부,0.0,0.0,0.0,0.0
,56699736000000.0,57350150994080.0,451864139000.0,-1001898365480.0,103856870000.0,-103856870000.0,64859313810.0,57252551612430.0,일반회계,2020,32740067840.0,보건복지부,67597220560.0,1132852000000.0,0.0,0.0
세종특별자치시계정,326000000.0,326000000.0,0.0,0.0,0.0,0.0,0.0,326000000.0,국가균형발전특별회계,2020,0.0,산림청,0.0,0.0,0.0,0.0
제주특별자치도계정,1110000000.0,1110000000.0,0.0,0.0,0.0,0.0,0.0,1110000000.0,국가균형발전특별회계,2020,0.0,산림청,0.0,0.0,0.0,0.0
지역자율계정,115501000000.0,115501000000.0,0.0,0.0,0.0,0.0,0.0,115501000000.0,국가균형발전특별회계,2020,0.0,산림청,0.0,0.0,0.0,0.0
지역지원계정,111766000000.0,112857384740.0,0.0,0.0,0.0,0.0,1298914140.0,111359805390.0,국가균형발전특별회계,2020,198665210.0,산림청,1091384740.0,0.0,0.0,0.0
손익계정,31725000000.0,31725000000.0,0.0,0.0,0.0,0.0,2460015850.0,29264984150.0,국립자연휴양림관리소,2020,0.0,산림청,0.0,0.0,0.0,0.0
자본계정,39658000000.0,50011586800.0,0.0,0.0,0.0,0.0,930125650.0,48231063040.0,국립자연휴양림관리소,2020,850398110.0,산림청,10353586800.0,0.0,0.0,0.0
임업진흥사업계정,822875000000.0,836184950000.0,0.0,0.0,1000000000.0,-1000000000.0,4040024290.0,832121734280.0,농어촌구조개선특별회계,2020,23191430.0,산림청,13309950000.0,0.0,0.0,0.0
투자계정,175810000000.0,176133066030.0,0.0,0.0,0.0,0.0,2021414650.0,174111651380.0,에너지및자원사업특별회계,2020,0.0,산림청,323066030.0,0.0,0.0,0.0
,1708293000000.0,1786973396160.0,7396840000.0,-7396840000.0,18313320000.0,-18313320000.0,16243840970.0,1756558056820.0,일반회계,2020,14171498370.0,산림청,12828396160.0,65852000000.0,0.0,0.0
세종특별자치시계정,17437000000.0,17437000000.0,0.0,0.0,0.0,0.0,5392504000.0,12044496000.0,국가균형발전특별회계,2020,0.0,산업통상자원부,0.0,0.0,0.0,0.0
지역지원계정,857855000000.0,919188477000.0,0.0,0.0,8114000000.0,-8114000000.0,3091838460.0,896840365810.0,국가균형발전특별회계,2020,19256272730.0,산업통상자원부,61333477000.0,0.0,0.0,0.0
,1284267000000.0,1284267000000.0,0.0,0.0,0.0,0.0,173934020.0,1283905766350.0,소재부품장비경쟁력강화특별회계,2020,187299630.0,산업통상자원부,0.0,0.0,0.0,0.0
융자계정,876319000000.0,876319000000.0,0.0,0.0,0.0,0.0,237783973150.0,638535026850.0,에너지및자원사업특별회계,2020,0.0,산업통상자원부,0.0,0.0,0.0,0.0
투자계정,2605810000000.0,2608990620280.0,0.0,0.0,3413000000.0,-3413000000.0,687305773460.0,1919712332970.0,에너지및자원사업특별회계,2020,1972513850.0,산업통상자원부,3180620280.0,0.0,0.0,0.0
,5671516000000.0,5684658152080.0,0.0,0.0,3298790000.0,-3298790000.0,18090180140.0,5664177948970.0,일반회계,2020,2390022970.0,산업통상자원부,6142152080.0,7000000000.0,0.0,0.0
,320130000000.0,321411972410.0,0.0,0.0,7758900000.0,-7758900000.0,1693483570.0,311771984040.0,일반회계,2020,7946504800.0,새만금개발청,1281972410.0,0.0,0.0,0.0
,203271000000.0,218746578990.0,0.0,0.0,1543233000.0,-1543233000.0,6392279690.0,208458226130.0,일반회계,2020,3896073170.0,소방청,15475578990.0,0.0,0.0,0.0
제주특별자치도계정,123000000.0,123000000.0,0.0,0.0,0.0,0.0,0.0,123000000.0,국가균형발전특별회계,2020,0.0,식품의약품안전처,0.0,0.0,0.0,0.0
지역지원계정,4133000000.0,4133000000.0,0.0,0.0,0.0,0.0,0.0,4133000000.0,국가균형발전특별회계,2020,0.0,식품의약품안전처,0.0,0.0,0.0,0.0
구조개선사업계정,2217000000.0,2217000000.0,0.0,0.0,0.0,0.0,20456560.0,2176943440.0,농어촌구조개선특별회계,2020,19600000.0,식품의약품안전처,0.0,0.0,0.0,0.0
,548113000000.0,585741264780.0,2423700000.0,-2423700000.0,6532776000.0,-6532776000.0,15311547450.0,562718923030.0,일반회계,2020,7710794300.0,식품의약품안전처,12436264780.0,25192000000.0,0.0,0.0
지역지원계정,36545000000.0,41545000000.0,0.0,0.0,0.0,0.0,1000000000.0,37034200000.0,국가균형발전특별회계,2020,3510800000.0,여성가족부,5000000000.0,0.0,0.0,0.0
,515126000000.0,531768166990.0,0.0,0.0,911657000.0,-911657000.0,4978399530.0,520922041780.0,일반회계,2020,5867725680.0,여성가족부,5235126990.0,11407040000.0,0.0,0.0
,2457091000000.0,2463662510120.0,51989879000.0,-51989879000.0,85389802000.0,-85389802000.0,118720300440.0,2342568411570.0,일반회계,2020,2373798110.0,외교부,6571510120.0,0.0,0.0,0.0
,108406000000.0,108406000000.0,0.0,0.0,256638000.0,-256638000.0,1020074390.0,107329812510.0,일반회계,2020,56113100.0,원자력안전위원회,0.0,0.0,0.0,0.0
,3245816000000.0,3248537068000.0,0.0,0.0,1012661000.0,-1012661000.0,12309943500.0,3236227124500.0,일반회계,2020,0.0,인사혁신처,0.0,2625000000.0,0.0,96068000.0
,25277000000.0,26161945000.0,884945000.0,0.0,0.0,0.0,94902290.0,26067042710.0,일반회계,2020,0.0,조달청,0.0,0.0,0.0,0.0
손익계정,299510000000.0,300150402500.0,0.0,0.0,369654000.0,-369654000.0,8070353370.0,290298045070.0,조달특별회계,2020,1782004060.0,조달청,640402500.0,0.0,0.0,0.0
자본계정,154765000000.0,156290522970.0,0.0,0.0,111000000.0,-111000000.0,7342962480.0,148409966260.0,조달특별회계,2020,537594230.0,조달청,1525522970.0,0.0,0.0,0.0
세종특별자치시계정,6535000000.0,6535000000.0,0.0,0.0,0.0,0.0,0.0,6535000000.0,국가균형발전특별회계,2020,0.0,중소벤처기업부,0.0,0.0,0.0,0.0
제주특별자치도계정,1639000000.0,1639000000.0,0.0,0.0,0.0,0.0,0.0,1639000000.0,국가균형발전특별회계,2020,0.0,중소벤처기업부,0.0,0.0,0.0,0.0
