사업규모설명,회계연도,소관명,총사업비,사업유형대분류,사업유형중분류,사업유형,설계비,기타관리금액,시설부대비,총사업비명,보상비,예비비,감리비,공사비
,2022,환경부,264281,토목,수자원,상하수도,10142,0,11235,충주댐계통 공업용수도사업(광역Ⅱ단계),27838,0,0,215066
,2022,환경부,50129,토목,수자원,상하수도,1580,0,84,포항 스마트 하수관로 하수악취 체계 구축사업,0,2387,490,45588
,2022,환경부,75940,토목,수자원,상하수도,1166,0,132,하남산단 완충저류시설 설치사업,13266,0,2911,58465
,2022,환경부,187313,토목,수자원,상하수도,4885,0,8341,한강하류권(4차) 급수체계조정사업,12154,0,0,161933
,2022,환경부,125072,토목,수자원,상하수도,2631,0,163,황구지천 공공하수처리시설 설치사업,33869,0,3170,85239
,2022,환경부,392258,토목,지구조성,지구조성,5967,0,308,대전 제2매립장(1단계) 조성사업,209067,0,5228,171688
,2022,환경부,134088,토목,지구조성,지구조성,3442,0,451,수도권매립지 제3매립장(1단계) 조성사업,0,0,4423,125772
,2022,환경부,86303,토목,지구조성,지구조성,3284,0,174,전주권 광역매립장 순환이용 정비사업,0,4110,3065,75670
,2021,감사원,27786,건축,업무시설(공공청사),업무시설(공공청사),1199,0,56,감사원 제1별관 재건축 공사,0,0,1589,24942
,2021,경찰청,32332,건축,숙박시설(수련원),숙박시설(수련원),1369,0,73,강릉경찰수련원 신축,0,0,1749,29141
,2021,경찰청,22481,건축,업무시설(공공청사),업무시설(공공청사),1009,0,70,가평경찰서 신축,0,0,1365,20037
,2021,경찰청,37375,건축,업무시설(공공청사),업무시설(공공청사),1875,0,79,강릉경찰서 신축,0,0,1968,33453
,2021,경찰청,32350,건축,업무시설(공공청사),업무시설(공공청사),1393,0,33,경기경찰청 통합숙영시설 신축,16007,0,876,14041
,2021,경찰청,40850,건축,업무시설(공공청사),업무시설(공공청사),942,0,50,경기남부지방경찰청 부천소사경찰서 신축사업,16427,0,1370,22061
,2021,경찰청,24381,건축,업무시설(공공청사),업무시설(공공청사),1252,0,73,경기남부지방경찰청 양평경찰서 신축사업,397,0,1423,21236
,2021,경찰청,33404,건축,업무시설(공공청사),업무시설(공공청사),1021,0,57,경기남부지방경찰청 여주경찰서 신축사업,4314,0,1576,26436
,2021,경찰청,29773,건축,업무시설(공공청사),업무시설(공공청사),1390,0,61,경기남부청 수사동 증축,0,0,1713,26609
,2021,경찰청,23558,건축,업무시설(공공청사),업무시설(공공청사),1138,0,47,경기북부청 별관동 증축사업,0,0,1411,20962
,2021,경찰청,27786,건축,업무시설(공공청사),업무시설(공공청사),1388,0,57,경기지방경찰청 광명경찰서 신축,0,0,1583,24758
,2021,경찰청,30050,건축,업무시설(공공청사),업무시설(공공청사),1137,0,47,경남 거제경찰서 신축,7350,0,1370,20146
,2021,경찰청,36453,건축,업무시설(공공청사),업무시설(공공청사),1490,0,71,경남청 신관 증축,0,0,1845,33047
,2021,경찰청,27399,건축,업무시설(공공청사),업무시설(공공청사),1370,0,56,경주경찰서 신축,0,0,1555,24418
,2021,경찰청,47312,건축,업무시설(공공청사),업무시설(공공청사),2125,0,98,경찰수사연수원 수사교육동 증축,0,0,2419,42670
,2021,경찰청,40101,건축,업무시설(공공청사),업무시설(공공청사),1891,0,465,경찰청 별관동 증축공사,0,0,1940,35805
,2021,경찰청,37679,건축,업무시설(공공청사),업무시설(공공청사),1666,0,72,경찰청 서울지방경찰청 구로경찰서 청사신축,0,0,1818,34123
,2021,경찰청,37193,건축,업무시설(공공청사),업무시설(공공청사),2040,0,69,광주동부서 신청사 신축공사,3491,0,1721,29872
,2021,경찰청,24014,건축,업무시설(공공청사),업무시설(공공청사),1212,0,49,남양주북부서 신축,26,0,1475,21252
,2021,경찰청,33211,건축,업무시설(공공청사),업무시설(공공청사),1654,0,68,대구달성경찰서 신축,0,0,1765,29724
,2021,경찰청,45892,건축,업무시설(공공청사),업무시설(공공청사),2119,0,95,대구북부경찰서 신축공사,0,0,2355,41323
,2021,경찰청,40267,건축,업무시설(공공청사),업무시설(공공청사),2027,0,84,대구중부경찰서 신축,0,0,1985,36171
,2021,경찰청,29833,건축,업무시설(공공청사),업무시설(공공청사),925,0,50,마산동부경찰서 신축,4894,0,1206,22758
,2021,경찰청,71212,건축,업무시설(공공청사),업무시설(공공청사),1458,0,72,방배경찰서 신축,35322,0,1846,32514
,2021,경찰청,40577,건축,업무시설(공공청사),업무시설(공공청사),1820,0,84,부산 금정경찰서 신축,0,0,2130,36543
,2021,경찰청,33166,건축,업무시설(공공청사),업무시설(공공청사),1295,0,48,부산수영경찰서 신축공사,9653,0,1400,20770
,2021,경찰청,29804,건축,업무시설(공공청사),업무시설(공공청사),860,0,45,부산중부경찰서 신축,8150,0,1075,19674
,2021,경찰청,47481,건축,업무시설(공공청사),업무시설(공공청사),1638,0,95,부산해운대경찰서 신축,721,0,2146,42881
,2021,경찰청,45549,건축,업무시설(공공청사),업무시설(공공청사),2314,0,94,서대문경찰서 신축,0,0,2171,40970
,2021,경찰청,49902,건축,업무시설(공공청사),업무시설(공공청사),2333,0,104,서울 서초경찰서 신축,0,0,2312,45153
,2021,경찰청,50056,건축,업무시설(공공청사),업무시설(공공청사),2377,0,104,서울 양천경찰서 신축,0,0,2317,45258
,2021,경찰청,47962,건축,업무시설(공공청사),업무시설(공공청사),2425,0,99,서울 용산경찰서 신축,0,0,2196,43242
,2021,경찰청,36504,건축,업무시설(공공청사),업무시설(공공청사),1801,0,75,서울 중부경찰서 신축,0,0,1886,32742
,2021,경찰청,40543,건축,업무시설(공공청사),업무시설(공공청사),1010,0,41,서울경찰특공대 청사 신축,16912,0,1218,21362
,2021,경찰청,25998,건축,업무시설(공공청사),업무시설(공공청사),759,0,19,서울청 보안수사대 신축,8504,0,906,15810
,2021,경찰청,74338,건축,업무시설(공공청사),업무시설(공공청사),1824,0,56,수원팔달경찰서 신축,44061,0,1551,26846
,2021,경찰청,36031,건축,업무시설(공공청사),업무시설(공공청사),1311,0,67,순천경찰서 신축,4108,0,1590,28955
,2021,경찰청,19023,건축,업무시설(공공청사),업무시설(공공청사),836,0,39,신안경찰서 신축,185,0,1070,16893
,2021,경찰청,32767,건축,업무시설(공공청사),업무시설(공공청사),1524,0,50,안동경찰서 신축,8200,0,1309,21684
,2021,경찰청,28374,건축,업무시설(공공청사),업무시설(공공청사),954,0,41,양산동부경찰서 신축,10000,0,175,17204
,2021,경찰청,59217,건축,업무시설(공공청사),업무시설(공공청사),1113,0,48,인천검단경찰서 신축,35781,0,1335,20940
,2021,경찰청,42244,건축,업무시설(공공청사),업무시설(공공청사),1704,0,85,인천남동경찰서 신축,0,0,2035,38420
,2021,경찰청,26993,건축,업무시설(공공청사),업무시설(공공청사),1234,0,56,인천부평경찰서 신축,0,0,1503,24200
,2021,경찰청,37392,건축,업무시설(공공청사),업무시설(공공청사),1425,0,64,인천영종경찰서 신축,6591,0,1693,27619
,2021,경찰청,30547,건축,업무시설(공공청사),업무시설(공공청사),1355,0,54,전북 정읍경찰서 신축,4229,0,1638,23271
,2021,경찰청,37603,건축,업무시설(공공청사),업무시설(공공청사),1804,0,77,제주지방경찰청 신축,0,0,1828,33894
,2021,경찰청,44446,건축,업무시설(공공청사),업무시설(공공청사),2178,0,138,종로경찰서 신축,0,0,2136,39994
,2021,경찰청,40281,건축,업무시설(공공청사),업무시설(공공청사),1785,0,84,종암경찰서 신축,0,0,2020,36392
,2021,경찰청,41639,건축,업무시설(공공청사),업무시설(공공청사),1893,0,86,중앙경찰학교 생활관 증축,0,0,2174,37486
,2021,경찰청,23410,건축,업무시설(공공청사),업무시설(공공청사),1175,0,40,증평경찰서 신축,4732,0,1211,16252
,2021,경찰청,19562,건축,업무시설(공공청사),업무시설(공공청사),675,0,31,진천경찰서 신축 공사,4600,0,1029,13227
,2021,경찰청,40409,건축,업무시설(공공청사),업무시설(공공청사),1731,0,63,청주서원경찰서 신축,9798,0,1675,27142
,2021,경찰청,24423,건축,업무시설(공공청사),업무시설(공공청사),741,0,33,충남청 계룡경찰서 신축,9634,0,143,13872
,2021,경찰청,20839,건축,업무시설(공공청사),업무시설(공공청사),980,0,37,충남청 논산경찰서 신축,4159,0,158,15505
,2021,경찰청,23582,건축,업무시설(공공청사),업무시설(공공청사),983,0,48,충남청 통합 숙영시설 신축,0,0,1316,21235
,2021,경찰청,20891,건축,업무시설(공공청사),업무시설(공공청사),1320,0,43,충북 충주경찰서 신축,0,0,1047,18481
,2021,경찰청,50006,건축,업무시설(공공청사),업무시설(공공청사),1665,0,67,평택경찰서 신축사업,17310,0,1750,29214
,2021,경찰청,28249,건축,업무시설(공공청사),업무시설(공공청사),1440,0,52,평택북부경찰서 신설,0,0,1532,25225
,2021,경찰청,26821,건축,업무시설(공공청사),업무시설(공공청사),1048,0,52,포항북부서 신축,1811,0,1238,22672
,2021,경찰청,32506,건축,업무시설(공공청사),업무시설(공공청사),1530,0,67,혜화경찰서 신축,0,0,1697,29212
,2021,경찰청,21101,건축,학교등 교육연구시설,학교 등 교육시설,898,0,43,경찰대학 청사 증축 사업,0,0,1241,18919
,2021,경찰청,20003,건축,학교등 교육연구시설,학교 등 교육시설,768,0,40,전남 신안경찰수련원 신축,2400,0,170,16625
,2021,고용노동부,42968,건축,관람 및 집회시설,공연장 등 관람집회시설,1083,0,73,호남권 직업체험센터 건립,10756,0,1137,29919
,2021,고용노동부,252194,건축,병원등 의료시설,의료시설(장례식장 포함),7487,0,52187,울산산재전문공공병원 건립,46299,18718,5326,122177
,2021,고용노동부,24792,건축,업무시설(공공청사),업무시설(공공청사),946,0,111,국가고용정보화개발센터 구축,3612,0,1397,18726
,2021,고용노동부,39968,건축,업무시설(공공청사),업무시설(공공청사),1408,0,79,노사동반성장 지원센터 건립 지원,2047,0,1952,34482
,2021,고용노동부,118476,건축,학교등 교육연구시설,학교 등 교육시설,2635,0,132,경기남부직업능력개발원 건립,48349,0,3507,63853
,2021,고용노동부,30694,건축,학교등 교육연구시설,학교 등 교육시설,1740,0,64,경기북부폴리텍 건립사업,0,0,935,27955
,2021,고용노동부,27142,건축,학교등 교육연구시설,학교 등 교육시설,1092,0,59,밀양폴리텍 건립사업,0,0,249,25742
,2021,고용노동부,31604,건축,학교등 교육연구시설,학교 등 교육시설,1184,0,66,서천폴리텍 건립사업,0,0,1625,28729
,2021,고용노동부,29100,건축,학교등 교육연구시설,학교 등 교육시설,1440,0,70,장애인고용 교육연수원,0,0,1790,25800
,2021,과학기술정보통신부,27700,R&D,연구기반구축 R&D,연구시설,665,0,30,가속기기반신약개발지원,1570,0,280,25155
,2021,과학기술정보통신부,769355,R&D,연구기반구축 R&D,연구시설,24145,0,1514,기초과학연구원 건립,143500,0,18876,581320
,2021,과학기술정보통신부,45000,R&D,연구기반구축 R&D,연구시설,0,0,45000,나노소재기술개발사업 시스템반도체 연계지원 나노팹 고도화 사업,0,0,0,0
,2021,과학기술정보통신부,28500,R&D,연구기반구축 R&D,연구시설,806,0,121,면역치료혁신플랫폼 구축사업,0,0,1242,26331
,2021,과학기술정보통신부,49207,R&D,연구기반구축 R&D,연구시설,1736,0,100,민간 소형발사체 발사장 구축,0,0,2271,45100
,2021,과학기술정보통신부,617776,R&D,연구기반구축 R&D,연구시설,28509,0,5751,수출용 신형연구로 개발 및 실증,40000,0,14908,528608
,2021,과학기술정보통신부,111108,R&D,연구기반구축 R&D,연구시설,2656,0,157,우주센터2단계사업,1782,0,3687,102826
,2021,과학기술정보통신부,39664,R&D,연구기반구축 R&D,연구시설,1201,0,995,원자력시설 폐기물 감용실험동 구축,500,0,1682,35286
,2021,과학기술정보통신부,995531,R&D,연구기반구축 R&D,연구시설,29758,0,862,중이온가속기 부대시설 건설,357070,0,17197,590644
,2021,과학기술정보통신부,154451,R&D,연구기반구축 R&D,연구시설,497,0,748,중입자가속기구축지원(R&D),0,0,0,153206
,2021,과학기술정보통신부,45000,R&D,연구기반구축 R&D,연구시설,0,0,45000,한국과학기술원 부설 나노종합기술원 반도체 테스트베드 구축,0,0,0,0
,2021,과학기술정보통신부,22440,R&D,연구기반구축 R&D,연구시설,500,0,165,한국식품연구원 경북본부 지역조직 설립,2640,0,2384,16751
,2021,과학기술정보통신부,49116,건축,관람 및 집회시설,박물관 등 전시시설,1703,0,78,국립강원 전문과학관 건립,11271,0,2129,33935
,2021,과학기술정보통신부,249826,건축,"소방서,우체국 등","소방서,우체국 등",13561,0,431,서울양천우체국 건립사업,0,22711,6577,206546
,2021,과학기술정보통신부,241568,건축,"소방서,우체국 등","소방서,우체국 등",6834,0,316,여의도우체국 건립사업,70476,0,3921,160021
,2021,과학기술정보통신부,35338,건축,업무시설(공공청사),업무시설(공공청사),1725,0,136,연구개발특구운영 및 인프라지원사업(전북테크비즈센터),5700,0,1602,26175
,2021,과학기술정보통신부,326341,건축,학교등 교육연구시설,연구단지 조성,8029,0,328,혁신원자력연구개발기반조성사업,80996,29667,6527,200794
,2021,과학기술정보통신부,38836,건축,학교등 교육연구시설,연구시설,1431,0,135,연구동 환경개선사업,0,0,1382,35888
,2021,과학기술정보통신부,29586,건축,학교등 교육연구시설,학교 등 교육시설,1232,0,119,R&D 정보평가센터 건립,0,0,2342,25893
,2021,과학기술정보통신부,315225,정보화,정보화,정보화,0,0,0,우체국 차세대 종합금융시스템 구축,0,0,1930,313295
,2021,관세청,130051,건축,공장 또는 창고시설,공장 또는 창고시설,2250,0,457,인천항 세관 통합검사장 신축,0,0,4877,122467
,2021,교육부,31998,건축,병원등 의료시설,의료시설(장례식장 포함),993,0,60,복합진료지원동 건립사업,0,717,2294,27934
,2021,교육부,40978,건축,병원등 의료시설,의료시설(장례식장 포함),926,0,138,서울대병원 고객주차장 보강 및 리모델링,0,0,1576,38338
,2021,교육부,39429,건축,병원등 의료시설,의료시설(장례식장 포함),1945,0,75,서울대병원 종합진료지원동 건립,0,0,1641,35768
,2021,교육부,39808,건축,병원등 의료시설,의료시설(장례식장 포함),1682,0,87,서울대학교병원 본관 노후병동 리모델링,0,0,395,37644
,2021,교육부,244834,건축,병원등 의료시설,의료시설(장례식장 포함),10684,0,403,세종충남대학교병원 건립,32275,0,4805,196667
,2021,교육부,230109,건축,병원등 의료시설,의료시설(장례식장 포함),7035,0,1048,임상실습동 건립사업,17965,0,8537,195524
,2021,교육부,189630,건축,병원등 의료시설,의료시설(장례식장 포함),7753,0,1707,전북대병원 군산분원 건립,19902,0,4335,155933
,2021,교육부,40693,건축,병원등 의료시설,의료시설(장례식장 포함),1642,0,85,제주대학교병원 교육진료동 증축사업,0,0,2237,36729
,2021,교육부,68781,건축,병원등 의료시설,의료시설(장례식장 포함),3263,0,227,충북대병원 의생명진료연구동 건립사업,0,0,2621,62670
,2021,교육부,401115,건축,업무시설(공공청사),업무시설(공공청사),15603,0,543,(사립학교교직원연금공단) 서울회관 재건축 사업,0,0,6900,378069
,2021,교육부,37121,건축,학교등 교육연구시설,도서관,1027,0,55,도서관(학생회관) 개축,8963,0,700,26376
,2021,교육부,21401,건축,학교등 교육연구시설,도서관,1042,0,41,디지털도서관 신축,1786,0,59,18473
,2021,교육부,31525,건축,학교등 교육연구시설,연구시설,955,0,0,전남대병원 의생명연구지원센터 건립,0,0,694,29876
,2021,교육부,62337,건축,학교등 교육연구시설,연구시설,2279,0,0,전남대병원(화순분원) 개방형의료혁신센터건립사업,0,0,2500,57558
,2021,교육부,31164,건축,학교등 교육연구시설,학교 등 교육시설,1384,0,69,공주대 부설 특수학교 신축,0,0,1800,27911
,2021,교육부,23100,건축,학교등 교육연구시설,학교 등 교육시설,884,0,50,"교육1,2,3호관 개축",0,0,221,21945
,2021,교육부,21678,건축,학교등 교육연구시설,학교 등 교육시설,837,0,34,국제컨벤션센터 신축,264,0,333,20210
,2021,교육부,26782,건축,학교등 교육연구시설,학교 등 교육시설,1294,0,55,글로컬 교육스포츠센터,1047,0,236,24150
,2021,교육부,26002,건축,학교등 교육연구시설,학교 등 교육시설,941,0,48,농업생명과학관 신축,2270,0,238,22505
,2021,교육부,39839,건축,학교등 교육연구시설,학교 등 교육시설,1684,0,87,도서관 및 학생회관 개축,0,0,374,37694
,2021,교육부,27956,건축,학교등 교육연구시설,학교 등 교육시설,1203,0,50,물리생명공학관 개축,0,0,259,26444
,2021,교육부,23724,건축,학교등 교육연구시설,학교 등 교육시설,1032,0,49,미래도서관 신축,0,0,587,22056
,2021,교육부,25119,건축,학교등 교육연구시설,학교 등 교육시설,1057,0,55,법학전문대학원 1호관 개축,0,0,239,23768
,2021,교육부,37710,건축,학교등 교육연구시설,학교 등 교육시설,1552,0,80,부산대 부설 특수학교 신축,396,0,955,34727
,2021,교육부,27553,건축,학교등 교육연구시설,학교 등 교육시설,1178,0,60,산학융합 PLAZA 신축사업,0,0,262,26053
,2021,교육부,23323,건축,학교등 교육연구시설,학교 등 교육시설,1054,0,48,융합교육정보관 개축 및 교육대학원 보수,0,0,239,21982
,2021,교육부,20561,건축,학교등 교육연구시설,학교 등 교육시설,957,0,44,정보의생명공학대학 신축,0,0,647,18913
,2021,교육부,35097,건축,학교등 교육연구시설,학교 등 교육시설,1202,0,59,창조융합연구동 신축,6188,0,486,27162
,2021,교육부,24282,건축,학교등 교육연구시설,학교 등 교육시설,986,0,46,첨단과학관 재건축,0,0,1106,22144
,2021,교육부,26973,건축,학교등 교육연구시설,학교 등 교육시설,1152,0,59,충남대학교 실내체육관 리모델링 및 확충,0,0,256,25506
,2021,교육부,27568,건축,학교등 교육연구시설,학교 등 교육시설,1028,0,55,해양과학기술전문대학원관,0,0,256,26229
,2021,국가보훈부,46107,건축,관람 및 집회시설,박물관 등 전시시설,1293,0,190,국립대한민국임시정부기념관건립,0,0,2430,42194
,2021,국가보훈부,34906,건축,노인복지시설 등,노인복지시설 등,1436,0,2338,전북권 보훈요양원 건립,2104,0,2047,26981
,2021,국가보훈부,98311,건축,묘지관련시설,묘지관련시설,6527,0,941,국립연천현충원 조성사업,12890,0,3737,74216
,2021,국가보훈부,31965,건축,묘지관련시설,묘지관련시설,1338,0,68,국립영천호국원 제3봉안당 건립공사,743,0,1965,27851
,2021,국가보훈부,65832,건축,묘지관련시설,묘지관련시설,3283,0,91,국립이천호국원 봉안당 건립공사,12224,0,3082,47152
,2021,국가보훈부,32011,건축,묘지관련시설,묘지관련시설,1102,0,86,봉안당(충혼당)건립공사,2340,0,1912,26571
,2021,국가보훈부,49935,건축,묘지관련시설,묘지관련시설,3260,0,434,제주국립묘지 조성사업,397,0,2114,43730
,2021,국가보훈부,22581,건축,병원등 의료시설,의료시설(장례식장 포함),805,0,1941,광주 보훈병원 재활센터 확충,0,0,838,18997
,2021,국가보훈부,23514,건축,병원등 의료시설,의료시설(장례식장 포함),756,0,1913,부산 보훈병원 재활센터 확충,0,0,797,20048
,2021,국가보훈부,37694,건축,병원등 의료시설,의료시설(장례식장 포함),1599,0,104,중앙보훈병원 치과병원 증축,2567,0,2325,31099
,2021,국세청,27885,건축,업무시설(공공청사),업무시설(공공청사),932,0,39,국세청 강동세무서 청사 신축,10703,0,164,16047
,2021,국세청,38334,건축,업무시설(공공청사),업무시설(공공청사),1106,0,44,국세청 구로세무서 청사 신축,16774,0,1330,19080
,2021,국세청,75235,건축,업무시설(공공청사),업무시설(공공청사),2219,0,102,국세청 대전지방국세청 청사 신축,27454,0,2386,43074
,2021,국세청,25384,건축,업무시설(공공청사),업무시설(공공청사),1356,0,50,국세청 북광주세무서 청사 신축,0,0,1483,22495
,2021,국세청,31631,건축,업무시설(공공청사),업무시설(공공청사),1260,0,73,국세청 영등포세무서 청사신축,0,0,1825,28473
,2021,국세청,95707,건축,업무시설(공공청사),업무시설(공공청사),3340,0,127,국세청 인천지방국세청 청사 신축,25315,8701,2724,55500
,2021,국세청,28012,건축,업무시설(공공청사),업무시설(공공청사),1356,0,54,국세청 창원세무서 청사 신축,0,0,1745,24857
,2021,국토교통부,32381,건축,자동차 관련시설(주차장 등),자동차 관련시설(주차장 등),877,0,48,자동차 대체부품인증지원센터 구축,3381,0,1234,26841
,2021,국토교통부,42605,건축,자동차 관련시설(주차장 등),자동차 관련시설(주차장 등),760,0,40,튜닝카 성능안전시험센터 건립,16400,0,1269,24136
,2021,국토교통부,341303,건축,철도 역사,철도 역사,4532,0,7078,제2철도교통관제센터 건설사업,0,31028,5261,293404
,2021,국토교통부,22970,건축,학교등 교육연구시설,연구시설,900,0,47,첨단자동차검사연구센터구축,0,0,859,21164
,2021,국토교통부,145017,토목,공항,공항,3300,0,223,김제공항건설사업,46231,0,5226,90037
,2021,국토교통부,779590,토목,공항,공항,33571,0,0,새만금신공항 건설사업,24326,70425,18378,632890
,2021,국토교통부,706733,토목,공항,공항,12182,0,1068,울릉도 소형공항 건설,11547,0,15913,666023
,2021,국토교통부,4873420,토목,공항,공항,172710,0,5740,제주 제2공항 건설,824331,442410,44821,3383408
,2021,국토교통부,31904,토목,공항,공항,1442,0,63,제주공항 관제동 신축,129,0,2870,27400
,2021,국토교통부,183311,토목,공항,공항,6324,0,342,흑산도 소형공항 건설,13889,0,5593,157163
,2021,국토교통부,2578583,토목,도로,고속국도,64855,0,1885,계양-강화 고속도로 건설,942386,234417,25920,1309120
,2021,국토교통부,1656324,토목,도로,고속국도,52210,0,2083,광주-강진 고속도로,333407,0,35050,1233574
,2021,국토교통부,515932,토목,도로,고속국도,16876,0,711,광주순환고속도로,74482,0,13189,410674
,2021,국토교통부,229919,토목,도로,고속국도,8081,0,348,김제-삼례 고속도로 확장,37986,20902,6260,156342
,2021,국토교통부,1701150,토목,도로,고속국도,35400,0,2034,김포-파주 고속도로,424733,0,32876,1206107
,2021,국토교통부,2529579,토목,도로,고속국도,61914,0,3128,당진-천안 고속도로,591835,0,56868,1815834
,2021,국토교통부,1570989,토목,도로,고속국도,33344,0,1782,대구순환고속도로,378983,0,35272,1121608
,2021,국토교통부,670570,토목,도로,고속국도,23937,0,1010,대산-당진 고속도로,36456,0,15205,593962
,2021,국토교통부,403111,토목,도로,고속국도,13350,0,652,동광주-광산 고속도로 확장사업,10152,0,10739,368218
,2021,국토교통부,568252,토목,도로,고속국도,8678,0,785,문산~도라산 고속도로 건설사업,89951,0,12444,456394
,2021,국토교통부,978786,토목,도로,고속국도,33792,0,1100,부산신항-김해 고속도로 건설사업,165326,88981,16522,673065
,2021,국토교통부,2237993,토목,도로,고속국도,66812,0,2424,새만금-전주 고속도로,381738,0,30039,1756980
,2021,국토교통부,335228,토목,도로,고속국도,10822,0,564,서창-안산 고속도로,19727,0,9582,294533
,2021,국토교통부,169649,토목,도로,고속국도,6467,0,286,서청주~증평 고속도로 확장사업,17516,15423,5381,124576
,2021,국토교통부,3184124,토목,도로,고속국도,68673,0,2724,세종-안성 고속도로 건설공사,521775,0,44543,2546409
,2021,국토교통부,973139,토목,도로,고속국도,31377,0,1061,세종-청주 고속도로 건설사업,212704,88467,15720,623810
,2021,국토교통부,339039,토목,도로,고속국도,10556,0,567,안산-북수원 고속도로 확장공사,15390,0,10509,302017
,2021,국토교통부,1688900,토목,도로,고속국도,76647,0,2158,안산~인천 고속도로 건설사업,28816,0,29088,1552191
,2021,국토교통부,6712536,토목,도로,고속국도,128997,0,4718,안성 - 구리 고속도로 건설공사,1870109,0,55748,4652964
,2021,국토교통부,949873,토목,도로,고속국도,29948,0,1186,양평-이천 고속도로,144381,0,25034,749324
,2021,국토교통부,724015,토목,도로,고속국도,25196,0,848,울산외곽순환 고속도로 건설사업,119601,65819,13621,498930
,2021,국토교통부,1195521,토목,도로,고속국도,48453,0,1460,제천-영월 고속도로 건설,42739,108684,21211,972974
,2021,국토교통부,337898,토목,도로,고속국도,13249,0,525,칠원-창원 고속도로 확장,25887,30718,8832,258687
,2021,국토교통부,1342335,토목,도로,고속국도,32732,0,1590,파주-포천 고속도로,312944,0,21248,973821
,2021,국토교통부,1403808,토목,도로,고속국도,37711,0,2019,포항-영덕 건설공사,120172,0,41244,1202662
,2021,국토교통부,6455787,토목,도로,고속국도,146866,0,9429,함양-울산 고속도로,496230,0,175605,5627657
,2021,국토교통부,774909,토목,도로,고속국도,9565,0,1068,화도~양평 고속도로 건설사업,86660,0,19637,657979
,2021,국토교통부,237863,토목,도로,광역도로,4363,0,310,다사- 왜관 광역도로,85498,0,5753,141939
,2021,국토교통부,65593,토목,도로,광역도로,0,0,113,대전 산성~구례(2차) 광역도로 정비사업,6326,0,2581,56573
,2021,국토교통부,80900,토목,도로,광역도로,2286,0,112,동김해IC~식만JCT 광역도로,27963,0,1875,48664
,2021,국토교통부,385038,토목,도로,광역도로,11047,0,547,동부간선도로,34918,0,10494,328032
,2021,국토교통부,97419,토목,도로,광역도로,795,0,123,산업로(신답교~경주시계)확장,35405,0,2615,58481
,2021,국토교통부,65156,토목,도로,광역도로,1551,0,103,서대전IC~두계3가(국도4호선) 도로확장,17416,0,2242,43844
,2021,국토교통부,77300,토목,도로,광역도로,0,0,0,원당-태리,0,0,0,77300
,2021,국토교통부,320280,토목,도로,광역도로,10211,0,445,조야~동명 광역도로,63739,29116,7020,209749
,2021,국토교통부,130280,토목,도로,광역도로,1927,0,3850,천왕-광명,89240,0,2134,33129
,2021,국토교통부,264633,토목,도로,광역도로,3216,0,385,초정-화명,28247,0,6729,226056
,2021,국토교통부,62141,토목,도로,광역도로,1143,0,78,태릉~구리,24906,0,1937,34077
,2021,국토교통부,96781,토목,도로,국가지원지방도,1166,0,105,가납-상수 국지도건설,50042,0,2057,43411
,2021,국토교통부,211194,토목,도로,국가지원지방도,1743,0,236,갈천-가수 도로확장공사,125663,0,3415,80137
,2021,국토교통부,93441,토목,도로,국가지원지방도,2216,0,138,경기광주-양평 도로건설공사,25601,0,3203,62283
,2021,국토교통부,50666,토목,도로,국가지원지방도,958,0,62,경기도계-인천 마전 도로건설공사,13628,0,1617,34401
,2021,국토교통부,100734,토목,도로,국가지원지방도,1145,0,96,국지도82호선 화성 우정-향남 도로확장공사,54335,0,2276,42882
,2021,국토교통부,108969,토목,도로,국가지원지방도,3424,0,218,국지도88호선 도계-영월,1661,0,3869,99797
,2021,국토교통부,90510,토목,도로,국가지원지방도,1960,0,116,길상-선원 도로건설공사,33562,0,2232,52640
,2021,국토교통부,116274,토목,도로,국가지원지방도,1620,0,152,남평-화순,30783,0,2853,80866
,2021,국토교통부,111591,토목,도로,국가지원지방도,2552,0,199,단산-부석사,9340,0,3580,95920
,2021,국토교통부,175500,토목,도로,국가지원지방도,4187,0,224,당진-서산 도로건설공사,65228,0,2921,102940
,2021,국토교통부,236866,토목,도로,국가지원지방도,3342,0,245,대동-매리,92561,0,3797,136921
,2021,국토교통부,89397,토목,도로,국가지원지방도,1463,0,233,도척-실촌 도로건설공사,35684,0,2103,49914
,2021,국토교통부,211849,토목,도로,국가지원지방도,0,0,2976,동읍-봉강,79134,0,4354,125385
,2021,국토교통부,58831,토목,도로,국가지원지방도,1786,0,104,동향-안성,2629,0,2966,51346
,2021,국토교통부,266759,토목,도로,국가지원지방도,3860,0,416,매리-양산 국지도건설,27916,0,7269,227298
,2021,국토교통부,111907,토목,도로,국가지원지방도,1958,0,185,무심동로~오창IC,25221,0,3905,80638
,2021,국토교통부,94522,토목,도로,국가지원지방도,4333,0,135,봉강-무안 국지도건설,25197,0,3144,61713
,2021,국토교통부,78103,토목,도로,국가지원지방도,3296,0,140,상촌~황간 도로건설공사,4409,0,2330,67928
,2021,국토교통부,183412,토목,도로,국가지원지방도,1874,0,202,생림-상동,63886,0,3657,113793
,2021,국토교통부,99070,토목,도로,국가지원지방도,2599,0,113,성환-입장(국지도70호선),35312,9006,2790,49250
,2021,국토교통부,313926,토목,도로,국가지원지방도,6176,0,523,송정-문동,30109,0,8627,268491
