계정명,단위사업명,경비구분,목명,세목명,지출구분,분야명,회계명,회계연도,소관명,프로그램명,세부사업명,부문명,국회확정금액,정부안금액
,ASOSAI 세미나 개최,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,ASOSAI 세미나 개최,일반행정,31416,31416
,ASOSAI 세미나 개최,주요사업비(기금사업비),운영비,임차료,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,ASOSAI 세미나 개최,일반행정,3300,3300
,ASOSAI 세미나 개최,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,ASOSAI 세미나 개최,일반행정,63720,63720
,ASOSAI 세미나 개최,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,ASOSAI 세미나 개최,일반행정,1890,1890
,감사역량강화,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사운영혁신사업,일반행정,515745,585745
,감사역량강화,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사운영혁신사업,일반행정,235255,235255
,감사역량강화,주요사업비(기금사업비),연구개발비,연구개발비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사운영혁신사업,일반행정,573888,673888
,감사역량강화,주요사업비(기금사업비),보전금,보상금,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사운영혁신사업,일반행정,5000,5000
,감사역량강화,주요사업비(기금사업비),보전금,포상금등,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사운영혁신사업,일반행정,5000,5000
,감사활동경비,주요사업비(기금사업비),유형자산,자산취득비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사활동경비,일반행정,43500,43500
,감사활동경비,주요사업비(기금사업비),연구개발비,연구개발비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사활동경비,일반행정,100000,100000
,감사활동경비,주요사업비(기금사업비),직무수행경비,특정업무경비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사활동경비,일반행정,1840000,1840000
,감사활동경비,주요사업비(기금사업비),업무추진비,관서업무비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사활동경비,일반행정,27827,27827
,감사활동경비,주요사업비(기금사업비),특수활동비,특수활동비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사활동경비,일반행정,4272567,4272567
,감사활동경비,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사활동경비,일반행정,416231,416231
,감사활동경비,주요사업비(기금사업비),여비,국내여비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사활동경비,일반행정,8244931,8244931
,감사활동경비,주요사업비(기금사업비),운영비,일·숙직비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사활동경비,일반행정,38800,38800
,감사활동경비,주요사업비(기금사업비),운영비,공공요금 및 제세,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사활동경비,일반행정,14392,14392
,감사활동경비,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사활동경비,일반행정,814605,814605
,감사활동경비,주요사업비(기금사업비),보전금,포상금등,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사활동경비,일반행정,55000,55000
,본부 기본경비,기본경비(경상운영비),인건비,보수,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,공익근무요원 운영,일반행정,35910,35910
,본부 기본경비,기본경비(경상운영비),인건비,기타직보수,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,공익근무요원 운영,일반행정,16258,16258
,본부 기본경비,기본경비(경상운영비),운영비,피복비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,공익근무요원 운영,일반행정,3193,3193
,본부 기본경비,기본경비(경상운영비),운영비,재료비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,12939,12939
,본부 기본경비,기본경비(경상운영비),인건비,일용임금,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,75977,75977
,본부 기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,795875,795875
,본부 기본경비,기본경비(경상운영비),운영비,공공요금 및 제세,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,476964,476964
,본부 기본경비,기본경비(경상운영비),운영비,피복비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,9480,9480
,본부 기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,293630,293630
,본부 기본경비,기본경비(경상운영비),운영비,일·숙직비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,11000,11000
,본부 기본경비,기본경비(경상운영비),운영비,임차료,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,245862,245862
,본부 기본경비,기본경비(경상운영비),운영비,연료비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,215427,215427
,본부 기본경비,기본경비(경상운영비),운영비,시설장비유지비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,221238,221238
,본부 기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,145366,145366
,본부 기본경비,기본경비(경상운영비),해외이전,국제부담금,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,24700,24700
,본부 기본경비,기본경비(경상운영비),보전금,포상금등,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,3000,3000
,본부 기본경비,기본경비(경상운영비),보전금,배상금,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,1456,1456
,본부 기본경비,기본경비(경상운영비),직무수행경비,특정업무경비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,51000,51000
,본부 기본경비,기본경비(경상운영비),운영비,차량·선박비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,82582,82582
,본부 기본경비,기본경비(경상운영비),업무추진비,관서업무비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,180972,180972
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,318901,318901
,본부 기본경비,기본경비(경상운영비),여비,국내여비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,77988,77988
,본부 기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,133560,133560
,본부 기본경비,기본경비(경상운영비),운영비,위탁사업비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,373340,373340
,본부 기본경비,기본경비(경상운영비),운영비,복리후생비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,614540,614540
,본부 기본경비,기본경비(경상운영비),직무수행경비,월정직책급,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,890569,890569
,본부 기본경비,기본경비(경상운영비),인건비,기타직보수,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,203492,203492
,본부 인건비,인건비(기금인건비),직무수행경비,직급보조비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 인건비,일반행정,2774910,2774910
,본부 인건비,인건비(기금인건비),인건비,보수,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 인건비,일반행정,45950839,45950839
,본부청사 및 시설물 관리,주요사업비(기금사업비),건설비,시설비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,노후시설 개선공사,일반행정,402400,402400
,소속기관 기본경비,기본경비(경상운영비),업무추진비,관서업무비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,5040,5040
,소속기관 기본경비,기본경비(경상운영비),여비,국내여비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,1498,1498
,소속기관 기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,6480,6480
,소속기관 기본경비,기본경비(경상운영비),운영비,위탁사업비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,25812,25812
,소속기관 기본경비,기본경비(경상운영비),운영비,복리후생비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,27056,27056
,소속기관 기본경비,기본경비(경상운영비),운영비,차량·선박비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,29681,29681
,소속기관 기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,15800,15800
,소속기관 기본경비,기본경비(경상운영비),운영비,시설장비유지비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,825891,825891
,소속기관 기본경비,기본경비(경상운영비),운영비,연료비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,126349,126349
,소속기관 기본경비,기본경비(경상운영비),운영비,임차료,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,39204,39204
,소속기관 기본경비,기본경비(경상운영비),운영비,일·숙직비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,2000,2000
,소속기관 기본경비,기본경비(경상운영비),운영비,피복비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,580,580
,소속기관 기본경비,기본경비(경상운영비),운영비,공공요금 및 제세,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,215028,215028
,소속기관 기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,182142,182142
,소속기관 기본경비,기본경비(경상운영비),인건비,기타직보수,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,17319,17319
,소속기관 기본경비,기본경비(경상운영비),인건비,보수,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,118895,118895
,소속기관 기본경비,기본경비(경상운영비),직무수행경비,월정직책급,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,46331,46331
,소속기관 기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 기본경비,일반행정,96750,96750
,소속기관 기본경비,기본경비(경상운영비),인건비,일용임금,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 기본경비,일반행정,14961,14961
,소속기관 기본경비,기본경비(경상운영비),인건비,기타직보수,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 기본경비,일반행정,138751,138751
,소속기관 기본경비,기본경비(경상운영비),운영비,공공요금 및 제세,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 기본경비,일반행정,41110,41110
,소속기관 기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 기본경비,일반행정,8400,8400
,소속기관 기본경비,기본경비(경상운영비),운영비,시설장비유지비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 기본경비,일반행정,5000,5000
,소속기관 기본경비,기본경비(경상운영비),운영비,차량·선박비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 기본경비,일반행정,5572,5572
,소속기관 기본경비,기본경비(경상운영비),운영비,복리후생비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 기본경비,일반행정,24000,24000
,소속기관 기본경비,기본경비(경상운영비),운영비,위탁사업비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 기본경비,일반행정,25800,25800
,소속기관 기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 기본경비,일반행정,10800,10800
,소속기관 기본경비,기본경비(경상운영비),여비,국내여비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 기본경비,일반행정,13577,13577
,소속기관 기본경비,기본경비(경상운영비),업무추진비,관서업무비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 기본경비,일반행정,21470,21470
,소속기관 기본경비,기본경비(경상운영비),직무수행경비,월정직책급,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 기본경비,일반행정,61931,61931
,소속기관 기본경비,기본경비(경상운영비),운영비,임차료,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 기본경비,일반행정,790553,790553
,소속기관 기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 기본경비,일반행정,15000,15000
,소속기관 기본경비,기본경비(경상운영비),건설비,시설비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 기본경비,일반행정,5000,5000
,소속기관 인건비,인건비(기금인건비),직무수행경비,직급보조비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 인건비,일반행정,135660,135660
,소속기관 인건비,인건비(기금인건비),인건비,보수,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 인건비,일반행정,2045258,2045258
,소속기관 인건비,인건비(기금인건비),직무수행경비,직급보조비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 인건비,일반행정,153780,153780
,소속기관 인건비,인건비(기금인건비),인건비,보수,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 인건비,일반행정,2002668,2002668
,소속기관 청사 및 시설물관리,주요사업비(기금사업비),건설비,시설비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,토사유출 방지시설 등 설치,일반행정,230000,230000
,소속기관 청사 및 시설물관리,주요사업비(기금사업비),건설비,실시설계비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,토사유출 방지시설 등 설치,일반행정,8579,8579
,소속기관 청사 및 시설물관리,주요사업비(기금사업비),건설비,시설부대비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,토사유출 방지시설 등 설치,일반행정,1656,1656
,소속기관 청사 및 시설물관리,주요사업비(기금사업비),건설비,감리비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,토사유출 방지시설 등 설치,일반행정,4738,4738
,수입대체경비,주요사업비(기금사업비),인건비,보수,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,일반행정,40320,40320
,수입대체경비,주요사업비(기금사업비),유형자산,자산취득비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,일반행정,30693,30693
,수입대체경비,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,일반행정,117420,117420
,수입대체경비,주요사업비(기금사업비),운영비,특근매식비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,일반행정,5140,5140
,수입대체경비,주요사업비(기금사업비),운영비,임차료,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,일반행정,15390,15390
,수입대체경비,주요사업비(기금사업비),여비,국내여비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,일반행정,30437,30437
,전산운영경비,주요사업비(기금사업비),유형자산,자산취득비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 전산운영경비,일반행정,761800,761800
,전산운영경비,주요사업비(기금사업비),여비,국내여비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 전산운영경비,일반행정,2081,2081
,전산운영경비,주요사업비(기금사업비),운영비,위탁사업비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 전산운영경비,일반행정,352441,352441
,전산운영경비,주요사업비(기금사업비),운영비,시설장비유지비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 전산운영경비,일반행정,143552,143552
,전산운영경비,주요사업비(기금사업비),운영비,일·숙직비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 전산운영경비,일반행정,2400,2400
,전산운영경비,주요사업비(기금사업비),운영비,공공요금 및 제세,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 전산운영경비,일반행정,72724,72724
,전산운영경비,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,본부 전산운영경비,일반행정,131235,131235
,전산운영경비,주요사업비(기금사업비),유형자산,자산취득비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 전산운영경비,일반행정,9334,9334
,전산운영경비,주요사업비(기금사업비),연구개발비,연구개발비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 전산운영경비,일반행정,10000,10000
,전산운영경비,주요사업비(기금사업비),운영비,공공요금 및 제세,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 전산운영경비,일반행정,6394,6394
,전산운영경비,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구원 전산운영경비,일반행정,30640,30640
,평가연구활동경비,주요사업비(기금사업비),운영비,특근매식비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구활동경비,일반행정,24000,24000
,평가연구활동경비,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구활동경비,일반행정,410240,410240
,평가연구활동경비,주요사업비(기금사업비),운영비,공공요금 및 제세,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구활동경비,일반행정,16000,16000
,평가연구활동경비,주요사업비(기금사업비),운영비,일·숙직비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구활동경비,일반행정,12000,12000
,평가연구활동경비,주요사업비(기금사업비),운영비,임차료,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구활동경비,일반행정,10000,10000
,평가연구활동경비,주요사업비(기금사업비),여비,국내여비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구활동경비,일반행정,108465,108465
,평가연구활동경비,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구활동경비,일반행정,176823,176823
,평가연구활동경비,주요사업비(기금사업비),업무추진비,관서업무비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구활동경비,일반행정,36100,36100
,평가연구활동경비,주요사업비(기금사업비),연구개발비,연구개발비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구활동경비,일반행정,150000,150000
,평가연구활동경비,주요사업비(기금사업비),보전금,포상금등,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구활동경비,일반행정,26600,26600
,평가연구활동경비,주요사업비(기금사업비),유형자산,자산취득비,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구활동경비,일반행정,61800,61800
,평가연구활동경비,주요사업비(기금사업비),인건비,보수,일반지출,일반공공행정,일반회계,2007,감사원,감사활동 및 행정지원,평가연구활동경비,일반행정,17000,17000
공항계정,항공선진화,주요사업비(기금사업비),출연금,출연금,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,건설교통연구개발,항공선진화사업,물류등기타,19400000,19400000
공항계정,인천국제공항2단계,주요사업비(기금사업비),출자금,일반출자금,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,인천국제공항건설,인천국제공항2단계건설,항공·공항,200000000,200000000
공항계정,일반공항관리,주요사업비(기금사업비),보전금,배상금,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,일반공항건설및관리,양양공항어업피해소송,항공·공항,1700000,1700000
공항계정,일반공항관리,주요사업비(기금사업비),건설비,실시설계비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,일반공항건설및관리,정기하자검사용역,항공·공항,30000,30000
공항계정,지방공항건설,주요사업비(기금사업비),건설비,시설부대비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,일반공항건설및관리,김해공항확장(2단계),항공·공항,71000,71000
공항계정,지방공항건설,주요사업비(기금사업비),건설비,감리비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,일반공항건설및관리,김해공항확장(2단계),항공·공항,1350000,1350000
공항계정,지방공항건설,주요사업비(기금사업비),건설비,시설비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,일반공항건설및관리,김해공항확장(2단계),항공·공항,69579000,69579000
공항계정,지방공항건설,주요사업비(기금사업비),건설비,감리비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,일반공항건설및관리,무안공항건설,항공·공항,233000,233000
공항계정,지방공항건설,주요사업비(기금사업비),건설비,시설비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,일반공항건설및관리,무안공항건설,항공·공항,19518000,19518000
공항계정,지방공항건설,주요사업비(기금사업비),토지매입비,토지매입비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,일반공항건설및관리,무안공항건설,항공·공항,3000000,3000000
공항계정,지방공항건설,주요사업비(기금사업비),운영비,공공요금 및 제세,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,일반공항건설및관리,무안공항건설,항공·공항,241000,241000
공항계정,지방공항건설,주요사업비(기금사업비),건설비,시설부대비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,일반공항건설및관리,무안공항건설,항공·공항,8000,8000
공항계정,지방공항건설,주요사업비(기금사업비),토지매입비,토지매입비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,일반공항건설및관리,울진공항건설,항공·공항,1415000,1415000
공항계정,지방공항건설,주요사업비(기금사업비),건설비,시설비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,일반공항건설및관리,울진공항건설,항공·공항,2385000,2385000
공항계정,소음대책,주요사업비(기금사업비),민간이전,민간경상보조,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,공항소음대책,항공·공항,2927000,2927000
공항계정,항행안전시설,주요사업비(기금사업비),건설비,시설부대비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,기상시설건설및유지관리,항공·공항,22000,22000
공항계정,항행안전시설,주요사업비(기금사업비),건설비,시설비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,기상시설건설및유지관리,항공·공항,2545000,2545000
공항계정,항행안전시설,주요사업비(기금사업비),유형자산,자산취득비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,비행점검용항공기신규도입,항공·공항,4241000,4241000
공항계정,항행안전시설,주요사업비(기금사업비),여비,국외업무여비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,비행점검용항공기운영,항공·공항,56700,56700
공항계정,항행안전시설,주요사업비(기금사업비),운영비,일반수용비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,비행점검용항공기운영,항공·공항,99300,99300
공항계정,항행안전시설,주요사업비(기금사업비),유형자산,자산취득비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,비행점검용항공기운영,항공·공항,13000,13000
공항계정,항행안전시설,주요사업비(기금사업비),연구개발비,연구개발비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,비행점검용항공기운영,항공·공항,300000,300000
공항계정,항행안전시설,주요사업비(기금사업비),운영비,공공요금 및 제세,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,비행점검용항공기운영,항공·공항,95000,95000
공항계정,항행안전시설,주요사업비(기금사업비),운영비,시설장비유지비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,비행점검용항공기운영,항공·공항,1333000,1333000
공항계정,항행안전시설,주요사업비(기금사업비),여비,국내여비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,비행점검용항공기운영,항공·공항,9000,9000
공항계정,항행안전시설,주요사업비(기금사업비),연구개발비,연구개발비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,수직분리축소기능보강,항공·공항,1289000,1289000
공항계정,항행안전시설,주요사업비(기금사업비),건설비,시설부대비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,시계활주로사고방지시설보강,항공·공항,45000,45000
공항계정,항행안전시설,주요사업비(기금사업비),건설비,시설비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,시계활주로사고방지시설보강,항공·공항,1788000,1788000
공항계정,항행안전시설,주요사업비(기금사업비),건설비,실시설계비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,시계활주로사고방지시설보강,항공·공항,67000,67000
공항계정,항행안전시설,주요사업비(기금사업비),건설비,시설부대비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,전방향표지시설개량,항공·공항,61000,61000
공항계정,항행안전시설,주요사업비(기금사업비),건설비,감리비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,전방향표지시설개량,항공·공항,140000,140000
공항계정,항행안전시설,주요사업비(기금사업비),건설비,시설비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,전방향표지시설개량,항공·공항,3476000,3476000
공항계정,항행안전시설,주요사업비(기금사업비),건설비,실시설계비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,전방향표지시설개량,항공·공항,265000,265000
공항계정,항행안전시설,주요사업비(기금사업비),건설비,시설비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,항공기사고조사및장비유지,항공·공항,100000,100000
공항계정,항행안전시설,주요사업비(기금사업비),유형자산,자산취득비,일반지출,수송및교통,교통시설특별회계,2007,건설교통부,항공안전,항공기사고조사및장비유지,항공·공항,270000,270000
