계정명,단위사업명,경비구분,목명,세목명,지출구분,분야명,회계명,회계연도,소관명,프로그램명,세부사업명,부문명,국회확정금액,정부안금액
,본부기본경비,기본경비(경상운영비),여비,국내여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,관광국 기본경비,문화및관광일반,36459,36459
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,관광국 기본경비,문화및관광일반,37723,37723
,본부기본경비,기본경비(경상운영비),업무추진비,관서업무비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,관광국 기본경비,문화및관광일반,55260,55260
,본부기본경비,기본경비(경상운영비),연구개발비,연구개발비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,관광국 기본경비,문화및관광일반,30000,30000
,본부기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,관광국 기본경비,문화및관광일반,5000,5000
,본부기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,관광레저추진기획단 기본경비,문화및관광일반,21400,21400
,본부기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,관광레저추진기획단 기본경비,문화및관광일반,95983,95983
,본부기본경비,기본경비(경상운영비),운영비,임차료,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,관광레저추진기획단 기본경비,문화및관광일반,15800,15800
,본부기본경비,기본경비(경상운영비),인건비,일용임금,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,관광레저추진기획단 기본경비,문화및관광일반,28332,28332
,본부기본경비,기본경비(경상운영비),운영비,공공요금 및 제세,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,관광레저추진기획단 기본경비,문화및관광일반,8400,8400
,본부기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,관광레저추진기획단 기본경비,문화및관광일반,7560,7560
,본부기본경비,기본경비(경상운영비),여비,국내여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,관광레저추진기획단 기본경비,문화및관광일반,43115,43115
,본부기본경비,기본경비(경상운영비),업무추진비,관서업무비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,관광레저추진기획단 기본경비,문화및관광일반,19847,19847
,본부기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,관광레저추진기획단 기본경비,문화및관광일반,7000,7000
,본부기본경비,기본경비(경상운영비),운영비,복리후생비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,1197600,1197600
,본부기본경비,기본경비(경상운영비),운영비,시설장비유지비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,106939,106939
,본부기본경비,기본경비(경상운영비),운영비,임차료,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,51660,51660
,본부기본경비,기본경비(경상운영비),운영비,일·숙직비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,18770,18770
,본부기본경비,기본경비(경상운영비),운영비,차량·선박비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,35000,35000
,본부기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,106700,106700
,본부기본경비,기본경비(경상운영비),운영비,급량비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,2700,2700
,본부기본경비,기본경비(경상운영비),운영비,피복비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,8342,8342
,본부기본경비,기본경비(경상운영비),운영비,공공요금 및 제세,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,158226,158226
,본부기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,572117,572117
,본부기본경비,기본경비(경상운영비),인건비,일용임금,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,221228,221228
,본부기본경비,기본경비(경상운영비),인건비,기타직보수,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,15251,15251
,본부기본경비,기본경비(경상운영비),여비,국내여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,135482,135482
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,31785,31785
,본부기본경비,기본경비(경상운영비),업무추진비,관서업무비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,288918,288918
,본부기본경비,기본경비(경상운영비),직무수행경비,월정직책급,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,444300,444300
,본부기본경비,기본경비(경상운영비),직무수행경비,특정업무경비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,24480,24480
,본부기본경비,기본경비(경상운영비),연구개발비,연구개발비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,40000,40000
,본부기본경비,기본경비(경상운영비),보전금,포상금등,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,9000,9000
,본부기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,336995,336995
,본부기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,기관운영 기본경비,문화및관광일반,20520,20520
,본부기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화미디어국 기본경비,문화및관광일반,20510,20510
,본부기본경비,기본경비(경상운영비),운영비,공공요금 및 제세,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화미디어국 기본경비,문화및관광일반,16352,16352
,본부기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화미디어국 기본경비,문화및관광일반,5192,5192
,본부기본경비,기본경비(경상운영비),보전금,보상금,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화미디어국 기본경비,문화및관광일반,62225,62225
,본부기본경비,기본경비(경상운영비),연구개발비,연구개발비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화미디어국 기본경비,문화및관광일반,39900,39900
,본부기본경비,기본경비(경상운영비),업무추진비,관서업무비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화미디어국 기본경비,문화및관광일반,38460,38460
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화미디어국 기본경비,문화및관광일반,39860,39860
,본부기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화미디어국 기본경비,문화및관광일반,151908,151908
,본부기본경비,기본경비(경상운영비),여비,국내여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화미디어국 기본경비,문화및관광일반,18515,18515
,본부기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화미디어국 기본경비,문화및관광일반,6480,6480
,본부기본경비,기본경비(경상운영비),여비,국내여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화산업국 기본경비,문화및관광일반,17803,17803
,본부기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화산업국 기본경비,문화및관광일반,5035,5035
,본부기본경비,기본경비(경상운영비),업무추진비,관서업무비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화산업국 기본경비,문화및관광일반,22041,22041
,본부기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화산업국 기본경비,문화및관광일반,156475,156475
,본부기본경비,기본경비(경상운영비),운영비,공공요금 및 제세,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화산업국 기본경비,문화및관광일반,17060,17060
,본부기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화산업국 기본경비,문화및관광일반,42000,42000
,본부기본경비,기본경비(경상운영비),운영비,일·숙직비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화산업국 기본경비,문화및관광일반,2800,2800
,본부기본경비,기본경비(경상운영비),운영비,임차료,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화산업국 기본경비,문화및관광일반,33250,33250
,본부기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화산업국 기본경비,문화및관광일반,12960,12960
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화산업국 기본경비,문화및관광일반,6082,6082
,본부기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화정책국 기본경비,문화및관광일반,7000,7000
,본부기본경비,기본경비(경상운영비),업무추진비,관서업무비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화정책국 기본경비,문화및관광일반,17712,17712
,본부기본경비,기본경비(경상운영비),여비,국내여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화정책국 기본경비,문화및관광일반,14850,14850
,본부기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화정책국 기본경비,문화및관광일반,8640,8640
,본부기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화정책국 기본경비,문화및관광일반,19680,19680
,본부기본경비,기본경비(경상운영비),운영비,공공요금 및 제세,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화정책국 기본경비,문화및관광일반,231600,231600
,본부기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,문화정책국 기본경비,문화및관광일반,82482,82482
,본부기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,예술국 기본경비,문화및관광일반,12000,12000
,본부기본경비,기본경비(경상운영비),보전금,보상금,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,예술국 기본경비,문화및관광일반,20000,20000
,본부기본경비,기본경비(경상운영비),연구개발비,연구개발비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,예술국 기본경비,문화및관광일반,30000,30000
,본부기본경비,기본경비(경상운영비),업무추진비,관서업무비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,예술국 기본경비,문화및관광일반,63406,63406
,본부기본경비,기본경비(경상운영비),여비,국내여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,예술국 기본경비,문화및관광일반,30623,30623
,본부기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,예술국 기본경비,문화및관광일반,7560,7560
,본부기본경비,기본경비(경상운영비),운영비,일·숙직비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,예술국 기본경비,문화및관광일반,20000,20000
,본부기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,예술국 기본경비,문화및관광일반,28800,28800
,본부기본경비,기본경비(경상운영비),운영비,공공요금 및 제세,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,예술국 기본경비,문화및관광일반,9615,9615
,본부기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,예술국 기본경비,문화및관광일반,163430,163430
,본부기본경비,기본경비(경상운영비),업무추진비,관서업무비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,종무실 기본경비,문화및관광일반,75326,75326
,본부기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,종무실 기본경비,문화및관광일반,43161,43161
,본부기본경비,기본경비(경상운영비),운영비,공공요금 및 제세,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,종무실 기본경비,문화및관광일반,4800,4800
,본부기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,종무실 기본경비,문화및관광일반,12000,12000
,본부기본경비,기본경비(경상운영비),운영비,임차료,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,종무실 기본경비,문화및관광일반,800,800
,본부기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,종무실 기본경비,문화및관광일반,4320,4320
,본부기본경비,기본경비(경상운영비),여비,국내여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,종무실 기본경비,문화및관광일반,31860,31860
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,종무실 기본경비,문화및관광일반,2163,2163
,본부기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,종무실 기본경비,문화및관광일반,4000,4000
,본부기본경비,기본경비(경상운영비),여비,국내여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,체육국 기본경비,문화및관광일반,24160,24160
,본부기본경비,기본경비(경상운영비),업무추진비,관서업무비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,체육국 기본경비,문화및관광일반,20748,20748
,본부기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,체육국 기본경비,문화및관광일반,3000,3000
,본부기본경비,기본경비(경상운영비),운영비,임차료,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,체육국 기본경비,문화및관광일반,600,600
,본부기본경비,기본경비(경상운영비),운영비,일·숙직비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,체육국 기본경비,문화및관광일반,1200,1200
,본부기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,체육국 기본경비,문화및관광일반,33000,33000
,본부기본경비,기본경비(경상운영비),운영비,공공요금 및 제세,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,체육국 기본경비,문화및관광일반,7680,7680
,본부기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,체육국 기본경비,문화및관광일반,101648,101648
,본부기본경비,기본경비(경상운영비),인건비,일용임금,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,체육국 기본경비,문화및관광일반,23675,23675
,본부기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,체육국 기본경비,문화및관광일반,10800,10800
,본부인건비,인건비(기금인건비),직무수행경비,직급보조비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,본부인건비,문화및관광일반,1506060,1506060
,본부인건비,인건비(기금인건비),인건비,기타직보수,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,본부인건비,문화및관광일반,226234,226234
,본부인건비,인건비(기금인건비),인건비,보수,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,본부인건비,문화및관광일반,28669082,28669082
,소속기관기본경비,기본경비(경상운영비),운영비,급량비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국악원 기본경비,문화및관광일반,6300,6300
,소속기관기본경비,기본경비(경상운영비),운영비,피복비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국악원 기본경비,문화및관광일반,116,116
,소속기관기본경비,기본경비(경상운영비),인건비,기타직보수,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국악원 기본경비,문화및관광일반,3893,3893
,소속기관기본경비,기본경비(경상운영비),인건비,일용임금,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국악원 기본경비,문화및관광일반,12994,12994
,소속기관기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국악원 기본경비,문화및관광일반,48045,48045
,소속기관기본경비,기본경비(경상운영비),운영비,공공요금 및 제세,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국악원 기본경비,문화및관광일반,71639,71639
,소속기관기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국악원 기본경비,문화및관광일반,149470,149470
,소속기관기본경비,기본경비(경상운영비),직무수행경비,월정직책급,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국악원 기본경비,문화및관광일반,52740,52740
,소속기관기본경비,기본경비(경상운영비),업무추진비,관서업무비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국악원 기본경비,문화및관광일반,16598,16598
,소속기관기본경비,기본경비(경상운영비),여비,국내여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국악원 기본경비,문화및관광일반,53646,53646
,소속기관기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국악원 기본경비,문화및관광일반,19440,19440
,소속기관기본경비,기본경비(경상운영비),운영비,차량·선박비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국악원 기본경비,문화및관광일반,22097,22097
,소속기관기본경비,기본경비(경상운영비),운영비,시설장비유지비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국악원 기본경비,문화및관광일반,50000,50000
,소속기관기본경비,기본경비(경상운영비),운영비,연료비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국악원 기본경비,문화및관광일반,167271,167271
,소속기관기본경비,기본경비(경상운영비),운영비,일·숙직비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국악원 기본경비,문화및관광일반,17890,17890
,소속기관기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국악원 기본경비,문화및관광일반,34559,34559
,소속기관기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국어원 기본경비,문화및관광일반,33700,33700
,소속기관기본경비,기본경비(경상운영비),건설비,시설비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국어원 기본경비,문화및관광일반,5000,5000
,소속기관기본경비,기본경비(경상운영비),직무수행경비,월정직책급,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국어원 기본경비,문화및관광일반,50100,50100
,소속기관기본경비,기본경비(경상운영비),업무추진비,관서업무비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국어원 기본경비,문화및관광일반,12000,12000
,소속기관기본경비,기본경비(경상운영비),여비,국내여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국어원 기본경비,문화및관광일반,7638,7638
,소속기관기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국어원 기본경비,문화및관광일반,8640,8640
,소속기관기본경비,기본경비(경상운영비),운영비,차량·선박비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국어원 기본경비,문화및관광일반,8400,8400
,소속기관기본경비,기본경비(경상운영비),운영비,시설장비유지비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국어원 기본경비,문화및관광일반,45223,45223
,소속기관기본경비,기본경비(경상운영비),운영비,임차료,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국어원 기본경비,문화및관광일반,900,900
,소속기관기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국어원 기본경비,문화및관광일반,15600,15600
,소속기관기본경비,기본경비(경상운영비),운영비,공공요금 및 제세,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국어원 기본경비,문화및관광일반,35491,35491
,소속기관기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국어원 기본경비,문화및관광일반,73156,73156
,소속기관기본경비,기본경비(경상운영비),인건비,일용임금,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립국어원 기본경비,문화및관광일반,38078,38078
,소속기관기본경비,기본경비(경상운영비),업무추진비,관서업무비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,5224,5224
,소속기관기본경비,기본경비(경상운영비),인건비,기타직보수,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,133,133
,소속기관기본경비,기본경비(경상운영비),인건비,일용임금,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,18000,18000
,소속기관기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,149341,149341
,소속기관기본경비,기본경비(경상운영비),운영비,공공요금 및 제세,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,45200,45200
,소속기관기본경비,기본경비(경상운영비),여비,국내여비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,11422,11422
,소속기관기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,10800,10800
,소속기관기본경비,기본경비(경상운영비),운영비,차량·선박비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,10000,10000
,소속기관기본경비,기본경비(경상운영비),운영비,급량비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,225,225
,소속기관기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,14000,14000
,소속기관기본경비,기본경비(경상운영비),운영비,일·숙직비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,3720,3720
,소속기관기본경비,기본경비(경상운영비),운영비,연료비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,126527,126527
,소속기관기본경비,기본경비(경상운영비),운영비,시설장비유지비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,39840,39840
,소속기관기본경비,기본경비(경상운영비),직무수행경비,월정직책급,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,32700,32700
,소속기관기본경비,기본경비(경상운영비),보전금,보상금,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,1000,1000
,소속기관기본경비,기본경비(경상운영비),보전금,포상금등,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,1000,1000
,소속기관기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,72700,72700
,소속기관기본경비,기본경비(경상운영비),운영비,피복비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립민속박물관 기본경비,문화및관광일반,10400,10400
,소속기관기본경비,기본경비(경상운영비),인건비,기타직보수,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립박물관 기본경비,문화및관광일반,26736,26736
,소속기관기본경비,기본경비(경상운영비),인건비,일용임금,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립박물관 기본경비,문화및관광일반,160030,160030
,소속기관기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립박물관 기본경비,문화및관광일반,630190,630190
,소속기관기본경비,기본경비(경상운영비),운영비,공공요금 및 제세,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립박물관 기본경비,문화및관광일반,1387837,1387837
,소속기관기본경비,기본경비(경상운영비),운영비,피복비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립박물관 기본경비,문화및관광일반,21658,21658
,소속기관기본경비,기본경비(경상운영비),운영비,급량비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립박물관 기본경비,문화및관광일반,37800,37800
,소속기관기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립박물관 기본경비,문화및관광일반,84951,84951
,소속기관기본경비,기본경비(경상운영비),운영비,일·숙직비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립박물관 기본경비,문화및관광일반,58613,58613
,소속기관기본경비,기본경비(경상운영비),운영비,연료비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립박물관 기본경비,문화및관광일반,658572,658572
,소속기관기본경비,기본경비(경상운영비),운영비,시설장비유지비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립박물관 기본경비,문화및관광일반,608268,608268
,소속기관기본경비,기본경비(경상운영비),운영비,차량·선박비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립박물관 기본경비,문화및관광일반,53631,53631
,소속기관기본경비,기본경비(경상운영비),운영비,재료비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립박물관 기본경비,문화및관광일반,110220,110220
,소속기관기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,문화및관광,일반회계,2007,문화관광부,문화·관광행정지원,국립박물관 기본경비,문화및관광일반,63720,63720
