계정명,단위사업명,경비구분,지출구분,분야명,회계명,회계연도,소관명,프로그램명,세부사업명,추경차수,부문명,본예산외화금액,본예산금액,추경국회확정외화금액,추경국회확정금액,추경정부안외화금액,추경정부안금액
,518 진상규명 지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,0.0,일반행정,0.0,1760000.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,0.0,일반행정,0.0,2897000.0,0.0,0.0,0.0,0.0
,인건비,인건비(기금인건비),일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,공무원 인건비,0.0,일반행정,0.0,2231000.0,0.0,0.0,0.0,0.0
,감사연구활동경비,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,0.0,일반행정,18630.0,508000.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,0.0,일반행정,241221.0,16938000.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,적극행정 지원,0.0,일반행정,0.0,263000.0,0.0,0.0,0.0,0.0
,국제교류협력강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사기구 역량강화(ODA),0.0,일반행정,0.0,292000.0,0.0,0.0,0.0,0.0
,국제교류협력강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,0.0,일반행정,308354.0,854000.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,15579.0,13451000.0,0.0,0.0,0.0,0.0
,수입대체경비,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,0.0,일반행정,0.0,574000.0,0.0,0.0,0.0,0.0
,인건비,인건비(기금인건비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,인건비,0.0,일반행정,97614.0,94182000.0,0.0,0.0,0.0,0.0
,전산운영경비,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),0.0,일반행정,0.0,15865000.0,0.0,0.0,0.0,0.0
,청사 및 시설물 관리,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,0.0,일반행정,0.0,3240000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(개인정보정책국),0.0,일반행정,0.0,165000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),0.0,일반행정,0.0,739000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기획조정관),0.0,일반행정,0.0,296000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(대변인),0.0,일반행정,0.0,110000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(운영지원과),0.0,일반행정,0.0,189000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(조사조정국),0.0,일반행정,0.0,166000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(개인정보정책국),0.0,일반행정,0.0,16000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(기관운영),0.0,일반행정,0.0,508000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(기획조정관),0.0,일반행정,0.0,28000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(대변인),0.0,일반행정,0.0,7000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(운영지원과),0.0,일반행정,0.0,10000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(조사조정국),0.0,일반행정,0.0,61000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 인건비,인건비(기금인건비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회 인건비,0.0,일반행정,0.0,14544000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회운영,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회법무지원,0.0,일반행정,0.0,515000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회운영,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회운영지원,0.0,일반행정,0.0,2214000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회운영,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회정보화지원(정보화),0.0,일반행정,0.0,1921000.0,0.0,0.0,0.0,0.0
,개인정보보호강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보보호 자율환경 조성,0.0,정부자원관리,0.0,4264000.0,0.0,0.0,0.0,0.0
,개인정보보호강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보보호 협력체계 구축,0.0,정부자원관리,0.0,1461000.0,0.0,0.0,0.0,0.0
,개인정보보호강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보보호정책지원,0.0,정부자원관리,0.0,2878000.0,0.0,0.0,0.0,0.0
,개인정보보호강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,기술개발ㆍ전문인력 양성,0.0,정부자원관리,0.0,964000.0,0.0,0.0,0.0,0.0
,개인정보보호연구,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보기술표준개발지원(R&D),0.0,정부자원관리,0.0,1228000.0,0.0,0.0,0.0,0.0
,개인정보보호연구,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보보호강화기술연구개발(R&D),0.0,정부자원관리,0.0,5883000.0,0.0,0.0,0.0,0.0
,개인정보활용지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보 전송요구권 보장,0.0,정부자원관리,0.0,7650000.0,0.0,0.0,0.0,0.0
,개인정보활용지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,마이데이터 지원 플랫폼,0.0,정부자원관리,0.0,7546000.0,0.0,0.0,0.0,0.0
,개인정보활용지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,안전한 데이터 활용 지원,0.0,정부자원관리,0.0,3328000.0,0.0,0.0,0.0,0.0
,개인정보이슈대응,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,선제적인 개인정보 이슈 대응,개인정보침해방지,0.0,정부자원관리,0.0,8686000.0,0.0,0.0,0.0,0.0
손익계정,경찰병원기본경비,기본경비(경상운영비),일반지출,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,경찰병원기본경비(총액인건비),0.0,경찰,0.0,2901000.0,0.0,0.0,0.0,0.0
손익계정,경찰병원인건비,인건비(기금인건비),일반지출,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,경찰병원인건비,0.0,경찰,0.0,50141000.0,0.0,0.0,0.0,0.0
손익계정,장례식장운영,주요사업비(기금사업비),일반지출,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,장례식장운영,0.0,경찰,0.0,3943000.0,0.0,0.0,0.0,0.0
손익계정,진료업무지원,주요사업비(기금사업비),일반지출,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,국립경찰병원 건강보험부담금(손익),0.0,경찰,0.0,1748000.0,0.0,0.0,0.0,0.0
손익계정,진료업무지원,주요사업비(기금사업비),일반지출,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,전산운영경비(정보화),0.0,경찰,0.0,1736000.0,0.0,0.0,0.0,0.0
손익계정,진료업무지원,주요사업비(기금사업비),일반지출,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,진료업무운영관리,0.0,경찰,0.0,21223000.0,0.0,0.0,0.0,0.0
손익계정,감가상각비(경찰병원계정),주요사업비(기금사업비),내부거래지출(회계내 계정간 거래),공공질서및안전,경찰병원,2024,경찰청,계정간거래(전출금),감가상각비,0.0,경찰,0.0,1000.0,0.0,0.0,0.0,0.0
손익계정,당기순이익(경찰병원계정),주요사업비(기금사업비),내부거래지출(회계내 계정간 거래),공공질서및안전,경찰병원,2024,경찰청,계정간거래(전출금),당기순이익,0.0,경찰,0.0,1000.0,0.0,0.0,0.0,0.0
손익계정,공무원연금부담금(경찰병원),주요사업비(기금사업비),내부거래지출(예산=>기금간거래),공공질서및안전,경찰병원,2024,경찰청,회계기금간거래(공무원연금부담금),공무원연금기금 전출(공무원연금부담금),0.0,경찰,0.0,5296000.0,0.0,0.0,0.0,0.0
자본계정,경찰병원기본경비,기본경비(경상운영비),일반지출,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,경찰병원기본경비,0.0,경찰,0.0,183000.0,0.0,0.0,0.0,0.0
자본계정,자산취득,주요사업비(기금사업비),일반지출,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,경찰병원자산취득,0.0,경찰,0.0,4173000.0,0.0,0.0,0.0,0.0
,경찰복지증진,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰관서직장보육시설운영(민자),0.0,경찰,0.0,17089000.0,0.0,0.0,0.0,0.0
,경찰복지증진,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰복지증진,0.0,경찰,0.0,74671000.0,0.0,0.0,0.0,0.0
,경찰복지증진,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,퇴직경찰관취업지원,0.0,경찰,0.0,2312000.0,0.0,0.0,0.0,0.0
,공직기강 확립과 인권경찰 정립,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,감사·감찰·인권활동,0.0,경찰,0.0,2427000.0,0.0,0.0,0.0,0.0
,대국민치안정책제공,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대국민소통강화,0.0,경찰,0.0,1888000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,감사관기본경비,0.0,경찰,0.0,265000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,감사관기본경비(총액인건비),0.0,경찰,0.0,49000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,강원청기본경비,0.0,경찰,0.0,9321000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,강원청기본경비(총액인건비),0.0,경찰,0.0,3296000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경기남부청기본경비,0.0,경찰,0.0,24277000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경기남부청기본경비(총액인건비),0.0,경찰,0.0,8714000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경기북부청기본경비,0.0,경찰,0.0,9742000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경기북부청기본경비(총액인건비),0.0,경찰,0.0,3442000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경남청기본경비,0.0,경찰,0.0,13386000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경남청기본경비(총액인건비),0.0,경찰,0.0,4931000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경무인사기획관기본경비,0.0,경찰,13704.0,8365000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경무인사기획관기본경비(총액인건비),0.0,경찰,0.0,98859000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경북청기본경비,0.0,경찰,0.0,14464000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경북청기본경비(총액인건비),0.0,경찰,0.0,4714000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경비국기본경비,0.0,경찰,0.0,601000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경비국기본경비(총액인건비),0.0,경찰,0.0,820000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,공공안녕정보국기본경비,0.0,경찰,0.0,118000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,공공안녕정보국기본경비(총액인건비),0.0,경찰,0.0,42000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,과학수사관리관기본경비,0.0,경찰,2251.0,130000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,과학수사관리관기본경비(총액인건비),0.0,경찰,0.0,63000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,광주청기본경비,0.0,경찰,0.0,5286000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,광주청기본경비(총액인건비),0.0,경찰,0.0,1563000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,교통국기본경비,0.0,경찰,0.0,2108000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,교통국기본경비(총액인건비),0.0,경찰,0.0,29000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,기획조정관기본경비,0.0,경찰,0.0,2481000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,기획조정관기본경비(총액인건비),0.0,경찰,0.0,641000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대구청기본경비,0.0,경찰,0.0,8049000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대구청기본경비(총액인건비),0.0,경찰,0.0,3065000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대변인기본경비,0.0,경찰,0.0,288000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대변인기본경비(총액인건비),0.0,경찰,0.0,35000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대전청기본경비,0.0,경찰,0.0,5262000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대전청기본경비(총액인건비),0.0,경찰,0.0,1699000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,미래치안정책국기본경비,0.0,경찰,3757.0,238000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,미래치안정책국기본경비(총액인건비),0.0,경찰,0.0,103000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,부산청기본경비,0.0,경찰,0.0,12613000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,부산청기본경비(총액인건비),0.0,경찰,0.0,4659000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,사이버수사국기본경비,0.0,경찰,0.0,77000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,사이버수사국기본경비(총액인건비),0.0,경찰,0.0,63000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,생활안전국기본경비,0.0,경찰,0.0,504000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,생활안전국기본경비(총액인건비),0.0,경찰,0.0,77000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,서울청기본경비,0.0,경찰,0.0,37141000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,서울청기본경비(총액인건비),0.0,경찰,0.0,11969000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,세종청기본경비,0.0,경찰,0.0,1467000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,세종청기본경비(총액인건비),0.0,경찰,0.0,497000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사국기본경비,0.0,경찰,0.0,155000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사국기본경비(총액인건비),0.0,경찰,0.0,39000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사기획조정관기본경비,0.0,경찰,0.0,161000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사기획조정관기본경비(총액인건비),0.0,경찰,0.0,98000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,안보수사국기본경비,0.0,경찰,0.0,57000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,안보수사국기본경비(총액인건비),0.0,경찰,0.0,34000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,외사국기본경비,0.0,경찰,0.0,155000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,외사국기본경비(총액인건비),0.0,경찰,0.0,28000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,울산청기본경비,0.0,경찰,0.0,4487000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,울산청기본경비(총액인건비),0.0,경찰,0.0,1528000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,인천청기본경비,0.0,경찰,0.0,8195000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,인천청기본경비(총액인건비),0.0,경찰,0.0,3409000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,전남청기본경비,0.0,경찰,0.0,14032000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,전남청기본경비(총액인건비),0.0,경찰,0.0,4138000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,전북청기본경비,0.0,경찰,0.0,10863000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,전북청기본경비(총액인건비),0.0,경찰,0.0,3363000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,제주청기본경비,0.0,경찰,0.0,3492000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,제주청기본경비(총액인건비),0.0,경찰,0.0,1053000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,충남청기본경비,0.0,경찰,0.0,10992000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,충남청기본경비(총액인건비),0.0,경찰,0.0,3115000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,충북청기본경비,0.0,경찰,0.0,7546000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,충북청기본경비(총액인건비),0.0,경찰,0.0,2474000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,치안상황관리관기본경비,0.0,경찰,0.0,112000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,치안상황관리관기본경비(총액인건비),0.0,경찰,0.0,36000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,형사국기본경비,0.0,경찰,0.0,99000.0,0.0,0.0,0.0,0.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,형사국기본경비(총액인건비),0.0,경찰,0.0,29000.0,0.0,0.0,0.0,0.0
,본부인건비,인건비(기금인건비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰청인건비,0.0,경찰,419836.0,659294000.0,0.0,0.0,0.0,0.0
,본부인건비,인건비(기금인건비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,시도경찰청인건비,0.0,경찰,498579.0,9224865000.0,0.0,0.0,0.0,0.0
,소속기관기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰대학기본경비,0.0,경찰,13376.0,2320000.0,0.0,0.0,0.0,0.0
,소속기관기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰대학기본경비(총액인건비),0.0,경찰,0.0,405000.0,0.0,0.0,0.0,0.0
,소속기관기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰인재개발원기본경비,0.0,경찰,905.0,1941000.0,0.0,0.0,0.0,0.0
,소속기관기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰인재개발원기본경비(총액인건비),0.0,경찰,0.0,250000.0,0.0,0.0,0.0,0.0
,소속기관기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사연수원기본경비,0.0,경찰,0.0,510000.0,0.0,0.0,0.0,0.0
