계정,계정명,예산금액,예산현액,회계일,회계,회계명,회계년도,수입항,수입항명,수입관,수입관명,전월수납누계금액,소관,소관명,수납누계금액,당일수납금액,당월수납누계금액
01,도로계정,25372000000.0,25372000000.0,20240417,214,교통시설특별회계,2024,59,기타경상이전수입,12,경상이전수입,4461270410.0,095,국토교통부,6206723450.0,0.0,1745453040.0
01,도로계정,23004000000.0,23004000000.0,20240417,214,교통시설특별회계,2024,56,"벌금,몰수금및과태료",12,경상이전수입,4414797420.0,095,국토교통부,5403834610.0,73381370.0,989037190.0
01,도로계정,1883000000.0,1883000000.0,20240417,214,교통시설특별회계,2024,57,변상금및위약금,12,경상이전수입,140937430.0,095,국토교통부,389261030.0,9848070.0,248323600.0
01,도로계정,13000000.0,13000000.0,20240417,214,교통시설특별회계,2024,73,재고자산매각대및유동자산,15,관유물매각대,0.0,095,국토교통부,0.0,0.0,0.0
01,도로계정,20200000000.0,20200000000.0,20240417,214,교통시설특별회계,2024,72,토지및무형자산매각대,15,관유물매각대,8948076120.0,095,국토교통부,9005591620.0,0.0,57515500.0
01,도로계정,97595000000.0,97595000000.0,20240417,214,교통시설특별회계,2024,89,세계잉여금이입액,34,세계잉여금,0.0,095,국토교통부,0.0,0.0,0.0
01,도로계정,17676000000.0,17676000000.0,20240417,214,교통시설특별회계,2024,51,관유물대여료,11,재산수입,1016941300.0,095,국토교통부,1255123370.0,5951980.0,238182070.0
01,도로계정,2862000000.0,2862000000.0,20240417,214,교통시설특별회계,2024,54,기타이자수입및재산수입,11,재산수입,252192160.0,095,국토교통부,806259890.0,0.0,554067730.0
01,도로계정,44339000000.0,44339000000.0,20240417,214,교통시설특별회계,2024,52,정부출자수입,11,재산수입,0.0,095,국토교통부,0.0,0.0,0.0
01,도로계정,384000000.0,384000000.0,20240417,214,교통시설특별회계,2024,65,면허료및수수료,13,재화및용역판매수입,0.0,095,국토교통부,0.0,0.0,0.0
01,도로계정,1553000000.0,1553000000.0,20240417,214,교통시설특별회계,2024,69,잡수입,13,재화및용역판매수입,142050340.0,095,국토교통부,142050340.0,0.0,0.0
01,도로계정,1667458000000.0,1667458000000.0,20240417,214,교통시설특별회계,2024,94,예수금,40,정부내부수입및기타,0.0,095,국토교통부,0.0,0.0,0.0
01,도로계정,840636000000.0,840636000000.0,20240417,214,교통시설특별회계,2024,92,예탁원금회수,40,정부내부수입및기타,0.0,095,국토교통부,0.0,0.0,0.0
01,도로계정,32480000000.0,32480000000.0,20240417,214,교통시설특별회계,2024,95,예탁이자수입,40,정부내부수입및기타,7358424860.0,095,국토교통부,7358424860.0,0.0,0.0
01,도로계정,5186160000000.0,5186160000000.0,20240417,214,교통시설특별회계,2024,91,전입금,40,정부내부수입및기타,2088814567790.0,095,국토교통부,2647449582060.0,0.0,558635014270.0
02,철도계정,143000000.0,143000000.0,20240417,214,교통시설특별회계,2024,58,가산금,12,경상이전수입,0.0,095,국토교통부,0.0,0.0,0.0
02,철도계정,16283000000.0,16283000000.0,20240417,214,교통시설특별회계,2024,59,기타경상이전수입,12,경상이전수입,656638960.0,095,국토교통부,664656830.0,0.0,8017870.0
02,철도계정,5933000000.0,5933000000.0,20240417,214,교통시설특별회계,2024,56,"벌금,몰수금및과태료",12,경상이전수입,0.0,095,국토교통부,0.0,0.0,0.0
02,철도계정,251000000.0,251000000.0,20240417,214,교통시설특별회계,2024,57,변상금및위약금,12,경상이전수입,2815720.0,095,국토교통부,3076730.0,0.0,261010.0
02,철도계정,1203000000.0,1203000000.0,20240417,214,교통시설특별회계,2024,71,고정자산매각대,15,관유물매각대,3552581100.0,095,국토교통부,3552581100.0,0.0,0.0
02,철도계정,85000000000.0,85000000000.0,20240417,214,교통시설특별회계,2024,72,토지및무형자산매각대,15,관유물매각대,45968602350.0,095,국토교통부,46989124470.0,692789040.0,1020522120.0
02,철도계정,182563000000.0,182563000000.0,20240417,214,교통시설특별회계,2024,89,세계잉여금이입액,34,세계잉여금,0.0,095,국토교통부,0.0,0.0,0.0
02,철도계정,4276000000.0,4276000000.0,20240417,214,교통시설특별회계,2024,51,관유물대여료,11,재산수입,1467242000.0,095,국토교통부,1467242000.0,0.0,0.0
02,철도계정,2339000000.0,2339000000.0,20240417,214,교통시설특별회계,2024,54,기타이자수입및재산수입,11,재산수입,33667479360.0,095,국토교통부,33668836800.0,0.0,1357440.0
02,철도계정,16819000000.0,16819000000.0,20240417,214,교통시설특별회계,2024,69,잡수입,13,재화및용역판매수입,4790000970.0,095,국토교통부,4790000970.0,0.0,0.0
02,철도계정,4571377000000.0,4571377000000.0,20240417,214,교통시설특별회계,2024,91,전입금,40,정부내부수입및기타,1086231962040.0,095,국토교통부,1503327877980.0,0.0,417095915940.0
01,투자계정,754000000.0,754000000.0,20240417,216,에너지및자원사업특별회계,2024,59,기타경상이전수입,12,경상이전수입,322816400.0,095,국토교통부,501581770.0,0.0,178765370.0
01,투자계정,19000000.0,19000000.0,20240417,216,에너지및자원사업특별회계,2024,54,기타이자수입및재산수입,11,재산수입,47831170.0,095,국토교통부,58583190.0,0.0,10752020.0
00,,18000000.0,18000000.0,20240417,110,일반회계,2024,58,가산금,12,경상이전수입,0.0,095,국토교통부,0.0,0.0,0.0
00,,132218000000.0,132218000000.0,20240417,110,일반회계,2024,59,기타경상이전수입,12,경상이전수입,27590954010.0,095,국토교통부,69292973280.0,0.0,41702019270.0
00,,21531000000.0,21531000000.0,20240417,110,일반회계,2024,56,"벌금,몰수금및과태료",12,경상이전수입,6380271720.0,095,국토교통부,11751790560.0,2080000.0,5371518840.0
00,,1459000000.0,1459000000.0,20240417,110,일반회계,2024,57,변상금및위약금,12,경상이전수입,208375220.0,095,국토교통부,208375220.0,0.0,0.0
00,,463000000.0,463000000.0,20240417,110,일반회계,2024,71,고정자산매각대,15,관유물매각대,0.0,095,국토교통부,0.0,0.0,0.0
00,,2615000000.0,2615000000.0,20240417,110,일반회계,2024,72,토지및무형자산매각대,15,관유물매각대,0.0,095,국토교통부,0.0,0.0,0.0
00,,0.0,0.0,20240417,110,일반회계,2024,99,기타,99,기타,1158640.0,095,국토교통부,1360740.0,0.0,202100.0
00,,2257000000.0,2257000000.0,20240417,110,일반회계,2024,65,면허료및수수료,14,수입대체경비수입,4748180.0,095,국토교통부,5306700.0,28920.0,558520.0
00,,1871000000.0,1871000000.0,20240417,110,일반회계,2024,69,잡수입,14,수입대체경비수입,227953900.0,095,국토교통부,291868000.0,0.0,63914100.0
00,,2036000000.0,2036000000.0,20240417,110,일반회계,2024,51,관유물대여료,11,재산수입,1556659460.0,095,국토교통부,1557800110.0,33960.0,1140650.0
00,,13615000000.0,13615000000.0,20240417,110,일반회계,2024,54,기타이자수입및재산수입,11,재산수입,15861991710.0,095,국토교통부,17966647580.0,0.0,2104655870.0
00,,6416000000.0,6416000000.0,20240417,110,일반회계,2024,65,면허료및수수료,13,재화및용역판매수입,645467110.0,095,국토교통부,650742490.0,0.0,5275380.0
00,,5415000000.0,5415000000.0,20240417,110,일반회계,2024,69,잡수입,13,재화및용역판매수입,6144050.0,095,국토교통부,6876210.0,121720.0,732160.0
00,,55364000000.0,55364000000.0,20240417,506,자동차사고피해지원기금,2024,59,기타경상이전수입,12,경상이전수입,0.0,095,국토교통부,0.0,0.0,0.0
00,,3065000000.0,3065000000.0,20240417,506,자동차사고피해지원기금,2024,54,기타이자수입및재산수입,11,재산수입,0.0,095,국토교통부,0.0,0.0,0.0
00,,100000000000.0,100000000000.0,20240417,506,자동차사고피해지원기금,2024,92,예탁원금회수,40,정부내부수입및기타,0.0,095,국토교통부,0.0,0.0,0.0
00,,5361000000.0,5361000000.0,20240417,506,자동차사고피해지원기금,2024,95,예탁이자수입,40,정부내부수입및기타,0.0,095,국토교통부,0.0,0.0,0.0
00,,101597000000.0,101597000000.0,20240417,506,자동차사고피해지원기금,2024,85,정부예금회수,31,차입금및여유자금회수,0.0,095,국토교통부,0.0,0.0,0.0
02,도시계정,496063000000.0,496063000000.0,20240417,521,주택도시기금,2024,75,융자원금회수,20,융자및전대차관원금회수,0.0,095,국토교통부,0.0,0.0,0.0
02,도시계정,78675000000.0,78675000000.0,20240417,521,주택도시기금,2024,54,기타이자수입및재산수입,11,재산수입,0.0,095,국토교통부,0.0,0.0,0.0
02,도시계정,9000000000.0,9000000000.0,20240417,521,주택도시기금,2024,52,정부출자수입,11,재산수입,0.0,095,국토교통부,0.0,0.0,0.0
02,도시계정,200000000.0,200000000.0,20240417,521,주택도시기금,2024,69,잡수입,13,재화및용역판매수입,0.0,095,국토교통부,0.0,0.0,0.0
02,도시계정,151095000000.0,151095000000.0,20240417,521,주택도시기금,2024,91,전입금,40,정부내부수입및기타,0.0,095,국토교통부,0.0,0.0,0.0
02,도시계정,819059000000.0,819059000000.0,20240417,521,주택도시기금,2024,85,정부예금회수,31,차입금및여유자금회수,0.0,095,국토교통부,0.0,0.0,0.0
01,주택계정,101819000000.0,101819000000.0,20240417,521,주택도시기금,2024,59,기타경상이전수입,12,경상이전수입,0.0,095,국토교통부,0.0,0.0,0.0
01,주택계정,18427277000000.0,18427277000000.0,20240417,521,주택도시기금,2024,75,융자원금회수,20,융자및전대차관원금회수,0.0,095,국토교통부,0.0,0.0,0.0
01,주택계정,22900000000.0,22900000000.0,20240417,521,주택도시기금,2024,78,정부출자주식매각대,20,융자및전대차관원금회수,0.0,095,국토교통부,0.0,0.0,0.0
01,주택계정,3649226000000.0,3649226000000.0,20240417,521,주택도시기금,2024,54,기타이자수입및재산수입,11,재산수입,0.0,095,국토교통부,0.0,0.0,0.0
01,주택계정,670839000000.0,670839000000.0,20240417,521,주택도시기금,2024,52,정부출자수입,11,재산수입,0.0,095,국토교통부,0.0,0.0,0.0
01,주택계정,51826000000.0,51826000000.0,20240417,521,주택도시기금,2024,69,잡수입,13,재화및용역판매수입,0.0,095,국토교통부,0.0,0.0,0.0
01,주택계정,21750000000000.0,21750000000000.0,20240417,521,주택도시기금,2024,94,예수금,40,정부내부수입및기타,0.0,095,국토교통부,0.0,0.0,0.0
01,주택계정,14367539000000.0,14367539000000.0,20240417,521,주택도시기금,2024,92,예탁원금회수,40,정부내부수입및기타,0.0,095,국토교통부,0.0,0.0,0.0
01,주택계정,515531000000.0,515531000000.0,20240417,521,주택도시기금,2024,95,예탁이자수입,40,정부내부수입및기타,0.0,095,국토교통부,0.0,0.0,0.0
01,주택계정,3756022000000.0,3756022000000.0,20240417,521,주택도시기금,2024,91,전입금,40,정부내부수입및기타,0.0,095,국토교통부,0.0,0.0,0.0
01,주택계정,16000000000000.0,16000000000000.0,20240417,521,주택도시기금,2024,81,국공채수입,31,차입금및여유자금회수,0.0,095,국토교통부,0.0,0.0,0.0
01,주택계정,24533209000000.0,24533209000000.0,20240417,521,주택도시기금,2024,85,정부예금회수,31,차입금및여유자금회수,0.0,095,국토교통부,0.0,0.0,0.0
04,세종특별자치시계정,478000000.0,478000000.0,20240417,236,지역균형발전특별회계,2024,59,기타경상이전수입,12,경상이전수입,283077740.0,095,국토교통부,283077740.0,0.0,0.0
04,세종특별자치시계정,5000000.0,5000000.0,20240417,236,지역균형발전특별회계,2024,54,기타이자수입및재산수입,11,재산수입,0.0,095,국토교통부,0.0,0.0,0.0
03,제주특별자치도계정,117000000.0,117000000.0,20240417,236,지역균형발전특별회계,2024,59,기타경상이전수입,12,경상이전수입,0.0,095,국토교통부,0.0,0.0,0.0
03,제주특별자치도계정,16000000.0,16000000.0,20240417,236,지역균형발전특별회계,2024,54,기타이자수입및재산수입,11,재산수입,0.0,095,국토교통부,0.0,0.0,0.0
01,지역자율계정,3944000000.0,3944000000.0,20240417,236,지역균형발전특별회계,2024,58,가산금,12,경상이전수입,11753060.0,095,국토교통부,18706520.0,0.0,6953460.0
01,지역자율계정,291547000000.0,291547000000.0,20240417,236,지역균형발전특별회계,2024,59,기타경상이전수입,12,경상이전수입,60451264040.0,095,국토교통부,65102467490.0,258409760.0,4651203450.0
01,지역자율계정,1000000.0,1000000.0,20240417,236,지역균형발전특별회계,2024,56,"벌금,몰수금및과태료",12,경상이전수입,0.0,095,국토교통부,0.0,0.0,0.0
01,지역자율계정,0.0,0.0,20240417,236,지역균형발전특별회계,2024,99,기타,99,기타,14587688820.0,095,국토교통부,14726629500.0,15500000.0,138940680.0
01,지역자율계정,2000000000.0,2000000000.0,20240417,236,지역균형발전특별회계,2024,54,기타이자수입및재산수입,11,재산수입,284426160.0,095,국토교통부,284426160.0,0.0,0.0
02,지역지원계정,180000000.0,180000000.0,20240417,236,지역균형발전특별회계,2024,58,가산금,12,경상이전수입,0.0,095,국토교통부,0.0,0.0,0.0
02,지역지원계정,271596000000.0,271596000000.0,20240417,236,지역균형발전특별회계,2024,59,기타경상이전수입,12,경상이전수입,31101023720.0,095,국토교통부,32496243180.0,231199170.0,1395219460.0
02,지역지원계정,6000000.0,6000000.0,20240417,236,지역균형발전특별회계,2024,57,변상금및위약금,12,경상이전수입,165150.0,095,국토교통부,422240.0,0.0,257090.0
02,지역지원계정,7500000000.0,7500000000.0,20240417,236,지역균형발전특별회계,2024,72,토지및무형자산매각대,15,관유물매각대,1045471540.0,095,국토교통부,1045471540.0,0.0,0.0
02,지역지원계정,0.0,0.0,20240417,236,지역균형발전특별회계,2024,99,기타,99,기타,779998680.0,095,국토교통부,12254576340.0,43190.0,11474577660.0
02,지역지원계정,369000000.0,369000000.0,20240417,236,지역균형발전특별회계,2024,51,관유물대여료,11,재산수입,2917680.0,095,국토교통부,3112100.0,0.0,194420.0
02,지역지원계정,2662000000.0,2662000000.0,20240417,236,지역균형발전특별회계,2024,54,기타이자수입및재산수입,11,재산수입,2665750520.0,095,국토교통부,2697501850.0,0.0,31751330.0
02,지역지원계정,2000000.0,2000000.0,20240417,236,지역균형발전특별회계,2024,69,잡수입,13,재화및용역판매수입,0.0,095,국토교통부,0.0,0.0,0.0
00,,302000000.0,302000000.0,20240417,233,혁신도시건설특별회계,2024,59,기타경상이전수입,12,경상이전수입,0.0,095,국토교통부,0.0,0.0,0.0
00,,4801000000.0,4801000000.0,20240417,233,혁신도시건설특별회계,2024,89,세계잉여금이입액,34,세계잉여금,0.0,095,국토교통부,0.0,0.0,0.0
00,,2000000.0,2000000.0,20240417,233,혁신도시건설특별회계,2024,51,관유물대여료,11,재산수입,1163930.0,095,국토교통부,1163930.0,0.0,0.0
00,,558194000000.0,558194000000.0,20240417,233,혁신도시건설특별회계,2024,54,기타이자수입및재산수입,11,재산수입,316832000000.0,095,국토교통부,316832000000.0,0.0,0.0
00,,22607000000.0,22607000000.0,20240417,233,혁신도시건설특별회계,2024,91,전입금,40,정부내부수입및기타,5149250000.0,095,국토교통부,6149250000.0,0.0,1000000000.0
00,,1103000000.0,1103000000.0,20240417,110,일반회계,2024,59,기타경상이전수입,12,경상이전수입,180220700.0,006,국회,185296370.0,0.0,5075670.0
00,,36000000.0,36000000.0,20240417,110,일반회계,2024,57,변상금및위약금,12,경상이전수입,0.0,006,국회,0.0,0.0,0.0
00,,57000000.0,57000000.0,20240417,110,일반회계,2024,71,고정자산매각대,15,관유물매각대,4770000.0,006,국회,4770000.0,0.0,0.0
00,,0.0,0.0,20240417,110,일반회계,2024,99,기타,99,기타,89595390.0,006,국회,120245390.0,0.0,30650000.0
00,,427000000.0,427000000.0,20240417,110,일반회계,2024,69,잡수입,14,수입대체경비수입,0.0,006,국회,0.0,0.0,0.0
00,,1802000000.0,1802000000.0,20240417,110,일반회계,2024,51,관유물대여료,11,재산수입,675507820.0,006,국회,690768610.0,0.0,15260790.0
00,,7000000.0,7000000.0,20240417,110,일반회계,2024,54,기타이자수입및재산수입,11,재산수입,531090.0,006,국회,531330.0,0.0,240.0
00,,92000000.0,92000000.0,20240417,110,일반회계,2024,65,면허료및수수료,13,재화및용역판매수입,1100.0,006,국회,1100.0,0.0,0.0
00,,821000000.0,821000000.0,20240417,110,일반회계,2024,69,잡수입,13,재화및용역판매수입,124232040.0,006,국회,135634490.0,0.0,11402450.0
00,,4250000000000.0,4250000000000.0,20240417,585,공적자금상환기금,2024,59,기타경상이전수입,12,경상이전수입,2500000000000.0,079,금융위원회,2500000000000.0,0.0,0.0
00,,30099000000.0,30099000000.0,20240417,585,공적자금상환기금,2024,73,재고자산매각대및유동자산,15,관유물매각대,0.0,079,금융위원회,0.0,0.0,0.0
00,,0.0,0.0,20240417,585,공적자금상환기금,2024,99,기타,99,기타,0.0,079,금융위원회,112873224000.0,0.0,112873224000.0
00,,888000000.0,888000000.0,20240417,585,공적자금상환기금,2024,54,기타이자수입및재산수입,11,재산수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,3992611000000.0,3992611000000.0,20240417,585,공적자금상환기금,2024,94,예수금,40,정부내부수입및기타,0.0,079,금융위원회,0.0,0.0,0.0
00,,2615655000000.0,2615655000000.0,20240417,585,공적자금상환기금,2024,91,전입금,40,정부내부수입및기타,1680200000000.0,079,금융위원회,1680200000000.0,0.0,0.0
00,,391337000000.0,391337000000.0,20240417,573,농림수산업자신용보증기금,2024,59,기타경상이전수입,12,경상이전수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,121000000.0,121000000.0,20240417,573,농림수산업자신용보증기금,2024,57,변상금및위약금,12,경상이전수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,64892000000.0,64892000000.0,20240417,573,농림수산업자신용보증기금,2024,54,기타이자수입및재산수입,11,재산수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,92437000000.0,92437000000.0,20240417,573,농림수산업자신용보증기금,2024,65,면허료및수수료,13,재화및용역판매수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,3849000000.0,3849000000.0,20240417,573,농림수산업자신용보증기금,2024,69,잡수입,13,재화및용역판매수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,30000000000.0,30000000000.0,20240417,573,농림수산업자신용보증기금,2024,91,전입금,40,정부내부수입및기타,0.0,079,금융위원회,0.0,0.0,0.0
00,,50000000000.0,50000000000.0,20240417,573,농림수산업자신용보증기금,2024,84,유가증권매각대,31,차입금및여유자금회수,0.0,079,금융위원회,0.0,0.0,0.0
00,,1387000000000.0,1387000000000.0,20240417,573,농림수산업자신용보증기금,2024,85,정부예금회수,31,차입금및여유자금회수,0.0,079,금융위원회,0.0,0.0,0.0
00,,31463000000.0,31463000000.0,20240417,528,농어가목돈마련저축장려기금,2024,59,기타경상이전수입,12,경상이전수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,0.0,0.0,20240417,528,농어가목돈마련저축장려기금,2024,99,기타,99,기타,22005258660.0,079,금융위원회,35937677000.0,0.0,13932418340.0
00,,118000000.0,118000000.0,20240417,528,농어가목돈마련저축장려기금,2024,54,기타이자수입및재산수입,11,재산수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,31463000000.0,31463000000.0,20240417,528,농어가목돈마련저축장려기금,2024,91,전입금,40,정부내부수입및기타,17000000000.0,079,금융위원회,17000000000.0,0.0,0.0
00,,1065000000.0,1065000000.0,20240417,528,농어가목돈마련저축장려기금,2024,85,정부예금회수,31,차입금및여유자금회수,0.0,079,금융위원회,0.0,0.0,0.0
00,,1972029000000.0,1972029000000.0,20240417,574,신용보증기금,2024,59,기타경상이전수입,12,경상이전수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,271000000.0,271000000.0,20240417,574,신용보증기금,2024,57,변상금및위약금,12,경상이전수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,7000000.0,7000000.0,20240417,574,신용보증기금,2024,71,고정자산매각대,15,관유물매각대,0.0,079,금융위원회,0.0,0.0,0.0
00,,3773000000.0,3773000000.0,20240417,574,신용보증기금,2024,51,관유물대여료,11,재산수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,219055000000.0,219055000000.0,20240417,574,신용보증기금,2024,54,기타이자수입및재산수입,11,재산수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,542000000.0,542000000.0,20240417,574,신용보증기금,2024,52,정부출자수입,11,재산수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,1169700000000.0,1169700000000.0,20240417,574,신용보증기금,2024,65,면허료및수수료,13,재화및용역판매수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,2603000000.0,2603000000.0,20240417,574,신용보증기금,2024,69,잡수입,13,재화및용역판매수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,80000000000.0,80000000000.0,20240417,574,신용보증기금,2024,91,전입금,40,정부내부수입및기타,0.0,079,금융위원회,0.0,0.0,0.0
00,,1481704000000.0,1481704000000.0,20240417,574,신용보증기금,2024,84,유가증권매각대,31,차입금및여유자금회수,0.0,079,금융위원회,0.0,0.0,0.0
00,,6540591000000.0,6540591000000.0,20240417,574,신용보증기금,2024,85,정부예금회수,31,차입금및여유자금회수,0.0,079,금융위원회,0.0,0.0,0.0
00,,2544120000000.0,2544120000000.0,20240417,589,예금보험기금채권상환기금,2024,59,기타경상이전수입,12,경상이전수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,1033172000000.0,1033172000000.0,20240417,589,예금보험기금채권상환기금,2024,73,재고자산매각대및유동자산,15,관유물매각대,0.0,079,금융위원회,0.0,0.0,0.0
00,,101079000000.0,101079000000.0,20240417,589,예금보험기금채권상환기금,2024,54,기타이자수입및재산수입,11,재산수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,191028000000.0,191028000000.0,20240417,589,예금보험기금채권상환기금,2024,52,정부출자수입,11,재산수입,0.0,079,금융위원회,0.0,0.0,0.0
00,,771631000000.0,771631000000.0,20240417,589,예금보험기금채권상환기금,2024,85,정부예금회수,31,차입금및여유자금회수,0.0,079,금융위원회,0.0,0.0,0.0
00,,150000000.0,150000000.0,20240417,110,일반회계,2024,58,가산금,12,경상이전수입,131109120.0,079,금융위원회,132772380.0,0.0,1663260.0
00,,3812000000.0,3812000000.0,20240417,110,일반회계,2024,59,기타경상이전수입,12,경상이전수입,298467210.0,079,금융위원회,298954870.0,0.0,487660.0
00,,85667000000.0,85667000000.0,20240417,110,일반회계,2024,56,"벌금,몰수금및과태료",12,경상이전수입,43200954450.0,079,금융위원회,44017230050.0,0.0,816275600.0
00,,0.0,0.0,20240417,110,일반회계,2024,54,기타이자수입및재산수입,11,재산수입,24518370.0,079,금융위원회,24518370.0,0.0,0.0
00,,0.0,0.0,20240417,110,일반회계,2024,69,잡수입,13,재화및용역판매수입,102660.0,079,금융위원회,299570.0,0.0,196910.0
02,주택담보노후연금보증계정,122467000000.0,122467000000.0,20240417,576,주택금융신용보증기금,2024,59,기타경상이전수입,12,경상이전수입,0.0,079,금융위원회,0.0,0.0,0.0
02,주택담보노후연금보증계정,10811000000.0,10811000000.0,20240417,576,주택금융신용보증기금,2024,54,기타이자수입및재산수입,11,재산수입,0.0,079,금융위원회,0.0,0.0,0.0
02,주택담보노후연금보증계정,212769000000.0,212769000000.0,20240417,576,주택금융신용보증기금,2024,65,면허료및수수료,13,재화및용역판매수입,0.0,079,금융위원회,0.0,0.0,0.0
02,주택담보노후연금보증계정,194235000000.0,194235000000.0,20240417,576,주택금융신용보증기금,2024,84,유가증권매각대,31,차입금및여유자금회수,0.0,079,금융위원회,0.0,0.0,0.0
02,주택담보노후연금보증계정,144500000000.0,144500000000.0,20240417,576,주택금융신용보증기금,2024,85,정부예금회수,31,차입금및여유자금회수,0.0,079,금융위원회,0.0,0.0,0.0
01,주택신용보증계정,1231504000000.0,1231504000000.0,20240417,576,주택금융신용보증기금,2024,59,기타경상이전수입,12,경상이전수입,0.0,079,금융위원회,0.0,0.0,0.0
01,주택신용보증계정,142000000.0,142000000.0,20240417,576,주택금융신용보증기금,2024,57,변상금및위약금,12,경상이전수입,0.0,079,금융위원회,0.0,0.0,0.0
01,주택신용보증계정,169489000000.0,169489000000.0,20240417,576,주택금융신용보증기금,2024,54,기타이자수입및재산수입,11,재산수입,0.0,079,금융위원회,0.0,0.0,0.0
01,주택신용보증계정,174021000000.0,174021000000.0,20240417,576,주택금융신용보증기금,2024,65,면허료및수수료,13,재화및용역판매수입,0.0,079,금융위원회,0.0,0.0,0.0
01,주택신용보증계정,812251000000.0,812251000000.0,20240417,576,주택금융신용보증기금,2024,84,유가증권매각대,31,차입금및여유자금회수,0.0,079,금융위원회,0.0,0.0,0.0
01,주택신용보증계정,1825000000000.0,1825000000000.0,20240417,576,주택금융신용보증기금,2024,85,정부예금회수,31,차입금및여유자금회수,0.0,079,금융위원회,0.0,0.0,0.0
00,,3197000000.0,3197000000.0,20240417,110,일반회계,2024,59,기타경상이전수입,12,경상이전수입,1267638380.0,036,기상청,1285641400.0,0.0,18003020.0
00,,470000000.0,470000000.0,20240417,110,일반회계,2024,57,변상금및위약금,12,경상이전수입,70290460.0,036,기상청,70290460.0,0.0,0.0
00,,40000000.0,40000000.0,20240417,110,일반회계,2024,71,고정자산매각대,15,관유물매각대,0.0,036,기상청,0.0,0.0,0.0
00,,0.0,0.0,20240417,110,일반회계,2024,99,기타,99,기타,2751440.0,036,기상청,2751440.0,0.0,0.0
00,,53000000.0,53000000.0,20240417,110,일반회계,2024,51,관유물대여료,11,재산수입,66337650.0,036,기상청,66862600.0,0.0,524950.0
00,,470000000.0,470000000.0,20240417,110,일반회계,2024,54,기타이자수입및재산수입,11,재산수입,877267100.0,036,기상청,877267100.0,0.0,0.0
00,,4220000000.0,4220000000.0,20240417,110,일반회계,2024,65,면허료및수수료,13,재화및용역판매수입,1060726440.0,036,기상청,1060726440.0,0.0,0.0
00,,50000000.0,50000000.0,20240417,110,일반회계,2024,64,입장료수입,13,재화및용역판매수입,37342600.0,036,기상청,42148100.0,0.0,4805500.0
00,,5000000.0,5000000.0,20240417,110,일반회계,2024,69,잡수입,13,재화및용역판매수입,944610.0,036,기상청,950350.0,0.0,5740.0
02,융자계정,0.0,0.0,20240417,540,공공자금관리기금,2024,99,기타,99,기타,93000000000.0,069,기획재정부,93000000000.0,0.0,0.0
02,융자계정,94427000000.0,94427000000.0,20240417,540,공공자금관리기금,2024,75,융자원금회수,20,융자및전대차관원금회수,2802553410.0,069,기획재정부,19435627980.0,0.0,16633074570.0
02,융자계정,8568000000.0,8568000000.0,20240417,540,공공자금관리기금,2024,54,기타이자수입및재산수입,11,재산수입,50713420.0,069,기획재정부,220193450.0,0.0,169480030.0
02,융자계정,4886000000.0,4886000000.0,20240417,540,공공자금관리기금,2024,92,예탁원금회수,40,정부내부수입및기타,0.0,069,기획재정부,659957250.0,0.0,659957250.0
02,융자계정,237000000.0,237000000.0,20240417,540,공공자금관리기금,2024,95,예탁이자수입,40,정부내부수입및기타,0.0,069,기획재정부,0.0,0.0,0.0
02,융자계정,5217000000.0,5217000000.0,20240417,540,공공자금관리기금,2024,91,전입금,40,정부내부수입및기타,0.0,069,기획재정부,0.0,0.0,0.0
02,융자계정,81294000000.0,81294000000.0,20240417,540,공공자금관리기금,2024,85,정부예금회수,31,차입금및여유자금회수,0.0,069,기획재정부,0.0,0.0,0.0
01,총괄계정,0.0,0.0,20240417,540,공공자금관리기금,2024,99,기타,99,기타,153125610203900.0,069,기획재정부,174695536775980.0,1646400000000.0,21569926572080.0
01,총괄계정,12231000000.0,12231000000.0,20240417,540,공공자금관리기금,2024,75,융자원금회수,20,융자및전대차관원금회수,6297688450.0,069,기획재정부,6297688450.0,0.0,0.0
01,총괄계정,346565000000.0,346565000000.0,20240417,540,공공자금관리기금,2024,54,기타이자수입및재산수입,11,재산수입,34134321650.0,069,기획재정부,36843126670.0,686191420.0,2708805020.0
01,총괄계정,25239870000000.0,25239870000000.0,20240417,540,공공자금관리기금,2024,94,예수금,40,정부내부수입및기타,3996940000000.0,069,기획재정부,4531940000000.0,35000000000.0,535000000000.0
