TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_NM_ENG,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,DT,PRD_SE,C1,C1_NM,C1_NM_ENG,LST_CHN_DE
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,43571,M,52710,완주군,Wanju-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,41348,M,52710,완주군,Wanju-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,27502,M,52720,진안군,Jinan-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,13829,M,52720,진안군,Jinan-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,13673,M,52720,진안군,Jinan-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,25487,M,52730,무주군,Muju-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,12656,M,52730,무주군,Muju-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,12831,M,52730,무주군,Muju-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,23239,M,52740,장수군,Jangsu-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,11557,M,52740,장수군,Jangsu-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,11682,M,52740,장수군,Jangsu-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,30358,M,52750,임실군,Imsil-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,15408,M,52750,임실군,Imsil-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,14950,M,52750,임실군,Imsil-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,29438,M,52770,순창군,Sunchang-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,14380,M,52770,순창군,Sunchang-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,15058,M,52770,순창군,Sunchang-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,60227,M,52790,고창군,Gochang-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,29786,M,52790,고창군,Gochang-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,30441,M,52790,고창군,Gochang-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,58871,M,52800,부안군,Buan-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,29170,M,52800,부안군,Buan-gun,
주민등록인구(시도/시/군/구),201202,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,29701,M,52800,부안군,Buan-gun,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,50783029,M,00,전국,Whole country,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,25429184,M,00,전국,Whole country,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,25353845,M,00,전국,Whole country,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,10245782,M,11,서울특별시,Seoul,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,5070498,M,11,서울특별시,Seoul,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,5175284,M,11,서울특별시,Seoul,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,167967,M,11110,종로구,Jongno-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,83677,M,11110,종로구,Jongno-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,84290,M,11110,종로구,Jongno-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,135444,M,11140,중구,Jung-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,68188,M,11140,중구,Jung-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,67256,M,11140,중구,Jung-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,245711,M,11170,용산구,Yongsan-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,119742,M,11170,용산구,Yongsan-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,125969,M,11170,용산구,Yongsan-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,300078,M,11200,성동구,Seongdong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,150388,M,11200,성동구,Seongdong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,149690,M,11200,성동구,Seongdong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,371769,M,11215,광진구,Gwangjin-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,183961,M,11215,광진구,Gwangjin-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,187808,M,11215,광진구,Gwangjin-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,365699,M,11230,동대문구,Dongdaemun-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,184103,M,11230,동대문구,Dongdaemun-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,181596,M,11230,동대문구,Dongdaemun-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,422621,M,11260,중랑구,Jungnang-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,211771,M,11260,중랑구,Jungnang-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,210850,M,11260,중랑구,Jungnang-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,484653,M,11290,성북구,Seongbuk-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,239339,M,11290,성북구,Seongbuk-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,245314,M,11290,성북구,Seongbuk-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,345926,M,11305,강북구,Gangbuk-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,171218,M,11305,강북구,Gangbuk-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,174708,M,11305,강북구,Gangbuk-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,364483,M,11320,도봉구,Dobong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,180350,M,11320,도봉구,Dobong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,184133,M,11320,도봉구,Dobong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,602372,M,11350,노원구,Nowon-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,294861,M,11350,노원구,Nowon-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,307511,M,11350,노원구,Nowon-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,498496,M,11380,은평구,Eunpyeong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,245049,M,11380,은평구,Eunpyeong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,253447,M,11380,은평구,Eunpyeong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,312867,M,11410,서대문구,Seodaemun-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,153029,M,11410,서대문구,Seodaemun-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,159838,M,11410,서대문구,Seodaemun-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,388693,M,11440,마포구,Mapo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,188701,M,11440,마포구,Mapo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,199992,M,11440,마포구,Mapo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,499100,M,11470,양천구,Yangcheon-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,248392,M,11470,양천구,Yangcheon-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,250708,M,11470,양천구,Yangcheon-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,568492,M,11500,강서구,Gangseo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,279814,M,11500,강서구,Gangseo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,288678,M,11500,강서구,Gangseo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,428296,M,11530,구로구,Guro-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,215739,M,11530,구로구,Guro-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,212557,M,11530,구로구,Guro-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,244028,M,11545,금천구,Geumcheon-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,125059,M,11545,금천구,Geumcheon-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,118969,M,11545,금천구,Geumcheon-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,396196,M,11560,영등포구,Yeongdeungpo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,199158,M,11560,영등포구,Yeongdeungpo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,197038,M,11560,영등포구,Yeongdeungpo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,401984,M,11590,동작구,Dongjak-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,197887,M,11590,동작구,Dongjak-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,204097,M,11590,동작구,Dongjak-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,526314,M,11620,관악구,Gwanak-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,267045,M,11620,관악구,Gwanak-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,259269,M,11620,관악구,Gwanak-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,435848,M,11650,서초구,Seocho-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,211047,M,11650,서초구,Seocho-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,224801,M,11650,서초구,Seocho-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,563872,M,11680,강남구,Gangnam-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,271030,M,11680,강남구,Gangnam-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,292842,M,11680,강남구,Gangnam-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,682244,M,11710,송파구,Songpa-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,334309,M,11710,송파구,Songpa-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,347935,M,11710,송파구,Songpa-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,492629,M,11740,강동구,Gangdong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,246641,M,11740,강동구,Gangdong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,245988,M,11740,강동구,Gangdong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,3547141,M,26,부산광역시,Busan,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,1760266,M,26,부산광역시,Busan,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,1786875,M,26,부산광역시,Busan,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,48515,M,26110,중구,Jung-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,23890,M,26110,중구,Jung-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,24625,M,26110,중구,Jung-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,123136,M,26140,서구,Seo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,60959,M,26140,서구,Seo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,62177,M,26140,서구,Seo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,100030,M,26170,동구,Dong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,49818,M,26170,동구,Dong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,50212,M,26170,동구,Dong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,142357,M,26200,영도구,Yeongdo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,70966,M,26200,영도구,Yeongdo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,71391,M,26200,영도구,Yeongdo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,395175,M,26230,부산진구,Busanjin-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,195190,M,26230,부산진구,Busanjin-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,199985,M,26230,부산진구,Busanjin-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,282481,M,26260,동래구,Dongnae-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,139694,M,26260,동래구,Dongnae-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,142787,M,26260,동래구,Dongnae-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,294190,M,26290,남구,Nam-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,145782,M,26290,남구,Nam-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,148408,M,26290,남구,Nam-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,306944,M,26320,북구,Buk-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,153309,M,26320,북구,Buk-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,153635,M,26320,북구,Buk-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,427025,M,26350,해운대구,Haeundae-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,208726,M,26350,해운대구,Haeundae-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,218299,M,26350,해운대구,Haeundae-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,354634,M,26380,사하구,Saha-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,177777,M,26380,사하구,Saha-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,176857,M,26380,사하구,Saha-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,254262,M,26410,금정구,Geumjeong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,125434,M,26410,금정구,Geumjeong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,128828,M,26410,금정구,Geumjeong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,65448,M,26440,강서구,Gangseo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,34173,M,26440,강서구,Gangseo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,31275,M,26440,강서구,Gangseo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,212951,M,26470,연제구,Yeonje-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,105238,M,26470,연제구,Yeonje-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,107713,M,26470,연제구,Yeonje-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,176212,M,26500,수영구,Suyeong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,85054,M,26500,수영구,Suyeong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,91158,M,26500,수영구,Suyeong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,254212,M,26530,사상구,Sasang-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,129731,M,26530,사상구,Sasang-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,124481,M,26530,사상구,Sasang-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,109569,M,26710,기장군,Gijang-gun,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,54525,M,26710,기장군,Gijang-gun,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,55044,M,26710,기장군,Gijang-gun,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,2507586,M,27,대구광역시,Daegu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,1251107,M,27,대구광역시,Daegu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,1256479,M,27,대구광역시,Daegu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,76104,M,27110,중구,Jung-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,37329,M,27110,중구,Jung-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,38775,M,27110,중구,Jung-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,341239,M,27140,동구,Dong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,170823,M,27140,동구,Dong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,170416,M,27140,동구,Dong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,221778,M,27170,서구,Seo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,112669,M,27170,서구,Seo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,109109,M,27170,서구,Seo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,168865,M,27200,남구,Nam-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,82514,M,27200,남구,Nam-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,86351,M,27200,남구,Nam-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,450823,M,27230,북구,Buk-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,226442,M,27230,북구,Buk-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,224381,M,27230,북구,Buk-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,460722,M,27260,수성구,Suseong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,226151,M,27260,수성구,Suseong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,234571,M,27260,수성구,Suseong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,606187,M,27290,달서구,Dalseo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,302387,M,27290,달서구,Dalseo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,303800,M,27290,달서구,Dalseo-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,181868,M,27710,달성군,Dalseong-gun,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,92792,M,27710,달성군,Dalseong-gun,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,89076,M,27710,달성군,Dalseong-gun,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,2811410,M,28,인천광역시,Incheon,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,1415761,M,28,인천광역시,Incheon,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,1395649,M,28,인천광역시,Incheon,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,93826,M,28110,중구,Jung-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,48868,M,28110,중구,Jung-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,44958,M,28110,중구,Jung-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,78284,M,28140,동구,Dong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,39499,M,28140,동구,Dong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,38785,M,28140,동구,Dong-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,계,Total,T20,명,101,Person,행정구역별,417832,M,28170,남구,Nam-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,남,Male,T21,명,101,Person,행정구역별,211207,M,28170,남구,Nam-gu,
주민등록인구(시도/시/군/구),201203,DT_1YL20651E,여,Female,T22,명,101,Person,행정구역별,206625,M,28170,남구,Nam-gu,
