계정명,회계명,회계연도,수입항명,수입관명,수입목명,소관명,수입구분명,국회확정금액,정부안금액
,고용보험기금,2024,정부예금회수,차입금및여유자금회수,비통화금융기관예치금회수,고용노동부,보전수입,4489110000.0,4489110000.0
,고용보험기금,2024,정부예금회수,차입금및여유자금회수,한국은행예치금회수,고용노동부,보전수입,100000000.0,100000000.0
신용보증사업계정,근로복지진흥기금,2024,기타경상이전수입,경상이전수입,기타경상이전수입,고용노동부,일반수입,10923000.0,10923000.0
신용보증사업계정,근로복지진흥기금,2024,기타이자수입및재산수입,재산수입,기타재산이자수입,고용노동부,일반수입,29000.0,29000.0
신용보증사업계정,근로복지진흥기금,2024,면허료및수수료,재화및용역판매수입,면허료및수수료,고용노동부,일반수입,9288000.0,9288000.0
신용보증사업계정,근로복지진흥기금,2024,전입금,정부내부수입및기타,계정간전입금,고용노동부,내부거래수입(기금내 계정간 거래),35352000.0,35352000.0
실업대책사업계정,근로복지진흥기금,2024,기타이자수입및재산수입,재산수입,기타재산이자수입,고용노동부,일반수입,352000.0,352000.0
실업대책사업계정,근로복지진흥기금,2024,예탁원금회수,정부내부수입및기타,기금예탁원금회수,고용노동부,내부거래수입(기금간거래),24000000.0,24000000.0
실업대책사업계정,근로복지진흥기금,2024,예탁이자수입,정부내부수입및기타,기금예탁이자수입,고용노동부,내부거래수입(기금간거래),960000.0,960000.0
실업대책사업계정,근로복지진흥기금,2024,정부예금회수,차입금및여유자금회수,비통화금융기관예치금회수,고용노동부,보전수입,22110000.0,22110000.0
실업대책사업계정,근로복지진흥기금,2024,정부예금회수,차입금및여유자금회수,통화금융기관예치금회수,고용노동부,보전수입,2000.0,2000.0
중소복지계정,근로복지진흥기금,2024,토지및무형자산매각대,관유물매각대,토지매각대,고용노동부,일반수입,84000.0,84000.0
중소복지계정,근로복지진흥기금,2024,융자원금회수,융자및전대차관원금회수,기타민간융자원금회수,고용노동부,일반수입,185360000.0,185360000.0
중소복지계정,근로복지진흥기금,2024,기타이자수입및재산수입,재산수입,기타민간이자수입,고용노동부,일반수입,3950000.0,3950000.0
중소복지계정,근로복지진흥기금,2024,기타이자수입및재산수입,재산수입,기타재산이자수입,고용노동부,일반수입,2613000.0,2613000.0
중소복지계정,근로복지진흥기금,2024,잡수입,재화및용역판매수입,기타잡수입,고용노동부,일반수입,3828000.0,3828000.0
중소복지계정,근로복지진흥기금,2024,예탁원금회수,정부내부수입및기타,기금예탁원금회수,고용노동부,내부거래수입(기금간거래),26000000.0,26000000.0
중소복지계정,근로복지진흥기금,2024,예탁이자수입,정부내부수입및기타,기금예탁이자수입,고용노동부,내부거래수입(기금간거래),1040000.0,1040000.0
중소복지계정,근로복지진흥기금,2024,전입금,정부내부수입및기타,기금전입금,고용노동부,내부거래수입(기금간거래),63513000.0,63513000.0
중소복지계정,근로복지진흥기금,2024,정부예금회수,차입금및여유자금회수,비통화금융기관예치금회수,고용노동부,보전수입,110669000.0,110669000.0
중소복지계정,근로복지진흥기금,2024,정부예금회수,차입금및여유자금회수,통화금융기관예치금회수,고용노동부,보전수입,1000000.0,1000000.0
,산업재해보상보험및예방기금,2024,가산금,경상이전수입,가산금,고용노동부,일반수입,7288000.0,7288000.0
,산업재해보상보험및예방기금,2024,기타경상이전수입,경상이전수입,기타경상이전수입,고용노동부,일반수입,116258000.0,116258000.0
,산업재해보상보험및예방기금,2024,"벌금,몰수금및과태료",경상이전수입,과징금,고용노동부,일반수입,12000.0,12000.0
,산업재해보상보험및예방기금,2024,사회보장기여금,사회보장기여금,고용주부담금,고용노동부,일반수입,9134689000.0,9134689000.0
,산업재해보상보험및예방기금,2024,사회보장기여금,사회보장기여금,피고용자분담금,고용노동부,일반수입,283819000.0,283819000.0
,산업재해보상보험및예방기금,2024,융자원금회수,융자및전대차관원금회수,기타민간융자원금회수,고용노동부,일반수입,189869000.0,189869000.0
,산업재해보상보험및예방기금,2024,관유물대여료,재산수입,건물대여료,고용노동부,일반수입,122000.0,122000.0
,산업재해보상보험및예방기금,2024,관유물대여료,재산수입,토지대여료,고용노동부,일반수입,682000.0,682000.0
,산업재해보상보험및예방기금,2024,기타이자수입및재산수입,재산수입,기타민간이자수입,고용노동부,일반수입,7994000.0,7994000.0
,산업재해보상보험및예방기금,2024,기타이자수입및재산수입,재산수입,기타재산이자수입,고용노동부,일반수입,17523000.0,17523000.0
,산업재해보상보험및예방기금,2024,기타이자수입및재산수입,재산수입,기타재산이자외수입,고용노동부,일반수입,966534000.0,966534000.0
,산업재해보상보험및예방기금,2024,잡수입,재화및용역판매수입,기타잡수입,고용노동부,일반수입,13278000.0,13278000.0
,산업재해보상보험및예방기금,2024,예탁원금회수,정부내부수입및기타,기금예탁원금회수,고용노동부,내부거래수입(기금간거래),1550090000.0,1550090000.0
,산업재해보상보험및예방기금,2024,예탁이자수입,정부내부수입및기타,기금예탁이자수입,고용노동부,내부거래수입(기금간거래),96072000.0,96072000.0
,산업재해보상보험및예방기금,2024,전입금,정부내부수입및기타,일반회계전입금,고용노동부,내부거래수입(예산=>기금간거래),21300000.0,21300000.0
,산업재해보상보험및예방기금,2024,정부예금회수,차입금및여유자금회수,비통화금융기관예치금회수,고용노동부,보전수입,7865534000.0,7865534000.0
,산업재해보상보험및예방기금,2024,정부예금회수,차입금및여유자금회수,한국은행예치금회수,고용노동부,보전수입,23949000.0,23949000.0
,일반회계,2024,가산금,경상이전수입,가산금,고용노동부,일반수입,264000.0,264000.0
,일반회계,2024,기타경상이전수입,경상이전수입,기타경상이전수입,고용노동부,일반수입,271279000.0,271279000.0
,일반회계,2024,"벌금,몰수금및과태료",경상이전수입,과징금,고용노동부,일반수입,2275000.0,2275000.0
,일반회계,2024,"벌금,몰수금및과태료",경상이전수입,과태료,고용노동부,일반수입,47482000.0,47482000.0
,일반회계,2024,"벌금,몰수금및과태료",경상이전수입,징계부과금,고용노동부,일반수입,191000.0,191000.0
,일반회계,2024,변상금및위약금,경상이전수입,위약금,고용노동부,일반수입,10000.0,10000.0
,일반회계,2024,기타이자수입및재산수입,재산수입,기타재산이자수입,고용노동부,일반수입,1866000.0,1866000.0
,일반회계,2024,면허료및수수료,재화및용역판매수입,면허료및수수료,고용노동부,일반수입,11000.0,11000.0
,일반회계,2024,잡수입,재화및용역판매수입,기타잡수입,고용노동부,일반수입,139000.0,139000.0
,임금채권보장기금,2024,가산금,경상이전수입,가산금,고용노동부,일반수입,153000.0,153000.0
,임금채권보장기금,2024,기타경상이전수입,경상이전수입,기타경상이전수입,고용노동부,일반수입,198797000.0,198797000.0
,임금채권보장기금,2024,기타경상이전수입,경상이전수입,법정부담금,고용노동부,일반수입,421920000.0,421920000.0
,임금채권보장기금,2024,융자원금회수,융자및전대차관원금회수,기타민간융자원금회수,고용노동부,일반수입,34467000.0,34467000.0
,임금채권보장기금,2024,기타이자수입및재산수입,재산수입,기타민간이자수입,고용노동부,일반수입,2955000.0,2955000.0
,임금채권보장기금,2024,기타이자수입및재산수입,재산수입,기타재산이자수입,고용노동부,일반수입,20462000.0,20462000.0
,임금채권보장기금,2024,기타이자수입및재산수입,재산수입,기타재산이자외수입,고용노동부,일반수입,8978000.0,8978000.0
,임금채권보장기금,2024,예탁원금회수,정부내부수입및기타,기금예탁원금회수,고용노동부,내부거래수입(기금간거래),100000000.0,100000000.0
,임금채권보장기금,2024,예탁이자수입,정부내부수입및기타,기금예탁이자수입,고용노동부,내부거래수입(기금간거래),3528000.0,3528000.0
,임금채권보장기금,2024,전입금,정부내부수입및기타,일반회계전입금,고용노동부,내부거래수입(예산=>기금간거래),82000.0,82000.0
,임금채권보장기금,2024,정부예금회수,차입금및여유자금회수,비통화금융기관예치금회수,고용노동부,보전수입,176606000.0,176606000.0
,임금채권보장기금,2024,정부예금회수,차입금및여유자금회수,한국은행예치금회수,고용노동부,보전수입,4861000.0,4861000.0
,장애인고용촉진및직업재활기금,2024,가산금,경상이전수입,가산금,고용노동부,일반수입,1117000.0,1117000.0
,장애인고용촉진및직업재활기금,2024,기타경상이전수입,경상이전수입,기타경상이전수입,고용노동부,일반수입,12615000.0,12615000.0
,장애인고용촉진및직업재활기금,2024,기타경상이전수입,경상이전수입,법정부담금,고용노동부,일반수입,843687000.0,843687000.0
,장애인고용촉진및직업재활기금,2024,융자원금회수,융자및전대차관원금회수,기타민간융자원금회수,고용노동부,일반수입,4857000.0,4857000.0
,장애인고용촉진및직업재활기금,2024,기타이자수입및재산수입,재산수입,기타재산이자수입,고용노동부,일반수입,2463000.0,2463000.0
,장애인고용촉진및직업재활기금,2024,기타이자수입및재산수입,재산수입,기타재산이자외수입,고용노동부,일반수입,20449000.0,20449000.0
,장애인고용촉진및직업재활기금,2024,예탁원금회수,정부내부수입및기타,기금예탁원금회수,고용노동부,내부거래수입(기금간거래),600000000.0,600000000.0
,장애인고용촉진및직업재활기금,2024,예탁이자수입,정부내부수입및기타,기금예탁이자수입,고용노동부,내부거래수입(기금간거래),17890000.0,17890000.0
,장애인고용촉진및직업재활기금,2024,정부예금회수,차입금및여유자금회수,비통화금융기관예치금회수,고용노동부,보전수입,501379000.0,501379000.0
,장애인고용촉진및직업재활기금,2024,정부예금회수,차입금및여유자금회수,한국은행예치금회수,고용노동부,보전수입,300000.0,300000.0
제주특별자치도계정,지역균형발전특별회계,2024,기타경상이전수입,경상이전수입,기타경상이전수입,고용노동부,일반수입,805000.0,805000.0
제주특별자치도계정,지역균형발전특별회계,2024,기타이자수입및재산수입,재산수입,기타재산이자수입,고용노동부,일반수입,33000.0,33000.0
지역지원계정,지역균형발전특별회계,2024,기타경상이전수입,경상이전수입,기타경상이전수입,고용노동부,일반수입,17122000.0,17122000.0
지역지원계정,지역균형발전특별회계,2024,"벌금,몰수금및과태료",경상이전수입,과징금,고용노동부,일반수입,3000.0,3000.0
지역지원계정,지역균형발전특별회계,2024,기타이자수입및재산수입,재산수입,기타재산이자수입,고용노동부,일반수입,779000.0,779000.0
,일반회계,2024,가산금,경상이전수입,가산금,공정거래위원회,일반수입,473000.0,473000.0
,일반회계,2024,기타경상이전수입,경상이전수입,기타경상이전수입,공정거래위원회,일반수입,1420000.0,1420000.0
,일반회계,2024,"벌금,몰수금및과태료",경상이전수입,과징금,공정거래위원회,일반수입,445557000.0,445557000.0
,일반회계,2024,"벌금,몰수금및과태료",경상이전수입,과태료,공정거래위원회,일반수입,2705000.0,2705000.0
,일반회계,2024,변상금및위약금,경상이전수입,위약금,공정거래위원회,일반수입,1000.0,1000.0
,일반회계,2024,기타이자수입및재산수입,재산수입,기타재산이자수입,공정거래위원회,일반수입,6000.0,6000.0
,과학기술진흥기금,2024,기타경상이전수입,경상이전수입,기타경상이전수입,과학기술정보통신부,일반수입,6701000.0,6701000.0
,과학기술진흥기금,2024,기타이자수입및재산수입,재산수입,기타재산이자수입,과학기술정보통신부,일반수입,1174000.0,1174000.0
,과학기술진흥기금,2024,전입금,정부내부수입및기타,기금전입금,과학기술정보통신부,내부거래수입(기금간거래),125055000.0,125055000.0
,과학기술진흥기금,2024,정부예금회수,차입금및여유자금회수,비통화금융기관예치금회수,과학기술정보통신부,보전수입,55861000.0,55861000.0
손익계정,국립과천과학관,2024,책임운영기관사업수입,기업특별회계영업수입,책임운영기관사업수입,과학기술정보통신부,일반수입,4066000.0,4066000.0
손익계정,국립과천과학관,2024,세계잉여금이입액,세계잉여금,전년도세계잉여금,과학기술정보통신부,보전수입,1121000.0,1121000.0
손익계정,국립과천과학관,2024,관유물대여료,재산수입,건물대여료,과학기술정보통신부,일반수입,719000.0,719000.0
손익계정,국립과천과학관,2024,관유물대여료,재산수입,토지대여료,과학기술정보통신부,일반수입,40000.0,40000.0
손익계정,국립과천과학관,2024,기타이자수입및재산수입,재산수입,기타재산이자수입,과학기술정보통신부,일반수입,1000.0,1000.0
손익계정,국립과천과학관,2024,잡수입,재화및용역판매수입,기타잡수입,과학기술정보통신부,일반수입,191000.0,191000.0
손익계정,국립과천과학관,2024,전입금,정부내부수입및기타,일반회계전입금,과학기술정보통신부,내부거래수입(회계간거래),24079000.0,24079000.0
자본계정,국립과천과학관,2024,세계잉여금이입액,세계잉여금,전년도세계잉여금,과학기술정보통신부,보전수입,365000.0,365000.0
자본계정,국립과천과학관,2024,기타,정부내부수입및기타,감가상각비전입금,과학기술정보통신부,내부거래수입(회계내 계정간 거래),1500000.0,1500000.0
자본계정,국립과천과학관,2024,기타,정부내부수입및기타,당기순이익전입금,과학기술정보통신부,내부거래수입(회계내 계정간 거래),1000.0,1000.0
자본계정,국립과천과학관,2024,전입금,정부내부수입및기타,일반회계전입금,과학기술정보통신부,내부거래수입(회계간거래),7379000.0,7379000.0
손익계정,국립중앙과학관,2024,책임운영기관사업수입,기업특별회계영업수입,책임운영기관사업수입,과학기술정보통신부,일반수입,1946000.0,1946000.0
손익계정,국립중앙과학관,2024,세계잉여금이입액,세계잉여금,전년도세계잉여금,과학기술정보통신부,보전수입,897000.0,897000.0
손익계정,국립중앙과학관,2024,관유물대여료,재산수입,건물대여료,과학기술정보통신부,일반수입,155000.0,155000.0
손익계정,국립중앙과학관,2024,기타이자수입및재산수입,재산수입,기타재산이자외수입,과학기술정보통신부,일반수입,10000.0,10000.0
손익계정,국립중앙과학관,2024,잡수입,재화및용역판매수입,기타잡수입,과학기술정보통신부,일반수입,98000.0,98000.0
손익계정,국립중앙과학관,2024,전입금,정부내부수입및기타,일반회계전입금,과학기술정보통신부,내부거래수입(회계간거래),27960000.0,27960000.0
자본계정,국립중앙과학관,2024,고정자산매각대,관유물매각대,기타고정자산매각대,과학기술정보통신부,일반수입,2000.0,2000.0
자본계정,국립중앙과학관,2024,세계잉여금이입액,세계잉여금,전년도세계잉여금,과학기술정보통신부,보전수입,40000.0,40000.0
자본계정,국립중앙과학관,2024,기타,정부내부수입및기타,감가상각비전입금,과학기술정보통신부,내부거래수입(회계내 계정간 거래),1131000.0,1131000.0
자본계정,국립중앙과학관,2024,기타,정부내부수입및기타,당기순이익전입금,과학기술정보통신부,내부거래수입(회계내 계정간 거래),1000.0,1000.0
자본계정,국립중앙과학관,2024,전입금,정부내부수입및기타,일반회계전입금,과학기술정보통신부,내부거래수입(회계간거래),5733000.0,5733000.0
,방송통신발전기금,2024,기타경상이전수입,경상이전수입,기타경상이전수입,과학기술정보통신부,일반수입,49858000.0,49858000.0
,방송통신발전기금,2024,기타경상이전수입,경상이전수입,법정부담금,과학기술정보통신부,일반수입,609171000.0,609171000.0
,방송통신발전기금,2024,기타이자수입및재산수입,재산수입,기타재산이자수입,과학기술정보통신부,일반수입,5294000.0,5294000.0
,방송통신발전기금,2024,예수금,정부내부수입및기타,기금예수금,과학기술정보통신부,내부거래수입(기금간거래),263309000.0,263309000.0
,방송통신발전기금,2024,정부예금회수,차입금및여유자금회수,비통화금융기관예치금회수,과학기술정보통신부,보전수입,205272000.0,205272000.0
,방송통신발전기금,2024,정부예금회수,차입금및여유자금회수,통화금융기관예치금회수,과학기술정보통신부,보전수입,119770000.0,119770000.0
,소재부품장비경쟁력강화특별회계,2024,기타경상이전수입,경상이전수입,기타경상이전수입,과학기술정보통신부,일반수입,2450000.0,2450000.0
,소재부품장비경쟁력강화특별회계,2024,기타이자수입및재산수입,재산수입,기타재산이자수입,과학기술정보통신부,일반수입,124000.0,124000.0
,우체국보험특별회계,2024,기타경상이전수입,경상이전수입,기타경상이전수입,과학기술정보통신부,일반수입,400000.0,400000.0
,우체국보험특별회계,2024,변상금및위약금,경상이전수입,위약금,과학기술정보통신부,일반수입,10000.0,10000.0
,우체국보험특별회계,2024,잡수입,재화및용역판매수입,기타잡수입,과학기술정보통신부,일반수입,50000.0,50000.0
,우체국보험특별회계,2024,잡수입,재화및용역판매수입,부가보험료,과학기술정보통신부,일반수입,1061130000.0,1061130000.0
,우체국보험특별회계,2024,예탁이자수입,정부내부수입및기타,기금예탁이자수입,과학기술정보통신부,내부거래수입(기금=>예산간거래),0.0,12500000.0
손익계정,우체국예금특별회계,2024,기타경상이전수입,경상이전수입,기타경상이전수입,과학기술정보통신부,일반수입,700000.0,700000.0
손익계정,우체국예금특별회계,2024,변상금및위약금,경상이전수입,위약금,과학기술정보통신부,일반수입,10000.0,10000.0
손익계정,우체국예금특별회계,2024,우정사업수입,기업특별회계영업수입,금융영업이자수입,과학기술정보통신부,일반수입,3153500000.0,3153500000.0
손익계정,우체국예금특별회계,2024,우정사업수입,기업특별회계영업수입,금융영업이자외수입,과학기술정보통신부,일반수입,82591000.0,82591000.0
손익계정,우체국예금특별회계,2024,세계잉여금이입액,세계잉여금,전년도세계잉여금,과학기술정보통신부,보전수입,600085000.0,600085000.0
손익계정,우체국예금특별회계,2024,기타이자수입및재산수입,재산수입,기타재산이자수입,과학기술정보통신부,일반수입,5000.0,5000.0
손익계정,우체국예금특별회계,2024,기타이자수입및재산수입,재산수입,기타재산이자외수입,과학기술정보통신부,일반수입,5000.0,5000.0
손익계정,우체국예금특별회계,2024,잡수입,재화및용역판매수입,기타영업외잡수익,과학기술정보통신부,일반수입,200000.0,200000.0
손익계정,우체국예금특별회계,2024,예탁원금회수,정부내부수입및기타,기금예탁원금회수,과학기술정보통신부,내부거래수입(기금=>예산간거래),1828777000.0,1828777000.0
손익계정,우체국예금특별회계,2024,예탁이자수입,정부내부수입및기타,기금예탁이자수입,과학기술정보통신부,내부거래수입(기금=>예산간거래),171413000.0,171413000.0
손익계정,우체국예금특별회계,2024,전입금,정부내부수입및기타,특별회계전입금,과학기술정보통신부,내부거래수입(회계간거래),70146000.0,70146000.0
자본계정,우체국예금특별회계,2024,고정자산매각대,관유물매각대,기계기구매각대,과학기술정보통신부,일반수입,50000.0,50000.0
자본계정,우체국예금특별회계,2024,재고자산매각대및유동자산,관유물매각대,유동자산매각대,과학기술정보통신부,일반수입,23000.0,23000.0
자본계정,우체국예금특별회계,2024,우정사업수입,기업특별회계영업수입,금융영업이자수입,과학기술정보통신부,일반수입,7000.0,7000.0
자본계정,우체국예금특별회계,2024,세계잉여금이입액,세계잉여금,전년도세계잉여금,과학기술정보통신부,보전수입,2142000.0,2142000.0
자본계정,우체국예금특별회계,2024,전입금,정부내부수입및기타,계정간전입금,과학기술정보통신부,내부거래수입(회계내 계정간 거래),31173000.0,31173000.0
손익계정,우편사업특별회계,2024,기타경상이전수입,경상이전수입,기타경상이전수입,과학기술정보통신부,일반수입,3583000.0,3583000.0
손익계정,우편사업특별회계,2024,변상금및위약금,경상이전수입,변상금,과학기술정보통신부,일반수입,275000.0,275000.0
손익계정,우편사업특별회계,2024,변상금및위약금,경상이전수입,위약금,과학기술정보통신부,일반수입,285000.0,285000.0
손익계정,우편사업특별회계,2024,우정사업수입,기업특별회계영업수입,우편사업수입,과학기술정보통신부,일반수입,3260183000.0,3260183000.0
손익계정,우편사업특별회계,2024,세계잉여금이입액,세계잉여금,전년도세계잉여금,과학기술정보통신부,보전수입,64339000.0,64339000.0
손익계정,우편사업특별회계,2024,관유물대여료,재산수입,건물대여료,과학기술정보통신부,일반수입,58847000.0,58847000.0
손익계정,우편사업특별회계,2024,관유물대여료,재산수입,토지대여료,과학기술정보통신부,일반수입,1486000.0,1486000.0
손익계정,우편사업특별회계,2024,기타이자수입및재산수입,재산수입,기타재산이자수입,과학기술정보통신부,일반수입,2961000.0,2961000.0
손익계정,우편사업특별회계,2024,기타이자수입및재산수입,재산수입,기타재산이자외수입,과학기술정보통신부,일반수입,3269000.0,3269000.0
손익계정,우편사업특별회계,2024,잡수입,재화및용역판매수입,기타영업외잡수익,과학기술정보통신부,일반수입,1166000.0,1166000.0
손익계정,우편사업특별회계,2024,예탁원금회수,정부내부수입및기타,기금예탁원금회수,과학기술정보통신부,내부거래수입(기금=>예산간거래),250000000.0,250000000.0
손익계정,우편사업특별회계,2024,예탁이자수입,정부내부수입및기타,기금예탁이자수입,과학기술정보통신부,내부거래수입(기금=>예산간거래),24303000.0,24303000.0
손익계정,우편사업특별회계,2024,전입금,정부내부수입및기타,기금전입금,과학기술정보통신부,내부거래수입(기금=>예산간거래),1968000.0,1968000.0
손익계정,우편사업특별회계,2024,전입금,정부내부수입및기타,일반회계전입금,과학기술정보통신부,내부거래수입(회계간거래),13952000.0,13952000.0
손익계정,우편사업특별회계,2024,전입금,정부내부수입및기타,특별회계전입금,과학기술정보통신부,내부거래수입(회계간거래),1532668000.0,1532668000.0
자본계정,우편사업특별회계,2024,고정자산매각대,관유물매각대,건물매각대,과학기술정보통신부,일반수입,3003000.0,3003000.0
자본계정,우편사업특별회계,2024,고정자산매각대,관유물매각대,기계기구매각대,과학기술정보통신부,일반수입,1263000.0,1263000.0
자본계정,우편사업특별회계,2024,고정자산매각대,관유물매각대,기타고정자산매각대,과학기술정보통신부,일반수입,16000.0,16000.0
자본계정,우편사업특별회계,2024,재고자산매각대및유동자산,관유물매각대,유동자산매각대,과학기술정보통신부,일반수입,305000.0,305000.0
자본계정,우편사업특별회계,2024,토지및무형자산매각대,관유물매각대,기타토지및무형자산매각대,과학기술정보통신부,일반수입,2369000.0,2369000.0
자본계정,우편사업특별회계,2024,토지및무형자산매각대,관유물매각대,토지매각대,과학기술정보통신부,일반수입,28253000.0,28253000.0
자본계정,우편사업특별회계,2024,세계잉여금이입액,세계잉여금,전년도세계잉여금,과학기술정보통신부,보전수입,18965000.0,18965000.0
