계정명,단위사업명,경비구분,지출구분,분야명,회계명,회계연도,소관명,프로그램명,세부사업명,부문명,국회확정금액,정부안금액
,기금운영비(농지기금),기본경비(경상운영비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농수산행정지원,(경)농지관리위원회운영지원,농업·농촌,737280.0,737280.0
,기금운영비(농지기금),기본경비(경상운영비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농수산행정지원,(경)조성토지관리 처분비,농업·농촌,768000.0,768000.0
,기금운영비(농지기금),기본경비(경상운영비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농수산행정지원,경영회생지원 농지매입사업관리비,농업·농촌,5681000.0,5681000.0
,기금운영비(농지기금),기본경비(경상운영비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농수산행정지원,기타경비,농업·농촌,283411.0,283411.0
,기금운영비(농지기금),기본경비(경상운영비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농수산행정지원,농지관리위원교육,농업·농촌,704000.0,704000.0
,기금운영비(농지기금),기본경비(경상운영비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농수산행정지원,농지불법전용신고포상금,농업·농촌,9000.0,9000.0
,기금운영비(농지기금),기본경비(경상운영비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농수산행정지원,농지제도개선홍보,농업·농촌,33000.0,33000.0
,기금운영비(농지기금),기본경비(경상운영비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농수산행정지원,쌀전업농교육훈련,농업·농촌,171000.0,171000.0
,기금운영비(농지기금),기본경비(경상운영비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농수산행정지원,영농규모화사업관리비,농업·농촌,35377000.0,35377000.0
,기금운영비(농지기금),인건비(기금인건비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농수산행정지원,인건비,농업·농촌,874800.0,874800.0
,기금운영비(농지기금),기본경비(경상운영비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농수산행정지원,조성토지관리 처분비,농업·농촌,2147000.0,2147000.0
,농지관리지원,주요사업비(기금사업비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농업농촌정보화,농지종합정보화(정보화),농업·농촌,1867000.0,1867000.0
,농업시설개선(농지),주요사업비(기금사업비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농업생산기반확충,(경)석문호수질개선대책기본조사,농업·농촌,180000.0,180000.0
,농업시설개선(농지),주요사업비(기금사업비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농업생산기반확충,담수호수질개선시험조사 및 실용화사업,농업·농촌,315000.0,315000.0
,대단위농업개발(농지),주요사업비(기금사업비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농업생산기반확충,(자)삼산지구,농업·농촌,7184000.0,7184000.0
,대단위농업개발(농지),주요사업비(기금사업비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농업생산기반확충,(자)이원지구,농업·농촌,1503000.0,1503000.0
,대단위농업개발(농지),주요사업비(기금사업비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농업생산기반확충,새만금지구(내부개발),농업·농촌,50000000.0,50000000.0
,대단위농업개발(농지),주요사업비(기금사업비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농업생산기반확충,새만금지구(외곽시설),농업·농촌,323600000.0,323600000.0
,대단위농업개발(농지),주요사업비(기금사업비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농업생산기반확충,시화지구,농업·농촌,21400000.0,21400000.0
,대단위농업개발(농지),주요사업비(기금사업비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농업생산기반확충,영산강3-1지구,농업·농촌,10000000.0,10000000.0
,대단위농업개발(농지),주요사업비(기금사업비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농업생산기반확충,영산강3-2지구,농업·농촌,35000000.0,35000000.0
,대단위농업개발(농지),주요사업비(기금사업비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,농업생산기반확충,화옹지구,농업·농촌,27000000.0,27000000.0
,여유자금운용(농지기금),주요사업비(기금사업비),보전지출,농림수산,농지관리기금,2009,농림수산식품부,여유자금운용,비통화금융기관예치(농지기금),농업·농촌,26792597.0,26792597.0
,여유자금운용(농지기금),주요사업비(기금사업비),보전지출,농림수산,농지관리기금,2009,농림수산식품부,여유자금운용,통화금융기관예치(농지기금),농업·농촌,75371995.0,75371995.0
,"농지규모화사업(농지,융자)",주요사업비(기금사업비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,"영농규모화(농지,융자)",농지교환분합사업(융자),농업·농촌,1860000.0,1860000.0
,"농지규모화사업(농지,융자)",주요사업비(기금사업비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,"영농규모화(농지,융자)",농지매매사업(융자),농업·농촌,169575000.0,169575000.0
,"농지규모화사업(농지,융자)",주요사업비(기금사업비),일반지출,농림수산,농지관리기금,2009,농림수산식품부,"영농규모화(농지,융자)",농지임대차사업(융자),농업·농촌,79800000.0,79800000.0
,기금운영비(기금),기본경비(경상운영비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,기금운영비(수산),기금관리비,수산·어촌,437583.0,437583.0
,기금운영비(기금),기본경비(경상운영비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,기금운영비(수산),기금연구용역비,수산·어촌,50000.0,50000.0
,기금운영비(기금),기본경비(경상운영비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,기금운영비(수산),수산물공매납입금부과징수비용,수산·어촌,142547.0,142547.0
,기금운영비(기금),기본경비(경상운영비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,기금운영비(수산),수산물도매시장평가,수산·어촌,39900.0,39900.0
,기금운영비(기금),기본경비(경상운영비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,기금운영비(수산),우수수산물대축제,수산·어촌,48000.0,48000.0
,기금운영비(기금),기본경비(경상운영비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,기금운영비(수산),해양심층수이용부담금징수비용,수산·어촌,153000.0,153000.0
,기금운영비(기금),기본경비(경상운영비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,기금운영비(수산),해양환경개선부담금징수비용,수산·어촌,673510.0,673510.0
,어업경영자금지원(기금),주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산경영지원,TAC참여어업인경영개선자금,수산·어촌,12500000.0,12500000.0
,어업경영자금지원(기금),주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산경영지원,노후원양어선대체지원,수산·어촌,4000000.0,4000000.0
,어업경영자금지원(기금),주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산경영지원,생계소득 및 안정,수산·어촌,99000.0,99000.0
,어업경영자금지원(기금),주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산경영지원,양식어업지원,수산·어촌,8105000.0,8105000.0
,어업경영자금지원(기금),주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산경영지원,어망생산운영자금,수산·어촌,600000.0,600000.0
,어업경영자금지원(기금),주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산경영지원,어선기관 및 장비개량,수산·어촌,600000.0,600000.0
,어업경영자금지원(기금),주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산경영지원,어업인정책보험지원,수산·어촌,8000000.0,8000000.0
,직접피해지원,주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산경영지원,소득보전직불금,수산·어촌,1500000.0,1500000.0
,직접피해지원,주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산경영지원,폐업지원금,수산·어촌,9000000.0,9000000.0
,품목별경쟁력강화사업,주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산경영지원,순환여과식 양식시설 지원,수산·어촌,700000.0,700000.0
,품목별경쟁력강화사업,주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산경영지원,원양어선 설비현대화,수산·어촌,1000000.0,1000000.0
,품목별경쟁력강화사업,주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산경영지원,원양어업관리회사지원,수산·어촌,5000000.0,5000000.0
,품목별경쟁력강화사업,주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산경영지원,활어 수출확대를 위한 특수차량 등 구입지원,수산·어촌,40000.0,40000.0
,수산물 유통 및 가공산업육성(기금),주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산물 유통 및 안전관리,(경)수산동물질병관리,수산·어촌,335000.0,335000.0
,수산물 유통 및 가공산업육성(기금),주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산물 유통 및 안전관리,수산동물질병관리,수산·어촌,370000.0,370000.0
,수산물가격안정(기금),주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산물 유통 및 안전관리,비축사업,수산·어촌,12000000.0,12000000.0
,수산물가격안정(기금),주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산물 유통 및 안전관리,출하조절,수산·어촌,4200000.0,4200000.0
,수산물가격안정(기금·융자),주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산물 유통 및 안전관리(기금·융자),수산물수매지원,수산·어촌,131800000.0,131800000.0
,수산물가격안정(기금·융자),주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산물 유통 및 안전관리(기금·융자),우수수산물지원,수산·어촌,140000000.0,140000000.0
,수산물유통자금지원(기금),주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산물 유통 및 안전관리(기금·융자),산지 및 소비지 유통자금 지원,수산·어촌,147500000.0,147500000.0
,유통·가공시설지원(기금),주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산물 유통 및 안전관리(기금·융자),가공시설및운영지원,수산·어촌,29600000.0,29600000.0
,유통·가공시설지원(기금),주요사업비(기금사업비),일반지출,농림수산,수산발전기금,2009,농림수산식품부,수산물 유통 및 안전관리(기금·융자),해외수산시설투자지원,수산·어촌,1000000.0,1000000.0
,여유자금운용(수산발전기금),주요사업비(기금사업비),보전지출,농림수산,수산발전기금,2009,농림수산식품부,여유자금운용,비통화금융기관예치(수산발전기금),수산·어촌,4963292.0,4963292.0
,여유자금운용(수산발전기금),주요사업비(기금사업비),보전지출,농림수산,수산발전기금,2009,농림수산식품부,여유자금운용,통화금융기관예치(수산발전기금),수산·어촌,19853168.0,19853168.0
,해양환경개선(기금),주요사업비(기금사업비),일반지출,환경,수산발전기금,2009,농림수산식품부,해양환경보전,다기능 청소선 운영지원,해양환경,509000.0,509000.0
,해양환경개선(기금),주요사업비(기금사업비),일반지출,환경,수산발전기금,2009,농림수산식품부,해양환경보전,연안어장 및 내수면환경개선,해양환경,20000000.0,5000000.0
,해양환경개선(기금),주요사업비(기금사업비),일반지출,환경,수산발전기금,2009,농림수산식품부,해양환경보전,폐기물해양배출종합관리시스템구축,해양환경,2300000.0,2300000.0
,해양환경개선(기금),주요사업비(기금사업비),일반지출,환경,수산발전기금,2009,농림수산식품부,해양환경보전,해양배출오염물질에대한해양환경개선부담금부과연구,해양환경,100000.0,100000.0
,해양환경개선(기금),주요사업비(기금사업비),일반지출,환경,수산발전기금,2009,농림수산식품부,해양환경보전,해양폐기물정화사업(민간보조),해양환경,18400000.0,14300000.0
,해양환경개선(기금),주요사업비(기금사업비),일반지출,환경,수산발전기금,2009,농림수산식품부,해양환경보전,해양폐기물정화사업(자치단체보조),해양환경,2400000.0,2400000.0
,공자기금이자상환(쌀기금),주요사업비(기금사업비),내부거래지출(기금간거래),농림수산,쌀소득보전변동직접지불기금,2009,농림수산식품부,기금간거래(예수이자상환),공자기금이자상환(쌀기금),농업·농촌,36098000.0,36098000.0
,쌀소득변동직불(쌀기금),주요사업비(기금사업비),일반지출,농림수산,쌀소득보전변동직접지불기금,2009,농림수산식품부,농가경영안정농업금융,쌀소득보전변동직불금,농업·농촌,67647460.0,367687460.0
,기금운영비(쌀기금),기본경비(경상운영비),일반지출,농림수산,쌀소득보전변동직접지불기금,2009,농림수산식품부,농수산행정지원,(경)사업관리비,농업·농촌,2123755.0,2123755.0
,기금운영비(쌀기금),기본경비(경상운영비),일반지출,농림수산,쌀소득보전변동직접지불기금,2009,농림수산식품부,농수산행정지원,기타경비,농업·농촌,1000.0,1000.0
,기금운영비(쌀기금),기본경비(경상운영비),일반지출,농림수산,쌀소득보전변동직접지불기금,2009,농림수산식품부,농수산행정지원,사업관리비,농업·농촌,2736860.0,2736860.0
,기금운영비(쌀기금),인건비(기금인건비),일반지출,농림수산,쌀소득보전변동직접지불기금,2009,농림수산식품부,농수산행정지원,인건비,농업·농촌,124740.0,124740.0
,여유자금운용(쌀기금),주요사업비(기금사업비),보전지출,농림수산,쌀소득보전변동직접지불기금,2009,농림수산식품부,여유자금운용,비통화금융기관예치(쌀기금),농업·농촌,50516045.0,50516045.0
,여유자금운용(쌀기금),주요사업비(기금사업비),보전지출,농림수산,쌀소득보전변동직접지불기금,2009,농림수산식품부,여유자금운용,통화금융기관예치(쌀기금),농업·농촌,50516231.0,50516231.0
손익계정,타계정전출금(양특회계),주요사업비(기금사업비),내부거래지출(회계내 계정간 거래),농림수산,양곡관리특별회계,2009,농림수산식품부,계정간거래(전출금),자본계정으로전출금(양특회계),농업·농촌,1.0,1.0
손익계정,양곡매입 및 관리,주요사업비(기금사업비),일반지출,농림수산,양곡관리특별회계,2009,농림수산식품부,양곡관리지원,(경)양곡조작관리,농업·농촌,1112000.0,1112000.0
손익계정,양곡매입 및 관리,주요사업비(기금사업비),일반지출,농림수산,양곡관리특별회계,2009,농림수산식품부,양곡관리지원,수입양곡대,농업·농촌,348458672.0,348458672.0
손익계정,양곡매입 및 관리,주요사업비(기금사업비),일반지출,농림수산,양곡관리특별회계,2009,농림수산식품부,양곡관리지원,쌀소비활성화지원,농업·농촌,2000000.0,2000000.0
손익계정,양곡매입 및 관리,주요사업비(기금사업비),일반지출,농림수산,양곡관리특별회계,2009,농림수산식품부,양곡관리지원,양곡조작관리비,농업·농촌,192492084.0,192492084.0
손익계정,양곡매입 및 관리,주요사업비(기금사업비),일반지출,농림수산,양곡관리특별회계,2009,농림수산식품부,양곡관리지원,정부추하곡수매(매입),농업·농촌,854583000.0,854583000.0
손익계정,채무상환(양특),주요사업비(기금사업비),일반지출,농림수산,양곡관리특별회계,2009,농림수산식품부,양곡관리지원,한은차입금이자상환,농업·농촌,53290440.0,53290440.0
자본계정,타계정전출금(양특회계),주요사업비(기금사업비),내부거래지출(회계내 계정간 거래),농림수산,양곡관리특별회계,2009,농림수산식품부,계정간거래(전출금),손익계정으로전출금(양특회계),농업·농촌,2.0,2.0
자본계정,양곡매입 및 관리,주요사업비(기금사업비),일반지출,농림수산,양곡관리특별회계,2009,농림수산식품부,양곡관리지원,고정자산취득비,농업·농촌,2.0,2.0
,공공자금관리기금예수원금상환(양곡기금),주요사업비(기금사업비),내부거래지출(기금간거래),농림수산,양곡증권정리기금,2009,농림수산식품부,기금간거래(예수원금상환),공자기금예수금원금상환(양곡기금),농업·농촌,517849565.0,517849565.0
,공공자금관리기금예수이자상환(양곡기금),주요사업비(기금사업비),내부거래지출(기금간거래),농림수산,양곡증권정리기금,2009,농림수산식품부,기금간거래(예수이자상환),공자기금예수금이자상환(양곡기금),농업·농촌,259801282.0,259801282.0
,여유자금운용(양곡기금),주요사업비(기금사업비),보전지출,농림수산,양곡증권정리기금,2009,농림수산식품부,여유자금운용,비통화금융기관예치(양곡기금),농업·농촌,2985519.0,2985519.0
,여유자금운용(양곡기금),주요사업비(기금사업비),보전지출,농림수산,양곡증권정리기금,2009,농림수산식품부,여유자금운용,통화금융기관예치(양곡기금),농업·농촌,4477927.0,4477927.0
,기금운영비(양식재해재보험),기본경비(경상운영비),일반지출,농림수산,양식수산물재해재보험기금,2009,농림수산식품부,기금운영비(수산),기타경비(양식재보험),수산·어촌,47000.0,47000.0
,기금운영비(양식재해재보험),기본경비(경상운영비),일반지출,농림수산,양식수산물재해재보험기금,2009,농림수산식품부,기금운영비(수산),사업운영비(양식재보험),수산·어촌,39000.0,39000.0
,기금운영비(양식재해재보험),인건비(기금인건비),일반지출,농림수산,양식수산물재해재보험기금,2009,농림수산식품부,기금운영비(수산),인건비(양식재보험),수산·어촌,74056.0,74056.0
,어업정책보험 및 재해복구지원(양식재보험),주요사업비(기금사업비),일반지출,농림수산,양식수산물재해재보험기금,2009,농림수산식품부,수산경영지원,양식수산물재해재보험,수산·어촌,4800000.0,4800000.0
,여유자금운용(양식재보험),주요사업비(기금사업비),보전지출,농림수산,양식수산물재해재보험기금,2009,농림수산식품부,여유자금운용,비통화기관예치(양식재보험),수산·어촌,61789.0,61789.0
,여유자금운용(양식재보험),주요사업비(기금사업비),보전지출,농림수산,양식수산물재해재보험기금,2009,농림수산식품부,여유자금운용,통화기관예치(양식재보험),수산·어촌,247155.0,247155.0
,가축방역검역,주요사업비(기금사업비),일반지출,농림수산,일반회계,2009,농림수산식품부,가축방역검역 및 수의과학연구,가축방역,농업·농촌,6045394.0,6045394.0
,가축방역검역,주요사업비(기금사업비),일반지출,농림수산,일반회계,2009,농림수산식품부,가축방역검역 및 수의과학연구,동축산물검역검사,농업·농촌,12354450.0,12354450.0
,가축방역검역,주요사업비(기금사업비),일반지출,농림수산,일반회계,2009,농림수산식품부,가축방역검역 및 수의과학연구,시험및검정,농업·농촌,184440.0,184440.0
,가축방역검역,주요사업비(기금사업비),일반지출,농림수산,일반회계,2009,농림수산식품부,가축방역검역 및 수의과학연구,탐지견운영,농업·농촌,816422.0,816422.0
,수의과학(R&D),주요사업비(기금사업비),일반지출,농림수산,일반회계,2009,농림수산식품부,가축방역검역 및 수의과학연구,수의과학기술개발연구(R&D),농업·농촌,14974000.0,14974000.0
,수의과학(R&D),주요사업비(기금사업비),일반지출,농림수산,일반회계,2009,농림수산식품부,가축방역검역 및 수의과학연구,인수공통전염병예방 대응기술개발(R&D),농업·농촌,3000000.0,3000000.0
,수의과학정보화(정보화),주요사업비(기금사업비),일반지출,농림수산,일반회계,2009,농림수산식품부,가축방역검역 및 수의과학연구,검역원업무정보화(정보화),농업·농촌,3664311.0,3664311.0
,비료농약적자보전,주요사업비(기금사업비),일반지출,농림수산,일반회계,2009,농림수산식품부,농가경영안정농업금융,비료계정 적자보전,농업·농촌,100000000.0,100000000.0
,이차보전,주요사업비(기금사업비),일반지출,농림수산,일반회계,2009,농림수산식품부,농가경영안정농업금융,농업자금이차보전,농업·농촌,622176000.0,591469000.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)공익근무요원운용(운영지원과 등),농업·농촌,12165.0,12165.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)기본경비(국제농업국),농업·농촌,102311.0,102311.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)기본경비(국제수산관),농업·농촌,82076.0,82076.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)기본경비(기획실),농업·농촌,115950.0,115950.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)기본경비(농업정책국),농업·농촌,93840.0,93840.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)기본경비(농촌정책국),농업·농촌,96000.0,96000.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)기본경비(수산정책관),농업·농촌,45500.0,45500.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)기본경비(식량정책단),농업·농촌,75004.0,75004.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)기본경비(식품산업정책단),농업·농촌,64800.0,64800.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)기본경비(어업자원관),농업·농촌,62670.0,62670.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)기본경비(운영지원과 등),농업·농촌,2177059.0,1667059.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)기본경비(유통정책단),농업·농촌,56160.0,56160.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)기본경비(축산정책단),농업·농촌,85000.0,85000.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,공익근무요원운용(운영지원과 등),농업·농촌,10688.0,10688.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,기본경비(국제농업국),농업·농촌,514535.0,514535.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,기본경비(국제수산관),농업·농촌,290124.0,290124.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,기본경비(기획실),농업·농촌,1511059.0,1511059.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,기본경비(농업정책국),농업·농촌,376541.0,376541.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,기본경비(농촌정책국),농업·농촌,339000.0,339000.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,기본경비(수산정책관),농업·농촌,431147.0,431147.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,기본경비(식량정책단),농업·농촌,611469.0,611469.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,기본경비(식품산업정책단),농업·농촌,308194.0,308194.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,기본경비(어업자원관),농업·농촌,345330.0,345330.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,기본경비(운영지원과 등),농업·농촌,3703190.0,3652190.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,기본경비(유통정책단),농업·농촌,315102.0,315102.0
,본부기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,기본경비(축산정책단),농업·농촌,483000.0,483000.0
,본부인건비,인건비(기금인건비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)인건비,농업·농촌,52234178.0,52234178.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)농산물품질관리원공익근무요원운용,농업·농촌,25290.0,25290.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)농산물품질관리원기본경비,농업·농촌,1962025.0,1962025.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)농산물품질관리원전산운영경비,농업·농촌,4400.0,4400.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)농업연수원공익근무요원운용,농업·농촌,1170.0,1170.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)농업연수원기본경비,농업·농촌,100714.0,100714.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)농업연수원전산운영경비,농업·농촌,900.0,900.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)동해어업지도사무소기본경비,농업·농촌,432402.0,432402.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)서해어업지도사무소공익요원운영경비,농업·농촌,4890.0,4890.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)서해어업지도사무소기본경비,농업·농촌,288610.0,288610.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)수산물품질검사원공익운영요원경비,농업·농촌,63302.0,63302.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)수산물품질검사원기본경비,농업·농촌,314416.0,314416.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)수산인력개발원공익요원운영경비,농업·농촌,9780.0,9780.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)수산인력개발원기본경비,농업·농촌,119546.0,119546.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)수의과학검역원공익근무요원운용,농업·농촌,34000.0,34000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)수의과학검역원기본경비,농업·농촌,949000.0,949000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)식물검역원공익근무요원운용,농업·농촌,22716.0,22716.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)식물검역원기본경비,농업·농촌,564246.0,564246.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,(총액)식물검역원전산운영경비,농업·농촌,1080.0,1080.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,농산물품질관리원공익근무요원운용,농업·농촌,40849.0,40849.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,농산물품질관리원기본경비,농업·농촌,6928426.0,6928426.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,농산물품질관리원전산운영경비,농업·농촌,633449.0,633449.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,농업연수원공익근무요원운용,농업·농촌,2526.0,2526.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,농업연수원기본경비,농업·농촌,517440.0,517440.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,농업연수원전산운영경비,농업·농촌,84152.0,84152.0
,소속기관기본경비,기본경비(경상운영비),일반지출,농림수산,일반회계,2009,농림수산식품부,농수산행정지원,동해어업지도사무소기본경비,농업·농촌,1691598.0,1691598.0
