단위사업명,예산액,예산현액,당월지출금액,집행월,분야명,회계명,회계연도,소관명,프로그램명,세부사업명,부문명,누계지출금액
518 진상규명 지원,1760000000,1760000000,0,202402,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,일반행정,0
기본경비,2897000000,2897000000,0,202402,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,일반행정,0
인건비,2231000000,2231000000,0,202402,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,공무원 인건비,일반행정,0
감사연구활동경비,508000000,568000000,9272110,202402,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,일반행정,55079400
감사활동경비,16938000000,17061726690,1384556610,202402,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,일반행정,3002824260
감사활동경비,263000000,263000000,6248600,202402,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,적극행정 지원,일반행정,20528600
국제교류협력강화,292000000,292000000,2700000,202402,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사기구 역량강화(ODA),일반행정,5400000
국제교류협력강화,854000000,854000000,9114970,202402,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,일반행정,361253970
기본경비,13451000000,13451000000,1150399740,202402,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,2455425650
수입대체경비,574000000,574000000,28536650,202402,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,일반행정,34736650
인건비,94182000000,94182000000,6964689890,202402,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,인건비,일반행정,14378198850
전산운영경비,15865000000,15919791060,29064030,202402,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),일반행정,67915480
청사 및 시설물 관리,3240000000,4169736260,320593160,202402,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,일반행정,347455660
개인정보보호위원회 기본경비,165000000,165000000,40000000,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(개인정보정책국),일반행정,64000000
개인정보보호위원회 기본경비,739000000,739000000,13994850,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),일반행정,77644850
개인정보보호위원회 기본경비,296000000,296000000,0,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기획조정관),일반행정,69000000
개인정보보호위원회 기본경비,110000000,110000000,16300000,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(대변인),일반행정,23100000
개인정보보호위원회 기본경비,189000000,189000000,1420760,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(운영지원과),일반행정,53420760
개인정보보호위원회 기본경비,166000000,166000000,15100000,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(조사조정국),일반행정,30200000
개인정보보호위원회 기본경비,16000000,16000000,2900000,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(개인정보정책국),일반행정,6400000
개인정보보호위원회 기본경비,508000000,508000000,46083340,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(기관운영),일반행정,134435270
개인정보보호위원회 기본경비,28000000,28000000,0,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(기획조정관),일반행정,11000000
개인정보보호위원회 기본경비,7000000,7000000,1600000,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(대변인),일반행정,2200000
개인정보보호위원회 기본경비,10000000,10000000,380000,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(운영지원과),일반행정,2880000
개인정보보호위원회 기본경비,61000000,61000000,19000000,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(조사조정국),일반행정,24200000
개인정보보호위원회 인건비,14544000000,14544000000,1143878650,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회 인건비,일반행정,2168346940
개인정보보호위원회운영,515000000,515000000,48000000,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회법무지원,일반행정,68000000
개인정보보호위원회운영,2214000000,2214000000,68011400,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회운영지원,일반행정,248605760
개인정보보호위원회운영,1921000000,2021000000,105963400,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회정보화지원(정보화),일반행정,130304620
개인정보보호강화,4264000000,4264000000,0,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보보호 자율환경 조성,정부자원관리,0
개인정보보호강화,1461000000,1461000000,15000000,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보보호 협력체계 구축,정부자원관리,15000000
개인정보보호강화,2878000000,2878000000,0,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보보호정책지원,정부자원관리,7000000
개인정보보호강화,964000000,964000000,337400000,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,기술개발ㆍ전문인력 양성,정부자원관리,337400000
개인정보보호연구,1228000000,1228000000,1189000000,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보기술표준개발지원(R&D),정부자원관리,1189000000
개인정보보호연구,5883000000,5883000000,5733500000,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보보호강화기술연구개발(R&D),정부자원관리,5733500000
개인정보활용지원,7650000000,7650000000,0,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보 전송요구권 보장,정부자원관리,0
개인정보활용지원,7546000000,7546000000,0,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,마이데이터 지원 플랫폼,정부자원관리,0
개인정보활용지원,3328000000,3328000000,0,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,안전한 데이터 활용 지원,정부자원관리,0
개인정보이슈대응,8686000000,9411930000,4764000000,202402,일반·지방행정,일반회계,2024,개인정보보호위원회,선제적인 개인정보 이슈 대응,개인정보침해방지,정부자원관리,4775000000
경찰병원기본경비,183000000,183000000,8839340,202402,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,경찰병원기본경비,경찰,10535340
경찰병원기본경비,2901000000,2901000000,239362070,202402,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,경찰병원기본경비(총액인건비),경찰,498194760
경찰병원인건비,50141000000,50141000000,3289962010,202402,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,경찰병원인건비,경찰,7211765900
자산취득,4173000000,4173000000,1117500,202402,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,경찰병원자산취득,경찰,1237500
장례식장운영,3943000000,3943000000,307503940,202402,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,장례식장운영,경찰,600359930
진료업무지원,1748000000,1748000000,128200910,202402,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,국립경찰병원 건강보험부담금(손익),경찰,128200910
진료업무지원,1736000000,1736000000,125208330,202402,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,전산운영경비(정보화),경찰,188875750
진료업무지원,21223000000,21257500000,1224970000,202402,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,진료업무운영관리,경찰,2233723090
감가상각비(경찰병원계정),1000000,1000000,0,202402,공공질서및안전,경찰병원,2024,경찰청,계정간거래(전출금),감가상각비,경찰,0
당기순이익(경찰병원계정),1000000,1000000,0,202402,공공질서및안전,경찰병원,2024,경찰청,계정간거래(전출금),당기순이익,경찰,0
공무원연금부담금(경찰병원),5296000000,5296000000,0,202402,공공질서및안전,경찰병원,2024,경찰청,회계기금간거래(공무원연금부담금),공무원연금기금 전출(공무원연금부담금),경찰,2118400000
경찰복지증진,17089000000,17089000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰관서직장보육시설운영(민자),경찰,55361110
경찰복지증진,74671000000,74671000000,998631000,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰복지증진,경찰,8930044190
경찰복지증진,2312000000,2312000000,19017400,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,퇴직경찰관취업지원,경찰,49534400
공직기강 확립과 인권경찰 정립,2427000000,2427000000,125932310,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,감사·감찰·인권활동,경찰,673199910
대국민치안정책제공,1888000000,1888000000,32327110,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대국민소통강화,경찰,423458760
본부기본경비,265000000,265000000,10000000,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,감사관기본경비,경찰,74143000
본부기본경비,49000000,49000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,감사관기본경비(총액인건비),경찰,12250000
본부기본경비,9321000000,9321000000,797238740,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,강원청기본경비,경찰,1858365490
본부기본경비,3296000000,3296000000,233986220,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,강원청기본경비(총액인건비),경찰,619831870
본부기본경비,24277000000,24277000000,2011698600,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경기남부청기본경비,경찰,4964927650
본부기본경비,8714000000,8714000000,383073130,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경기남부청기본경비(총액인건비),경찰,1807136080
본부기본경비,9742000000,9823021000,744197530,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경기북부청기본경비,경찰,1975869170
본부기본경비,3442000000,3442000000,151869540,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경기북부청기본경비(총액인건비),경찰,698012060
본부기본경비,13386000000,13386000000,1389881220,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경남청기본경비,경찰,2646089810
본부기본경비,4931000000,4931000000,291924790,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경남청기본경비(총액인건비),경찰,825452270
본부기본경비,8365000000,8365000000,390271760,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경무인사기획관기본경비,경찰,1891271100
본부기본경비,98859000000,98859000000,111513150,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경무인사기획관기본경비(총액인건비),경찰,58320099070
본부기본경비,14464000000,14464000000,1389650230,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경북청기본경비,경찰,3011391860
본부기본경비,4714000000,4714000000,399517650,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경북청기본경비(총액인건비),경찰,1064692770
본부기본경비,601000000,601000000,1407000,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경비국기본경비,경찰,331754000
본부기본경비,820000000,820000000,218517150,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경비국기본경비(총액인건비),경찰,419885950
본부기본경비,118000000,121800000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,공공안녕정보국기본경비,경찰,33197000
본부기본경비,42000000,42000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,공공안녕정보국기본경비(총액인건비),경찰,10503000
본부기본경비,130000000,130000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,과학수사관리관기본경비,경찰,29689000
본부기본경비,63000000,63000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,과학수사관리관기본경비(총액인건비),경찰,15750000
본부기본경비,5286000000,5286000000,435720490,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,광주청기본경비,경찰,1130546860
본부기본경비,1563000000,1563000000,22370680,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,광주청기본경비(총액인건비),경찰,394851430
본부기본경비,2108000000,2214388000,91271030,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,교통국기본경비,경찰,346150260
본부기본경비,29000000,55618000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,교통국기본경비(총액인건비),경찰,27769000
본부기본경비,2481000000,2481000000,27452160,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,기획조정관기본경비,경찰,1357530570
본부기본경비,641000000,641000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,기획조정관기본경비(총액인건비),경찰,78556000
본부기본경비,8049000000,8049000000,547884950,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대구청기본경비,경찰,2068453500
본부기본경비,3065000000,3065000000,138660830,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대구청기본경비(총액인건비),경찰,877089250
본부기본경비,288000000,288000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대변인기본경비,경찰,45061000
본부기본경비,35000000,35000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대변인기본경비(총액인건비),경찰,10500000
본부기본경비,5262000000,5262000000,414629070,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대전청기본경비,경찰,990669520
본부기본경비,1699000000,1699000000,74695520,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대전청기본경비(총액인건비),경찰,304125570
본부기본경비,238000000,238000000,4098720,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,미래치안정책국기본경비,경찰,68939720
본부기본경비,103000000,103000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,미래치안정책국기본경비(총액인건비),경찰,25753000
본부기본경비,12613000000,12613000000,1148349350,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,부산청기본경비,경찰,2679129870
본부기본경비,4659000000,4659000000,153819640,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,부산청기본경비(총액인건비),경찰,1142014140
본부기본경비,77000000,77000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,사이버수사국기본경비,경찰,29600000
본부기본경비,63000000,63000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,사이버수사국기본경비(총액인건비),경찰,15750000
본부기본경비,504000000,397612000,5723000,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,생활안전국기본경비,경찰,32713000
본부기본경비,77000000,50382000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,생활안전국기본경비(총액인건비),경찰,12357000
본부기본경비,37141000000,37141000000,2882814050,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,서울청기본경비,경찰,7083073100
본부기본경비,11969000000,11969000000,555169330,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,서울청기본경비(총액인건비),경찰,2000009230
본부기본경비,1467000000,1467000000,154454480,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,세종청기본경비,경찰,293861160
본부기본경비,497000000,497000000,40096780,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,세종청기본경비(총액인건비),경찰,86066920
본부기본경비,155000000,155000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사국기본경비,경찰,26215460
본부기본경비,39000000,39000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사국기본경비(총액인건비),경찰,9750000
본부기본경비,161000000,161000000,-1000000,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사기획조정관기본경비,경찰,27700000
본부기본경비,98000000,98000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사기획조정관기본경비(총액인건비),경찰,24503000
본부기본경비,57000000,62100000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,안보수사국기본경비,경찰,14630000
본부기본경비,34000000,37700000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,안보수사국기본경비(총액인건비),경찰,10190000
본부기본경비,155000000,146100000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,외사국기본경비,경찰,89128000
본부기본경비,28000000,24300000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,외사국기본경비(총액인건비),경찰,15300000
본부기본경비,4487000000,4487000000,315335380,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,울산청기본경비,경찰,853596100
본부기본경비,1528000000,1528000000,69956070,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,울산청기본경비(총액인건비),경찰,241629470
본부기본경비,8195000000,8195000000,761115370,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,인천청기본경비,경찰,1894548850
본부기본경비,3409000000,3409000000,150223740,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,인천청기본경비(총액인건비),경찰,542784440
본부기본경비,14032000000,14032000000,1193875850,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,전남청기본경비,경찰,2568099590
본부기본경비,4138000000,4138000000,223096280,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,전남청기본경비(총액인건비),경찰,694372340
본부기본경비,10863000000,10863000000,831896290,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,전북청기본경비,경찰,2097497080
본부기본경비,3363000000,3363000000,185407990,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,전북청기본경비(총액인건비),경찰,669121530
본부기본경비,3492000000,3492000000,225546820,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,제주청기본경비,경찰,651908610
본부기본경비,1053000000,1053000000,46980190,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,제주청기본경비(총액인건비),경찰,205046890
본부기본경비,10992000000,10992000000,914537280,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,충남청기본경비,경찰,1756538300
본부기본경비,3115000000,3115000000,189708880,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,충남청기본경비(총액인건비),경찰,506096520
본부기본경비,7546000000,7546000000,587992270,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,충북청기본경비,경찰,1530249080
본부기본경비,2474000000,2474000000,155861250,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,충북청기본경비(총액인건비),경찰,495073140
본부기본경비,112000000,112000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,치안상황관리관기본경비,경찰,23794000
본부기본경비,36000000,36000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,치안상황관리관기본경비(총액인건비),경찰,9000000
본부기본경비,99000000,99000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,형사국기본경비,경찰,41999000
본부기본경비,29000000,29000000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,형사국기본경비(총액인건비),경찰,17400000
본부인건비,6.59294E+11,6.59294E+11,46833917980,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰청인건비,경찰,62592038530
본부인건비,9.22487E+12,9.22478E+12,6.18635E+11,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,시도경찰청인건비,경찰,1.6454E+12
소속기관기본경비,2320000000,2320000000,198658510,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰대학기본경비,경찰,493906010
소속기관기본경비,405000000,405000000,34028740,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰대학기본경비(총액인건비),경찰,83203740
소속기관기본경비,1941000000,1941000000,10987770,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰인재개발원기본경비,경찰,43449030
소속기관기본경비,250000000,250000000,9663760,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰인재개발원기본경비(총액인건비),경찰,19493660
소속기관기본경비,510000000,510000000,40551410,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사연수원기본경비,경찰,68880370
소속기관기본경비,115000000,115000000,10139970,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사연수원기본경비(총액인건비),경찰,17349970
소속기관기본경비,3508000000,3508000000,343009070,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,중앙학교기본경비,경찰,792917040
소속기관기본경비,472000000,472000000,13730520,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,중앙학교기본경비(총액인건비),경찰,52620260
소속기관인건비,27075000000,27075000000,1929605850,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰대학인건비,경찰,4820872850
소속기관인건비,11202000000,11202000000,658916200,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰인재개발원인건비,경찰,1981344540
소속기관인건비,4817000000,4817000000,385510390,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사연수원인건비,경찰,978686090
소속기관인건비,58175000000,58175000000,4425187220,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,중앙학교인건비,경찰,8885267030
치안행정업무지원,31025000000,31713332600,481094800,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경무인사지원,경찰,703114800
치안행정업무지원,97580000000,98034757000,730382050,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,청사시설관리,경찰,730382050
치안행정업무지원,1.74441E+11,1.74441E+11,11147375330,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,치안지원인력운영,경찰,29596269220
치안행정업무지원,4.90412E+11,4.90412E+11,37568999910,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,치안활동지원,경찰,81645912340
행정효율성 증진 및 미래치안 활성화,2234000000,2251500000,0,202402,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,미래치안기반조성,경찰,57536000
공공안녕정보활동,33529000000,33529000000,163270760,202402,공공질서및안전,일반회계,2024,경찰청,공공안녕위험예방및대응강화,공공안녕정보활동,경찰,10518049810
공공안녕정보활동,1092000000,1092000000,0,202402,공공질서및안전,일반회계,2024,경찰청,공공안녕위험예방및대응강화,정보업무전산화(정보화),경찰,0
정책연구개발(R&D),4636000000,4636000000,4636000000,202402,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,경찰건강 스마트관리(R&D),경찰,4636000000
정책연구개발(R&D),2359000000,2359000000,2359000000,202402,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,경찰장비 개선(R&D),경찰,2359000000
정책연구개발(R&D),1092000000,1092000000,0,202402,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,과학기술 기반 군중밀집 관리 기술 개발(R&D),경찰,0
정책연구개발(R&D),7476000000,7476000000,7476000000,202402,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,과학적 범죄수사 고도화 기술 개발(R&D)경찰청,경찰,7476000000
정책연구개발(R&D),1464000000,1464000000,0,202402,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,과학치안 공공연구성과 실용화 촉진 시범사업(R&D),경찰,0
정책연구개발(R&D),170000000,170000000,0,202402,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,국민위해인자에대응한기체분자식별분석기술개발(R&D)(경찰청),경찰,0
정책연구개발(R&D),934000000,934000000,934000000,202402,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,미래치안 도전기술 개발(R&D),경찰,934000000
정책연구개발(R&D),1067000000,1067000000,1067000000,202402,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,미래형 국민 치안서비스 개발(R&D)(경찰청),경찰,1067000000
정책연구개발(R&D),500000000,500000000,0,202402,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,불법 마약류 대응을 위한 현장기술 개발(R&D),경찰,0
정책연구개발(R&D),1536000000,1536000000,1536000000,202402,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,불법드론 지능형 대응기술 개발(R&D)(경찰청),경찰,1536000000
정책연구개발(R&D),1897000000,1897000000,1897000000,202402,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,사이버수사 지원기술 개발(R&D),경찰,1897000000
정책연구개발(R&D),1872000000,1872000000,1872000000,202402,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,사회적 약자 보호 강화기술 개발(R&D),경찰,1872000000
정책연구개발(R&D),22090000000,22090000000,22090000000,202402,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,자율주행 기술개발 혁신사업(R&D)(경찰청),경찰,22090000000
정책연구개발(R&D),5393000000,5393000000,5393000000,202402,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,치안현장 맞춤형 연구개발(폴리스랩2.0)(R&D)(경찰청),경찰,5393000000
정책연구개발(R&D),4205000000,4205000000,4205000000,202402,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,효율적인 치안활동을 위한 현장지원 기술개발(R&D)(경찰청),경찰,4205000000
교통사고예방,1.22277E+11,1.22558E+11,8067478000,202402,공공질서및안전,일반회계,2024,경찰청,교통안전·소통확보,교통과학장비관리,경찰,10055752920
교통사고예방,42894000000,42938500000,1659481180,202402,공공질서및안전,일반회계,2024,경찰청,교통안전·소통확보,교통안전활동,경찰,7479752910
교통사고예방,1.45005E+11,1.45005E+11,25000000000,202402,공공질서및안전,일반회계,2024,경찰청,교통안전·소통확보,도로교통공단출연(출연금),경찰,50000000000
교통행정전산화(정보화),3310000000,3310000000,36080500,202402,공공질서및안전,일반회계,2024,경찰청,교통안전·소통확보,교통행정전산화(정보화),경찰,133760500
국제교류협력활동,2744000000,2744000000,0,202402,공공질서및안전,일반회계,2024,경찰청,국가안보확보,국제치안활동강화(ODA),경찰,1830000000
국제교류협력활동,5794000000,5794000000,0,202402,공공질서및안전,일반회계,2024,경찰청,국가안보확보,해외치안협력강화,경찰,4324008000
대테러위기상황관리,32347000000,32492829380,572340290,202402,공공질서및안전,일반회계,2024,경찰청,국가안보확보,대테러위기상황관리,경찰,5561469260
외사경찰활동,6827000000,6827000000,80164040,202402,공공질서및안전,일반회계,2024,경찰청,국가안보확보,외사경찰활동,경찰,2094878640
수사업무정보화(정보화),10407000000,10407000000,0,202402,공공질서및안전,일반회계,2024,경찰청,범죄수사활동,과학수사시스템구축(정보화),경찰,0
수사업무정보화(정보화),11975000000,12122367400,17508350,202402,공공질서및안전,일반회계,2024,경찰청,범죄수사활동,사이버수사시스템구축(정보화),경찰,393369860
수사업무정보화(정보화),7181000000,7181000000,274833330,202402,공공질서및안전,일반회계,2024,경찰청,범죄수사활동,형사사법업무전산화(정보화),경찰,274833330
수사지원 및 수사역량강화,37902000000,37902000000,3721774050,202402,공공질서및안전,일반회계,2024,경찰청,범죄수사활동,과학수사역량강화,경찰,13336435420
수사지원 및 수사역량강화,14305000000,14305000000,50454340,202402,공공질서및안전,일반회계,2024,경찰청,범죄수사활동,사이버수사역량강화,경찰,743900020
수사지원 및 수사역량강화,10456000000,10456000000,233279060,202402,공공질서및안전,일반회계,2024,경찰청,범죄수사활동,수사인권및피해자보호활동,경찰,655648790
수사지원 및 수사역량강화,2.32813E+11,2.32852E+11,14465974830,202402,공공질서및안전,일반회계,2024,경찰청,범죄수사활동,수사지원,경찰,42214012070
수사지원 및 수사역량강화,42572000000,42572000000,1585040610,202402,공공질서및안전,일반회계,2024,경찰청,범죄수사활동,안보수사역량강화,경찰,10344566640
수사지원 및 수사역량강화,9364000000,9364000000,75989310,202402,공공질서및안전,일반회계,2024,경찰청,범죄수사활동,지능·경제범죄수사역량강화,경찰,764469310
