회계연도,회계월,소관,소관명,회계,회계명,수입관코드,수입관명,수입항코드,수입항명,수입목코드,수입목명,예산,수납본월금액,수납누계금액
2015,1,7,대법원,110,일반회계,13,재화및용역판매수입,65,면허료및수수료,651,면허료및수수료,4.21E+11,23257274590,23257274590
2015,1,7,대법원,110,일반회계,13,재화및용역판매수입,69,잡수입,691,기타잡수입,130000000,10470080,10470080
2015,1,7,대법원,110,일반회계,40,정부내부수입및기타,91,전입금,912,기타특별회계전입금,78510000000,0,0
2015,1,7,대법원,215,등기특별회계,11,재산수입,51,관유물대여료,511,토지대여료,0,1720590,1720590
2015,1,7,대법원,215,등기특별회계,11,재산수입,51,관유물대여료,512,건물대여료,50000000,0,0
2015,1,7,대법원,215,등기특별회계,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,30000000,0,0
2015,1,7,대법원,215,등기특별회계,13,재화및용역판매수입,65,면허료및수수료,651,면허료및수수료,2.83E+11,19740282790,19740282790
2015,1,7,대법원,215,등기특별회계,15,관유물매각대,71,고정자산매각대,711,건물매각대,230000000,0,0
2015,1,7,대법원,215,등기특별회계,15,관유물매각대,72,토지및무형자산매각대,721,토지매각대,11000000000,0,0
2015,1,7,대법원,215,등기특별회계,33,전년도이월금,88,전년도이월금,881,전년도이월금,10000000000,0,0
2015,1,8,헌법재판소,110,일반회계,13,재화및용역판매수입,69,잡수입,691,기타잡수입,16000000,0,0
2015,1,9,중앙선거관리위원회,110,일반회계,11,재산수입,51,관유물대여료,511,토지대여료,5000000,0,0
2015,1,9,중앙선거관리위원회,110,일반회계,11,재산수입,51,관유물대여료,512,건물대여료,31000000,0,0
2015,1,9,중앙선거관리위원회,110,일반회계,11,재산수입,51,관유물대여료,513,기타관유물대여료,0,745050,745050
2015,1,9,중앙선거관리위원회,110,일반회계,11,재산수입,54,기타이자수입및재산수입,545,기타재산수입,20000000,273750,273750
2015,1,9,중앙선거관리위원회,110,일반회계,12,경상이전수입,56,"벌금,몰수금및과태료",563,과태료,100000000,0,0
2015,1,9,중앙선거관리위원회,110,일반회계,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,453000000,93212610,93212610
2015,1,9,중앙선거관리위원회,110,일반회계,13,재화및용역판매수입,69,잡수입,691,기타잡수입,30000000,0,0
2015,1,9,중앙선거관리위원회,110,일반회계,15,관유물매각대,71,고정자산매각대,712,기계기구매각대,10000000,0,0
2015,1,13,법무부,110,일반회계,11,재산수입,51,관유물대여료,511,토지대여료,467000000,-14819450,-14819450
2015,1,13,법무부,110,일반회계,11,재산수입,51,관유물대여료,512,건물대여료,349000000,8390870,8390870
2015,1,13,법무부,110,일반회계,11,재산수입,51,관유물대여료,513,기타관유물대여료,0,-426150,-426150
2015,1,13,법무부,110,일반회계,11,재산수입,54,기타이자수입및재산수입,545,기타재산수입,339000000,51692510,51692510
2015,1,13,법무부,110,일반회계,12,경상이전수입,56,"벌금,몰수금및과태료",561,벌금및과료,1.65E+12,1.03E+11,1.03E+11
2015,1,13,법무부,110,일반회계,12,경상이전수입,56,"벌금,몰수금및과태료",562,몰수금및추징금,1.69E+11,12166529150,12166529150
2015,1,13,법무부,110,일반회계,12,경상이전수입,56,"벌금,몰수금및과태료",563,과태료,12167000000,571597170,571597170
2015,1,13,법무부,110,일반회계,12,경상이전수입,56,"벌금,몰수금및과태료",564,징계부과금,283000000,2152000,2152000
2015,1,13,법무부,110,일반회계,12,경상이전수입,57,변상금및위약금,571,변상금,72000000,641470,641470
2015,1,13,법무부,110,일반회계,12,경상이전수입,57,변상금및위약금,572,위약금,687000000,16627640,16627640
2015,1,13,법무부,110,일반회계,12,경상이전수입,58,가산금,581,가산금,12000000,58780,58780
2015,1,13,법무부,110,일반회계,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,7980000000,10072504650,10072504650
2015,1,13,법무부,110,일반회계,13,재화및용역판매수입,65,면허료및수수료,651,면허료및수수료,1225000000,446724580,446724580
2015,1,13,법무부,110,일반회계,13,재화및용역판매수입,69,잡수입,691,기타잡수입,1429000000,62438930,62438930
2015,1,13,법무부,110,일반회계,14,수입대체경비수입,65,면허료및수수료,651,면허료및수수료,15459000000,439879850,439879850
2015,1,13,법무부,110,일반회계,14,수입대체경비수입,69,잡수입,691,기타잡수입,516000000,0,0
2015,1,13,법무부,110,일반회계,15,관유물매각대,71,고정자산매각대,712,기계기구매각대,22000000,0,0
2015,1,13,법무부,110,일반회계,15,관유물매각대,71,고정자산매각대,713,기타고정자산매각대,716000000,0,0
2015,1,13,법무부,110,일반회계,15,관유물매각대,72,토지및무형자산매각대,721,토지매각대,0,0,0
2015,1,13,법무부,219,교도작업특별회계,11,재산수입,54,기타이자수입및재산수입,545,기타재산수입,0,179580,179580
2015,1,13,법무부,219,교도작업특별회계,13,재화및용역판매수입,63,교도소수입,631,교도소수입,44537000000,825059980,825059980
2015,1,13,법무부,219,교도작업특별회계,13,재화및용역판매수입,69,잡수입,691,기타잡수입,309000000,3175900,3175900
2015,1,13,법무부,219,교도작업특별회계,33,전년도이월금,88,전년도이월금,881,전년도이월금,301000000,0,0
2015,1,13,법무부,219,교도작업특별회계,40,정부내부수입및기타,92,예탁원금회수,923,기금예탁원금회수,11952000000,0,0
2015,1,13,법무부,219,교도작업특별회계,40,정부내부수입및기타,95,예탁이자수입,953,기금예탁이자수입,261000000,0,0
2015,1,13,법무부,233,혁신도시건설특별회계,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,0,10460,10460
2015,1,13,법무부,233,혁신도시건설특별회계,15,관유물매각대,71,고정자산매각대,711,건물매각대,2435000000,0,0
2015,1,13,법무부,233,혁신도시건설특별회계,15,관유물매각대,72,토지및무형자산매각대,721,토지매각대,16923000000,0,0
2015,1,13,법무부,583,범죄피해자보호기금,11,재산수입,54,기타이자수입및재산수입,545,기타재산수입,0,2227710,2227710
2015,1,13,법무부,583,범죄피해자보호기금,12,경상이전수입,57,변상금및위약금,571,변상금,118000000,26718170,26718170
2015,1,13,법무부,583,범죄피해자보호기금,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,0,88923380,88923380
2015,1,13,법무부,583,범죄피해자보호기금,31,차입금및여유자금회수,85,정부예금회수,852,통화금융기관예치금회수,5390000000,0,0
2015,1,13,법무부,583,범죄피해자보호기금,40,정부내부수입및기타,91,전입금,911,일반회계전입금,86014000000,36608800000,36608800000
2015,1,14,국방부,110,일반회계,11,재산수입,51,관유물대여료,511,토지대여료,3584000000,328084260,328084260
2015,1,14,국방부,110,일반회계,11,재산수입,51,관유물대여료,512,건물대여료,1247000000,93849370,93849370
2015,1,14,국방부,110,일반회계,11,재산수입,51,관유물대여료,513,기타관유물대여료,808000000,15544100,15544100
2015,1,14,국방부,110,일반회계,11,재산수입,54,기타이자수입및재산수입,545,기타재산수입,1606000000,138392870,138392870
2015,1,14,국방부,110,일반회계,12,경상이전수입,56,"벌금,몰수금및과태료",561,벌금및과료,4575000000,385543250,385543250
2015,1,14,국방부,110,일반회계,12,경상이전수입,56,"벌금,몰수금및과태료",562,몰수금및추징금,187000000,5000000,5000000
2015,1,14,국방부,110,일반회계,12,경상이전수입,57,변상금및위약금,571,변상금,1991000000,77962680,77962680
2015,1,14,국방부,110,일반회계,12,경상이전수입,57,변상금및위약금,572,위약금,16000000000,2155760110,2155760110
2015,1,14,국방부,110,일반회계,12,경상이전수입,58,가산금,581,가산금,90000000,62740,62740
2015,1,14,국방부,110,일반회계,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,75242000000,7221681750,7221681750
2015,1,14,국방부,110,일반회계,13,재화및용역판매수입,62,병원수입,621,병원수입,9444000000,1305907610,1305907610
2015,1,14,국방부,110,일반회계,13,재화및용역판매수입,65,면허료및수수료,651,면허료및수수료,517000000,0,0
2015,1,14,국방부,110,일반회계,13,재화및용역판매수입,67,항공항만및용수수입,671,항공항만수입,961000000,0,0
2015,1,14,국방부,110,일반회계,13,재화및용역판매수입,69,잡수입,691,기타잡수입,29218000000,1202135220,1202135220
2015,1,14,국방부,110,일반회계,13,재화및용역판매수입,69,잡수입,697,기타영업외잡수익,0,0,0
2015,1,14,국방부,110,일반회계,15,관유물매각대,72,토지및무형자산매각대,721,토지매각대,261000000,0,0
2015,1,14,국방부,230,주한미군기지이전특별회계,11,재산수입,51,관유물대여료,511,토지대여료,6063000000,453866090,453866090
2015,1,14,국방부,230,주한미군기지이전특별회계,11,재산수입,54,기타이자수입및재산수입,545,기타재산수입,2815000000,0,0
2015,1,14,국방부,230,주한미군기지이전특별회계,12,경상이전수입,57,변상금및위약금,571,변상금,39000000,1746800,1746800
2015,1,14,국방부,230,주한미군기지이전특별회계,12,경상이전수입,58,가산금,581,가산금,8000000,0,0
2015,1,14,국방부,230,주한미군기지이전특별회계,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,146000000,163740,163740
2015,1,14,국방부,230,주한미군기지이전특별회계,13,재화및용역판매수입,69,잡수입,691,기타잡수입,15000000,0,0
2015,1,14,국방부,230,주한미군기지이전특별회계,15,관유물매각대,72,토지및무형자산매각대,721,토지매각대,1.97E+11,209515440,209515440
2015,1,14,국방부,230,주한미군기지이전특별회계,40,정부내부수입및기타,94,예수금,943,기금예수금,5.70E+11,0,0
2015,1,14,국방부,232,국방·군사시설이전특별회계,11,재산수입,54,기타이자수입및재산수입,545,기타재산수입,176000000,1044680,1044680
2015,1,14,국방부,232,국방·군사시설이전특별회계,12,경상이전수입,58,가산금,581,가산금,0,0,0
2015,1,14,국방부,232,국방·군사시설이전특별회계,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,628000000,58142390,58142390
2015,1,14,국방부,232,국방·군사시설이전특별회계,15,관유물매각대,71,고정자산매각대,711,건물매각대,0,0,0
2015,1,14,국방부,232,국방·군사시설이전특별회계,15,관유물매각대,71,고정자산매각대,713,기타고정자산매각대,0,18990000,18990000
2015,1,14,국방부,232,국방·군사시설이전특별회계,15,관유물매각대,72,토지및무형자산매각대,721,토지매각대,3.45E+11,13881073710,13881073710
2015,1,14,국방부,232,국방·군사시설이전특별회계,15,관유물매각대,72,토지및무형자산매각대,722,입목죽매각대,0,1575000,1575000
2015,1,14,국방부,232,국방·군사시설이전특별회계,33,전년도이월금,88,전년도이월금,881,전년도이월금,173000000,0,0
2015,1,14,국방부,232,국방·군사시설이전특별회계,40,정부내부수입및기타,95,예탁이자수입,953,기금예탁이자수입,7484000000,0,0
2015,1,14,국방부,233,혁신도시건설특별회계,15,관유물매각대,71,고정자산매각대,711,건물매각대,17846000000,0,0
2015,1,14,국방부,233,혁신도시건설특별회계,15,관유물매각대,72,토지및무형자산매각대,721,토지매각대,89019000000,0,0
2015,1,14,국방부,516,군인연금기금,11,재산수입,51,관유물대여료,511,토지대여료,312000000,59042020,59042020
2015,1,14,국방부,516,군인연금기금,11,재산수입,51,관유물대여료,512,건물대여료,3035000000,224489210,224489210
2015,1,14,국방부,516,군인연금기금,11,재산수입,54,기타이자수입및재산수입,545,기타재산수입,10582000000,157789550,157789550
2015,1,14,국방부,516,군인연금기금,12,경상이전수입,55,연금수입,551,연금기여금,5.20E+11,41032638020,41032638020
2015,1,14,국방부,516,군인연금기금,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,6088000000,541782580,541782580
2015,1,14,국방부,516,군인연금기금,31,차입금및여유자금회수,85,정부예금회수,852,통화금융기관예치금회수,50000000000,0,0
2015,1,14,국방부,516,군인연금기금,31,차입금및여유자금회수,85,정부예금회수,853,비통화금융기관예치금회수,50000000000,2.00E+11,2.00E+11
2015,1,14,국방부,516,군인연금기금,40,정부내부수입및기타,91,전입금,911,일반회계전입금,2.33E+12,2.71E+11,2.71E+11
2015,1,14,국방부,544,군인복지기금,11,재산수입,51,관유물대여료,511,토지대여료,34000000,-24650,-24650
2015,1,14,국방부,544,군인복지기금,11,재산수입,51,관유물대여료,512,건물대여료,16652000000,1644130790,1644130790
2015,1,14,국방부,544,군인복지기금,11,재산수입,51,관유물대여료,513,기타관유물대여료,1500000000,0,0
2015,1,14,국방부,544,군인복지기금,11,재산수입,54,기타이자수입및재산수입,544,기타민간이자수입,0,0,0
2015,1,14,국방부,544,군인복지기금,11,재산수입,54,기타이자수입및재산수입,545,기타재산수입,8975000000,189362950,189362950
2015,1,14,국방부,544,군인복지기금,12,경상이전수입,57,변상금및위약금,571,변상금,80000000,3425800,3425800
2015,1,14,국방부,544,군인복지기금,12,경상이전수입,57,변상금및위약금,572,위약금,167000000,108413940,108413940
2015,1,14,국방부,544,군인복지기금,12,경상이전수입,58,가산금,581,가산금,40000000,0,0
2015,1,14,국방부,544,군인복지기금,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,3762000000,64215860,64215860
2015,1,14,국방부,544,군인복지기금,13,재화및용역판매수입,64,입장료수입,641,입장료수입,1.04E+11,5314361900,5314361900
2015,1,14,국방부,544,군인복지기금,13,재화및용역판매수입,69,잡수입,691,기타잡수입,2.74E+11,20553115750,20553115750
2015,1,14,국방부,544,군인복지기금,20,융자및전대차관원금회수,75,융자원금회수,754,기타민간융자원금회수,1.97E+11,16865167460,16865167460
2015,1,14,국방부,544,군인복지기금,31,차입금및여유자금회수,85,정부예금회수,852,통화금융기관예치금회수,1.71E+11,8445694450,8445694450
2015,1,14,국방부,544,군인복지기금,31,차입금및여유자금회수,85,정부예금회수,853,비통화금융기관예치금회수,1.40E+11,134823670,134823670
2015,1,14,국방부,544,군인복지기금,40,정부내부수입및기타,91,전입금,911,일반회계전입금,690000000,690000000,690000000
2015,1,19,고용노동부,110,일반회계,11,재산수입,51,관유물대여료,512,건물대여료,22000000,0,0
2015,1,19,고용노동부,110,일반회계,11,재산수입,54,기타이자수입및재산수입,545,기타재산수입,670000000,430072510,430072510
2015,1,19,고용노동부,110,일반회계,12,경상이전수입,56,"벌금,몰수금및과태료",561,벌금및과료,0,0,0
2015,1,19,고용노동부,110,일반회계,12,경상이전수입,56,"벌금,몰수금및과태료",563,과태료,33200000000,1967957370,1967957370
2015,1,19,고용노동부,110,일반회계,12,경상이전수입,56,"벌금,몰수금및과태료",564,징계부과금,20000000,0,0
2015,1,19,고용노동부,110,일반회계,12,경상이전수입,56,"벌금,몰수금및과태료",565,과징금,50000000,0,0
2015,1,19,고용노동부,110,일반회계,12,경상이전수입,57,변상금및위약금,571,변상금,0,0,0
2015,1,19,고용노동부,110,일반회계,12,경상이전수입,57,변상금및위약금,572,위약금,2000000,0,0
2015,1,19,고용노동부,110,일반회계,12,경상이전수입,58,가산금,581,가산금,51000000,12910810,12910810
2015,1,19,고용노동부,110,일반회계,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,30298000000,10520446490,10520446490
2015,1,19,고용노동부,110,일반회계,13,재화및용역판매수입,65,면허료및수수료,651,면허료및수수료,4000000,257620,257620
2015,1,19,고용노동부,110,일반회계,13,재화및용역판매수입,69,잡수입,691,기타잡수입,5000000,0,0
2015,1,19,고용노동부,110,일반회계,15,관유물매각대,71,고정자산매각대,711,건물매각대,0,6000000,6000000
2015,1,19,고용노동부,110,일반회계,15,관유물매각대,71,고정자산매각대,713,기타고정자산매각대,0,0,0
2015,1,19,고용노동부,216,에너지및자원사업특별회계,12,경상이전수입,59,기타경상이전수입,593,법정부담금,7000000,0,0
2015,1,19,고용노동부,216,에너지및자원사업특별회계,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,23000000,18949010,18949010
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,7,사회보장기여금,38,사회보장기여금,381,고용주부담금,6.20E+12,3.42E+11,3.42E+11
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,7,사회보장기여금,38,사회보장기여금,382,피고용자분담금,4669000000,348572050,348572050
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,11,재산수입,51,관유물대여료,511,토지대여료,684000000,0,0
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,11,재산수입,51,관유물대여료,512,건물대여료,131000000,0,0
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,11,재산수입,54,기타이자수입및재산수입,544,기타민간이자수입,12008000000,122610500,122610500
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,11,재산수입,54,기타이자수입및재산수입,545,기타재산수입,1.69E+11,3344360470,3344360470
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,12,경상이전수입,56,"벌금,몰수금및과태료",561,벌금및과료,20000000,0,0
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,12,경상이전수입,58,가산금,581,가산금,5513000000,162562520,162562520
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,1.48E+11,8250932824,8250932824
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,13,재화및용역판매수입,69,잡수입,691,기타잡수입,9440000000,567540,567540
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,15,관유물매각대,71,고정자산매각대,711,건물매각대,3030000000,0,0
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,15,관유물매각대,72,토지및무형자산매각대,721,토지매각대,3594000000,0,0
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,20,융자및전대차관원금회수,75,융자원금회수,754,기타민간융자원금회수,1.08E+11,7146791800,7146791800
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,31,차입금및여유자금회수,85,정부예금회수,851,한국은행예치금회수,20512000000,0,0
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,31,차입금및여유자금회수,85,정부예금회수,852,통화금융기관예치금회수,6.61E+11,0,0
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,31,차입금및여유자금회수,85,정부예금회수,853,비통화금융기관예치금회수,4.24E+12,0,0
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,40,정부내부수입및기타,91,전입금,911,일반회계전입금,15500000000,9200000000,9200000000
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,40,정부내부수입및기타,92,예탁원금회수,923,기금예탁원금회수,3.00E+11,0,0
2015,1,19,고용노동부,523,산업재해보상보험및예방기금,40,정부내부수입및기타,95,예탁이자수입,953,기금예탁이자수입,27975000000,0,0
2015,1,19,고용노동부,535,장애인고용촉진및직업재활기금,11,재산수입,54,기타이자수입및재산수입,544,기타민간이자수입,59000000,69850,69850
2015,1,19,고용노동부,535,장애인고용촉진및직업재활기금,11,재산수입,54,기타이자수입및재산수입,545,기타재산수입,9208000000,702896110,702896110
2015,1,19,고용노동부,535,장애인고용촉진및직업재활기금,12,경상이전수입,58,가산금,581,가산금,381000000,112795380,112795380
2015,1,19,고용노동부,535,장애인고용촉진및직업재활기금,12,경상이전수입,59,기타경상이전수입,593,법정부담금,3.34E+11,1.13E+11,1.13E+11
2015,1,19,고용노동부,535,장애인고용촉진및직업재활기금,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,5426000000,119612710,119612710
2015,1,19,고용노동부,535,장애인고용촉진및직업재활기금,20,융자및전대차관원금회수,75,융자원금회수,754,기타민간융자원금회수,4496000000,306295000,306295000
2015,1,19,고용노동부,535,장애인고용촉진및직업재활기금,31,차입금및여유자금회수,85,정부예금회수,851,한국은행예치금회수,300000000,0,0
2015,1,19,고용노동부,535,장애인고용촉진및직업재활기금,31,차입금및여유자금회수,85,정부예금회수,852,통화금융기관예치금회수,1.10E+11,0,0
2015,1,19,고용노동부,535,장애인고용촉진및직업재활기금,31,차입금및여유자금회수,85,정부예금회수,853,비통화금융기관예치금회수,1.64E+11,0,0
2015,1,19,고용노동부,535,장애인고용촉진및직업재활기금,40,정부내부수입및기타,91,전입금,911,일반회계전입금,25000000000,25000000000,25000000000
2015,1,19,고용노동부,541,고용보험기금,7,사회보장기여금,38,사회보장기여금,381,고용주부담금,5.53E+12,3.39E+11,3.39E+11
2015,1,19,고용노동부,541,고용보험기금,7,사회보장기여금,38,사회보장기여금,382,피고용자분담금,3.07E+12,1.89E+11,1.89E+11
2015,1,19,고용노동부,541,고용보험기금,11,재산수입,51,관유물대여료,511,토지대여료,0,0,0
2015,1,19,고용노동부,541,고용보험기금,11,재산수입,51,관유물대여료,512,건물대여료,206000000,5533690,5533690
2015,1,19,고용노동부,541,고용보험기금,11,재산수입,54,기타이자수입및재산수입,544,기타민간이자수입,5333000000,48063170,48063170
2015,1,19,고용노동부,541,고용보험기금,11,재산수입,54,기타이자수입및재산수입,545,기타재산수입,85388000000,6032397890,6032397890
2015,1,19,고용노동부,541,고용보험기금,12,경상이전수입,58,가산금,581,가산금,3379000000,116434680,116434680
2015,1,19,고용노동부,541,고용보험기금,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,1.18E+11,5315716658,5315716658
2015,1,19,고용노동부,541,고용보험기금,13,재화및용역판매수입,69,잡수입,691,기타잡수입,15000000,11758040,11758040
2015,1,19,고용노동부,541,고용보험기금,13,재화및용역판매수입,69,잡수입,697,기타영업외잡수익,20000000,640030,640030
2015,1,19,고용노동부,541,고용보험기금,15,관유물매각대,71,고정자산매각대,713,기타고정자산매각대,0,0,0
2015,1,19,고용노동부,541,고용보험기금,20,융자및전대차관원금회수,75,융자원금회수,754,기타민간융자원금회수,60752000000,6681015150,6681015150
2015,1,19,고용노동부,541,고용보험기금,31,차입금및여유자금회수,85,정부예금회수,851,한국은행예치금회수,26056000000,0,0
2015,1,19,고용노동부,541,고용보험기금,31,차입금및여유자금회수,85,정부예금회수,852,통화금융기관예치금회수,3.65E+11,0,0
2015,1,19,고용노동부,541,고용보험기금,31,차입금및여유자금회수,85,정부예금회수,853,비통화금융기관예치금회수,1.89E+12,0,0
2015,1,19,고용노동부,541,고용보험기금,40,정부내부수입및기타,91,전입금,911,일반회계전입금,70718000000,718000000,718000000
2015,1,19,고용노동부,547,임금채권보장기금,11,재산수입,54,기타이자수입및재산수입,544,기타민간이자수입,74000000,6792550,6792550
2015,1,19,고용노동부,547,임금채권보장기금,11,재산수입,54,기타이자수입및재산수입,545,기타재산수입,34584000000,123806500,123806500
2015,1,19,고용노동부,547,임금채권보장기금,12,경상이전수입,58,가산금,581,가산금,143000000,3647620,3647620
2015,1,19,고용노동부,547,임금채권보장기금,12,경상이전수입,59,기타경상이전수입,593,법정부담금,3.57E+11,21959945750,21959945750
2015,1,19,고용노동부,547,임금채권보장기금,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,98238000000,9142235000,9142235000
2015,1,19,고용노동부,547,임금채권보장기금,15,관유물매각대,71,고정자산매각대,713,기타고정자산매각대,0,0,0
2015,1,19,고용노동부,547,임금채권보장기금,20,융자및전대차관원금회수,75,융자원금회수,754,기타민간융자원금회수,853000000,21876120,21876120
2015,1,19,고용노동부,547,임금채권보장기금,31,차입금및여유자금회수,85,정부예금회수,851,한국은행예치금회수,4500000000,0,0
2015,1,19,고용노동부,547,임금채권보장기금,31,차입금및여유자금회수,85,정부예금회수,852,통화금융기관예치금회수,1.00E+11,0,0
2015,1,19,고용노동부,547,임금채권보장기금,31,차입금및여유자금회수,85,정부예금회수,853,비통화금융기관예치금회수,6.02E+11,0,0
2015,1,19,고용노동부,547,임금채권보장기금,40,정부내부수입및기타,91,전입금,911,일반회계전입금,82000000,0,0
2015,1,19,고용노동부,547,임금채권보장기금,40,정부내부수입및기타,92,예탁원금회수,923,기금예탁원금회수,30000000000,0,0
2015,1,19,고용노동부,547,임금채권보장기금,40,정부내부수입및기타,95,예탁이자수입,953,기금예탁이자수입,5335000000,0,0
2015,1,19,고용노동부,558,근로복지진흥기금,11,재산수입,54,기타이자수입및재산수입,542,통화금융기관이자수입,49000000,670860,670860
2015,1,19,고용노동부,558,근로복지진흥기금,11,재산수입,54,기타이자수입및재산수입,543,비통화금융기관이자수입,4826000000,296426945,296426945
2015,1,19,고용노동부,558,근로복지진흥기금,11,재산수입,54,기타이자수입및재산수입,544,기타민간이자수입,4968000000,310385618,310385618
2015,1,19,고용노동부,558,근로복지진흥기금,11,재산수입,54,기타이자수입및재산수입,545,기타재산수입,165000000,13949599,13949599
2015,1,19,고용노동부,558,근로복지진흥기금,12,경상이전수입,59,기타경상이전수입,594,민간출연금,0,0,0
2015,1,19,고용노동부,558,근로복지진흥기금,12,경상이전수입,59,기타경상이전수입,596,기타경상이전수입,7933000000,508977362,508977362
2015,1,19,고용노동부,558,근로복지진흥기금,13,재화및용역판매수입,65,면허료및수수료,651,면허료및수수료,3724000000,227104477,227104477
2015,1,19,고용노동부,558,근로복지진흥기금,13,재화및용역판매수입,66,입학금및수업료,662,수업료,0,0,0
2015,1,19,고용노동부,558,근로복지진흥기금,13,재화및용역판매수입,69,잡수입,691,기타잡수입,2057000000,148973345,148973345
2015,1,19,고용노동부,558,근로복지진흥기금,14,수입대체경비수입,91,전입금,915,타계정전입금,0,0,0
2015,1,19,고용노동부,558,근로복지진흥기금,15,관유물매각대,71,고정자산매각대,711,건물매각대,0,0,0
2015,1,19,고용노동부,558,근로복지진흥기금,15,관유물매각대,71,고정자산매각대,713,기타고정자산매각대,0,0,0
