계정명,단위사업명,경비구분,목명,세목명,지출구분,분야명,회계명,회계연도,소관명,프로그램명,세부사업명,부문명,전년도국회확정금액,국회확정금액,정부안금액
,518 진상규명 지원,주요사업비(기금사업비),건설비,공사비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,일반행정,0.0,176770.0,176770.0
,518 진상규명 지원,주요사업비(기금사업비),건설비,실시설계비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,일반행정,0.0,18000.0,18000.0
,518 진상규명 지원,주요사업비(기금사업비),보전금,손실보상금,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,일반행정,22000.0,0.0,0.0
,518 진상규명 지원,주요사업비(기금사업비),보전금,포상금,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,일반행정,97200.0,29700.0,29700.0
,518 진상규명 지원,주요사업비(기금사업비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,일반행정,52000.0,41000.0,41000.0
,518 진상규명 지원,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,일반행정,2000.0,0.0,0.0
,518 진상규명 지원,주요사업비(기금사업비),여비,국내여비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,일반행정,924000.0,321000.0,321000.0
,518 진상규명 지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,일반행정,42430.0,0.0,0.0
,518 진상규명 지원,주요사업비(기금사업비),연구용역비,일반연구비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,일반행정,2564000.0,0.0,0.0
,518 진상규명 지원,주요사업비(기금사업비),운영비,관리용역비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,일반행정,20375.0,15000.0,15000.0
,518 진상규명 지원,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,일반행정,530995.0,949730.0,949730.0
,518 진상규명 지원,주요사업비(기금사업비),운영비,일반용역비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,일반행정,610000.0,200000.0,200000.0
,518 진상규명 지원,주요사업비(기금사업비),운영비,임차료,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,일반행정,0.0,8800.0,8800.0
,518 진상규명 지원,주요사업비(기금사업비),유형자산,자산취득비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,일반행정,60000.0,0.0,0.0
,기본경비,기본경비(경상운영비),민간이전,고용부담금,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,일반행정,95699.0,70493.0,70493.0
,기본경비,기본경비(경상운영비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,일반행정,31988.0,22390.0,22390.0
,기본경비,기본경비(경상운영비),운영비,공공요금및제세,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,일반행정,84440.0,62778.0,62778.0
,기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,일반행정,35754.0,18000.0,18000.0
,기본경비,기본경비(경상운영비),운영비,복리후생비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,일반행정,44238.0,32100.0,32100.0
,기본경비,기본경비(경상운영비),운영비,시설장비유지비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,일반행정,11975.0,9214.0,9214.0
,기본경비,기본경비(경상운영비),운영비,유류비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,일반행정,45450.0,25200.0,25200.0
,기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,일반행정,1397386.0,637474.0,637474.0
,기본경비,기본경비(경상운영비),운영비,임차료,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,일반행정,2062601.0,1514559.0,1514559.0
,기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,일반행정,63630.0,47250.0,47250.0
,기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,일반행정,19695.0,15000.0,15000.0
,기본경비,기본경비(경상운영비),인건비,상용임금,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,일반행정,341839.0,316047.0,316047.0
,기본경비,기본경비(경상운영비),직무수행경비,직책수행경비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,일반행정,82265.0,48375.0,48375.0
,기본경비,기본경비(경상운영비),직무수행경비,특정업무경비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,일반행정,104040.0,78120.0,78120.0
,인건비,인건비(기금인건비),인건비,보수,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,공무원 인건비,일반행정,3895403.0,2200070.0,2200070.0
,인건비,인건비(기금인건비),인건비,연가보상비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,공무원 인건비,일반행정,26597.0,30930.0,30930.0
,감사연구활동경비,주요사업비(기금사업비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,일반행정,21000.0,21000.0,21000.0
,감사연구활동경비,주요사업비(기금사업비),여비,국내여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,일반행정,24016.0,24000.0,24000.0
,감사연구활동경비,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,일반행정,52584.0,53000.0,53000.0
,감사연구활동경비,주요사업비(기금사업비),연구용역비,정책연구비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,일반행정,120000.0,220000.0,220000.0
,감사연구활동경비,주요사업비(기금사업비),운영비,공공요금및제세,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,일반행정,5000.0,5000.0,5000.0
,감사연구활동경비,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,일반행정,203400.0,178000.0,178000.0
,감사연구활동경비,주요사업비(기금사업비),운영비,임차료,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,일반행정,2000.0,2000.0,2000.0
,감사연구활동경비,주요사업비(기금사업비),유형자산,자산취득비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,일반행정,5000.0,5000.0,5000.0
,감사활동경비,주요사업비(기금사업비),보전금,포상금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,일반행정,268000.0,298000.0,298000.0
,감사활동경비,주요사업비(기금사업비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,일반행정,604000.0,839240.0,839240.0
,감사활동경비,주요사업비(기금사업비),여비,국내여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,일반행정,5815595.0,5942998.0,5942998.0
,감사활동경비,주요사업비(기금사업비),여비,국외교육여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,일반행정,60000.0,60000.0,60000.0
,감사활동경비,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,일반행정,491758.0,405000.0,405000.0
,감사활동경비,주요사업비(기금사업비),연구용역비,일반연구비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,일반행정,1900000.0,1700000.0,1700000.0
,감사활동경비,주요사업비(기금사업비),운영비,공공요금및제세,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,일반행정,31000.0,23000.0,23000.0
,감사활동경비,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,일반행정,1752274.0,1749627.0,1754627.0
,감사활동경비,주요사업비(기금사업비),유형자산,자산취득비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,일반행정,20000.0,20000.0,20000.0
,감사활동경비,주요사업비(기금사업비),직무수행경비,특정업무경비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,일반행정,4616380.0,4381142.0,4381142.0
,감사활동경비,주요사업비(기금사업비),특수활동비,특수활동비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,일반행정,1518993.0,1518993.0,1518993.0
,감사활동경비,주요사업비(기금사업비),보전금,포상금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,적극행정 지원,일반행정,25000.0,25000.0,25000.0
,감사활동경비,주요사업비(기금사업비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,적극행정 지원,일반행정,6000.0,6000.0,6000.0
,감사활동경비,주요사업비(기금사업비),여비,국내여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,적극행정 지원,일반행정,71127.0,57000.0,57000.0
,감사활동경비,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,적극행정 지원,일반행정,61873.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,적극행정 지원,일반행정,123000.0,115000.0,117000.0
,감사활동경비,주요사업비(기금사업비),운영비,일반용역비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,적극행정 지원,일반행정,54000.0,60000.0,60000.0
,국제교류협력강화,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사기구 역량강화(ODA),일반행정,4000.0,4000.0,4000.0
,국제교류협력강화,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사기구 역량강화(ODA),일반행정,50830.0,46000.0,51000.0
,국제교류협력강화,주요사업비(기금사업비),운영비,일반용역비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사기구 역량강화(ODA),일반행정,242170.0,242000.0,242000.0
,국제교류협력강화,주요사업비(기금사업비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,일반행정,50000.0,50000.0,50000.0
,국제교류협력강화,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,일반행정,31000.0,20000.0,20000.0
,국제교류협력강화,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,일반행정,331694.0,354000.0,361000.0
,국제교류협력강화,주요사업비(기금사업비),운영비,공공요금및제세,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,일반행정,3000.0,7000.0,7000.0
,국제교류협력강화,주요사업비(기금사업비),운영비,시설장비유지비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,일반행정,3000.0,3000.0,3000.0
,국제교류협력강화,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,일반행정,161000.0,115000.0,115000.0
,국제교류협력강화,주요사업비(기금사업비),운영비,일반용역비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,일반행정,0.0,136000.0,136000.0
,국제교류협력강화,주요사업비(기금사업비),운영비,임차료,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,일반행정,134306.0,47000.0,47000.0
,국제교류협력강화,주요사업비(기금사업비),해외이전,국제부담금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,일반행정,108000.0,122000.0,122000.0
,기본경비,기본경비(경상운영비),무형자산,무형자산,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,0.0,10000.0,10000.0
,기본경비,기본경비(경상운영비),민간이전,고용부담금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,507663.0,574663.0,574663.0
,기본경비,기본경비(경상운영비),보전금,포상금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,104000.0,104000.0,104000.0
,기본경비,기본경비(경상운영비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,212194.0,224204.0,228204.0
,기본경비,기본경비(경상운영비),여비,국내여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,183859.0,200859.0,200859.0
,기본경비,기본경비(경상운영비),여비,국외교육여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,33072.0,33072.0,33072.0
,기본경비,기본경비(경상운영비),연구용역비,일반연구비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,71000.0,64000.0,64000.0
,기본경비,기본경비(경상운영비),운영비,공공요금및제세,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,892903.0,897513.0,897513.0
,기본경비,기본경비(경상운영비),운영비,관리용역비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,77000.0,77412.0,77412.0
,기본경비,기본경비(경상운영비),운영비,급식비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,15000.0,11348.0,11348.0
,기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,495840.0,497266.0,497266.0
,기본경비,기본경비(경상운영비),운영비,복리후생비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,1096600.0,1067000.0,1067000.0
,기본경비,기본경비(경상운영비),운영비,시설장비유지비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,642750.0,614479.0,614479.0
,기본경비,기본경비(경상운영비),운영비,유류비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,342240.0,342595.0,342595.0
,기본경비,기본경비(경상운영비),운영비,일·숙직비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,49000.0,25000.0,25000.0
,기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,1871663.0,1804249.0,1804249.0
,기본경비,기본경비(경상운영비),운영비,일반용역비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,14400.0,16000.0,16000.0
,기본경비,기본경비(경상운영비),운영비,임차료,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,1262000.0,1159121.0,1169541.0
,기본경비,기본경비(경상운영비),운영비,재료비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,17000.0,17000.0,17000.0
,기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,261475.0,241284.0,241284.0
,기본경비,기본경비(경상운영비),운영비,피복비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,29000.0,33922.0,33922.0
,기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,149000.0,146500.0,146500.0
,기본경비,기본경비(경상운영비),인건비,상용임금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,3759428.0,3961448.0,3998028.0
,기본경비,기본경비(경상운영비),인건비,일용임금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,82873.0,64000.0,64000.0
,기본경비,기본경비(경상운영비),직무수행경비,직책수행경비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,1239000.0,1227129.0,1227129.0
,기본경비,기본경비(경상운영비),직무수행경비,특정업무경비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,41040.0,36936.0,36936.0
,수입대체경비,주요사업비(기금사업비),민간이전,고용부담금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,일반행정,0.0,21757.0,21757.0
,수입대체경비,주요사업비(기금사업비),여비,국내여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,일반행정,32800.0,33000.0,33000.0
,수입대체경비,주요사업비(기금사업비),운영비,복리후생비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,일반행정,0.0,2500.0,2500.0
,수입대체경비,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,일반행정,290200.0,271613.0,281613.0
,수입대체경비,주요사업비(기금사업비),운영비,임차료,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,일반행정,0.0,0.0,0.0
,수입대체경비,주요사업비(기금사업비),운영비,특근매식비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,일반행정,8000.0,8000.0,8000.0
,수입대체경비,주요사업비(기금사업비),유형자산,자산취득비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,일반행정,45000.0,44000.0,44000.0
,수입대체경비,주요사업비(기금사업비),인건비,상용임금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,일반행정,0.0,193130.0,193130.0
,인건비,인건비(기금인건비),인건비,보수,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,인건비,일반행정,91814823.0,93452915.0,93452915.0
,인건비,인건비(기금인건비),인건비,연가보상비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,인건비,일반행정,718177.0,729085.0,729085.0
,전산운영경비,주요사업비(기금사업비),건설비,공사비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),일반행정,0.0,88000.0,88000.0
,전산운영경비,주요사업비(기금사업비),민간이전,고용부담금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),일반행정,8000.0,4502.0,4502.0
,전산운영경비,주요사업비(기금사업비),연구용역비,일반연구비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),일반행정,0.0,428863.0,428863.0
,전산운영경비,주요사업비(기금사업비),운영비,공공요금및제세,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),일반행정,143000.0,133000.0,143000.0
,전산운영경비,주요사업비(기금사업비),운영비,관리용역비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),일반행정,4031157.0,4091490.0,4091490.0
,전산운영경비,주요사업비(기금사업비),운영비,복리후생비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),일반행정,1000.0,1000.0,1000.0
,전산운영경비,주요사업비(기금사업비),운영비,시설장비유지비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),일반행정,567464.0,568414.0,568414.0
,전산운영경비,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),일반행정,234500.0,234000.0,234000.0
,전산운영경비,주요사업비(기금사업비),운영비,임차료,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),일반행정,0.0,0.0,150000.0
,전산운영경비,주요사업비(기금사업비),유형자산,자산취득비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),일반행정,2480879.0,10275736.0,10585736.0
,전산운영경비,주요사업비(기금사업비),인건비,상용임금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),일반행정,39000.0,39995.0,39995.0
,청사 및 시설물 관리,주요사업비(기금사업비),건설비,감리비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,일반행정,17308.0,30395.0,30395.0
,청사 및 시설물 관리,주요사업비(기금사업비),건설비,공사비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,일반행정,2258750.0,2031286.0,2031286.0
,청사 및 시설물 관리,주요사업비(기금사업비),건설비,시설부대비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,일반행정,14166.0,11514.0,11514.0
,청사 및 시설물 관리,주요사업비(기금사업비),건설비,실시설계비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,일반행정,121481.0,119796.0,119796.0
,청사 및 시설물 관리,주요사업비(기금사업비),운영비,관리용역비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,일반행정,272000.0,308000.0,308000.0
,청사 및 시설물 관리,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,일반행정,217000.0,157993.0,157993.0
,청사 및 시설물 관리,주요사업비(기금사업비),운영비,임차료,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,일반행정,1096000.0,0.0,0.0
,청사 및 시설물 관리,주요사업비(기금사업비),유형자산,자산취득비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,일반행정,549295.0,581016.0,581016.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(개인정보정책국),일반행정,31200.0,27600.0,27600.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),여비,국내여비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(개인정보정책국),일반행정,22000.0,21000.0,21000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(개인정보정책국),일반행정,143800.0,111400.0,111400.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),운영비,임차료,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(개인정보정책국),일반행정,5000.0,5000.0,5000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(개인정보정책국),일반행정,10000.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),건설비,공사비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),일반행정,30000.0,150000.0,150000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),일반행정,66658.0,85958.0,85958.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),여비,국내여비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),일반행정,12394.0,33834.0,33834.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),일반행정,59377.0,59377.0,59377.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),운영비,공공요금및제세,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),일반행정,40000.0,37000.0,37000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),운영비,시설장비유지비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),일반행정,10000.0,20000.0,20000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),운영비,유류비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),일반행정,40000.0,23000.0,23000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),일반행정,78571.0,79831.0,79831.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),운영비,일반용역비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),일반행정,50000.0,70000.0,70000.0
