계정명,단위사업명,경비구분,지출구분,분야명,회계명,회계연도,소관명,프로그램명,세부사업명,부문명,전년도국회확정금액,국회확정금액,정부안금액
자본계정,국립중앙과학관기본경비(책특회계),기본경비(경상운영비),일반지출,과학기술,국립중앙과학관,2021,과학기술정보통신부,국립중앙과학관운영,"기본경비(자본계정,총액인건비 미대상)",과학기술인력및문화,100000.0,103000.0,103000.0
자본계정,시설관리(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2021,과학기술정보통신부,국립중앙과학관운영,시설운영(자본계정),과학기술인력및문화,1131000.0,1131000.0,1131000.0
자본계정,시설관리(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2021,과학기술정보통신부,국립중앙과학관운영,시설현대화사업(자본계정),과학기술인력및문화,2280000.0,3236000.0,3236000.0
자본계정,시설관리(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2021,과학기술정보통신부,국립중앙과학관운영,어린이과학관 건립,과학기술인력및문화,6418000.0,1774000.0,1774000.0
,디지털방송전환,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,디지털방송전환기반구축,저소득층 디지털방송 시청지원,문화예술,1325000.0,1193000.0,1193000.0
,기금운영비,기본경비(경상운영비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,방송통신발전기금운영비,기금관리비,문화예술,1953000.0,1924000.0,1944000.0
,기금운영비,인건비(기금인건비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,방송통신발전기금운영비,인건비,문화예술,2493000.0,2515000.0,2515000.0
,소외계층지원,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,이용자보호및공정경쟁,소외계층통신접근권보장,문화예술,1793000.0,1793000.0,1793000.0
,방송통신 개발도상국 지원,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,정보통신방송국제협력,"UN ESCAP ICT개발센터지원(정보화,ODA)",문화예술,713000.0,934000.0,934000.0
,방송통신 개발도상국 지원,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,정보통신방송국제협력,국제회의개최및국제기구활동지원,문화예술,2652000.0,2602000.0,2602000.0
,방송통신서비스해외진출,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,정보통신방송국제협력,개도국 정보통신방송 개발협력지원(ODA),문화예술,5511000.0,9690000.0,9690000.0
,방송통신서비스해외진출,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,정보통신방송국제협력,정보통신방송 해외진출지원,문화예술,1990000.0,2390000.0,2390000.0
,해외방송교류,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,정보통신방송국제협력,방송통신 교류촉진 지원,문화예술,530000.0,530000.0,530000.0
,전파방송산업 활성화,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,정보통신방송기반조성,전파기반 신산업 창출 및 중소기업 육성,문화예술,4170000.0,3069000.0,3069000.0
,전파방송산업 활성화,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,정보통신방송기반조성,전파기반중소기업전자파대책기술지원,문화예술,1698000.0,1350000.0,1350000.0
,주파수활용여건조성,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,정보통신방송기반조성,주파수 수급 및 정비체계 구축,문화예술,3154000.0,3391000.0,3391000.0
,방송산업육성기반구축,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,콘텐츠방송산업육성,스마트미디어산업 육성기반 구축(정보화),문화예술,3769000.0,3226000.0,3226000.0
,방송통신중소기업육성기반조성,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,콘텐츠방송산업육성,ICT 창의기업 육성,문화예술,14777000.0,14757000.0,14757000.0
,방송통신콘텐츠진흥,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,콘텐츠방송산업육성,과학전문방송제작지원,문화예술,5405000.0,5405000.0,5405000.0
,방송통신콘텐츠진흥,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,콘텐츠방송산업육성,디지털콘텐츠 코리아 펀드,문화예술,15000000.0,20000000.0,20000000.0
,방송통신콘텐츠진흥,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,콘텐츠방송산업육성,방송콘텐츠 진흥,문화예술,27177000.0,30505000.0,30505000.0
,콘텐츠 진흥,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,콘텐츠방송산업육성,VR·AR콘텐츠산업육성,문화예술,65930000.0,70360000.0,70060000.0
,콘텐츠 진흥,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,콘텐츠방송산업육성,디지털콘텐츠기업경쟁력강화,문화예술,25331000.0,25731000.0,25331000.0
,콘텐츠 진흥,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,콘텐츠방송산업육성,디지털콘텐츠산업생태계활성화(정보화),문화예술,22400000.0,25674000.0,24974000.0
,미디어 다양성 및 공공성 확보,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),미디어다양성증진,문화예술,4916000.0,3933000.0,3933000.0
,미디어 다양성 및 공공성 확보,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),방송광고·협찬고지모니터링 기반구축,문화예술,1688000.0,1705000.0,1705000.0
,미디어 다양성 및 공공성 확보,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),방송시장 경쟁상황 평가,문화예술,379000.0,379000.0,379000.0
,미디어 다양성 및 공공성 확보,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),방송시장 상생환경 조성,문화예술,300000.0,300000.0,300000.0
,미디어 다양성 및 공공성 확보,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),방송시장불공정행위조사지원,문화예술,679000.0,682000.0,682000.0
,미디어 다양성 및 공공성 확보,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),방송통신심의위원회지원,문화예술,34667000.0,36221000.0,36048000.0
,미디어 다양성 및 공공성 확보,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),소외계층방송접근권보장,문화예술,10911000.0,10911000.0,10911000.0
,미디어 다양성 및 공공성 확보,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),언론중재위원회지원,문화예술,12753000.0,12756000.0,12690000.0
,미디어 다양성 및 공공성 확보,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),인터넷 환경의 신뢰도 기반 조성(정보화),문화예술,610000.0,2740000.0,1040000.0
,미디어 다양성 및 공공성 확보,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),청각장애인용 자막수어방송 시스템 개발,문화예술,1100000.0,1550000.0,1550000.0
,방송인프라지원,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),EBS프로그램제작지원,문화예술,28339000.0,30916000.0,30916000.0
,방송인프라지원,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),KBS대외방송프로그램제작지원,문화예술,7841000.0,7841000.0,7841000.0
,방송인프라지원,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),국악방송지원,문화예술,6700000.0,6370000.0,6370000.0
,방송인프라지원,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),아리랑국제방송지원,문화예술,35447000.0,22987000.0,22987000.0
,방송인프라지원,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),"지역,중소방송 콘텐츠 경쟁력 강화",문화예술,4030000.0,4030000.0,4030000.0
,방송콘텐츠 경쟁력 강화,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),공영 디지털 방송콘텐츠 아카이브 구축,문화예술,0.0,0.0,0.0
,방송콘텐츠 경쟁력 강화,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),대형 공익성 방송프로그램 제작 지원,문화예술,0.0,0.0,0.0
,방송콘텐츠 경쟁력 강화,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),방송광고공공인프라구축지원,문화예술,2674000.0,2854000.0,2854000.0
,방송콘텐츠 경쟁력 강화,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),방송정보활용기반체계화,문화예술,504000.0,504000.0,504000.0
,방송콘텐츠 경쟁력 강화,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),방송콘텐츠 기반 강화,문화예술,310000.0,310000.0,310000.0
,방송콘텐츠 경쟁력 강화,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),방송평가기반조성,문화예술,823000.0,853000.0,853000.0
,방송콘텐츠 경쟁력 강화,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),지역밀착형 방송광고 활성화 기반구축,문화예술,1640000.0,1640000.0,1640000.0
,방송콘텐츠 경쟁력 강화,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),혁신형중소기업방송광고활성화지원,문화예술,1850000.0,1350000.0,1350000.0
,방송통신운영지원,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),방송통신국제협력강화,문화예술,3090000.0,2770000.0,2770000.0
,방송통신운영지원,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),방송통신융합정책연구,문화예술,2300000.0,2300000.0,2300000.0
,방송통신운영지원,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),재난방송 운영지원,문화예술,1903000.0,4020000.0,2520000.0
,시청자 권익보호 및 참여 활성화,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),공동체라디오 방송콘텐츠 경쟁력 강화,문화예술,200000.0,200000.0,200000.0
,시청자 권익보호 및 참여 활성화,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),시청자미디어재단지원,문화예술,19812000.0,18136000.0,18196000.0
,시청자 권익보호 및 참여 활성화,주요사업비(기금사업비),일반지출,문화및관광,방송통신발전기금,2021,과학기술정보통신부,행복한방송통신환경조성(KCC),시청자방송참여활성화지원,문화예술,1520000.0,1520000.0,1520000.0
,안전한인터넷정보활용기반구축(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,안전한인터넷활용기반구축(KCC),개인정보보호전문가육성체계구축,방송통신,350000.0,0.0,0.0
,안전한인터넷정보활용기반구축(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,안전한인터넷활용기반구축(KCC),건전한사이버윤리문화조성(정보화),방송통신,5087000.0,5317000.0,5317000.0
,안전한인터넷정보활용기반구축(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,안전한인터넷활용기반구축(KCC),불법유해정보차단기반마련,방송통신,1129000.0,2765000.0,2765000.0
,안전한인터넷정보활용기반구축(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,안전한인터넷활용기반구축(KCC),안전한 인터넷 이용환경 개선(정보화),방송통신,0.0,2330000.0,2330000.0
,안전한인터넷정보활용기반구축(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,안전한인터넷활용기반구축(KCC),위치정보 활용 긴급구조 지원체계 강화(정보화),방송통신,1288000.0,1288000.0,1288000.0
,안전한인터넷정보활용기반구축(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,안전한인터넷활용기반구축(KCC),위치정보산업활성화기반구축,방송통신,1300000.0,1300000.0,1300000.0
,안전한인터넷정보활용기반구축(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,안전한인터넷활용기반구축(KCC),지능정보사회 이용자보호 기반조성,방송통신,800000.0,980000.0,980000.0
,안전한인터넷정보활용기반구축(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,안전한인터넷활용기반구축(KCC),클린인터넷이용환경조성(정보화),방송통신,1315000.0,1415000.0,1415000.0
,전파방송산업 활성화(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,전파활용방송서비스산업,5G와 방송망 연동을 통한 신규미디어서비스 기술개발(R&D),방송통신,2300000.0,3900000.0,3900000.0
,전파방송산업 활성화(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,전파활용방송서비스산업,방송장비산업인프라구축(정보화),방송통신,1994000.0,1719000.0,1719000.0
,전파방송산업 활성화(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,전파활용방송서비스산업,복합전파환경에서의국민건강보호기반구축(R&D),방송통신,3000000.0,2820000.0,2820000.0
,전파방송산업 활성화(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,전파활용방송서비스산업,지상파를 활용한 재난경보서비스 도입,방송통신,1693000.0,1420000.0,1420000.0
,전파방송산업 활성화(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,전파활용방송서비스산업,차세대(UHD)방송서비스활성화기술개발(R&D),방송통신,7509000.0,0.0,0.0
,전파연구기반조성,주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,전파활용방송서비스산업,밀리미터파적합성평가시험시설구축,방송통신,664000.0,664000.0,664000.0
,전파연구기반조성,주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,전파활용방송서비스산업,방송통신국가표준화체계구축및활성화(정보화),방송통신,593000.0,563000.0,563000.0
,전파연구기반조성,주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,전파활용방송서비스산업,방송통신정보시스템구축및운영(정보화),방송통신,1838000.0,1909000.0,1909000.0
,전파연구기반조성,주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,전파활용방송서비스산업,전파자원의효율적확보기반조성(R&D),방송통신,4441000.0,3591000.0,3591000.0
,전파이용질서확립(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,전파활용방송서비스산업,전파교란국가대응체계구축및고도화사업,방송통신,9167000.0,8817000.0,8817000.0
,주파수회수및재배치손실보상(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,전파활용방송서비스산업,산업생활주파수활용기반구축(정보화),방송통신,2155000.0,4735000.0,4735000.0
,주파수회수및재배치손실보상(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,전파활용방송서비스산업,"주파수 활용여건 조성(R&D,정보화)",방송통신,3160000.0,0.0,0.0
,주파수회수및재배치손실보상(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,전파활용방송서비스산업,주파수회수및재배치손실보상(정보화),방송통신,950000.0,5358000.0,5358000.0
,공정경쟁및이용자보호(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,통신정책지원,공정경쟁 및 이용자보호 환경조성(방발)(정보화),방송통신,1968000.0,1971000.0,1971000.0
,공정경쟁및이용자보호(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,통신정책지원,교육콘텐츠 데이터요금 지원,방송통신,3170000.0,3170000.0,3170000.0
,공정경쟁및이용자보호(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,통신정책지원,버스 Wi-Fi 확대구축,방송통신,3350000.0,7183000.0,7183000.0
,공정경쟁및이용자보호(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,통신정책지원,이용자전화사기대응체계구축,방송통신,955000.0,907000.0,907000.0
,공정경쟁및이용자보호(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,통신정책지원,통신시장 경쟁상황 및 품질평가,방송통신,2112000.0,2006000.0,2006000.0
,공정경쟁및이용자보호(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,통신정책지원,특수번호 통신요금 지원,방송통신,679000.0,0.0,0.0
,네트워크기반조성,주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,통신정책지원,5G기반 정부업무망 고도화(정보화),방송통신,0.0,0.0,0.0
,네트워크기반조성,주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,통신정책지원,네트워크 인프라 구성(정보화),방송통신,13860000.0,67649000.0,67649000.0
,네트워크기반조성,주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,통신정책지원,양자암호통신 인프라 구축(정보화),방송통신,0.0,14000000.0,14000000.0
,네트워크기반조성,주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,통신정책지원,지역통신망고도화(정보화),방송통신,0.0,3730000.0,3730000.0
,AI경쟁력강화(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,SW산업진흥,디지털인프라(SW) 진단 및 개선(정보화),정보통신,0.0,3000000.0,3000000.0
,AI경쟁력강화(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,SW산업진흥,클라우드컴퓨팅산업육성(정보화),정보통신,29313000.0,58863000.0,58863000.0
,스마트화기술개발(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,인터넷융합산업,블록체인융합기술개발(R&D),정보통신,16060000.0,4700000.0,4700000.0
,인터넷이용환경고도화(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,인터넷융합산업,ICT 진흥 및 혁신 기반조성(R&D),정보통신,8045000.0,10045000.0,8045000.0
,인터넷이용환경고도화(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,인터넷융합산업,인터넷 이용환경 고도화(정보화),정보통신,12988000.0,13546000.0,13546000.0
,인터넷이용환경고도화(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,인터넷융합산업,지능형 초연결망 인프라 기반조성,정보통신,7000000.0,6300000.0,6300000.0
,인터넷이용환경고도화(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,인터넷융합산업,차세대인터넷비즈니스경쟁력강화(정보화),정보통신,106063000.0,168861000.0,168861000.0
,인터넷이용환경고도화(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,인터넷융합산업,초연결 지능형 연구개발망 구축운영(R&D),정보통신,10075000.0,9257000.0,9257000.0
,ICT사업화지원(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,정보통신융합산업,ICTR&D혁신바우처지원(R&D),정보통신,12854000.0,54726000.0,54726000.0
,ICT사업화지원(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,정보통신융합산업,민관협력기반ICT스타트업육성(R&D),정보통신,1600000.0,5100000.0,5100000.0
,ICT사업화지원(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,정보통신융합산업,정보통신방송혁신인재양성(R&D),정보통신,76547000.0,94037000.0,94037000.0
,출연연 연구개발지원(R&D),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,정보통신융합산업,한국전자통신연구원연구개발지원(R&D),정보통신,108886000.0,102220000.0,102220000.0
,콘텐츠디바이스기술개발(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,정보통신융합산업,5G 융합서비스 발굴 및 공공선도적용(정보화),정보통신,0.0,40000000.0,40000000.0
,콘텐츠디바이스기술개발(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,정보통신융합산업,ICT첨단유망기술육성(R&D),정보통신,750000.0,3250000.0,3250000.0
,콘텐츠디바이스기술개발(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,정보통신융합산업,건강한미디어환경조성기술개발(R&D),정보통신,3933000.0,3927000.0,3927000.0
,콘텐츠디바이스기술개발(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,정보통신융합산업,방송통신R&D기획평가관리비(R&D),정보통신,9716000.0,9716000.0,9716000.0
,콘텐츠디바이스기술개발(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,정보통신융합산업,"방송통신산업기술개발(R&D,정보화)",정보통신,94461000.0,100999000.0,99499000.0
,콘텐츠디바이스기술개발(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,정보통신융합산업,스마트미디어기술개발사업화(R&BD)지원(R&D),정보통신,5914000.0,1852000.0,1852000.0
,콘텐츠디바이스기술개발(방발),주요사업비(기금사업비),일반지출,통신,방송통신발전기금,2021,과학기술정보통신부,정보통신융합산업,양자암호통신 집적화 및 전송기술 고도화(R&D),정보통신,4900000.0,7300000.0,7300000.0
,나노·소재기술개발,주요사업비(기금사업비),일반지출,과학기술,소재부품장비경쟁력강화특별회계,2021,과학기술정보통신부,미래유망원천기술개발,나노·소재기술개발(R&D),과학기술연구개발,71092000.0,195357000.0,195357000.0
,나노·소재기술개발,주요사업비(기금사업비),일반지출,과학기술,소재부품장비경쟁력강화특별회계,2021,과학기술정보통신부,미래유망원천기술개발,나노미래소재원천기술개발(R&D),과학기술연구개발,38275000.0,0.0,0.0
,나노·소재기술개발,주요사업비(기금사업비),일반지출,과학기술,소재부품장비경쟁력강화특별회계,2021,과학기술정보통신부,미래유망원천기술개발,나노소재융합2030(R&D),과학기술연구개발,0.0,0.0,0.0
,나노·소재기술개발,주요사업비(기금사업비),일반지출,과학기술,소재부품장비경쟁력강화특별회계,2021,과학기술정보통신부,미래유망원천기술개발,나노융합 2020(R&D)(과기정통부),과학기술연구개발,6300000.0,0.0,0.0
,나노·소재기술개발,주요사업비(기금사업비),일반지출,과학기술,소재부품장비경쟁력강화특별회계,2021,과학기술정보통신부,미래유망원천기술개발,나노융합2020+(Plus)(R&D),과학기술연구개발,0.0,3000000.0,3000000.0
,나노·소재기술개발,주요사업비(기금사업비),일반지출,과학기술,소재부품장비경쟁력강화특별회계,2021,과학기술정보통신부,미래유망원천기술개발,미래소재디스커버리지원(R&D),과학기술연구개발,51175000.0,41500000.0,41500000.0
,나노·소재기술개발,주요사업비(기금사업비),일반지출,과학기술,소재부품장비경쟁력강화특별회계,2021,과학기술정보통신부,미래유망원천기술개발,반도체 검사용 EUV 광원 및 장비 기술개발(R&D),과학기술연구개발,11500000.0,11500000.0,11500000.0
,방사선이용기술개발,주요사업비(기금사업비),일반지출,과학기술,소재부품장비경쟁력강화특별회계,2021,과학기술정보통신부,원자력 진흥,방사선고부가신소재개발(R&D),과학기술연구개발,5650000.0,8300000.0,8300000.0
,연구성과기술사업화지원,주요사업비(기금사업비),일반지출,과학기술,소재부품장비경쟁력강화특별회계,2021,과학기술정보통신부,공공연구성과활성화,연구장비개발및고도화지원사업(R&D),과학기술연구지원,7331000.0,10223000.0,10223000.0
,국가과학기술연구회 소속 출연연구기관 지원,주요사업비(기금사업비),일반지출,과학기술,소재부품장비경쟁력강화특별회계,2021,과학기술정보통신부,출연연구기관지원,한국재료연구원연구운영비지원(R&D),과학기술연구지원,41881000.0,50337000.0,50337000.0
,국가과학기술연구회 소속 출연연구기관 지원,주요사업비(기금사업비),일반지출,과학기술,소재부품장비경쟁력강화특별회계,2021,과학기술정보통신부,출연연구기관지원,한국화학연구원연구운영비지원(R&D),과학기술연구지원,15221000.0,17943000.0,17943000.0
,직할출연연구기관지원,주요사업비(기금사업비),일반지출,과학기술,소재부품장비경쟁력강화특별회계,2021,과학기술정보통신부,출연연구기관지원,한국과학기술원 부설 나노종합기술원 지원(R&D),과학기술연구지원,66738000.0,37930000.0,37930000.0
,창의적인재육성,주요사업비(기금사업비),일반지출,과학기술,소재부품장비경쟁력강화특별회계,2021,과학기술정보통신부,과학기술인력양성,소부장분야전문인력양성(R&D),과학기술인력및문화,0.0,13875000.0,13875000.0
,인터넷이용환경고도화,주요사업비(기금사업비),일반지출,통신,소재부품장비경쟁력강화특별회계,2021,과학기술정보통신부,인터넷융합산업,지능정보 네트워크용 광통신 부품상용화 실증확산,정보통신,3500000.0,3325000.0,3325000.0
,ICT산업기반확충,주요사업비(기금사업비),일반지출,통신,소재부품장비경쟁력강화특별회계,2021,과학기술정보통신부,정보통신융합산업,3D프린팅 산업육성 기반 구축,정보통신,6895000.0,9858000.0,9858000.0
,콘텐츠디바이스기술개발,주요사업비(기금사업비),일반지출,통신,소재부품장비경쟁력강화특별회계,2021,과학기술정보통신부,정보통신융합산업,5G기반 장비단말부품 및 디바이스 기술개발(R&D),정보통신,10296000.0,14156000.0,14156000.0
투자계정,국가과학기술연구회 소속 출연연구기관 지원,주요사업비(기금사업비),일반지출,과학기술,에너지및자원사업특별회계,2021,과학기술정보통신부,출연연구기관지원,한국에너지기술연구원연구운영비지원(R&D),과학기술연구지원,86225000.0,94454000.0,94454000.0
투자계정,국가과학기술연구회 소속 출연연구기관 지원,주요사업비(기금사업비),일반지출,과학기술,에너지및자원사업특별회계,2021,과학기술정보통신부,출연연구기관지원,한국원자력연구원 연구 운영비 지원(R&D),과학기술연구지원,147948000.0,149049000.0,149049000.0
투자계정,국가과학기술연구회 소속 출연연구기관 지원,주요사업비(기금사업비),일반지출,과학기술,에너지및자원사업특별회계,2021,과학기술정보통신부,출연연구기관지원,한국전기연구원연구운영비지원(R&D),과학기술연구지원,57367000.0,66187000.0,66187000.0
투자계정,국가과학기술연구회 소속 출연연구기관 지원,주요사업비(기금사업비),일반지출,과학기술,에너지및자원사업특별회계,2021,과학기술정보통신부,출연연구기관지원,한국지질자원연구원연구운영비지원(R&D),과학기술연구지원,96011000.0,103943000.0,103443000.0
