계정명,단위사업명,경비구분,지출구분,분야명,회계명,회계연도,소관명,프로그램명,세부사업명,부문명,전년도국회확정금액,국회확정금액,정부안금액
,518 진상규명 지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,일반행정,4925000.0,1760000.0,1760000.0
,기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,일반행정,4421000.0,2897000.0,2897000.0
,인건비,인건비(기금인건비),일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,공무원 인건비,일반행정,3922000.0,2231000.0,2231000.0
,감사연구활동경비,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,일반행정,433000.0,508000.0,508000.0
,감사활동경비,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,일반행정,17078000.0,16938000.0,16943000.0
,감사활동경비,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,적극행정 지원,일반행정,341000.0,263000.0,265000.0
,국제교류협력강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사기구 역량강화(ODA),일반행정,297000.0,292000.0,297000.0
,국제교류협력강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,일반행정,822000.0,854000.0,861000.0
,기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,일반행정,13450000.0,13451000.0,13502000.0
,수입대체경비,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,일반행정,376000.0,574000.0,584000.0
,인건비,인건비(기금인건비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,인건비,일반행정,92533000.0,94182000.0,94182000.0
,전산운영경비,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),일반행정,7505000.0,15865000.0,16335000.0
,청사 및 시설물 관리,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,일반행정,4546000.0,3240000.0,3240000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(개인정보정책국),일반행정,212000.0,165000.0,165000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),일반행정,547000.0,739000.0,739000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기획조정관),일반행정,389000.0,296000.0,296000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(대변인),일반행정,86000.0,110000.0,110000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(운영지원과),일반행정,162000.0,189000.0,189000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(조사조정국),일반행정,223000.0,166000.0,166000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(개인정보정책국),일반행정,23000.0,16000.0,16000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(기관운영),일반행정,454000.0,508000.0,508000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(기획조정관),일반행정,32000.0,28000.0,28000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(대변인),일반행정,8000.0,7000.0,7000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(운영지원과),일반행정,10000.0,10000.0,10000.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회총액기본경비(조사조정국),일반행정,69000.0,61000.0,61000.0
,개인정보보호위원회 인건비,인건비(기금인건비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회 인건비,일반행정,13988000.0,14544000.0,14544000.0
,개인정보보호위원회운영,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회법무지원,일반행정,315000.0,515000.0,295000.0
,개인정보보호위원회운영,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회운영지원,일반행정,2704000.0,2214000.0,2214000.0
,개인정보보호위원회운영,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회정보화지원(정보화),일반행정,3920000.0,1921000.0,1921000.0
,개인정보보호강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보보호 자율환경 조성,정부자원관리,3034000.0,4264000.0,4264000.0
,개인정보보호강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보보호 협력체계 구축,정부자원관리,1521000.0,1461000.0,761000.0
,개인정보보호강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보보호정책지원,정부자원관리,3074000.0,2878000.0,2878000.0
,개인정보보호강화,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,기술개발ㆍ전문인력 양성,정부자원관리,1530000.0,964000.0,964000.0
,개인정보보호연구,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보기술표준개발지원(R&D),정부자원관리,1500000.0,1228000.0,1228000.0
,개인정보보호연구,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보보호강화기술연구개발(R&D),정부자원관리,5995000.0,5883000.0,5883000.0
,개인정보활용지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,개인정보 전송요구권 보장,정부자원관리,3197000.0,7650000.0,7650000.0
,개인정보활용지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,마이데이터 지원 플랫폼,정부자원관리,0.0,7546000.0,7546000.0
,개인정보활용지원,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호 기반 데이터 활용 선도,안전한 데이터 활용 지원,정부자원관리,4992000.0,3328000.0,3328000.0
,개인정보이슈대응,주요사업비(기금사업비),일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,선제적인 개인정보 이슈 대응,개인정보침해방지,정부자원관리,10939000.0,8686000.0,8686000.0
손익계정,경찰병원기본경비,기본경비(경상운영비),일반지출,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,경찰병원기본경비(총액인건비),경찰,2733000.0,2901000.0,2901000.0
손익계정,경찰병원인건비,인건비(기금인건비),일반지출,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,경찰병원인건비,경찰,43182000.0,50141000.0,48296000.0
손익계정,장례식장운영,주요사업비(기금사업비),일반지출,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,장례식장운영,경찰,3916000.0,3943000.0,3943000.0
손익계정,진료업무지원,주요사업비(기금사업비),일반지출,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,국립경찰병원 건강보험부담금(손익),경찰,1481000.0,1748000.0,1748000.0
손익계정,진료업무지원,주요사업비(기금사업비),일반지출,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,전산운영경비(정보화),경찰,1715000.0,1736000.0,1736000.0
손익계정,진료업무지원,주요사업비(기금사업비),일반지출,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,진료업무운영관리,경찰,22671000.0,21223000.0,21223000.0
자본계정,경찰병원기본경비,기본경비(경상운영비),일반지출,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,경찰병원기본경비,경찰,183000.0,183000.0,183000.0
자본계정,자산취득,주요사업비(기금사업비),일반지출,공공질서및안전,경찰병원,2024,경찰청,경찰병원운영,경찰병원자산취득,경찰,2827000.0,4173000.0,4173000.0
,경찰복지증진,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰관서직장보육시설운영(민자),경찰,15563000.0,17089000.0,16038000.0
,경찰복지증진,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰복지증진,경찰,68207000.0,74671000.0,74671000.0
,경찰복지증진,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,퇴직경찰관취업지원,경찰,2312000.0,2312000.0,2312000.0
,공직기강 확립과 인권경찰 정립,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,감사·감찰·인권활동,경찰,3143000.0,2427000.0,2013000.0
,대국민치안정책제공,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰청홈페이지운영(정보화),경찰,213000.0,0.0,0.0
,대국민치안정책제공,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대국민소통강화,경찰,1288000.0,1888000.0,1888000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,감사관기본경비,경찰,260000.0,265000.0,265000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,감사관기본경비(총액인건비),경찰,64000.0,49000.0,49000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,강원청기본경비,경찰,8602000.0,9321000.0,9321000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,강원청기본경비(총액인건비),경찰,3305000.0,3296000.0,3296000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경기남부청기본경비,경찰,22483000.0,24277000.0,24277000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경기남부청기본경비(총액인건비),경찰,8918000.0,8714000.0,8714000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경기북부청기본경비,경찰,8912000.0,9742000.0,9742000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경기북부청기본경비(총액인건비),경찰,3545000.0,3442000.0,3442000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경남청기본경비,경찰,12580000.0,13386000.0,13386000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경남청기본경비(총액인건비),경찰,4945000.0,4931000.0,4931000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경무인사기획관기본경비,경찰,7847000.0,8365000.0,8365000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경무인사기획관기본경비(총액인건비),경찰,98799000.0,98859000.0,98859000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경북청기본경비,경찰,13794000.0,14464000.0,14464000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경북청기본경비(총액인건비),경찰,4827000.0,4714000.0,4714000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경비국기본경비,경찰,597000.0,601000.0,601000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경비국기본경비(총액인건비),경찰,819000.0,820000.0,820000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,공공안녕정보국기본경비,경찰,99000.0,118000.0,118000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,공공안녕정보국기본경비(총액인건비),경찰,42000.0,42000.0,42000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,과학수사관리관기본경비,경찰,130000.0,130000.0,130000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,과학수사관리관기본경비(총액인건비),경찰,93000.0,63000.0,63000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,광주청기본경비,경찰,5001000.0,5286000.0,5286000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,광주청기본경비(총액인건비),경찰,1675000.0,1563000.0,1563000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,교통국기본경비,경찰,2080000.0,2108000.0,2108000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,교통국기본경비(총액인건비),경찰,29000.0,29000.0,29000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,기획조정관기본경비,경찰,2283000.0,2481000.0,2481000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,기획조정관기본경비(총액인건비),경찰,337000.0,641000.0,641000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대구청기본경비,경찰,7362000.0,8049000.0,8049000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대구청기본경비(총액인건비),경찰,2909000.0,3065000.0,3065000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대변인기본경비,경찰,288000.0,288000.0,288000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대변인기본경비(총액인건비),경찰,48000.0,35000.0,35000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대전청기본경비,경찰,4844000.0,5262000.0,5262000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,대전청기본경비(총액인건비),경찰,1714000.0,1699000.0,1699000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,미래치안정책국기본경비,경찰,161000.0,238000.0,238000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,미래치안정책국기본경비(총액인건비),경찰,98000.0,103000.0,103000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,부산청기본경비,경찰,11758000.0,12613000.0,12613000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,부산청기본경비(총액인건비),경찰,4655000.0,4659000.0,4659000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,사이버수사국기본경비,경찰,77000.0,77000.0,77000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,사이버수사국기본경비(총액인건비),경찰,68000.0,63000.0,63000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,생활안전국기본경비,경찰,457000.0,504000.0,504000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,생활안전국기본경비(총액인건비),경찰,77000.0,77000.0,77000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,서울청기본경비,경찰,34128000.0,37141000.0,37141000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,서울청기본경비(총액인건비),경찰,12290000.0,11969000.0,11969000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,세종청기본경비,경찰,1142000.0,1467000.0,1467000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,세종청기본경비(총액인건비),경찰,465000.0,497000.0,497000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사국기본경비,경찰,154000.0,155000.0,155000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사국기본경비(총액인건비),경찰,59000.0,39000.0,39000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사기획조정관기본경비,경찰,162000.0,161000.0,161000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사기획조정관기본경비(총액인건비),경찰,175000.0,98000.0,98000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,안보수사국기본경비,경찰,58000.0,57000.0,57000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,안보수사국기본경비(총액인건비),경찰,34000.0,34000.0,34000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,외사국기본경비,경찰,155000.0,155000.0,155000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,외사국기본경비(총액인건비),경찰,43000.0,28000.0,28000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,울산청기본경비,경찰,3990000.0,4487000.0,4487000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,울산청기본경비(총액인건비),경찰,1520000.0,1528000.0,1528000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,인천청기본경비,경찰,7443000.0,8195000.0,8195000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,인천청기본경비(총액인건비),경찰,3393000.0,3409000.0,3409000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,전남청기본경비,경찰,13332000.0,14032000.0,14032000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,전남청기본경비(총액인건비),경찰,4159000.0,4138000.0,4138000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,전북청기본경비,경찰,10264000.0,10863000.0,10863000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,전북청기본경비(총액인건비),경찰,3280000.0,3363000.0,3363000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,제주청기본경비,경찰,3247000.0,3492000.0,3492000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,제주청기본경비(총액인건비),경찰,1137000.0,1053000.0,1053000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,충남청기본경비,경찰,10372000.0,10992000.0,10992000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,충남청기본경비(총액인건비),경찰,3161000.0,3115000.0,3115000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,충북청기본경비,경찰,6955000.0,7546000.0,7546000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,충북청기본경비(총액인건비),경찰,2572000.0,2474000.0,2474000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,치안상황관리관기본경비,경찰,111000.0,112000.0,112000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,치안상황관리관기본경비(총액인건비),경찰,36000.0,36000.0,36000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,형사국기본경비,경찰,99000.0,99000.0,99000.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,형사국기본경비(총액인건비),경찰,29000.0,29000.0,29000.0
,본부인건비,인건비(기금인건비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰청인건비,경찰,618418000.0,659294000.0,661139000.0
,본부인건비,인건비(기금인건비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,방위비인건비,경찰,3093000.0,0.0,0.0
,본부인건비,인건비(기금인건비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,시도경찰청인건비,경찰,8863157000.0,9224865000.0,9224865000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰대학기본경비,경찰,2131000.0,2320000.0,2320000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰대학기본경비(총액인건비),경찰,408000.0,405000.0,405000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰인재개발원기본경비,경찰,1939000.0,1941000.0,1941000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰인재개발원기본경비(총액인건비),경찰,241000.0,250000.0,250000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사연수원기본경비,경찰,459000.0,510000.0,510000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사연수원기본경비(총액인건비),경찰,113000.0,115000.0,115000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,중앙학교기본경비,경찰,3388000.0,3508000.0,3508000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,중앙학교기본경비(총액인건비),경찰,455000.0,472000.0,472000.0
,소속기관인건비,인건비(기금인건비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰대학인건비,경찰,24892000.0,27075000.0,27075000.0
,소속기관인건비,인건비(기금인건비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경찰인재개발원인건비,경찰,10547000.0,11202000.0,11202000.0
,소속기관인건비,인건비(기금인건비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,수사연수원인건비,경찰,4233000.0,4817000.0,4817000.0
,소속기관인건비,인건비(기금인건비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,중앙학교인건비,경찰,48452000.0,58175000.0,58175000.0
,치안행정업무지원,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,경무인사지원,경찰,16020000.0,31025000.0,29834000.0
,치안행정업무지원,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,기획조정활동,경찰,2749000.0,4250000.0,4250000.0
,치안행정업무지원,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,청사시설관리,경찰,91211000.0,97580000.0,97196000.0
,치안행정업무지원,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,치안지원인력운영,경찰,162437000.0,174441000.0,172928000.0
,치안행정업무지원,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,치안활동지원,경찰,483516000.0,490412000.0,490412000.0
,행정효율성 증진 및 미래치안 활성화,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,경찰행정지원,미래치안기반조성,경찰,3373000.0,2234000.0,2234000.0
,공공안녕정보활동,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,공공안녕위험예방및대응강화,공공안녕정보활동,경찰,30187000.0,33529000.0,30716000.0
,공공안녕정보활동,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,공공안녕위험예방및대응강화,정보업무전산화(정보화),경찰,4432000.0,1092000.0,1092000.0
,정책연구개발(R&D),주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,경찰건강 스마트관리(R&D),경찰,6382000.0,4636000.0,4636000.0
,정책연구개발(R&D),주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,경찰장비 개선(R&D),경찰,2440000.0,2359000.0,2359000.0
,정책연구개발(R&D),주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,과학기술 기반 군중밀집 관리 기술 개발(R&D),경찰,0.0,1092000.0,1092000.0
,정책연구개발(R&D),주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,과학적 범죄수사 고도화 기술 개발(R&D)경찰청,경찰,8081000.0,7476000.0,7476000.0
,정책연구개발(R&D),주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,과학치안 공공연구성과 실용화 촉진 시범사업(R&D),경찰,3764000.0,1464000.0,1464000.0
,정책연구개발(R&D),주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2024,경찰청,과학치안활성화,국민위해인자에대응한기체분자식별분석기술개발(R&D)(경찰청),경찰,1096000.0,170000.0,170000.0
