계정명,이체등증감액,회계명,회계연도,수입항,수입항명,수입관,수입관명,불납결손액,미수납액,소관명,수납액,징수결정액,세입예산액/당초수입계획액,세입예산액/수정수입계획액,세입예산현액/수입계획현액,수납순액
공항계정,0,교통시설특별회계,2019,57,변상금및위약금,12,경상이전수입,0,704351880,국토교통부,4264580970,4968932850,674000000,674000000,674000000,4264580970
공항계정,0,교통시설특별회계,2019,58,가산금,12,경상이전수입,0,722180,국토교통부,1801890,2524070,3000000,3000000,3000000,1801890
공항계정,0,교통시설특별회계,2019,59,기타경상이전수입,12,경상이전수입,0,377324150,국토교통부,15345955390,15723279540,16642000000,16642000000,16642000000,15345955390
공항계정,0,교통시설특별회계,2019,65,면허료및수수료,13,재화및용역판매수입,0,171325000,국토교통부,546994000,718319000,686000000,686000000,686000000,546994000
공항계정,0,교통시설특별회계,2019,67,항공항만및용수수입,13,재화및용역판매수입,0,33490,국토교통부,69604504000,69604537490,69434000000,69434000000,69434000000,69604504000
공항계정,0,교통시설특별회계,2019,69,잡수입,13,재화및용역판매수입,0,0,국토교통부,57809170,57809170,207000000,207000000,207000000,57809170
공항계정,0,교통시설특별회계,2019,71,고정자산매각대,15,관유물매각대,0,0,국토교통부,0,0,30669000000,30669000000,30669000000,0
공항계정,0,교통시설특별회계,2019,72,토지및무형자산매각대,15,관유물매각대,0,0,국토교통부,0,0,174000000,174000000,174000000,0
공항계정,0,교통시설특별회계,2019,88,전년도이월금,33,전년도이월금,0,0,국토교통부,1.1915E+11,1.1915E+11,37785000000,37785000000,37785000000,1.1915E+11
투자계정,0,에너지및자원사업특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,0,국토교통부,14954700,14954700,13000000,13000000,13000000,14954700
투자계정,0,에너지및자원사업특별회계,2019,59,기타경상이전수입,12,경상이전수입,0,0,국토교통부,86097210,86097210,777000000,777000000,777000000,86097210
,0,혁신도시건설특별회계,2019,51,관유물대여료,11,재산수입,0,0,국토교통부,10900000,10900000,10000000,10000000,10000000,10900000
,0,혁신도시건설특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,0,국토교통부,26237870,26237870,10000000,10000000,10000000,26237870
,0,혁신도시건설특별회계,2019,59,기타경상이전수입,12,경상이전수입,0,0,국토교통부,1631975970,1631975970,100000000,100000000,100000000,1631975970
,0,혁신도시건설특별회계,2019,88,전년도이월금,33,전년도이월금,0,0,국토교통부,16870776970,16870776970,16184000000,16184000000,16184000000,16870776970
,0,혁신도시건설특별회계,2019,91,전입금,40,정부내부수입및기타,0,0,국토교통부,36976000000,36976000000,36976000000,36976000000,36976000000,36976000000
,0,혁신도시건설특별회계,2019,94,예수금,40,정부내부수입및기타,0,0,국토교통부,1.49029E+11,1.49029E+11,1.49029E+11,1.49029E+11,1.49029E+11,1.49029E+11
지역자율계정,0,국가균형발전특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,45695210,국토교통부,1887316170,1933011380,352000000,352000000,352000000,1887316170
지역자율계정,0,국가균형발전특별회계,2019,56,"벌금,몰수금및과태료",12,경상이전수입,8500000,747687500,국토교통부,20880000,777067500,825000000,825000000,825000000,20880000
지역자율계정,0,국가균형발전특별회계,2019,58,가산금,12,경상이전수입,4867814830,64774203710,국토교통부,3995759130,73637777670,6312000000,6312000000,6312000000,3995759130
지역자율계정,0,국가균형발전특별회계,2019,59,기타경상이전수입,12,경상이전수입,4230175900,5.90127E+11,국토교통부,1.89798E+11,7.84155E+11,2.85223E+11,2.85223E+11,2.85223E+11,1.89798E+11
지역자율계정,0,국가균형발전특별회계,2019,69,잡수입,13,재화및용역판매수입,0,2411890,국토교통부,2718430,5130320,2000000,2000000,2000000,2718430
지역지원계정,0,국가균형발전특별회계,2019,51,관유물대여료,11,재산수입,0,128207300,국토교통부,247950610,376157910,256000000,256000000,256000000,247950610
지역지원계정,0,국가균형발전특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,0,국토교통부,1600593260,1600593260,1810000000,1810000000,1810000000,1600593260
지역지원계정,0,국가균형발전특별회계,2019,56,"벌금,몰수금및과태료",12,경상이전수입,0,302000,국토교통부,20000,322000,0,0,0,20000
지역지원계정,0,국가균형발전특별회계,2019,57,변상금및위약금,12,경상이전수입,0,7738210,국토교통부,7987840,15726050,8000000,8000000,8000000,7987840
지역지원계정,0,국가균형발전특별회계,2019,58,가산금,12,경상이전수입,3100230,3701576150,국토교통부,1222198810,4926875190,214000000,214000000,214000000,1222198810
지역지원계정,0,국가균형발전특별회계,2019,59,기타경상이전수입,12,경상이전수입,10408100,1.71859E+11,국토교통부,3.11018E+11,4.82887E+11,3.77582E+11,3.77582E+11,3.77582E+11,3.11018E+11
지역지원계정,0,국가균형발전특별회계,2019,69,잡수입,13,재화및용역판매수입,0,2983090,국토교통부,389400,3372490,12489000000,12489000000,12489000000,389400
지역지원계정,0,국가균형발전특별회계,2019,69,잡수입,14,수입대체경비수입,0,0,국토교통부,0,0,2000000,2000000,2000000,0
지역지원계정,0,국가균형발전특별회계,2019,71,고정자산매각대,15,관유물매각대,0,0,국토교통부,0,0,117000000,117000000,117000000,0
지역지원계정,0,국가균형발전특별회계,2019,72,토지및무형자산매각대,15,관유물매각대,0,471915470,국토교통부,6256777270,6728692740,3065000000,3065000000,3065000000,6256777270
제주특별자치도계정,0,국가균형발전특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,0,국토교통부,8341320,8341320,9000000,9000000,9000000,8341320
제주특별자치도계정,0,국가균형발전특별회계,2019,59,기타경상이전수입,12,경상이전수입,0,0,국토교통부,478225530,478225530,962000000,962000000,962000000,478225530
세종특별자치시계정,0,국가균형발전특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,0,국토교통부,67560620,67560620,0,0,0,67560620
,0,자동차사고피해지원기금,2019,54,기타이자수입및재산수입,11,재산수입,0,0,국토교통부,4529070416,4529070416,2888000000,2888000000,2888000000,4529070416
,0,자동차사고피해지원기금,2019,59,기타경상이전수입,12,경상이전수입,0,0,국토교통부,53318018616,53318018616,54936000000,54936000000,54936000000,53318018616
,0,자동차사고피해지원기금,2019,75,융자원금회수,20,융자및전대차관원금회수,0,0,국토교통부,3228672051,3228672051,2492000000,2492000000,2492000000,3228672051
,0,자동차사고피해지원기금,2019,85,정부예금회수,31,차입금및여유자금회수,0,0,국토교통부,1.98591E+11,1.98591E+11,1.73213E+11,1.73213E+11,1.73213E+11,1.98591E+11
주택계정,0,주택도시기금,2019,52,정부출자수입,11,재산수입,0,0,국토교통부,3.11309E+11,3.11309E+11,3.76668E+11,3.76668E+11,3.76668E+11,3.11309E+11
주택계정,0,주택도시기금,2019,54,기타이자수입및재산수입,11,재산수입,29691513248,5.3289E+11,국토교통부,2.6816E+12,3.24419E+12,3.00173E+12,3.00173E+12,3.00173E+12,2.6816E+12
주택계정,0,주택도시기금,2019,59,기타경상이전수입,12,경상이전수입,0,0,국토교통부,67658196627,67658196627,48075000000,48075000000,48075000000,67658196627
주택계정,0,주택도시기금,2019,69,잡수입,13,재화및용역판매수입,0,0,국토교통부,51626966225,51626966225,50000000000,50000000000,50000000000,51626966225
주택계정,0,주택도시기금,2019,75,융자원금회수,20,융자및전대차관원금회수,15281092340,5.06736E+11,국토교통부,1.12441E+13,1.17661E+13,1.24887E+13,1.24887E+13,1.24887E+13,1.12441E+13
주택계정,0,주택도시기금,2019,81,국공채수입,31,차입금및여유자금회수,0,0,국토교통부,1.5418E+13,1.5418E+13,1.5E+13,1.5E+13,1.5E+13,1.5418E+13
주택계정,0,주택도시기금,2019,85,정부예금회수,31,차입금및여유자금회수,0,0,국토교통부,1.49292E+13,1.49292E+13,1.61894E+13,1.61894E+13,1.61894E+13,5.02916E+12
주택계정,0,주택도시기금,2019,91,전입금,40,정부내부수입및기타,0,0,국토교통부,2.32952E+12,2.32952E+12,2.23241E+12,2.32952E+12,2.32952E+12,2.32952E+12
주택계정,0,주택도시기금,2019,92,예탁원금회수,40,정부내부수입및기타,0,0,국토교통부,9.58348E+12,9.58348E+12,9.55348E+12,9.55348E+12,9.55348E+12,9.58348E+12
주택계정,0,주택도시기금,2019,94,예수금,40,정부내부수입및기타,0,0,국토교통부,1.62074E+13,1.62074E+13,1.75464E+13,1.75464E+13,1.75464E+13,1.62074E+13
주택계정,0,주택도시기금,2019,95,예탁이자수입,40,정부내부수입및기타,0,0,국토교통부,1.71204E+11,1.71204E+11,2.91153E+11,2.91153E+11,2.91153E+11,1.71204E+11
도시계정,0,주택도시기금,2019,52,정부출자수입,11,재산수입,0,0,국토교통부,0,0,810000000,810000000,810000000,0
도시계정,0,주택도시기금,2019,54,기타이자수입및재산수입,11,재산수입,0,55478800,국토교통부,13106785833,13162264633,17480000000,17480000000,17480000000,13106785833
도시계정,0,주택도시기금,2019,75,융자원금회수,20,융자및전대차관원금회수,0,550372889,국토교통부,11625836855,12176209744,0,0,0,11625836855
도시계정,0,주택도시기금,2019,85,정부예금회수,31,차입금및여유자금회수,0,0,국토교통부,9.86218E+11,9.86218E+11,10000000000,10000000000,10000000000,4.29329E+11
도시계정,0,주택도시기금,2019,91,전입금,40,정부내부수입및기타,0,0,국토교통부,5.87423E+11,5.87423E+11,5.87423E+11,5.87423E+11,5.87423E+11,5.87423E+11
,0,일반회계,2019,51,관유물대여료,11,재산수입,0,517150410,해양수산부,2311043630,2828194040,4977000000,4977000000,4977000000,2311043630
,0,일반회계,2019,54,기타이자수입및재산수입,11,재산수입,0,9318940,해양수산부,2470005300,2479324240,8664000000,8664000000,8664000000,2470005300
,0,일반회계,2019,56,"벌금,몰수금및과태료",12,경상이전수입,2125000,98029150,해양수산부,134039000,234193150,172000000,172000000,172000000,134039000
,0,일반회계,2019,57,변상금및위약금,12,경상이전수입,0,191022080,해양수산부,215057910,406079990,838000000,838000000,838000000,215057910
,0,일반회계,2019,58,가산금,12,경상이전수입,1642960,238023710,해양수산부,23588580,263255250,24000000,24000000,24000000,23588580
,0,일반회계,2019,59,기타경상이전수입,12,경상이전수입,0,489384900,해양수산부,19340772000,19830156900,44025000000,44025000000,44025000000,19340772000
,0,일반회계,2019,65,면허료및수수료,13,재화및용역판매수입,0,1020440,해양수산부,61167930,62188370,1140000000,1140000000,1140000000,61167930
,0,일반회계,2019,67,항공항만및용수수입,13,재화및용역판매수입,0,5154720,해양수산부,5896456420,5901611140,5181000000,5181000000,5181000000,5896456420
,0,일반회계,2019,68,실습수입,13,재화및용역판매수입,0,3910000,해양수산부,152313500,156223500,111000000,111000000,111000000,152313500
,0,일반회계,2019,69,잡수입,13,재화및용역판매수입,0,32252540,해양수산부,548887810,581140350,648000000,648000000,648000000,548887810
,0,일반회계,2019,65,면허료및수수료,14,수입대체경비수입,0,0,해양수산부,1304680,1304680,7000000,7000000,7000000,1304680
,0,일반회계,2019,69,잡수입,14,수입대체경비수입,0,606280,해양수산부,168496050,169102330,318000000,318000000,318000000,168496050
,0,일반회계,2019,71,고정자산매각대,15,관유물매각대,0,70199000,해양수산부,426353240,496552240,844000000,844000000,844000000,426353240
,0,일반회계,2019,72,토지및무형자산매각대,15,관유물매각대,0,0,해양수산부,0,0,64000000,64000000,64000000,0
,0,일반회계,2019,73,재고자산매각대및유동자산,15,관유물매각대,0,0,해양수산부,4186000,4186000,100000000,100000000,100000000,4186000
,0,일반회계,2019,75,융자원금회수,20,융자및전대차관원금회수,0,1998080290,해양수산부,229872450,2227952740,306000000,306000000,306000000,229872450
구조개선사업계정,0,농어촌구조개선특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,11948830,해양수산부,703675720,715624550,2120000000,2120000000,2120000000,703675720
구조개선사업계정,0,농어촌구조개선특별회계,2019,56,"벌금,몰수금및과태료",12,경상이전수입,0,13011000,해양수산부,81865200,94876200,37000000,37000000,37000000,81865200
구조개선사업계정,0,농어촌구조개선특별회계,2019,57,변상금및위약금,12,경상이전수입,0,3037000,해양수산부,13851740,16888740,290000000,290000000,290000000,13851740
구조개선사업계정,0,농어촌구조개선특별회계,2019,58,가산금,12,경상이전수입,0,2080100,해양수산부,752960,2833060,0,0,0,752960
구조개선사업계정,0,농어촌구조개선특별회계,2019,59,기타경상이전수입,12,경상이전수입,0,2689506940,해양수산부,15086525190,17776032130,17619000000,17619000000,17619000000,15086525190
구조개선사업계정,0,농어촌구조개선특별회계,2019,65,면허료및수수료,13,재화및용역판매수입,0,0,해양수산부,212785350,212785350,56000000,56000000,56000000,212785350
구조개선사업계정,0,농어촌구조개선특별회계,2019,68,실습수입,13,재화및용역판매수입,0,0,해양수산부,0,0,7000000,7000000,7000000,0
구조개선사업계정,0,농어촌구조개선특별회계,2019,69,잡수입,13,재화및용역판매수입,0,0,해양수산부,110151620,110151620,63000000,63000000,63000000,110151620
구조개선사업계정,0,농어촌구조개선특별회계,2019,71,고정자산매각대,15,관유물매각대,0,0,해양수산부,0,0,5000000,5000000,5000000,0
농어촌특별세사업계정,0,농어촌구조개선특별회계,2019,51,관유물대여료,11,재산수입,0,0,해양수산부,0,0,7000000,7000000,7000000,0
농어촌특별세사업계정,0,농어촌구조개선특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,6029380,해양수산부,263043060,269072440,377000000,377000000,377000000,263043060
농어촌특별세사업계정,0,농어촌구조개선특별회계,2019,56,"벌금,몰수금및과태료",12,경상이전수입,0,0,해양수산부,0,0,1000000,1000000,1000000,0
농어촌특별세사업계정,0,농어촌구조개선특별회계,2019,57,변상금및위약금,12,경상이전수입,0,0,해양수산부,646596600,646596600,8000000,8000000,8000000,646596600
농어촌특별세사업계정,0,농어촌구조개선특별회계,2019,59,기타경상이전수입,12,경상이전수입,0,573066200,해양수산부,4264583320,4837649520,5360000000,5360000000,5360000000,4264583320
농어촌특별세사업계정,0,농어촌구조개선특별회계,2019,69,잡수입,13,재화및용역판매수입,0,0,해양수산부,2616720,2616720,24000000,24000000,24000000,2616720
농어촌특별세사업계정,0,농어촌구조개선특별회계,2019,71,고정자산매각대,15,관유물매각대,0,0,해양수산부,17440000,17440000,130000000,130000000,130000000,17440000
농어촌특별세사업계정,0,농어촌구조개선특별회계,2019,72,토지및무형자산매각대,15,관유물매각대,0,0,해양수산부,0,0,11000000,11000000,11000000,0
항만계정,0,교통시설특별회계,2019,51,관유물대여료,11,재산수입,0,1098722030,해양수산부,1368871100,2467593130,2295000000,2295000000,2295000000,1368871100
항만계정,0,교통시설특별회계,2019,52,정부출자수입,11,재산수입,0,0,해양수산부,3127501310,3127501310,1599000000,1599000000,1599000000,3127501310
항만계정,0,교통시설특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,93506540,해양수산부,735181500,828688040,4007000000,4007000000,4007000000,735181500
항만계정,0,교통시설특별회계,2019,56,"벌금,몰수금및과태료",12,경상이전수입,0,182891200,해양수산부,202804060,385695260,246000000,246000000,246000000,202804060
항만계정,0,교통시설특별회계,2019,57,변상금및위약금,12,경상이전수입,0,4361214800,해양수산부,847600330,5208815130,4256000000,4256000000,4256000000,847600330
항만계정,0,교통시설특별회계,2019,58,가산금,12,경상이전수입,0,851342370,해양수산부,97757450,949099820,177000000,177000000,177000000,97757450
항만계정,0,교통시설특별회계,2019,59,기타경상이전수입,12,경상이전수입,0,3097249430,해양수산부,17594183710,20691433140,39562000000,39562000000,39562000000,17594183710
항만계정,0,교통시설특별회계,2019,65,면허료및수수료,13,재화및용역판매수입,0,3024317390,해양수산부,13033403200,16057720590,14702000000,14702000000,14702000000,13033403200
항만계정,0,교통시설특별회계,2019,67,항공항만및용수수입,13,재화및용역판매수입,0,9225688090,해양수산부,1.17062E+11,1.26288E+11,1.61305E+11,1.61305E+11,1.61305E+11,1.17062E+11
항만계정,0,교통시설특별회계,2019,69,잡수입,13,재화및용역판매수입,0,988468790,해양수산부,8424210820,9412679610,5920000000,5920000000,5920000000,8424210820
항만계정,0,교통시설특별회계,2019,71,고정자산매각대,15,관유물매각대,0,0,해양수산부,172666660,172666660,566000000,566000000,566000000,172666660
항만계정,0,교통시설특별회계,2019,72,토지및무형자산매각대,15,관유물매각대,0,845862700,해양수산부,4178564050,5024426750,4652000000,4652000000,4652000000,4178564050
항만계정,0,교통시설특별회계,2019,73,재고자산매각대및유동자산,15,관유물매각대,0,0,해양수산부,68915460,68915460,7000000,7000000,7000000,68915460
항만계정,0,교통시설특별회계,2019,88,전년도이월금,33,전년도이월금,0,0,해양수산부,2931755150,2931755150,0,0,0,2931755150
항만계정,0,교통시설특별회계,2019,91,전입금,40,정부내부수입및기타,0,0,해양수산부,1.21358E+12,1.21358E+12,1.21358E+12,1.21358E+12,1.21358E+12,1.21358E+12
투자계정,0,에너지및자원사업특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,0,해양수산부,12140720,12140720,16000000,16000000,16000000,12140720
투자계정,0,에너지및자원사업특별회계,2019,59,기타경상이전수입,12,경상이전수입,0,538971480,해양수산부,1149927330,1688898810,3817000000,3817000000,3817000000,1149927330
지역자율계정,0,국가균형발전특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,10503780,해양수산부,267865910,278369690,93000000,93000000,93000000,267865910
지역자율계정,0,국가균형발전특별회계,2019,59,기타경상이전수입,12,경상이전수입,0,1119469740,해양수산부,7646252230,8765721970,4061000000,4061000000,4061000000,7646252230
지역지원계정,0,국가균형발전특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,0,해양수산부,170525750,170525750,52000000,52000000,52000000,170525750
지역지원계정,0,국가균형발전특별회계,2019,59,기타경상이전수입,12,경상이전수입,0,359991740,해양수산부,6381518450,6741510190,3621000000,3621000000,3621000000,6381518450
제주특별자치도계정,0,국가균형발전특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,0,해양수산부,5666480,5666480,0,0,0,5666480
제주특별자치도계정,0,국가균형발전특별회계,2019,59,기타경상이전수입,12,경상이전수입,0,0,해양수산부,6909591990,6909591990,1634000000,1634000000,1634000000,6909591990
,0,수산발전기금,2019,54,기타이자수입및재산수입,11,재산수입,0,464000,해양수산부,15217081129,15217545129,17288000000,17288000000,17288000000,15217081129
,0,수산발전기금,2019,57,변상금및위약금,12,경상이전수입,0,0,해양수산부,667200660,667200660,345000000,345000000,345000000,667200660
,0,수산발전기금,2019,58,가산금,12,경상이전수입,0,67954060,해양수산부,988950,68943010,27000000,27000000,27000000,988950
,0,수산발전기금,2019,59,기타경상이전수입,12,경상이전수입,0,3307835250,해양수산부,52044540460,55352375710,51569000000,51569000000,51569000000,52044540460
,0,수산발전기금,2019,65,면허료및수수료,13,재화및용역판매수입,0,0,해양수산부,857960620,857960620,8639000000,8639000000,8639000000,857960620
,0,수산발전기금,2019,73,재고자산매각대및유동자산,15,관유물매각대,0,0,해양수산부,54707198640,54707198640,67016000000,67016000000,67016000000,54707198640
,0,수산발전기금,2019,75,융자원금회수,20,융자및전대차관원금회수,0,0,해양수산부,4.20533E+11,4.20533E+11,4.60142E+11,4.60142E+11,4.60142E+11,4.20533E+11
,0,수산발전기금,2019,85,정부예금회수,31,차입금및여유자금회수,0,0,해양수산부,3.84523E+11,3.84523E+11,1.47455E+11,1.47455E+11,1.47455E+11,1.3232E+11
,0,일반회계,2019,51,관유물대여료,11,재산수입,0,0,중소벤처기업부,127176040,127176040,124000000,124000000,124000000,127176040
,0,일반회계,2019,54,기타이자수입및재산수입,11,재산수입,0,0,중소벤처기업부,15408897220,15408897220,8415000000,8415000000,8415000000,15408897220
,0,일반회계,2019,56,"벌금,몰수금및과태료",12,경상이전수입,0,493894500,중소벤처기업부,833685000,1327579500,150000000,150000000,150000000,833685000
,0,일반회계,2019,57,변상금및위약금,12,경상이전수입,0,0,중소벤처기업부,872250,872250,0,0,0,872250
,0,일반회계,2019,58,가산금,12,경상이전수입,0,222000,중소벤처기업부,0,222000,0,0,0,0
,0,일반회계,2019,59,기타경상이전수입,12,경상이전수입,0,728671220,중소벤처기업부,1.54749E+11,1.55477E+11,56021000000,56021000000,56021000000,1.54749E+11
,0,일반회계,2019,69,잡수입,13,재화및용역판매수입,0,0,중소벤처기업부,24267840,24267840,35000000,35000000,35000000,24267840
,0,일반회계,2019,71,고정자산매각대,15,관유물매각대,0,0,중소벤처기업부,26331000,26331000,20000000,20000000,20000000,26331000
지역자율계정,0,국가균형발전특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,98560980,중소벤처기업부,525718040,624279020,510000000,510000000,510000000,525718040
지역자율계정,0,국가균형발전특별회계,2019,59,기타경상이전수입,12,경상이전수입,0,596670180,중소벤처기업부,4426552990,5023223170,6500000000,6500000000,6500000000,4426552990
지역지원계정,0,국가균형발전특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,0,중소벤처기업부,1587304230,1587304230,990000000,990000000,990000000,1587304230
지역지원계정,0,국가균형발전특별회계,2019,59,기타경상이전수입,12,경상이전수입,0,0,중소벤처기업부,19693809980,19693809980,8700000000,8700000000,8700000000,19693809980
제주특별자치도계정,0,국가균형발전특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,0,중소벤처기업부,24810,24810,0,0,0,24810
제주특별자치도계정,0,국가균형발전특별회계,2019,59,기타경상이전수입,12,경상이전수입,0,0,중소벤처기업부,24216920,24216920,0,0,0,24216920
,0,기술보증기금,2019,52,정부출자수입,11,재산수입,0,0,중소벤처기업부,1653653270,1653653270,1239000000,1239000000,1239000000,1653653270
,0,기술보증기금,2019,54,기타이자수입및재산수입,11,재산수입,0,0,중소벤처기업부,36456928538,36456928538,28594000000,28594000000,28594000000,36456928538
,0,기술보증기금,2019,59,기타경상이전수입,12,경상이전수입,52822600824,6.79989E+12,중소벤처기업부,7.75943E+11,7.62865E+12,7.07908E+11,7.07908E+11,7.07908E+11,7.75943E+11
,0,기술보증기금,2019,65,면허료및수수료,13,재화및용역판매수입,0,0,중소벤처기업부,2.9799E+11,2.9799E+11,2.94175E+11,2.98071E+11,2.98071E+11,2.9799E+11
,0,기술보증기금,2019,69,잡수입,13,재화및용역판매수입,0,0,중소벤처기업부,43017240724,43017240724,20071000000,20071000000,20071000000,43017240724
,0,기술보증기금,2019,71,고정자산매각대,15,관유물매각대,0,0,중소벤처기업부,11045181076,11045181076,25550000000,25550000000,25550000000,11045181076
,0,기술보증기금,2019,84,유가증권매각대,31,차입금및여유자금회수,0,0,중소벤처기업부,70427701032,70427701032,1.40012E+11,1.40012E+11,1.40012E+11,70427701032
,0,기술보증기금,2019,85,정부예금회수,31,차입금및여유자금회수,0,0,중소벤처기업부,1.50757E+12,1.50757E+12,1.30686E+12,1.30686E+12,1.30686E+12,1.50757E+12
,0,기술보증기금,2019,91,전입금,40,정부내부수입및기타,0,0,중소벤처기업부,1.03E+11,1.03E+11,63000000000,1.03E+11,1.03E+11,1.03E+11
,0,기술보증기금,2019,95,예탁이자수입,40,정부내부수입및기타,0,0,중소벤처기업부,3891576680,3891576680,4972000000,4972000000,4972000000,3891576680
,0,소상공인시장진흥기금,2019,54,기타이자수입및재산수입,11,재산수입,0,14264976240,중소벤처기업부,1.16228E+11,1.30493E+11,1.58123E+11,1.58123E+11,1.58123E+11,1.16228E+11
,0,소상공인시장진흥기금,2019,59,기타경상이전수입,12,경상이전수입,0,81757260,중소벤처기업부,9433116490,9514873750,6825000000,6825000000,6825000000,9433116490
,0,소상공인시장진흥기금,2019,75,융자원금회수,20,융자및전대차관원금회수,0,2.19461E+11,중소벤처기업부,1.36526E+12,1.58473E+12,1.18378E+12,1.18378E+12,1.18378E+12,1.36526E+12
,0,소상공인시장진흥기금,2019,85,정부예금회수,31,차입금및여유자금회수,0,0,중소벤처기업부,2.77188E+12,2.77188E+12,11465000000,11465000000,11465000000,11465000000
,0,소상공인시장진흥기금,2019,91,전입금,40,정부내부수입및기타,0,0,중소벤처기업부,8.24883E+11,8.24883E+11,7.60246E+11,8.24883E+11,8.24883E+11,8.24883E+11
,0,소상공인시장진흥기금,2019,94,예수금,40,정부내부수입및기타,0,0,중소벤처기업부,1.026E+12,1.026E+12,7.815E+11,1.026E+12,1.026E+12,1.026E+12
,0,중소벤처기업창업및진흥기금,2019,54,기타이자수입및재산수입,11,재산수입,11246662285,38404700119,중소벤처기업부,3.20246E+11,3.69897E+11,3.13674E+11,3.13674E+11,3.13674E+11,3.20246E+11
,0,중소벤처기업창업및진흥기금,2019,59,기타경상이전수입,12,경상이전수입,0,0,중소벤처기업부,24869864719,24869864719,30991000000,30991000000,30991000000,24869864719
,0,중소벤처기업창업및진흥기금,2019,69,잡수입,13,재화및용역판매수입,0,0,중소벤처기업부,8648563833,8648563833,8778000000,8778000000,8778000000,8648563833
,0,중소벤처기업창업및진흥기금,2019,75,융자원금회수,20,융자및전대차관원금회수,3.48777E+11,1.04983E+12,중소벤처기업부,3.15472E+12,4.55333E+12,3.1926E+12,3.1926E+12,3.1926E+12,3.15472E+12
,0,중소벤처기업창업및진흥기금,2019,82,민간차입금,31,차입금및여유자금회수,0,0,중소벤처기업부,4.26754E+12,4.26754E+12,3.57954E+12,4.26754E+12,4.26754E+12,4.26754E+12
,0,중소벤처기업창업및진흥기금,2019,85,정부예금회수,31,차입금및여유자금회수,0,0,중소벤처기업부,5914000000,5914000000,6303000000,6303000000,6303000000,5914000000
,0,중소벤처기업창업및진흥기금,2019,91,전입금,40,정부내부수입및기타,0,0,중소벤처기업부,8.81488E+11,8.81488E+11,8.30463E+11,8.81488E+11,8.81488E+11,8.81488E+11
,0,일반회계,2019,51,관유물대여료,11,재산수입,0,187390,국가보훈처,111972800,112160190,101000000,101000000,101000000,111972800
,0,일반회계,2019,54,기타이자수입및재산수입,11,재산수입,0,1307630,국가보훈처,294853230,296160860,398000000,398000000,398000000,294853230
,0,일반회계,2019,56,"벌금,몰수금및과태료",12,경상이전수입,0,0,국가보훈처,95000000,95000000,67000000,67000000,67000000,95000000
,0,일반회계,2019,57,변상금및위약금,12,경상이전수입,0,0,국가보훈처,10164700,10164700,13000000,13000000,13000000,10164700
,0,일반회계,2019,59,기타경상이전수입,12,경상이전수입,230321490,3306792540,국가보훈처,2509034750,6046148780,7319000000,7319000000,7319000000,2509034750
,0,일반회계,2019,65,면허료및수수료,13,재화및용역판매수입,0,0,국가보훈처,2462870,2462870,2000000,2000000,2000000,2462870
,0,일반회계,2019,69,잡수입,13,재화및용역판매수입,0,0,국가보훈처,2320510,2320510,13000000,13000000,13000000,2320510
,0,일반회계,2019,71,고정자산매각대,15,관유물매각대,0,0,국가보훈처,14687000,14687000,35000000,35000000,35000000,14687000
투자계정,0,에너지및자원사업특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,303130,국가보훈처,20713830,21016960,28000000,28000000,28000000,20713830
투자계정,0,에너지및자원사업특별회계,2019,59,기타경상이전수입,12,경상이전수입,0,118580,국가보훈처,19038170,19156750,33000000,33000000,33000000,19038170
제주특별자치도계정,0,국가균형발전특별회계,2019,54,기타이자수입및재산수입,11,재산수입,0,0,국가보훈처,62000,62000,0,0,0,62000
제주특별자치도계정,0,국가균형발전특별회계,2019,59,기타경상이전수입,12,경상이전수입,0,0,국가보훈처,68665680,68665680,0,0,0,68665680
국가유공자지원자금,0,보훈기금,2019,51,관유물대여료,11,재산수입,0,0,국가보훈처,18882060,18882060,43000000,43000000,43000000,18882060
국가유공자지원자금,0,보훈기금,2019,52,정부출자수입,11,재산수입,0,0,국가보훈처,46000000,46000000,0,0,0,46000000
국가유공자지원자금,0,보훈기금,2019,54,기타이자수입및재산수입,11,재산수입,183096150,1833552440,국가보훈처,2949111980,4965760570,1.36085E+11,1.36085E+11,1.36085E+11,2949111980
국가유공자지원자금,0,보훈기금,2019,59,기타경상이전수입,12,경상이전수입,0,527360,국가보훈처,1290136800,1290664160,471000000,471000000,471000000,1290136800
