당년도순원가,당년도수익,당년도총원가,구분,회계연도,전년도순원가,전년도수익,전년도총원가,소관명
1202560796104.0,-8689403896.0,1211250200000.0,23.인공지능데이터진흥,2022,0.0,0.0,0.0,과학기술정보통신부
38809000000.0,0.0,38809000000.0,24.연구개발기획평가,2022,0.0,0.0,0.0,과학기술정보통신부
92013982100.0,0.0,92013982100.0,25.과학기술혁신지원,2022,98082435905.0,0.0,98082435905.0,과학기술정보통신부
41053391580.0,0.0,41053391580.0,26.과학기술기반조성,2022,116351705070.0,0.0,116351705070.0,과학기술정보통신부
3258053435098.0,0.0,3258053435098.0,27.출연연구기관지원,2022,3362423995653.0,-4114935740.0,3366538931393.0,과학기술정보통신부
285754695988.0,-6162187250.0,291916883238.0,28.공공연구성과활성화,2022,276682689154.0,-2556145150.0,279238834304.0,과학기술정보통신부
55043861033.0,0.0,55043861033.0,29.과학기술국제협력,2022,50285310812.0,0.0,50285310812.0,과학기술정보통신부
160608168675.0,-656944174.0,161265112849.0,30.과학기술인력양성,2022,147050300899.0,-919405208.0,147969706107.0,과학기술정보통신부
111459543773.0,-1022631707.0,112482175480.0,31.과학문화창달,2022,119586231276.0,-1718330981.0,121304562257.0,과학기술정보통신부
33333952331.0,-1097444279.0,34431396610.0,32.국립중앙과학관운영,2022,61634430775.0,-8170894464.0,69805325239.0,과학기술정보통신부
34256563969.0,-4259552141.0,38516116110.0,33.국립과천과학관운영,2022,81176722777.0,-2443635064.0,83620357841.0,과학기술정보통신부
1201535089230.0,-1989075770.0,1203524165000.0,34.미래유망원천기술개발,2022,1232704539710.0,-120460290.0,1232825000000.0,과학기술정보통신부
2120892512580.0,-1487420.0,2120894000000.0,35.기초연구진흥,2022,1902893403720.0,-2596280.0,1902896000000.0,과학기술정보통신부
395890000000.0,0.0,395890000000.0,36.우주개발진흥,2022,327926456950.0,0.0,327926456950.0,과학기술정보통신부
298417777120.0,-5340022880.0,303757800000.0,37.원자력 진흥,2022,260157393190.0,-4332806810.0,264490200000.0,과학기술정보통신부
59117000000.0,0.0,59117000000.0,38.사회문제해결,2022,51429000000.0,0.0,51429000000.0,과학기술정보통신부
109302824739.0,-3875081210.0,113177905949.0,39.원자력안전관리기반구축,2022,104680398015.0,-4539334770.0,109219732785.0,과학기술정보통신부
0.0,0.0,0.0,40.원자력연구개발기금운영비,2022,3445076330.0,-130923670.0,3576000000.0,과학기술정보통신부
54672579320.0,-144420680.0,54817000000.0,41.연구개발기획평가,2022,0.0,0.0,0.0,과학기술정보통신부
686022867449.0,0.0,0.0,관리운영비,2022,812843111293.0,0.0,0.0,과학기술정보통신부
488788249022.0,0.0,0.0,1.인건비,2022,469318459132.0,0.0,0.0,과학기술정보통신부
197234618427.0,0.0,0.0,2.경비,2022,343524652161.0,0.0,0.0,과학기술정보통신부
20067950.0,0.0,0.0,(1)재화및용역제공원가,2022,9303000.0,0.0,0.0,과학기술정보통신부
89355450542.0,0.0,0.0,(2)복리후생비,2022,84684007251.0,0.0,0.0,과학기술정보통신부
87746579505.0,0.0,0.0,8.기타비용,2022,11373264616.0,0.0,0.0,과학기술정보통신부
1841777074842.0,0.0,0.0,비배분수익,2022,1849144121717.0,0.0,0.0,과학기술정보통신부
6850268734.0,0.0,0.0,(13)수선유지비,2022,6943967900.0,0.0,0.0,관세청
5767187051.0,0.0,0.0,(14)여비교통비,2022,4653609785.0,0.0,0.0,관세청
14716450925.0,0.0,0.0,(15)업무추진비,2022,14568372863.0,0.0,0.0,관세청
2018959610.0,0.0,0.0,(16)외주용역비,2022,1538771626.0,0.0,0.0,관세청
238992739.0,0.0,0.0,(17)보전비,2022,719533596.0,0.0,0.0,관세청
0.0,0.0,0.0,(18)출연비,2022,3000000000.0,0.0,0.0,관세청
5402300.0,0.0,0.0,(19)보조비,2022,2460926.0,0.0,0.0,관세청
14497750732.0,0.0,0.0,(20)감가상각비,2022,19155020720.0,0.0,0.0,관세청
0.0,0.0,0.0,(21)평가손실,2022,27827356385.0,0.0,0.0,관세청
708198870.0,0.0,0.0,(22)연구개발비,2022,776279800.0,0.0,0.0,관세청
140099985.0,0.0,0.0,(23)기타비용,2022,632385048.0,0.0,0.0,관세청
67961624603.0,0.0,0.0,비배분비용,2022,143494294579.0,0.0,0.0,관세청
0.0,0.0,0.0,1.감가상각비,2022,16071008.0,0.0,0.0,관세청
67957084683.0,0.0,0.0,2.대손상각비,2022,58131954865.0,0.0,0.0,관세청
23840.0,0.0,0.0,3.자산처분손실,2022,0.0,0.0,0.0,관세청
4516080.0,0.0,0.0,4.기타비용,2022,85346268706.0,0.0,0.0,관세청
164421018992.0,0.0,0.0,비배분수익,2022,42803638139.0,0.0,0.0,관세청
37481954840.0,0.0,0.0,1.재화및용역제공수익,2022,25505239500.0,0.0,0.0,관세청
52617847.0,0.0,0.0,2.이자수익,2022,22749266.0,0.0,0.0,관세청
28722310.0,0.0,0.0,3.자산처분이익,2022,110649100.0,0.0,0.0,관세청
126857723995.0,0.0,0.0,4.기타수익,2022,17165000273.0,0.0,0.0,관세청
528214919013.0,0.0,0.0,재정운영순원가,2022,763649114387.0,0.0,0.0,관세청
528214919013.0,0.0,0.0,재정운영결과,2022,763649114387.0,0.0,0.0,관세청
101387925664336.0,-3767479597916.0,105155405262252.0,프로그램순원가,2022,81708473077275.0,-3778536315398.0,85487009392673.0,교육부
47376189096.0,0.0,47376189096.0,1.학교교육과정 운영지원,2022,130705375008.0,-2417039090.0,133122414098.0,교육부
27624974767.0,-654041500.0,28279016267.0,2.학생지원,2022,32337225664.0,-745559000.0,33082784664.0,교육부
45637890267.0,-3053560220.0,48691450487.0,3.학교교육 지원,2022,0.0,0.0,0.0,교육부
81297589291850.0,0.0,81297589291850.0,4.지방교육재정교부금,2022,60337054072780.0,0.0,60337054072780.0,교육부
5100669671450.0,-68971328550.0,5169641000000.0,5.지방교육정책 지원,2022,4886546196340.0,-173682519660.0,5060228716000.0,교육부
243904509571.0,0.0,243904509571.0,6.국립학교 운영,2022,279432469756.0,0.0,279432469756.0,교육부
530941123973.0,-2996123800.0,533937247773.0,7.대학교육 역량강화,2022,1865805401978.0,-20492285826.0,1886297687804.0,교육부
544934578.0,0.0,0.0,(12)유류비,2022,430705531.0,0.0,0.0,관세청
21291838988.0,0.0,0.0,(11)지급임차료,2022,20319591908.0,0.0,0.0,관세청
1633095876652.0,0.0,0.0,1.재화및용역제공수익,2022,1631440990400.0,0.0,0.0,과학기술정보통신부
66556721532.0,0.0,0.0,2.이자수익,2022,25140413087.0,0.0,0.0,과학기술정보통신부
413220735.0,0.0,0.0,3.자산처분이익,2022,8910618439.0,0.0,0.0,과학기술정보통신부
1000.0,0.0,0.0,4.보증수익,2022,29000.0,0.0,0.0,과학기술정보통신부
141711254923.0,0.0,0.0,5.기타수익,2022,183652070791.0,0.0,0.0,과학기술정보통신부
11857781458732.0,0.0,0.0,재정운영순원가,2022,9950408592641.0,0.0,0.0,과학기술정보통신부
613908001668.0,0.0,0.0,비교환수익 등,2022,577124698806.0,0.0,0.0,과학기술정보통신부
497190500040.0,0.0,0.0,1.부담금수익,2022,465872861530.0,0.0,0.0,과학기술정보통신부
32062949680.0,0.0,0.0,2.제재금수익,2022,3670164980.0,0.0,0.0,과학기술정보통신부
84654551948.0,0.0,0.0,3.기타재원조달및이전,2022,107581672296.0,0.0,0.0,과학기술정보통신부
11243873457064.0,0.0,0.0,재정운영결과,2022,9373283893835.0,0.0,0.0,과학기술정보통신부
146285741410.0,0.0,146285741410.0,프로그램순원가,2022,165903209542.0,0.0,165903209542.0,관세청
28527492963.0,0.0,28527492963.0,1.수출입통관,2022,24976127597.0,0.0,24976127597.0,관세청
4283233001.0,0.0,4283233001.0,2.관세심사,2022,5386523849.0,0.0,5386523849.0,관세청
10355263600.0,0.0,10355263600.0,3.밀수조사단속,2022,42997224753.0,0.0,42997224753.0,관세청
80496573078.0,0.0,80496573078.0,4.관세행정 지능정보화,2022,83004903098.0,0.0,83004903098.0,관세청
13834047824.0,0.0,13834047824.0,5.국제관세협력,2022,0.0,0.0,0.0,관세청
201174665.0,0.0,0.0,(10)교육훈련비,2022,338376020.0,0.0,0.0,관세청
2120993980.0,0.0,0.0,(9)피복비와급량비,2022,1806999830.0,0.0,0.0,관세청
394901134.0,0.0,0.0,(8)지급보험료,2022,386021947.0,0.0,0.0,관세청
5007477028.0,0.0,0.0,(7)수도광열비,2022,4318263230.0,0.0,0.0,관세청
1956083130.0,0.0,0.0,(6)세금과공과,2022,2170111160.0,0.0,0.0,관세청
4427239541.0,0.0,0.0,(5)지급수수료,2022,4221721738.0,0.0,0.0,관세청
739665280.0,0.0,0.0,(4)광고선전비,2022,581618040.0,0.0,0.0,관세청
811189620.0,0.0,0.0,(3)인쇄비,2022,781092190.0,0.0,0.0,관세청
5895134252.0,0.0,0.0,(2)소모품비,2022,7366536998.0,0.0,0.0,관세청
59730853790.0,0.0,0.0,(1)복리후생비,2022,55711711490.0,0.0,0.0,관세청
148064796932.0,0.0,0.0,2.경비,2022,178250508731.0,0.0,0.0,관세청
330323775060.0,0.0,0.0,1.인건비,2022,318804739674.0,0.0,0.0,관세청
478388571992.0,0.0,0.0,관리운영비,2022,497055248405.0,0.0,0.0,관세청
8789130944.0,0.0,8789130944.0,6.관세국경관리연수원,2022,9538430245.0,0.0,9538430245.0,관세청
488038965827.0,0.0,0.0,관리운영비,2022,555395730555.0,0.0,0.0,해양수산부
150050014431.0,0.0,0.0,재정운영결과,2022,489344862757.0,0.0,0.0,행정중심복합도시건설청
53757626648.0,0.0,53757626648.0,프로그램순원가,2022,72714705405.0,0.0,72714705405.0,헌법재판소
53757626648.0,0.0,53757626648.0,1.헌법재판소운영,2022,72714705405.0,0.0,72714705405.0,헌법재판소
0.0,0.0,0.0,관리운영비,2022,0.0,0.0,0.0,헌법재판소
0.0,0.0,0.0,비배분비용,2022,0.0,0.0,0.0,헌법재판소
45413010.0,0.0,0.0,비배분수익,2022,96253489.0,0.0,0.0,헌법재판소
21732400.0,0.0,0.0,1.재화및용역제공수익,2022,21106730.0,0.0,0.0,헌법재판소
23680610.0,0.0,0.0,2.기타수익,2022,75146759.0,0.0,0.0,헌법재판소
53712213638.0,0.0,0.0,재정운영순원가,2022,72618451916.0,0.0,0.0,헌법재판소
53712213638.0,0.0,0.0,재정운영결과,2022,72618451916.0,0.0,0.0,헌법재판소
12687241344030.0,-719938452747.0,13407179796777.0,프로그램순원가,2022,9417031451964.0,-858581642574.0,10275613094538.0,환경부
105140547387.0,-12531743077.0,117672290464.0,1.환경연구 및 교육,2022,100653372583.0,-6837632851.0,107491005434.0,환경부
184308680.0,-15691320.0,200000000.0,2.환경행정 지원,2022,194000000.0,0.0,194000000.0,환경부
19453357060.0,0.0,19453357060.0,3.회계기금간거래(전출금),2022,17502834160.0,0.0,17502834160.0,환경부
2294579992466.0,-109220025804.0,2403800018270.0,4.수질 및 수생태계 관리,2022,1903758153995.0,-147530238097.0,2051288392092.0,환경부
33650531306.0,-12087711565.0,45738242871.0,5.토양지하수관리,2022,57680488008.0,-8402074497.0,66082562505.0,환경부
857468210563.0,-37321148199.0,894789358762.0,6.4대강유역관리,2022,737062819020.0,-230252816141.0,967315635161.0,환경부
1141191347765.0,-18743330139.0,1159934677904.0,7.맑은물 공급·이용,2022,1065023964322.0,-22967370285.0,1087991334607.0,환경부
254941181166.0,-74843342101.0,329784523267.0,8.자원순환사회 형성 촉진,2022,327838846210.0,-47489450177.0,375328296387.0,환경부
410705398387.0,-105302809913.0,516008208300.0,9.친환경경제사회 활성화,2022,582030242695.0,-19698651905.0,601728894600.0,환경부
2630634971112.0,-247379194591.0,2878014165703.0,10.대기환경 보전,2022,2152612371726.0,-328804971099.0,2481417342825.0,환경부
19919652339.0,-8157822900.0,28077475239.0,11.기후변화대응,2022,108009153237.0,-4481848590.0,112491001827.0,환경부
181898042192.0,-32236357381.0,214134399573.0,12.환경보건관리,2022,350431795689.0,-13639037240.0,364070832929.0,환경부
119414199855.0,-16515087214.0,135929287069.0,13.화학물질 안전관리,2022,0.0,0.0,0.0,환경부
851265647611.0,-42881413583.0,894147061194.0,14.자연생태 보전,2022,1178627912516.0,-28326146132.0,1206954058648.0,환경부
150050014431.0,0.0,0.0,재정운영순원가,2022,489344862757.0,0.0,0.0,행정중심복합도시건설청
87264484.0,0.0,0.0,4.기타수익,2022,705841.0,0.0,0.0,행정중심복합도시건설청
2155661260.0,0.0,0.0,(1)복리후생비,2022,1954094530.0,0.0,0.0,행정중심복합도시건설청
513776379.0,0.0,0.0,(2)소모품비,2022,451146360.0,0.0,0.0,행정중심복합도시건설청
147262400.0,0.0,0.0,(3)인쇄비,2022,152777050.0,0.0,0.0,행정중심복합도시건설청
161983950.0,0.0,0.0,(4)광고선전비,2022,136280000.0,0.0,0.0,행정중심복합도시건설청
126758510.0,0.0,0.0,(5)지급수수료,2022,120176492.0,0.0,0.0,행정중심복합도시건설청
127522490.0,0.0,0.0,(6)세금과공과,2022,50119650.0,0.0,0.0,행정중심복합도시건설청
16027820.0,0.0,0.0,(7)수도광열비,2022,60358400.0,0.0,0.0,행정중심복합도시건설청
33059979.0,0.0,0.0,(8)지급보험료,2022,11981691.0,0.0,0.0,행정중심복합도시건설청
38433700.0,0.0,0.0,(9)교육훈련비,2022,21768170.0,0.0,0.0,행정중심복합도시건설청
124143640.0,0.0,0.0,(10)지급임차료,2022,89061840.0,0.0,0.0,행정중심복합도시건설청
5112940.0,0.0,0.0,(11)유류비,2022,4633617.0,0.0,0.0,행정중심복합도시건설청
38014500.0,0.0,0.0,(12)수선유지비,2022,26576100.0,0.0,0.0,행정중심복합도시건설청
233886188.0,0.0,0.0,(13)여비교통비,2022,161350159.0,0.0,0.0,행정중심복합도시건설청
440038833.0,0.0,0.0,(14)업무추진비,2022,482984687.0,0.0,0.0,행정중심복합도시건설청
2897012492.0,0.0,0.0,(15)외주용역비,2022,1384412490.0,0.0,0.0,행정중심복합도시건설청
107827847.0,0.0,0.0,(16)보전비,2022,3341148235.0,0.0,0.0,행정중심복합도시건설청
94000000.0,0.0,0.0,(17)보조비,2022,638000000.0,0.0,0.0,행정중심복합도시건설청
445156838.0,0.0,0.0,(18)감가상각비,2022,412981174.0,0.0,0.0,행정중심복합도시건설청
2331328440.0,0.0,0.0,(19)연구개발비,2022,3240694400.0,0.0,0.0,행정중심복합도시건설청
167121.0,0.0,0.0,(20)기타비용,2022,0.0,0.0,0.0,행정중심복합도시건설청
0.0,0.0,0.0,비배분비용,2022,0.0,0.0,0.0,행정중심복합도시건설청
89481130.0,0.0,0.0,비배분수익,2022,3212783.0,0.0,0.0,행정중심복합도시건설청
2211266.0,0.0,0.0,1.재화및용역제공수익,2022,1417062.0,0.0,0.0,행정중심복합도시건설청
5380.0,0.0,0.0,2.이자수익,2022,31880.0,0.0,0.0,행정중심복합도시건설청
0.0,0.0,0.0,3.자산처분이익,2022,1058000.0,0.0,0.0,행정중심복합도시건설청
0.0,0.0,0.0,15.국토교통연구개발,2022,32530000000.0,0.0,32530000000.0,환경부
0.0,0.0,0.0,16.국토교통정보화,2022,1890345833.0,0.0,1890345833.0,환경부
187250000.0,0.0,0.0,(18)출연비,2022,205470000.0,0.0,0.0,환경부
230000000.0,0.0,0.0,(19)보조비,2022,233500000.0,0.0,0.0,환경부
25777320740.0,0.0,0.0,(20)감가상각비,2022,28429777214.0,0.0,0.0,환경부
1964587922.0,0.0,0.0,(21)대손상각비,2022,307736756.0,0.0,0.0,환경부
57194191.0,0.0,0.0,(22)이자비용,2022,57968414.0,0.0,0.0,환경부
239586130.0,0.0,0.0,(23)평가손실,2022,16565820922.0,0.0,0.0,환경부
3641035850.0,0.0,0.0,(24)연구개발비,2022,3940581950.0,0.0,0.0,환경부
1612849709.0,0.0,0.0,(25)기타비용,2022,369511462.0,0.0,0.0,환경부
317029843280.0,0.0,0.0,비배분비용,2022,1105565328357.0,0.0,0.0,환경부
648388098.0,0.0,0.0,1.감가상각비,2022,1018668825.0,0.0,0.0,환경부
41645677325.0,0.0,0.0,2.대손상각비,2022,41220532892.0,0.0,0.0,환경부
4617130.0,0.0,0.0,3.이자비용,2022,1640900.0,0.0,0.0,환경부
130707330578.0,0.0,0.0,4.평가손실,2022,347905734148.0,0.0,0.0,환경부
150682880.0,0.0,0.0,5.자산처분손실,2022,122750.0,0.0,0.0,환경부
143873147269.0,0.0,0.0,6.기타비용,2022,715418628842.0,0.0,0.0,환경부
132035224089.0,0.0,0.0,비배분수익,2022,2543743490417.0,0.0,0.0,환경부
5255464226.0,0.0,0.0,1.재화및용역제공수익,2022,4582147967.0,0.0,0.0,환경부
3189046429.0,0.0,0.0,2.이자수익,2022,1773464120.0,0.0,0.0,환경부
474846438.0,0.0,0.0,3.자산처분이익,2022,3838572218.0,0.0,0.0,환경부
1711000.0,0.0,0.0,4.보증수익,2022,0.0,0.0,0.0,환경부
123114155996.0,0.0,0.0,5.기타수익,2022,2533549306112.0,0.0,0.0,환경부
13332053607165.0,0.0,0.0,재정운영순원가,2022,8421681506883.0,0.0,0.0,환경부
940984104391.0,0.0,0.0,비교환수익 등,2022,936646066696.0,0.0,0.0,환경부
940027287471.0,0.0,0.0,1.부담금수익,2022,935602010126.0,0.0,0.0,환경부
956816920.0,0.0,0.0,2.제재금수익,2022,1044056570.0,0.0,0.0,환경부
18187480.0,0.0,0.0,(17)보전비,2022,72900000.0,0.0,0.0,환경부
29902384030.0,0.0,0.0,(16)외주용역비,2022,11864020030.0,0.0,0.0,환경부
0.0,0.0,0.0,17.건설정책지원,2022,5911488480.0,0.0,5911488480.0,환경부
4698591667.0,0.0,4698591667.0,18.수자원정책 및 홍수관리,2022,0.0,0.0,0.0,환경부
2051731348149.0,0.0,2051731348149.0,19.맑은물 공급·이용(광역),2022,350656663759.0,0.0,350656663759.0,환경부
188628290580.0,-439838920.0,189068129500.0,20.수자원정책 및 홍수관리,2022,147864006983.0,-151405560.0,148015412543.0,환경부
389172546993.0,0.0,389172546993.0,21.댐 운영 및 관리,2022,296752992748.0,0.0,296752992748.0,환경부
1134824014792.0,-2100000.0,1134826114792.0,22.하천관리,2022,0.0,0.0,0.0,환경부
-2260836040.0,-2260836040.0,0.0,23.산업단지개발지원,2022,0.0,0.0,0.0,환경부
459817643944.0,0.0,0.0,관리운영비,2022,442828216979.0,0.0,0.0,환경부
192237508490.0,0.0,0.0,1.인건비,2022,176951796172.0,0.0,0.0,환경부
267580135454.0,0.0,0.0,2.경비,2022,265876420807.0,0.0,0.0,환경부
14411311537.0,0.0,0.0,(1)복리후생비,2022,12866302015.0,0.0,0.0,환경부
3409930181.0,0.0,0.0,(2)소모품비,2022,2787121173.0,0.0,0.0,환경부
1066369475.0,0.0,0.0,(3)인쇄비,2022,1058364205.0,0.0,0.0,환경부
1501516800.0,0.0,0.0,(4)광고선전비,2022,1542769300.0,0.0,0.0,환경부
163306727143.0,0.0,0.0,(5)지급수수료,2022,173618215592.0,0.0,0.0,환경부
2062338061.0,0.0,0.0,(6)세금과공과,2022,2227315390.0,0.0,0.0,환경부
1937383370.0,0.0,0.0,(7)수도광열비,2022,1494047918.0,0.0,0.0,환경부
154475673.0,0.0,0.0,(8)지급보험료,2022,139186887.0,0.0,0.0,환경부
143409720.0,0.0,0.0,(9)피복비와급량비,2022,151124080.0,0.0,0.0,환경부
117292780.0,0.0,0.0,(10)교육훈련비,2022,120048020.0,0.0,0.0,환경부
2964243575.0,0.0,0.0,(11)지급임차료,2022,1378705487.0,0.0,0.0,환경부
351432998.0,0.0,0.0,(12)유류비,2022,305531134.0,0.0,0.0,환경부
7243556344.0,0.0,0.0,(13)수선유지비,2022,1253758163.0,0.0,0.0,환경부
3151078404.0,0.0,0.0,(14)여비교통비,2022,2821163176.0,0.0,0.0,환경부
2128673341.0,0.0,0.0,(15)업무추진비,2022,2065481519.0,0.0,0.0,환경부
10037175327.0,0.0,0.0,2.경비,2022,12740545045.0,0.0,0.0,행정중심복합도시건설청
12962715440.0,0.0,0.0,1.인건비,2022,12192793600.0,0.0,0.0,행정중심복합도시건설청
22999890767.0,0.0,0.0,관리운영비,2022,24933338645.0,0.0,0.0,행정중심복합도시건설청
259532000.0,0.0,0.0,1.지급수수료,2022,0.0,0.0,0.0,해양수산부
367014582.0,0.0,0.0,2.감가상각비,2022,642067252.0,0.0,0.0,해양수산부
3582662866.0,0.0,0.0,3.대손상각비,2022,4373347740.0,0.0,0.0,해양수산부
306197.0,0.0,0.0,4.이자비용,2022,30.0,0.0,0.0,해양수산부
142237750.0,0.0,0.0,5.평가손실,2022,557225919353.0,0.0,0.0,해양수산부
48826917.0,0.0,0.0,6.자산처분손실,2022,119202988.0,0.0,0.0,해양수산부
41985000199.0,0.0,0.0,7.기타비용,2022,33238415180.0,0.0,0.0,해양수산부
303935753068.0,0.0,0.0,비배분수익,2022,744704694529.0,0.0,0.0,해양수산부
112562032877.0,0.0,0.0,1.재화및용역제공수익,2022,108230205559.0,0.0,0.0,해양수산부
3955300689.0,0.0,0.0,2.이자수익,2022,1570114966.0,0.0,0.0,해양수산부
5691606598.0,0.0,0.0,3.자산처분이익,2022,17068920678.0,0.0,0.0,해양수산부
0.0,0.0,0.0,4.보증수익,2022,315000.0,0.0,0.0,해양수산부
181726812904.0,0.0,0.0,5.기타수익,2022,617835138326.0,0.0,0.0,해양수산부
4706845777484.0,0.0,0.0,재정운영순원가,2022,5458921879102.0,0.0,0.0,해양수산부
84684758130.0,0.0,0.0,비교환수익 등,2022,74651179960.0,0.0,0.0,해양수산부
70175191520.0,0.0,0.0,1.부담금수익,2022,65531532080.0,0.0,0.0,해양수산부
488981160.0,0.0,0.0,2.제재금수익,2022,466391890.0,0.0,0.0,해양수산부
14020585450.0,0.0,0.0,3.기타비교환수익,2022,8653255990.0,0.0,0.0,해양수산부
4622161019354.0,0.0,0.0,재정운영결과,2022,5384270699142.0,0.0,0.0,해양수산부
86611232627459.0,-17375957020.0,86628608584479.0,프로그램순원가,2022,74052354974142.0,-12283002000.0,74064637976142.0,행정안전부
90716103831.0,-512818340.0,91228922171.0,1.지방자치분권,2022,69487259862.0,-7965980.0,69495225842.0,행정안전부
1180760138556.0,-5216779930.0,1185976918486.0,2.지역발전,2022,420326497510.0,0.0,420326497510.0,행정안전부
710970294824.0,0.0,710970294824.0,3.지방재정경제,2022,9873214207077.0,0.0,9873214207077.0,행정안전부
6904454339.0,-5879684840.0,12784139179.0,4.지방자치인재개발,2022,39447386646.0,-5976974880.0,45424361526.0,행정안전부
2033544434.0,0.0,2033544434.0,5.이북5도,2022,1684676957.0,0.0,1684676957.0,행정안전부
46385580511.0,0.0,0.0,비배분비용,2022,595598952543.0,0.0,0.0,해양수산부
41266562324.0,0.0,0.0,(24)기타비용,2022,1196251258.0,0.0,0.0,해양수산부
298349818650.0,0.0,0.0,1.인건비,2022,289524137800.0,0.0,0.0,해양수산부
189689147177.0,0.0,0.0,2.경비,2022,265871592755.0,0.0,0.0,해양수산부
60847133810.0,0.0,0.0,(1)복리후생비,2022,56329888817.0,0.0,0.0,해양수산부
4521771408.0,0.0,0.0,(2)소모품비,2022,4540605362.0,0.0,0.0,해양수산부
850702080.0,0.0,0.0,(3)인쇄비,2022,773621180.0,0.0,0.0,해양수산부
413477590.0,0.0,0.0,(4)광고선전비,2022,458858640.0,0.0,0.0,해양수산부
1124470253.0,0.0,0.0,(5)지급수수료,2022,1247129560.0,0.0,0.0,해양수산부
5719202545.0,0.0,0.0,(6)세금과공과,2022,5743617330.0,0.0,0.0,해양수산부
3224965268.0,0.0,0.0,(7)수도광열비,2022,2812750446.0,0.0,0.0,해양수산부
587898463.0,0.0,0.0,(8)지급보험료,2022,640870555.0,0.0,0.0,해양수산부
2458391492.0,0.0,0.0,(9)피복비와급량비,2022,2251195970.0,0.0,0.0,해양수산부
258184390.0,0.0,0.0,(10)교육훈련비,2022,187412550.0,0.0,0.0,해양수산부
3395410611.0,0.0,0.0,(11)지급임차료,2022,2815428750.0,0.0,0.0,해양수산부
243856640.0,0.0,0.0,(12)유류비,2022,177382324.0,0.0,0.0,해양수산부
2599298395.0,0.0,0.0,(13)수선유지비,2022,2599905250.0,0.0,0.0,해양수산부
3504049224.0,0.0,0.0,(14)여비교통비,2022,2606167642.0,0.0,0.0,해양수산부
2326024556.0,0.0,0.0,(15)업무추진비,2022,2180993299.0,0.0,0.0,해양수산부
4787571650.0,0.0,0.0,(16)외주용역비,2022,4464027000.0,0.0,0.0,해양수산부
81022740.0,0.0,0.0,(17)보전비,2022,58933590.0,0.0,0.0,해양수산부
902000000.0,0.0,0.0,(18)보조비,2022,6673000000.0,0.0,0.0,해양수산부
46376194218.0,0.0,0.0,(19)감가상각비,2022,42656714568.0,0.0,0.0,해양수산부
0.0,0.0,0.0,(20)이자비용,2022,33250.0,0.0,0.0,해양수산부
3843972000.0,0.0,0.0,(21)평가손실,2022,125120892666.0,0.0,0.0,해양수산부
0.0,0.0,0.0,(22)자산처분손실,2022,1254167.0,0.0,0.0,해양수산부
356987520.0,0.0,0.0,(23)연구개발비,2022,334658581.0,0.0,0.0,해양수산부
81044923424480.0,0.0,81044923424480.0,6.지방교부세,2022,59169926215410.0,0.0,59169926215410.0,행정안전부
227837390.0,0.0,227837390.0,7.인사관리,2022,222452002.0,0.0,222452002.0,행정안전부
211039706.0,0.0,0.0,(12)유류비,2022,164121910.0,0.0,0.0,행정안전부
1564033645.0,0.0,0.0,(13)수선유지비,2022,483446928.0,0.0,0.0,행정안전부
2689424739.0,0.0,0.0,(14)여비교통비,2022,2221690984.0,0.0,0.0,행정안전부
4347255225.0,0.0,0.0,(15)업무추진비,2022,5138852695.0,0.0,0.0,행정안전부
5916972596.0,0.0,0.0,(16)외주용역비,2022,5665561130.0,0.0,0.0,행정안전부
583255420.0,0.0,0.0,(17)보전비,2022,57917130.0,0.0,0.0,행정안전부
1556247200.0,0.0,0.0,(18)보조비,2022,1867828700.0,0.0,0.0,행정안전부
9126552795.0,0.0,0.0,(19)감가상각비,2022,12123294758.0,0.0,0.0,행정안전부
0.0,0.0,0.0,(20)이자비용,2022,98566.0,0.0,0.0,행정안전부
0.0,0.0,0.0,(21)평가손실,2022,1146412118.0,0.0,0.0,행정안전부
830.0,0.0,0.0,(22)자산처분손실,2022,2201608.0,0.0,0.0,행정안전부
2354998680.0,0.0,0.0,(23)연구개발비,2022,3243238855.0,0.0,0.0,행정안전부
414189016.0,0.0,0.0,(24)기타비용,2022,1229793686.0,0.0,0.0,행정안전부
2002054390.0,0.0,0.0,비배분비용,2022,553040180.0,0.0,0.0,행정안전부
1319782150.0,0.0,0.0,1.대손상각비,2022,0.0,0.0,0.0,행정안전부
682272240.0,0.0,0.0,2.기타비용,2022,553040180.0,0.0,0.0,행정안전부
238689677190.0,0.0,0.0,비배분수익,2022,437891619301.0,0.0,0.0,행정안전부
3532803512.0,0.0,0.0,1.재화및용역제공수익,2022,3713204997.0,0.0,0.0,행정안전부
764644928.0,0.0,0.0,2.이자수익,2022,700625513.0,0.0,0.0,행정안전부
369881660.0,0.0,0.0,3.자산처분이익,2022,2653370.0,0.0,0.0,행정안전부
234022347090.0,0.0,0.0,4.기타수익,2022,433475135421.0,0.0,0.0,행정안전부
86798880392861.0,0.0,0.0,재정운영순원가,2022,74032622312653.0,0.0,0.0,행정안전부
86798880392861.0,0.0,0.0,재정운영결과,2022,74032622312653.0,0.0,0.0,행정안전부
127139604794.0,-10410443047.0,137550047841.0,프로그램순원가,2022,464414736895.0,-24795156045.0,489209892940.0,행정중심복합도시건설청
127139604794.0,-10410443047.0,137550047841.0,1.행정중심복합도시건설,2022,464414736895.0,-24795156045.0,489209892940.0,행정중심복합도시건설청
