계정명,전년도이전발생합계금액,전년도이전발생금액중이행기한도래액,전년도이전발생금액중이행기한미도래액,채권종류명,회계명,회계연도,소관명,이행기한도래합계금액,이행기한미도래합계금액,전년도말현재액,본년도발생합계금액,본년도발생금액중이행기한도래액,본년도발생금액중이행기한미도래액,총계금액
,0,0,0,재산수입,일반회계,2007,대통령비서실,0,0,0,0,0,0,0
,0,0,0,경상이전수입,일반회계,2007,대통령비서실,0,0,0,0,0,0,0
,0,0,0,관유물매각대,일반회계,2007,대통령비서실,0,0,0,0,0,0,0
,0,0,0,재산수입,일반회계,2007,대통령경호실(구),0,0,0,0,0,0,0
,0,0,0,경상이전수입,일반회계,2007,대통령경호실(구),0,0,0,0,0,0,0
,0,0,0,재화및용역판매수입,일반회계,2007,대통령경호실(구),0,0,0,0,0,0,0
,0,0,0,재산수입,일반회계,2007,감사원,0,0,0,0,0,0,0
,106164000,106164000,0,경상이전수입,일반회계,2007,감사원,106164000,0,106164000,0,0,0,106164000
,0,0,0,재화및용역판매수입,일반회계,2007,감사원,0,0,0,0,0,0,0
,0,0,0,관유물매각대,일반회계,2007,감사원,0,0,0,0,0,0,0
,83020000,0,83020000,기타수입,일반회계,2007,감사원,0,664544800,203690000,581524800,0,581524800,664544800
,0,0,0,재산수입,일반회계,2007,국회,0,0,0,0,0,0,0
,0,0,0,경상이전수입,일반회계,2007,국회,0,0,0,0,0,0,0
,0,0,0,재화및용역판매수입,일반회계,2007,국회,0,0,0,0,0,0,0
,0,0,0,관유물매각대,일반회계,2007,국회,0,0,0,0,0,0,0
,17826860,0,17826860,기타수입,일반회계,2007,국회,0,43558620,25812320,25731760,0,25731760,43558620
,0,0,0,재산수입,일반회계,2007,대법원,0,0,0,0,0,0,0
,37101300,36664020,437280,경상이전수입,일반회계,2007,대법원,45979620,437280,43701650,9315600,9315600,0,46416900
,0,0,0,재화및용역판매수입,일반회계,2007,대법원,0,0,0,0,0,0,0
,0,0,0,관유물매각대,일반회계,2007,대법원,0,0,0,0,0,0,0
,364784080,0,364784080,기타수입,일반회계,2007,대법원,0,365264080,364274080,480000,0,480000,365264080
,0,0,0,경상이전수입,등기특별회계,2007,대법원,0,0,0,0,0,0,0
,0,0,0,재화및용역판매수입,등기특별회계,2007,대법원,0,0,0,0,0,0,0
,0,0,0,관유물매각대,등기특별회계,2007,대법원,0,0,593925330,0,0,0,0
,1128897760,0,1128897760,기타수입,등기특별회계,2007,대법원,0,1128897760,1382010240,0,0,0,1128897760
,0,0,0,경상이전수입,일반회계,2007,헌법재판소,0,0,0,0,0,0,0
,0,0,0,기타수입,일반회계,2007,헌법재판소,0,0,0,0,0,0,0
,0,0,0,재산수입,일반회계,2007,중앙선거관리위원회,0,0,0,0,0,0,0
,0,0,0,경상이전수입,일반회계,2007,중앙선거관리위원회,0,0,0,0,0,0,0
,0,0,0,재화및용역판매수입,일반회계,2007,중앙선거관리위원회,0,0,0,0,0,0,0
,0,0,0,관유물매각대,일반회계,2007,중앙선거관리위원회,0,0,0,0,0,0,0
,2520000,0,2520000,기타수입,일반회계,2007,중앙선거관리위원회,0,2520000,25000000,0,0,0,2520000
,0,0,0,재산수입,일반회계,2007,국무조정실 및 국무총리비서실,0,0,0,0,0,0,0
,0,0,0,경상이전수입,일반회계,2007,국무조정실 및 국무총리비서실,0,0,38500000,0,0,0,0
,0,0,0,재화및용역판매수입,일반회계,2007,국무조정실 및 국무총리비서실,0,0,0,0,0,0,0
,0,0,0,융자회수금,일반회계,2007,국무조정실 및 국무총리비서실,0,0,0,0,0,0,0
,244980000,0,244980000,기타수입,일반회계,2007,국무조정실 및 국무총리비서실,0,244980000,243900000,0,0,0,244980000
,0,0,0,재산수입,복권기금,2007,국무조정실 및 국무총리비서실,3376170,0,4480370,3376170,3376170,0,3376170
,1408250510,1408250510,0,경상이전수입,복권기금,2007,국무조정실 및 국무총리비서실,3891592230,0,2718752670,2483341720,2483341720,0,3891592230
,0,0,0,재화및용역판매수입,복권기금,2007,국무조정실 및 국무총리비서실,0,14507946248,54894969758,14507946248,0,14507946248,14507946248
,0,0,0,예금및예탁금,복권기금,2007,국무조정실 및 국무총리비서실,0,90007019633,89487144415,90007019633,0,90007019633,90007019633
,2103599799,206673629,1896926170,기타수입,일반회계,2007,외교통상부,210414120,2731169885,2780538439,837984206,3740491,834243715,2941584005
,0,0,0,내국세,일반회계,2007,재정경제부,0,0,0,0,0,0,0
,1075817925,1075817925,0,방위세,일반회계,2007,재정경제부,1075831935,0,1799487975,14010,14010,0,1075831935
,30215450057,29361527037,853923020,교육세,일반회계,2007,재정경제부,31212093027,927241200,48803719128,1923884170,1850565990,73318180,32139334227
,33759527946,32717173456,1042354490,농어촌특별세,일반회계,2007,재정경제부,60154636956,1292900640,66855245467,27688009650,27437463500,250546150,61447537596
,8405974020,8371301360,34672660,재산수입,일반회계,2007,재정경제부,11704344900,3031208000,0,6329578880,3333043540,2996535340,14735552900
,66472045027,65087829697,1384215330,경상이전수입,일반회계,2007,재정경제부,75856819747,2327193690,5468840,11711968410,10768990050,942978360,78184013437
,0,0,0,재화및용역판매수입,일반회계,2007,재정경제부,2326290,0,0,2326290,2326290,0,2326290
,15322197190,11089344080,4232853110,관유물매각대,일반회계,2007,재정경제부,14935090140,35781960040,0,35394852990,3845746060,31549106930,50717050180
,70521010,0,70521010,융자회수금,일반회계,2007,재정경제부,0,70521010,82479220,0,0,0,70521010
,0,0,0,유가증권매각대,일반회계,2007,재정경제부,0,0,0,0,0,0,0
,496387370,0,496387370,기타수입,일반회계,2007,재정경제부,0,505734690,715154200,9347320,0,9347320,505734690
융자계정,0,0,0,재산수입,재정융자특별회계,2007,재정경제부,0,0,15981850,0,0,0,0
융자계정,0,0,0,재화및용역판매수입,재정융자특별회계,2007,재정경제부,0,0,0,0,0,0,0
융자계정,0,0,0,융자회수금,재정융자특별회계,2007,재정경제부,0,0,1.20154E+13,0,0,0,0
차관계정,0,0,0,재산수입,재정융자특별회계,2007,재정경제부,0,0,0,0,0,0,0
차관계정,0,0,0,경상이전수입,재정융자특별회계,2007,재정경제부,0,0,0,0,0,0,0
차관계정,0,0,0,융자회수금,재정융자특별회계,2007,재정경제부,0,0,3.73533E+12,0,0,0,0
재산관리계정,0,0,0,재산수입,국유재산관리특별회계,2007,재정경제부,0,0,11105829040,0,0,0,0
재산관리계정,0,0,0,경상이전수입,국유재산관리특별회계,2007,재정경제부,0,0,78456314397,0,0,0,0
재산관리계정,0,0,0,재화및용역판매수입,국유재산관리특별회계,2007,재정경제부,0,0,0,0,0,0,0
재산관리계정,0,0,0,관유물매각대,국유재산관리특별회계,2007,재정경제부,0,0,33300789280,0,0,0,0
,0,0,0,재산수입,농어가목돈마련저축장려기금,2007,재정경제부,0,0,0,0,0,0,0
,0,0,0,융자회수금,농어가목돈마련저축장려기금,2007,재정경제부,0,0,9180000000,0,0,0,0
,0,0,0,예금및예탁금,농어가목돈마련저축장려기금,2007,재정경제부,0,20910000000,39736000000,20910000000,0,20910000000,20910000000
,1.55335E+11,0,1.55335E+11,융자회수금,대외경제협력기금,2007,재정경제부,0,1.53874E+12,1.42512E+12,1.3834E+12,0,1.3834E+12,1.53874E+12
,30000000000,0,30000000000,예금및예탁금,대외경제협력기금,2007,재정경제부,0,4.86593E+11,3.40878E+11,4.56593E+11,0,4.56593E+11,4.86593E+11
총괄계정,1.00282E+12,0,1.00282E+12,재산수입,공공자금관리기금,2007,재정경제부,0,1.00282E+12,1.04276E+12,0,0,0,1.00282E+12
총괄계정,4.46726E+12,0,4.46726E+12,융자회수금,공공자금관리기금,2007,재정경제부,0,4.93796E+12,4.55453E+12,4.70706E+11,0,4.70706E+11,4.93796E+12
융자계정,0,0,0,재산수입,공공자금관리기금,2007,재정경제부,0,0,0,0,0,0,0
융자계정,0,0,0,경상이전수입,공공자금관리기금,2007,재정경제부,0,0,0,0,0,0,0
융자계정,9.76539E+12,0,9.76539E+12,융자회수금,공공자금관리기금,2007,재정경제부,0,1.05086E+13,0,7.43184E+11,0,7.43184E+11,1.05086E+13
차관계정,0,0,0,재산수입,공공자금관리기금,2007,재정경제부,0,0,0,0,0,0,0
차관계정,0,0,0,경상이전수입,공공자금관리기금,2007,재정경제부,0,0,0,0,0,0,0
차관계정,3.11084E+12,0,3.11084E+12,융자회수금,공공자금관리기금,2007,재정경제부,0,3.11084E+12,0,0,0,0,3.11084E+12
,13968121853,13968121853,0,융자회수금,외국환평형기금,2007,재정경제부,13968121853,0,14643787478,0,0,0,13968121853
,0,0,0,예금및예탁금,외국환평형기금,2007,재정경제부,0,2.55252E+12,0,2.55252E+12,0,2.55252E+12,2.55252E+12
,0,0,0,재산수입,공적자금상환기금,2007,재정경제부,0,0,0,0,0,0,0
,0,0,0,재화및용역판매수입,공적자금상환기금,2007,재정경제부,0,0,0,0,0,0,0
,0,0,0,예금및예탁금,공적자금상환기금,2007,재정경제부,0,73800000000,28000000000,73800000000,0,73800000000,73800000000
,7212970,7212970,0,재산수입,일반회계,2007,법무부,33695790,4905960,13539850,31388780,26482820,4905960,38601750
,250472440,249729720,742720,경상이전수입,일반회계,2007,법무부,305585950,4016560,259684310,59130070,55856230,3273840,309602510
,0,0,0,재화및용역판매수입,일반회계,2007,법무부,0,0,0,0,0,0,0
,0,0,0,관유물매각대,일반회계,2007,법무부,0,0,0,0,0,0,0
,0,0,0,융자회수금,일반회계,2007,법무부,0,0,0,0,0,0,0
,11364895760,216260000,11148635760,기타수입,일반회계,2007,법무부,216260000,12669179210,11599813760,1520543450,0,1520543450,12885439210
사법시설계정,0,0,0,관유물매각대,국유재산관리특별회계,2007,법무부,0,0,0,0,0,0,0
,0,0,0,재산수입,교도작업특별회계,2007,법무부,0,0,0,0,0,0,0
,0,0,0,경상이전수입,교도작업특별회계,2007,법무부,0,0,0,0,0,0,0
,0,0,0,재화및용역판매수입,교도작업특별회계,2007,법무부,135670150,0,170677120,135670150,135670150,0,135670150
,0,0,0,관유물매각대,교도작업특별회계,2007,법무부,0,0,0,0,0,0,0
,430810730,430810730,0,재산수입,일반회계,2007,국방부,634941110,107499530,1327846880,311629910,204130380,107499530,742440640
,9692185880,9598785920,93399960,경상이전수입,일반회계,2007,국방부,12626583380,833851300,12856723910,3768248800,3027797460,740451340,13460434680
,0,0,0,재화및용역판매수입,일반회계,2007,국방부,49660,248350,473240,298010,49660,248350,298010
,1.32435E+11,0,1.32435E+11,융자회수금,일반회계,2007,국방부,0,1.36178E+11,1.32435E+11,3743634000,0,3743634000,1.36178E+11
,0,0,0,기타수입,일반회계,2007,국방부,0,1944000,0,1944000,0,1944000,1944000
정부시설계정,0,0,0,경상이전수입,국유재산관리특별회계,2007,국방부,0,0,12110610,0,0,0,0
정부시설계정,0,0,0,관유물매각대,국유재산관리특별회계,2007,국방부,0,0,37677170860,0,0,0,0
,0,0,0,경상이전수입,군인연금특별회계,2007,국방부,0,0,1703490160,0,0,0,0
,579720,579720,0,재산수입,주한미군기지이전특별회계,2007,국방부,52815670,0,1442460,52235950,52235950,0,52815670
,187853690,187853690,0,경상이전수입,주한미군기지이전특별회계,2007,국방부,251346860,13174930,189817020,76668100,63493170,13174930,264521790
,0,0,0,재화및용역판매수입,주한미군기지이전특별회계,2007,국방부,13587130,0,0,13587130,13587130,0,13587130
,0,0,0,관유물매각대,주한미군기지이전특별회계,2007,국방부,214965770,643575350,1594944000,858541120,214965770,643575350,858541120
,0,0,0,재산수입,국방·군사시설이전특별회계,2007,국방부,226750,7671300,0,7898050,226750,7671300,7898050
,12110610,12110610,0,경상이전수입,국방·군사시설이전특별회계,2007,국방부,1201603720,39060,0,1189532170,1189493110,39060,1201642780
,12501259660,2052339480,10448920180,관유물매각대,국방·군사시설이전특별회계,2007,국방부,9125952980,3.53223E+11,0,3.49848E+11,7073613500,3.42774E+11,3.62349E+11
손익계정,143910670,143910670,0,재화및용역판매수입,국방홍보원,2007,국방부,213147870,2963000,144337670,72200200,69237200,2963000,216110870
손익계정,0,0,0,기타수입,국방홍보원,2007,국방부,0,120000,0,120000,0,120000,120000
,949741900,949741900,0,경상이전수입,군인연금기금,2007,국방부,1163068980,298185520,0,511512600,213327080,298185520,1461254500
,0,0,0,예금및예탁금,군인연금기금,2007,국방부,0,73984337990,33900182440,73984337990,0,73984337990,73984337990
,345759063,345759063,0,재산수입,군인복지기금,2007,국방부,572900353,62942810,399040133,290084100,227141290,62942810,635843163
,532571430,80079030,452492400,경상이전수입,군인복지기금,2007,국방부,290942840,453166200,531247640,211537610,210863810,673800,744109040
,713110,713110,0,재화및용역판매수입,군인복지기금,2007,국방부,713110,2274390,713110,2274390,0,2274390,2987500
,3.08259E+11,923891310,3.07335E+11,융자회수금,군인복지기금,2007,국방부,2671427642,4.29824E+11,4.00068E+11,1.24236E+11,1747536332,1.22489E+11,4.32495E+11
,0,0,0,기타수입,군인복지기금,2007,국방부,0,240000,0,240000,0,240000,240000
,39434207875,167061201,39267146674,예금및예탁금,군인복지기금,2007,국방부,218330231,2.25631E+11,2.02007E+11,1.86415E+11,51269030,1.86364E+11,2.25849E+11
,0,0,0,교육세,일반회계,2007,교육인적자원부,0,0,0,0,0,0,0
,3298177750,710981290,2587196460,재산수입,일반회계,2007,교육인적자원부,1379287180,2788525630,1560261190,869635060,668305890,201329170,4167812810
,84682440,83865410,817030,경상이전수입,일반회계,2007,교육인적자원부,101476570,3515750,513677210,20309880,17611160,2698720,104992320
,206360,206360,0,재화및용역판매수입,일반회계,2007,교육인적자원부,357110,0,437120,150750,150750,0,357110
,0,0,0,관유물매각대,일반회계,2007,교육인적자원부,0,162190310,20132530,162190310,0,162190310,162190310
,4.01052E+11,0,4.01052E+11,융자회수금,일반회계,2007,교육인적자원부,0,4.01052E+11,4.06773E+11,0,0,0,4.01052E+11
,212620000,206380000,6240000,기타수입,일반회계,2007,교육인적자원부,206380000,466142220,213924940,459902220,0,459902220,672522220
정부시설계정,0,0,0,재산수입,국유재산관리특별회계,2007,교육인적자원부,0,0,0,0,0,0,0
정부시설계정,0,0,0,관유물매각대,국유재산관리특별회계,2007,교육인적자원부,0,0,2015653000,0,0,0,0
지역혁신사업계정,0,0,0,재산수입,국가균형발전특별회계,2007,교육인적자원부,0,0,0,0,0,0,0
지역혁신사업계정,0,0,0,경상이전수입,국가균형발전특별회계,2007,교육인적자원부,0,0,0,0,0,0,0
손익계정,0,0,0,재산수입,국립국제교육원,2007,교육인적자원부,0,0,0,0,0,0,0
손익계정,0,0,0,경상이전수입,국립국제교육원,2007,교육인적자원부,0,0,0,0,0,0,0
손익계정,0,0,0,재화및용역판매수입,국립국제교육원,2007,교육인적자원부,0,0,0,0,0,0,0
,0,0,0,재산수입,국가장학기금,2007,교육인적자원부,0,0,0,0,0,0,0
,0,0,0,경상이전수입,국가장학기금,2007,교육인적자원부,0,0,0,0,0,0,0
,0,0,0,재화및용역판매수입,국가장학기금,2007,교육인적자원부,0,0,0,0,0,0,0
,1.99812E+11,1.99812E+11,0,예금및예탁금,국가장학기금,2007,교육인적자원부,1.99812E+11,1.6213E+11,1.99812E+11,1.6213E+11,0,1.6213E+11,3.61942E+11
,283174470,283083060,91410,재산수입,일반회계,2007,농림부,348362730,16141260,338151300,81329520,65279670,16049850,364503990
,111858410,106386480,5471930,경상이전수입,일반회계,2007,농림부,145633500,15187450,1419461260,48962540,39247020,9715520,160820950
,0,0,0,재화및용역판매수입,일반회계,2007,농림부,14950,0,3350,14950,14950,0,14950
,0,0,0,관유물매각대,일반회계,2007,농림부,0,22170240,478000,22170240,0,22170240,22170240
,1814693000,733136960,1081556040,기타수입,일반회계,2007,농림부,733136960,1303456040,1984793000,221900000,0,221900000,2036593000
,0,0,0,재산수입,농어촌특별세관리특별회계,2007,농림부,0,0,0,0,0,0,0
,0,0,0,경상이전수입,농어촌특별세관리특별회계,2007,농림부,0,0,0,0,0,0,0
,0,0,0,융자회수금,농어촌특별세관리특별회계,2007,농림부,0,0,81370108000,0,0,0,0
구조개선사업계정,0,0,0,재산수입,농어촌구조개선특별회계,2007,농림부,0,0,0,0,0,0,0
구조개선사업계정,48460620,48460620,0,경상이전수입,농어촌구조개선특별회계,2007,농림부,256024260,0,276589210,207563640,207563640,0,256024260
구조개선사업계정,0,0,0,재화및용역판매수입,농어촌구조개선특별회계,2007,농림부,0,0,0,0,0,0,0
구조개선사업계정,0,0,0,관유물매각대,농어촌구조개선특별회계,2007,농림부,0,0,0,0,0,0,0
구조개선사업계정,2.34703E+12,0,2.34703E+12,융자회수금,농어촌구조개선특별회계,2007,농림부,0,2.57292E+12,2.97687E+12,2.25891E+11,0,2.25891E+11,2.57292E+12
농어촌특별세사업계정,0,0,0,농어촌특별세,농어촌구조개선특별회계,2007,농림부,0,0,0,0,0,0,0
농어촌특별세사업계정,0,0,0,재산수입,농어촌구조개선특별회계,2007,농림부,0,0,0,0,0,0,0
농어촌특별세사업계정,16334340,16334340,0,경상이전수입,농어촌구조개선특별회계,2007,농림부,240151870,16803730,200000,240621260,223817530,16803730,256955600
농어촌특별세사업계정,1.44366E+11,0,1.44366E+11,융자회수금,농어촌구조개선특별회계,2007,농림부,0,1.46866E+11,86982841010,2500000000,0,2500000000,1.46866E+11
지역개발사업계정,0,0,0,경상이전수입,국가균형발전특별회계,2007,농림부,0,0,0,0,0,0,0
손익계정,0,0,0,경상이전수입,양곡관리특별회계,2007,농림부,0,0,0,0,0,0,0
손익계정,0,0,0,재화및용역판매수입,양곡관리특별회계,2007,농림부,0,0,0,0,0,0,0
손익계정,123643750,123643750,0,관유물매각대,양곡관리특별회계,2007,농림부,129646000,0,508407050,6002250,6002250,0,129646000
손익계정,0,0,0,융자회수금,양곡관리특별회계,2007,농림부,0,0,0,0,0,0,0
,0,0,0,재산수입,농산물가격안정기금,2007,농림부,0,0,201213770,0,0,0,0
,0,0,0,경상이전수입,농산물가격안정기금,2007,농림부,0,0,0,0,0,0,0
,0,0,0,관유물매각대,농산물가격안정기금,2007,농림부,0,0,0,0,0,0,0
,1.69637E+12,0,1.69637E+12,융자회수금,농산물가격안정기금,2007,농림부,0,3.04626E+12,3.01573E+12,1.34989E+12,0,1.34989E+12,3.04626E+12
,0,0,0,예금및예탁금,농산물가격안정기금,2007,농림부,0,4.07955E+11,2.90689E+11,4.07955E+11,0,4.07955E+11,4.07955E+11
,1303668941,1303668941,0,재산수입,농지관리기금,2007,농림부,1303668941,11385745170,13598175407,11385745170,0,11385745170,12689414111
,28082021040,28082021040,0,경상이전수입,농지관리기금,2007,농림부,73895565565,2.34959E+11,56137200780,2.80773E+11,45813544525,2.34959E+11,3.08855E+11
,1.50524E+11,1172319685,1.49352E+11,관유물매각대,농지관리기금,2007,농림부,1172319685,3.38603E+11,1.70897E+11,1.8925E+11,0,1.8925E+11,3.39775E+11
,2.15746E+12,0,2.15746E+12,융자회수금,농지관리기금,2007,농림부,0,2.59267E+12,2.50262E+12,4.35212E+11,0,4.35212E+11,2.59267E+12
,0,0,0,예금및예탁금,농지관리기금,2007,농림부,0,3.13839E+11,49037523392,3.13839E+11,0,3.13839E+11,3.13839E+11
,1.31755E+12,0,1.31755E+12,융자회수금,축산발전기금,2007,농림부,0,1.70847E+12,1.91232E+12,3.90917E+11,0,3.90917E+11,1.70847E+12
,0,0,0,예금및예탁금,축산발전기금,2007,농림부,0,2.1126E+11,2.05424E+11,2.1126E+11,0,2.1126E+11,2.1126E+11
,0,0,0,재산수입,농업소득보전직접지불기금,2007,농림부,0,0,0,0,0,0,0
,0,0,0,경상이전수입,농업소득보전직접지불기금,2007,농림부,0,0,0,0,0,0,0
,0,0,0,예금및예탁금,농업소득보전직접지불기금,2007,농림부,0,13945023180,6486035630,13945023180,0,13945023180,13945023180
,0,0,0,재산수입,자유무역협정이행지원기금,2007,농림부,0,0,0,0,0,0,0
,0,0,0,경상이전수입,자유무역협정이행지원기금,2007,농림부,0,0,0,0,0,0,0
,99818953850,0,99818953850,융자회수금,자유무역협정이행지원기금,2007,농림부,0,1.46735E+11,1.16838E+11,46915804730,0,46915804730,1.46735E+11
,0,0,0,예금및예탁금,자유무역협정이행지원기금,2007,농림부,0,40408794728,37500000177,40408794728,0,40408794728,40408794728
,0,0,0,재산수입,농작물재해재보험기금,2007,농림부,0,0,0,0,0,0,0
,0,0,0,경상이전수입,농작물재해재보험기금,2007,농림부,0,0,0,0,0,0,0
,0,0,0,재화및용역판매수입,농작물재해재보험기금,2007,농림부,0,0,0,0,0,0,0
,0,0,0,예금및예탁금,농작물재해재보험기금,2007,농림부,0,51502428880,39045630780,51502428880,0,51502428880,51502428880
,784131100,784131100,0,재산수입,일반회계,2007,건설교통부,991752700,28828210,1344485350,236449810,207621600,28828210,1020580910
,1771600980,1771600980,0,경상이전수입,일반회계,2007,건설교통부,2344750010,17273140,2526696700,590422170,573149030,17273140,2362023150
,0,0,0,재화및용역판매수입,일반회계,2007,건설교통부,2647590,0,0,2647590,2647590,0,2647590
,32656910,32656910,0,관유물매각대,일반회계,2007,건설교통부,38800910,0,1064949270,6144000,6144000,0,38800910
,0,0,0,기타수입,일반회계,2007,건설교통부,0,491850,0,491850,0,491850,491850
도로계정,4997190170,4989636270,7553900,재산수입,교통시설특별회계,2007,건설교통부,6351169065,741002120,6514779970,2094981015,1361532795,733448220,7092171185
도로계정,607982710,605938780,2043930,경상이전수입,교통시설특별회계,2007,건설교통부,682041880,22486930,697077670,96546100,76103100,20443000,704528810
도로계정,71179040,71179040,0,재화및용역판매수입,교통시설특별회계,2007,건설교통부,83186240,4200000,79417300,16207200,12007200,4200000,87386240
도로계정,0,0,0,관유물매각대,교통시설특별회계,2007,건설교통부,11910500,0,170308520,11910500,11910500,0,11910500
도로계정,7.168E+11,4.695E+11,2.473E+11,융자회수금,교통시설특별회계,2007,건설교통부,4.695E+11,2.473E+11,7.7309E+11,0,0,0,7.168E+11
철도계정,4445061380,4445061380,0,재산수입,교통시설특별회계,2007,건설교통부,4445061380,0,6178236330,0,0,0,4445061380
철도계정,14551689680,14551689680,0,경상이전수입,교통시설특별회계,2007,건설교통부,14551689680,0,28215107300,0,0,0,14551689680
철도계정,0,0,0,재화및용역판매수입,교통시설특별회계,2007,건설교통부,0,0,0,0,0,0,0
철도계정,0,0,0,관유물매각대,교통시설특별회계,2007,건설교통부,0,0,1078000,0,0,0,0
철도계정,1.4272E+12,3.90332E+11,1.03687E+12,융자회수금,교통시설특별회계,2007,건설교통부,3.90332E+11,1.03687E+12,1.45604E+12,0,0,0,1.4272E+12
공항계정,0,0,0,재산수입,교통시설특별회계,2007,건설교통부,362460,0,2340650,362460,362460,0,362460
공항계정,55303720,52639920,2663800,경상이전수입,교통시설특별회계,2007,건설교통부,69657980,2663800,55776080,17018060,17018060,0,72321780
공항계정,874520,874520,0,재화및용역판매수입,교통시설특별회계,2007,건설교통부,1182520,0,892520,308000,308000,0,1182520
공항계정,9108926330,0,9108926330,기타수입,교통시설특별회계,2007,건설교통부,0,9108926330,11136936030,0,0,0,9108926330
광역교통시설계정,16185191770,11376952010,4808239760,경상이전수입,교통시설특별회계,2007,건설교통부,41985681420,16490489980,55437539700,42290979630,30608729410,11682250220,58476171400
광역교통시설계정,0,0,0,재화및용역판매수입,교통시설특별회계,2007,건설교통부,0,0,0,0,0,0,0
교통체계관리계정,0,0,0,재산수입,교통시설특별회계,2007,건설교통부,0,0,0,0,0,0,0
교통체계관리계정,0,0,0,경상이전수입,교통시설특별회계,2007,건설교통부,0,0,0,0,0,0,0
교통체계관리계정,2.81238E+11,2.81238E+11,0,융자회수금,교통시설특별회계,2007,건설교통부,2.81238E+11,0,3.26884E+11,0,0,0,2.81238E+11
지역개발사업계정,0,0,0,내국세,국가균형발전특별회계,2007,건설교통부,0,0,0,0,0,0,0
지역개발사업계정,95533870,95533870,0,재산수입,국가균형발전특별회계,2007,건설교통부,117926770,3117760,118155380,25510660,22392900,3117760,121044530
지역개발사업계정,2.09281E+11,73666889120,1.35614E+11,경상이전수입,국가균형발전특별회계,2007,건설교통부,1.65276E+11,3.84679E+11,5.24849E+11,3.40674E+11,91608799060,2.49065E+11,5.49955E+11
지역개발사업계정,0,0,0,재화및용역판매수입,국가균형발전특별회계,2007,건설교통부,179100,0,0,179100,179100,0,179100
지역개발사업계정,32203970,32203970,0,관유물매각대,국가균형발전특별회계,2007,건설교통부,32203970,0,85272305040,0,0,0,32203970
지역개발사업계정,53911441730,53911441730,0,융자회수금,국가균형발전특별회계,2007,건설교통부,53911441730,0,85371100300,0,0,0,53911441730
지역혁신사업계정,0,0,0,재산수입,국가균형발전특별회계,2007,건설교통부,68770,773480,141620,842250,68770,773480,842250
지역혁신사업계정,558162670,556537770,1624900,경상이전수입,국가균형발전특별회계,2007,건설교통부,8721837660,10121757510,4388961530,18285432500,8165299890,10120132610,18843595170
지역혁신사업계정,0,0,0,재화및용역판매수입,국가균형발전특별회계,2007,건설교통부,19560,0,0,19560,19560,0,19560
,0,0,0,재산수입,주택도시기금,2007,건설교통부,0,0,0,0,0,0,0
,75646561978,0,75646561978,경상이전수입,주택도시기금,2007,건설교통부,10898666289,75646561978,1.28366E+11,10898666289,10898666289,0,86545228267
,25025765,0,25025765,관유물매각대,주택도시기금,2007,건설교통부,0,25025765,55887765,0,0,0,25025765
,4.53835E+13,2.96918E+11,4.50866E+13,융자회수금,주택도시기금,2007,건설교통부,2.96918E+11,5.92707E+13,5.50262E+13,1.41841E+13,0,1.41841E+13,5.95676E+13
,0,0,0,기타수입,주택도시기금,2007,건설교통부,0,1916085000,1570142190,1916085000,0,1916085000,1916085000
,0,0,0,예금및예탁금,주택도시기금,2007,건설교통부,42939831312,1.194E+12,1.27137E+12,1.23694E+12,42939831312,1.194E+12,1.23694E+12
,23240040500,23240040500,0,재산수입,일반회계,2007,보건복지부(구),23564322080,0,26160523460,324281580,324281580,0,23564322080
,56954050,56954050,0,경상이전수입,일반회계,2007,보건복지부(구),14685464740,7875570,8699701900,14636386260,14628510690,7875570,14693340310
,0,0,0,재화및용역판매수입,일반회계,2007,보건복지부(구),0,0,0,0,0,0,0
,0,0,0,관유물매각대,일반회계,2007,보건복지부(구),0,36423731760,0,36423731760,0,36423731760,36423731760
,68580479570,54929588610,13650890960,융자회수금,일반회계,2007,보건복지부(구),54929588610,13650890960,63994725560,0,0,0,68580479570
,1092133000,909146910,182986090,기타수입,일반회계,2007,보건복지부(구),909146910,326349090,1092133000,143363000,0,143363000,1235496000
,0,0,0,재산수입,국립의료원특별회계,2007,보건복지부(구),0,0,128707910,0,0,0,0
,0,0,0,재화및용역판매수입,국립의료원특별회계,2007,보건복지부(구),0,0,11644828069,0,0,0,0
,0,0,0,융자회수금,국립의료원특별회계,2007,보건복지부(구),0,0,1440513560,0,0,0,0
손익계정,0,0,0,재산수입,국립재활원,2007,보건복지부(구),0,6107860,0,6107860,0,6107860,6107860
손익계정,153060,153060,0,경상이전수입,국립재활원,2007,보건복지부(구),538340,0,9015850,385280,385280,0,538340
손익계정,2372770,2372770,0,재화및용역판매수입,국립재활원,2007,보건복지부(구),13389870,51671120,38147450,62688220,11017100,51671120,65060990
손익계정,0,0,0,관유물매각대,국립재활원,2007,보건복지부(구),0,0,0,0,0,0,0
손익계정,0,0,0,기업특별회계영업수입,국립목포병원,2007,보건복지부(구),0,9680,0,9680,0,9680,9680
손익계정,0,0,0,재산수입,국립목포병원,2007,보건복지부(구),0,0,0,0,0,0,0
손익계정,0,0,0,경상이전수입,국립목포병원,2007,보건복지부(구),557960,0,0,557960,557960,0,557960
손익계정,0,0,0,재화및용역판매수입,국립목포병원,2007,보건복지부(구),0,0,82064660,0,0,0,0
손익계정,0,0,0,관유물매각대,국립목포병원,2007,보건복지부(구),0,0,0,0,0,0,0
