세출예산현액,세출증감액,불용액,세출지출액,회계연도,다음년도이월액,소관명,수납액,예산현액,증감액
6.27409E+11,19078488060,6140336580,6.0833E+11,2019,12938151480,행정중심복합도시건설청,3.66086E+11,2.99737E+11,66348863110
47876000000,4209904470,2429879780,43666095530,2019,1780024690,헌법재판소,35218810,26000000,9218810
1.28153E+13,2.69382E+11,1.31679E+11,1.2546E+13,2019,1.37704E+11,환경부,6.06369E+12,5.81061E+12,2.53072E+11
11794323000,5129946820,2977454530,6664376180,2018,2152492290,가습기살균제사건과 4·16세월호참사 특별조사위원회,31162530,0,31162530
1.32323E+11,8124650060,6771646100,1.24199E+11,2018,1353003960,감사원,453266910,448000000,5266910
1.06081E+13,2.98414E+11,2.81367E+11,1.03097E+13,2018,17046947520,경찰청,9.10585E+11,9.68716E+11,-58130549000
6.17174E+12,4.59481E+11,4.56892E+11,5.71226E+12,2018,2589561730,고용노동부,68675975890,86917000000,-18241024110
1.24842E+11,5228203680,4144819080,1.19613E+11,2018,1083384600,공정거래위원회,2.4157E+11,5.12597E+11,-2.71027E+11
1.60409E+13,2.1758E+12,2.12869E+12,1.38651E+13,2018,47108698530,과학기술정보통신부,7.92373E+12,9.41782E+12,-1.49409E+12
5.40168E+11,35197232740,33398293350,5.04971E+11,2018,1798939390,관세청,86131835000,97775000000,-11643165000
6.87687E+13,1.40221E+11,1.12634E+11,6.86285E+13,2018,27587484220,교육부,4.16806E+12,4.09569E+12,72371265480
5.35095E+12,1.31544E+11,1.25961E+11,5.21941E+12,2018,5583012200,국가보훈처,6849368360,7690000000,-840631640
31766697000,1682140260,1409940260,30084556740,2018,272200000,국가인권위원회,12747480,17000000,-4252520
4.68537E+11,33045391370,25825984390,4.35492E+11,2018,7219406980,국가정보원,18804234900,1875000000,16929234900
5.55628E+11,14648797860,14441505860,5.4098E+11,2018,207292000,국무조정실 및 국무총리비서실,526010640,0,526010640
76821274000,1303243530,1303243530,75518030470,2018,0,국민권익위원회,356745770,841000000,-484254230
3.14013E+13,1.19012E+12,4.96858E+11,3.02111E+13,2018,6.93259E+11,국방부,1.63281E+12,1.3771E+12,2.55718E+11
1.6782E+12,39364452900,39364452900,1.63883E+12,2018,0,국세청,1.10538E+12,1.25675E+12,-1.5137E+11
4.12619E+13,8.4214E+11,2.37719E+11,4.04197E+13,2018,6.04421E+11,국토교통부,1.80225E+13,1.76429E+13,3.79617E+11
6.12012E+11,50541559260,42696885430,5.6147E+11,2018,7844673830,국회,3210716310,2349000000,861716310
2.44696E+12,2989148340,2751879250,2.44397E+12,2018,237269090,금융위원회,42965412540,28585000000,14380412540
4.06055E+11,21327610390,9988404840,3.84728E+11,2018,11339205550,기상청,6107094910,9219000000,-3111905090
1.39067E+13,1.59248E+12,1.5862E+12,1.23142E+13,2018,6278707320,기획재정부,3.18253E+14,3.0519E+14,1.30632E+13
1.99234E+13,1.53132E+12,1.07555E+12,1.83921E+13,2018,4.5577E+11,농림축산식품부,1.37237E+13,1.15947E+13,2.12901E+12
9.78095E+11,17748401160,3341292780,9.60346E+11,2018,14407108380,농촌진흥청,22540950740,23921000000,-1380049260
1.9347E+12,1.53328E+11,1.51116E+11,1.78137E+12,2018,2211368050,대법원,6.90405E+11,1.01398E+12,-3.23571E+11
90925693800,11223615860,11096836050,79702077940,2018,126779810,대통령경호처,207572570,125000000,82572570
89868155000,3666976610,3666976610,86201178390,2018,0,대통령비서실 및 국가안보실,410235570,79000000,331235570
6.97507E+11,23992401050,12294369550,6.73515E+11,2018,11698031500,문화재청,48719013660,40459000000,8260013660
3.10278E+12,1.81896E+11,92187751390,2.92088E+12,2018,89708468520,문화체육관광부,2.09517E+11,1.38642E+11,70875822080
29978083000,167154500,167154500,29810928500,2018,0,민주평화통일자문회의,3503300,5000000,-1496700
56425024000,817095810,817095810,55607928190,2018,0,방송통신위원회,57310340460,41909000000,15401340460
1.43796E+13,8.80227E+11,2.86965E+11,1.34993E+13,2018,5.93261E+11,방위사업청,5.88905E+11,2.55798E+11,3.33107E+11
3.9137E+12,1.25609E+11,1.12167E+11,3.78809E+12,2018,13442423400,법무부,1.50184E+12,2.0444E+12,-5.42557E+11
33257822000,720881180,720881180,32536940820,2018,0,법제처,41184840,0,41184840
2.21648E+11,6558167110,6533642230,2.15089E+11,2018,24524880,병무청,213217000,208000000,5217000
3.85645E+13,1.14924E+11,74363985680,3.84495E+13,2018,40559930430,보건복지부,4.95934E+11,6.27251E+11,-1.31317E+11
2.84563E+12,51546700550,32965982930,2.79408E+12,2018,18580717620,산림청,1.04646E+12,9.61084E+11,85376231490
8.3088E+12,5.9815E+11,5.77872E+11,7.71065E+12,2018,20277632500,산업통상자원부,5.21304E+12,5.64046E+12,-4.27422E+11
2.84845E+11,16533630420,1909694600,2.68312E+11,2018,14623935820,새만금개발청,382546830,614000000,-231453170
26653962930,1405732090,1405732090,25248230840,2018,0,세월호선체조사위원회,227519000,0,227519000
2.01545E+11,20479469300,6601722430,1.81066E+11,2018,13877746870,소방청,777639800,0,777639800
4.79424E+11,17658525910,14435467780,4.61766E+11,2018,3223058130,식품의약품안전처,24970833900,24030000000,940833900
4.27143E+11,10727688570,8855642880,4.16415E+11,2018,1872045690,여성가족부,7038521850,8094000000,-1055478150
2.30508E+12,1.18591E+11,1.11245E+11,2.18649E+12,2018,7345771610,외교부,2.89418E+11,2.70737E+11,18681094970
99160976000,826311700,806951700,98334664300,2018,19360000,원자력안전위원회,1305642860,1300000000,5642860
3.65034E+12,6795869310,6795869310,3.64355E+12,2018,0,인사혁신처,86118383470,88934000000,-2815616530
3.42661E+11,4375272530,4026967890,3.38285E+11,2018,348304640,조달청,4.03226E+11,3.42035E+11,61190719330
4.39511E+12,10625738330,6648019510,4.38449E+12,2018,3977718820,중소벤처기업부,2.12841E+11,72330000000,1.40511E+11
4.13612E+11,28565423660,28551752330,3.85046E+11,2018,13671330,중앙선거관리위원회,1602516060,4093000000,-2490483940
3.0263E+11,11487230470,11487230470,2.91143E+11,2018,0,통계청,5774650980,2506000000,3268650980
3.23818E+11,52438213190,46350309750,2.7138E+11,2018,6087903440,통일부,1763121370,1756000000,7121370
7.02341E+11,11256600830,11256600830,6.91084E+11,2018,0,특허청,7.11364E+11,7.02278E+11,9085823790
1.30448E+12,44179232630,27945716450,1.2603E+12,2018,16233516180,해양경찰청,6839831280,4486950000,2352881280
5.90702E+12,4.23662E+11,1.22031E+11,5.48336E+12,2018,3.01631E+11,해양수산부,1.54832E+12,1.51762E+12,30700658660
4.89527E+13,1.79016E+11,60582503200,4.87737E+13,2018,1.18434E+11,행정안전부,50676444080,57281050000,-6604605920
6.23812E+11,77483472350,9715908830,5.46329E+11,2018,67767563520,행정중심복합도시건설청,3.78968E+11,2.90944E+11,88023888350
45444868000,2837119000,2837119000,42607749000,2018,0,헌법재판소,1265578810,1247000000,18578810
9.90806E+12,1.62936E+11,89382634440,9.74513E+12,2018,73553543220,환경부,5.16686E+12,4.79696E+12,3.69893E+11
1.26209E+11,5273041480,2639401380,1.20936E+11,2017,2633640100,감사원,831324620,440000000,391324620
1.01824E+13,1.82191E+11,1.65403E+11,1.00002E+13,2017,16787790340,경찰청,9.58341E+11,9.08069E+11,50272508690
2.47357E+12,1.46515E+11,1.40974E+11,2.32705E+12,2017,5541243750,고용노동부,99435050980,81917000000,17518050980
1.14787E+11,6207260050,2987512090,1.0858E+11,2017,3219747960,공정거래위원회,1.16118E+12,4.85442E+11,6.75737E+11
6.51421E+12,1.65827E+12,1.62898E+12,4.85594E+12,2017,29291468070,과학기술정보통신부,3.97637E+12,4.3616E+12,-3.85233E+11
5.13264E+11,28277826270,27116656070,4.84986E+11,2017,1161170200,관세청,32241526030,44661000000,-12419473970
6.37887E+13,1.77544E+11,1.64519E+11,6.36111E+13,2017,13024052650,교육부,4.13916E+12,4.16206E+12,-22902782200
4.81269E+12,24439188930,13978293940,4.78825E+12,2017,10460894990,국가보훈처,2449611640,7607080000,-5157468360
29428800000,897513090,542513090,28531286910,2017,355000000,국가인권위원회,18148950,21000000,-2851050
4.95848E+11,49790559760,44307418720,4.46058E+11,2017,5483141040,국가정보원,20832000860,1350620000,19481380860
5.36902E+11,17671203700,17201760700,5.19231E+11,2017,469443000,국무조정실 및 국무총리비서실,365338480,0,365338480
73684662000,1051223900,1051223900,72633438100,2017,0,국민권익위원회,1549352820,816000000,733352820
1.69361E+12,2584920,2584920,1.69361E+12,2017,0,국민안전처,8443639290,7314498000,1129141290
2.98549E+13,1.13388E+12,5.04067E+11,2.8721E+13,2017,6.29816E+11,국방부,1.48228E+12,1.3251E+12,1.57179E+11
1.61052E+12,17841226840,17689688840,1.59267E+12,2017,151538000,국세청,9.91012E+11,1.06931E+12,-78300994630
3.72562E+13,8.67921E+11,2.69064E+11,3.63883E+13,2017,5.98856E+11,국토교통부,1.63592E+13,1.53786E+13,9.80573E+11
5.85475E+11,35467516570,28616302480,5.50007E+11,2017,6851214090,국회,2435714060,2021000000,414714060
2.03346E+12,3665145470,3614008170,2.0298E+12,2017,51137300,금융위원회,1.00843E+11,77829000000,23014355650
3.9484E+11,17116723560,8959918600,3.77723E+11,2017,8156804960,기상청,9440518070,6887000000,2553518070
1.77575E+13,2.11195E+12,2.09272E+12,1.56455E+13,2017,19230358200,기획재정부,2.94795E+14,2.86667E+14,8.12744E+12
1.97929E+13,2.00953E+12,1.62707E+11,1.77834E+13,2017,1.84682E+12,농림축산식품부,1.22871E+13,1.18096E+13,4.7746E+11
9.76916E+11,51603812470,12282915120,9.25312E+11,2017,39320897350,농촌진흥청,24501836230,40671000000,-16169163770
1.80964E+12,80303228390,63280395350,1.72933E+12,2017,17022833040,대법원,7.09731E+11,8.97002E+11,-1.87271E+11
42232210420,0,0,42232210420,2017,0,대통령경호실,180336800,56966000,123370800
49276168580,10804249210,9363662410,38471919370,2017,1440586800,대통령경호처,93305770,36034000,57271770
88063301000,12937216940,12937216940,75126084060,2017,0,대통령비서실 및 국가안보실,120274010,76000000,44274010
6.70451E+11,23354393720,12926488520,6.47097E+11,2017,10427905200,문화재청,34184443740,40459000000,-6274556260
3.15797E+12,1.37661E+11,86892042060,3.02031E+12,2017,50768667240,문화체육관광부,1.81139E+11,1.31114E+11,50025625330
8.96702E+12,0,0,8.96702E+12,2017,0,미래창조과학부,3.66952E+12,4.46534E+12,-7.95824E+11
27326444000,205435420,205435420,27121008580,2017,0,민주평화통일자문회의,6959490,6000000,959490
54527796000,972383690,972383690,53555412310,2017,0,방송통신위원회,22952542880,31183000000,-8230457120
1.27447E+13,1.12282E+12,2.63567E+11,1.16219E+13,2017,8.59258E+11,방위사업청,4.06503E+11,1.82422E+11,2.24081E+11
3.66797E+12,30755300090,29537858880,3.63721E+12,2017,1217441210,법무부,1.60311E+12,1.8589E+12,-2.55782E+11
32659604000,806160280,806160280,31853443720,2017,0,법제처,7268060,0,7268060
2.2045E+11,9552790890,9552790890,2.10897E+11,2017,0,병무청,162336560,206000000,-43663440
3.49452E+13,96084409580,69608503880,3.48491E+13,2017,26475905700,보건복지부,7.06961E+11,5.94507E+11,1.12455E+11
2.88637E+12,59051675430,35489586520,2.82731E+12,2017,23562088910,산림청,1.04511E+12,9.88405E+11,56708305680
8.72084E+12,5.503E+11,5.46352E+11,8.17053E+12,2017,3948754100,산업통상자원부,5.64406E+12,5.95629E+12,-3.12232E+11
1.2351E+11,5921292900,3369538890,1.17589E+11,2017,2551754010,새만금개발청,573107340,107000000,466107340
29196000000,24387700640,2362737710,4808299360,2017,22024962930,세월호선체조사위원회,1750320,0,1750320
94379381090,18331179990,1365898380,76048201100,2017,16965281610,소방청,2284746850,0,2284746850
4.59251E+11,23871209090,18952722340,4.3538E+11,2017,4918486750,식품의약품안전처,21067134270,24146000000,-3078865730
3.82353E+11,22934264190,21276358960,3.59418E+11,2017,1657905230,여성가족부,8280396090,8094000000,186396090
2.25604E+12,1.43687E+11,1.42306E+11,2.11235E+12,2017,1381093150,외교부,2.68132E+11,2.49398E+11,18733576390
94455661450,967806150,920891150,93487855300,2017,46915000,원자력안전위원회,2491531990,818000000,1673531990
3.53566E+12,10950061030,7211518810,3.52471E+12,2017,3738542220,인사혁신처,8151643780,7863000000,288643780
3.39465E+11,46865404400,46240073740,2.926E+11,2017,625330660,조달청,3.65025E+11,3.38879E+11,26146115100
2.462E+12,10400,10400,2.462E+12,2017,0,중소기업청,44483466900,42479269000,2004197900
1.73812E+12,5904127540,5554403380,1.73221E+12,2017,349724160,중소벤처기업부,51694697420,27976731000,23717966420
7.12196E+11,12573842760,12374622760,6.99622E+11,2017,199220000,중앙선거관리위원회,5942882920,1691000000,4251882920
2.92859E+11,6561809240,6561809240,2.86298E+11,2017,0,통계청,4182675960,3250000000,932675960
4.70835E+11,70922586990,62712884180,3.99913E+11,2017,8209702810,통일부,2379056200,2394000000,-14943800
6.36952E+11,12004966290,12004966290,6.24947E+11,2017,0,특허청,6.72774E+11,6.36888E+11,35885816120
5.82612E+11,36081614450,11941425540,5.46531E+11,2017,24140188910,해양경찰청,2123933720,2143941000,-20007280
6.16418E+12,5.14789E+11,1.6015E+11,5.64939E+12,2017,3.54639E+11,해양수산부,1.83657E+12,1.57204E+12,2.64533E+11
1.94291E+13,1.15242E+11,99106440880,1.93139E+13,2017,16135463950,행정안전부,24417715740,26960765000,-2543049260
2.49057E+13,318389340,318389340,2.49053E+13,2017,0,행정자치부,24344878880,22580796000,1764082880
5.52606E+11,87125724300,27202282790,4.6548E+11,2017,59923441510,행정중심복합도시건설청,3.66204E+11,3.12537E+11,53666947880
42735826000,1981259720,1981259720,40754566280,2017,0,헌법재판소,51714130,16000000,35714130
9.87719E+12,1.61069E+11,45329782170,9.71612E+12,2017,1.15739E+11,환경부,5.34151E+12,5.03373E+12,3.07777E+11
6977366370,1170919490,1170919490,5806446880,2016,0,4·16세월호참사 특별조사위원회,900549980,0,900549980
1.19274E+11,2945448460,1923105260,1.16329E+11,2016,1022343200,감사원,460347420,429000000,31347420
9.87779E+12,3.24107E+11,3.0754E+11,9.55368E+12,2016,16567123130,경찰청,9.88987E+11,9.01435E+11,87551602340
2.28801E+12,95026771150,93294488380,2.19298E+12,2016,1732282770,고용노동부,1.0058E+11,81917000000,18663281270
1.10129E+11,3964019370,3867529980,1.06165E+11,2016,96489390,공정거래위원회,3.7984E+11,6.33227E+11,-2.53387E+11
5.06322E+11,17824548130,17419882540,4.88498E+11,2016,404665590,관세청,31694437310,41522000000,-9827562690
5.46146E+13,2.55524E+11,2.49517E+11,5.43591E+13,2016,6006939230,교육부,1.89597E+11,1.31304E+11,58293380220
4.64726E+12,21289530470,12407241550,4.62597E+12,2016,8882288920,국가보훈처,2344029680,3203000000,-858970320
28324803000,1389003050,1249003050,26935799950,2016,140000000,국가인권위원회,152868620,22000000,130868620
4.86039E+11,15893316550,13128828840,4.70146E+11,2016,2764487710,국가정보원,2548407050,1310500000,1237907050
5.41401E+11,17429653260,17171148020,5.23972E+11,2016,258505240,국무조정실 및 국무총리비서실,406647030,0,406647030
69533676000,2360561670,2360561670,67173114330,2016,0,국민권익위원회,967461890,472970000,494491890
3.56497E+12,1.0276E+11,48463215220,3.46221E+12,2016,54296813470,국민안전처,22614469310,16050000000,6564469310
2.92917E+13,1.47066E+12,7.97777E+11,2.7821E+13,2016,6.72887E+11,국방부,1.36152E+12,1.22366E+12,1.3786E+11
1.54923E+12,29063364890,28755364890,1.52017E+12,2016,308000000,국세청,1.0417E+12,1.13022E+12,-88526254440
3.89309E+13,1.49245E+12,8.56822E+11,3.74385E+13,2016,6.35633E+11,국토교통부,1.6287E+13,1.58796E+13,4.0747E+11
5.58014E+11,33513467240,28333660780,5.245E+11,2016,5179806460,국회,2716839550,1885000000,831839550
2.33029E+12,2396319380,2345619380,2.3279E+12,2016,50700000,금융위원회,2.09459E+11,2.2553E+11,-16071018510
4.14211E+11,18058735110,8395114530,3.96152E+11,2016,9663620580,기상청,5497474840,5771000000,-273525160
2.54058E+13,2.82193E+12,2.79614E+12,2.25839E+13,2016,25792764160,기획재정부,2.85468E+14,2.81214E+14,4.25426E+12
2.04673E+13,2.77343E+12,1.03739E+12,1.76939E+13,2016,1.73604E+12,농림축산식품부,1.17446E+13,1.19327E+13,-1.88026E+11
9.59941E+11,77953294390,18201003510,8.81988E+11,2016,59752290880,농촌진흥청,28880654920,21057000000,7823654920
1.73147E+12,80842058190,74905740150,1.65063E+12,2016,5936318040,대법원,7.00595E+11,8.97686E+11,-1.97091E+11
84545117000,5989502450,5814154450,78555614550,2016,175348000,대통령경호실,1501722360,93000000,1408722360
89022845000,4655939640,4655939640,84366905360,2016,0,대통령비서실 및 국가안보실,70830290,75000000,-4169710
6.71673E+11,15514615080,12000997030,6.56158E+11,2016,3513618050,문화재청,36757437760,39127000000,-2369562240
3.17115E+12,2.83457E+11,1.55561E+11,2.88769E+12,2016,1.27897E+11,문화체육관광부,1.66346E+11,1.3267E+11,33676277530
1.56111E+13,2.08408E+12,2.01687E+12,1.3527E+13,2016,67208156100,미래창조과학부,8.2293E+12,9.47137E+12,-1.24207E+12
26705779000,219167140,219167140,26486611860,2016,0,민주평화통일자문회의,5674400,6000000,-325600
55618604000,1415571330,1415571330,54203032670,2016,0,방송통신위원회,8072405670,56256000000,-48183594330
1.18973E+13,7.73003E+11,2.25272E+11,1.11243E+13,2016,5.47732E+11,방위사업청,1.99597E+11,2.11874E+11,-12277376580
3.32512E+12,24020009870,18844218090,3.3011E+12,2016,5175791780,법무부,1.64578E+12,1.88876E+12,-2.42977E+11
31305746000,800655950,800655950,30505090050,2016,0,법제처,758870,0,758870
2.0459E+11,8411878400,8407587900,1.96178E+11,2016,4290500,병무청,258289230,193000000,65289230
3.40149E+13,3.06913E+11,2.80674E+11,3.37079E+13,2016,26239462740,보건복지부,6.17258E+11,5.44399E+11,72859070820
2.84612E+12,94584135380,32396827840,2.75153E+12,2016,62187307540,산림청,1.03008E+12,9.56197E+11,73882396560
9.39037E+12,1.13658E+12,1.13441E+12,8.25379E+12,2016,2173621220,산업통상자원부,5.15306E+12,6.03934E+12,-8.86275E+11
83364963180,3887623990,1673014520,79477339190,2016,2214609470,새만금개발청,133861780,0,133861780
4.37121E+11,20040739730,13015816490,4.1708E+11,2016,7024923240,식품의약품안전처,16419545710,14920000000,1499545710
3.50344E+11,6323430830,4090826110,3.4402E+11,2016,2232604720,여성가족부,8699292290,8085000000,614292290
2.17177E+12,69121355700,61421575290,2.10265E+12,2016,7699780410,외교부,2.8534E+11,2.41372E+11,43968380720
91014840630,818481270,677010820,90196359360,2016,141470450,원자력안전위원회,1485126420,818000000,667126420
3.19409E+12,10246378850,9963278850,3.18385E+12,2016,283100000,인사혁신처,6644124030,6453000000,191124030
3.49907E+11,1.00308E+11,99721642580,2.49599E+11,2016,586269260,조달청,2.89979E+11,3.49236E+11,-59256893440
3.38861E+12,10867763950,6867763950,3.37774E+12,2016,4000000000,중소기업청,74094682480,66641000000,7453682480
6.38197E+11,16205396450,15956286300,6.21992E+11,2016,249110150,중앙선거관리위원회,9288278980,10512000000,-1223721020
3.31275E+11,11110532310,11110532310,3.20164E+11,2016,0,통계청,3661160780,3412000000,249160780
4.62343E+11,57151406510,51078136320,4.05192E+11,2016,6073270190,통일부,1497918140,2612000000,-1114081860
5.93699E+11,11051779170,10988179170,5.82647E+11,2016,63600000,특허청,6.1545E+11,5.93659E+11,21791133090
6.31478E+12,6.73956E+11,2.89192E+11,5.64083E+12,2016,3.84765E+11,해양수산부,1.91945E+12,1.61399E+12,3.05464E+11
3.87753E+13,55696619760,23522445150,3.87196E+13,2016,32174174610,행정자치부,45093600650,45410000000,-316399350
6.13006E+11,48419867570,12324225610,5.64587E+11,2016,36095641960,행정중심복합도시건설청,4.5721E+11,2.68451E+11,1.88759E+11
40592150000,1361562930,1361562930,39230587070,2016,0,헌법재판소,68982710,482000000,-413017290
1.01968E+13,2.42246E+11,57903492270,9.95455E+12,2016,1.84343E+11,환경부,5.60223E+12,5.03751E+12,5.64721E+11
8910020000,1845913830,1040458460,7064106170,2015,805455370,4·16세월호참사 특별조사위원회,0,0,0
1.12114E+11,1903503910,846210960,1.10211E+11,2015,1057292950,감사원,346035080,354000000,-7964920
9.46874E+12,4.3436E+11,4.05654E+11,9.03438E+12,2015,28706801850,경찰청,9.11061E+11,9.76878E+11,-65817827650
2.23538E+12,1.12921E+11,1.1179E+11,2.12246E+12,2015,1131056130,고용노동부,1.00008E+11,64352000000,35656298090
1.04468E+11,1399117560,1351737560,1.03069E+11,2015,47380000,공정거래위원회,3.32977E+11,6.56555E+11,-3.23578E+11
5.11546E+11,15732893070,10420270190,4.95814E+11,2015,5312622880,관세청,48045218940,36672000000,11373218940
5.26254E+13,1.72578E+12,1.64314E+12,5.08996E+13,2015,82640349160,교육부,3.02279E+11,1.69547E+12,-1.39319E+12
4.47165E+12,16016485640,10716179790,4.45563E+12,2015,5300305850,국가보훈처,9117045410,2915000000,6202045410
27253420000,807581850,658581850,26445838150,2015,149000000,국가인권위원회,9690840,20000000,-10309160
4.81632E+11,8106292430,8106292430,4.73526E+11,2015,0,국가정보원,1956704370,1159000000,797704370
5.30977E+11,5801170480,5661274980,5.25176E+11,2015,139895500,국무조정실 및 국무총리비서실,39423790,0,39423790
64926425000,2656916890,2656916890,62269508110,2015,0,국민권익위원회,373063730,113000000,260063730
3.63889E+12,2.85892E+11,1.02507E+11,3.353E+12,2015,1.83385E+11,국민안전처,16171588810,14413000000,1758588810
2.8227E+13,1.499E+12,8.83259E+11,2.6728E+13,2015,6.15738E+11,국방부,1.2445E+12,1.38185E+12,-1.3735E+11
1.60005E+12,56788025330,56486446130,1.54326E+12,2015,301579200,국세청,9.51386E+11,1.01534E+12,-63956315070
4.33978E+13,1.60482E+12,9.31101E+11,4.1793E+13,2015,6.73715E+11,국토교통부,1.8162E+13,1.80425E+13,1.19514E+11
5.38102E+11,20147777410,18147351240,5.17954E+11,2015,2000426170,국회,2047885870,1836000000,211885870
1.27041E+12,20327068940,20190068940,1.25008E+12,2015,137000000,금융위원회,1.37683E+11,21692000000,1.15991E+11
3.93635E+11,18218422790,6093604140,3.75416E+11,2015,12124818650,기상청,6780737210,3512000000,3268737210
1.612E+13,1.52076E+12,1.50718E+12,1.45993E+13,2015,13572092260,기획재정부,2.65657E+14,2.63255E+14,2.40203E+12
2.22809E+13,3.74209E+12,1.2995E+12,1.85389E+13,2015,2.44258E+12,농림축산식품부,1.23381E+13,1.26061E+13,-2.68014E+11
1.38861E+12,1.27723E+11,94940815690,1.26089E+12,2015,32781974310,농촌진흥청,3.96519E+11,3.84671E+11,11847761300
1.63285E+12,16876076820,13769135260,1.61598E+12,2015,3106941560,대법원,7.99435E+11,9.048E+11,-1.05364E+11
80105747000,4337991900,4262391900,75767755100,2015,75600000,대통령경호실,94366060,70000000,24366060
88687925000,3043122100,3043122100,85644802900,2015,0,대통령비서실 및 국가안보실,351139780,75000000,276139780
6.27887E+11,19858809420,11197502160,6.08029E+11,2015,8661307260,문화재청,27051581420,33598000000,-6546418580
2.94458E+12,3.6235E+11,1.0924E+11,2.58223E+12,2015,2.5311E+11,문화체육관광부,2.09907E+11,1.59919E+11,49988295260
1.45965E+13,1.51997E+12,1.48045E+12,1.30766E+13,2015,39523511470,미래창조과학부,8.32636E+12,8.63272E+12,-3.06353E+11
25864976000,237903390,237903390,25627072610,2015,0,민주평화통일자문회의,62429620,5000000,57429620
55606600000,776452210,776452210,54830147790,2015,0,방송통신위원회,39511980940,53945000000,-14433019060
1.15398E+13,7.6327E+11,2.3961E+11,1.07765E+13,2015,5.2366E+11,방위사업청,1.72626E+11,2.1074E+11,-38113624470
3.25773E+12,29650790790,23654529680,3.22808E+12,2015,5996261110,법무부,1.66578E+12,1.93705E+12,-2.71276E+11
30151576000,1494953740,1494953740,28656622260,2015,0,법제처,398640250,0,398640250
2.00056E+11,8176261920,7951261920,1.9188E+11,2015,225000000,병무청,3405251840,3425000000,-19748160
3.38482E+13,3.58097E+11,2.60547E+11,3.34901E+13,2015,97549879450,보건복지부,6.35861E+11,5.48999E+11,86861893860
2.72178E+12,72779925480,47798272630,2.649E+12,2015,24981652850,산림청,9.27015E+11,8.62316E+11,64699151880
9.48367E+12,6.93795E+11,6.73383E+11,8.78987E+12,2015,20411417850,산업통상자원부,5.811E+12,6.18967E+12,-3.7867E+11
69355888000,3540726210,964431030,65815161790,2015,2576295180,새만금개발청,10038910,0,10038910
4.01423E+11,16747501490,9602387800,3.84676E+11,2015,7145113690,식품의약품안전처,16868721940,11387000000,5481721940
3.67345E+11,24405438290,7091191650,3.4294E+11,2015,17314246640,여성가족부,5250193780,8464000000,-3213806220
2.06492E+12,60715462690,51673575170,2.0042E+12,2015,9041887520,외교부,2.36908E+11,1.97843E+11,39064703680
1.01584E+11,826231340,779542710,1.00758E+11,2015,46688630,원자력안전위원회,8958647480,5396000000,3562647480
3.26653E+12,44656554750,9189140870,3.22188E+12,2015,35467413880,인사혁신처,6302063560,5322000000,980063560
3.45982E+11,8642961780,7972292970,3.37339E+11,2015,670668810,조달청,3.60933E+11,3.35228E+11,25705425380
3.22064E+12,4769416720,4769416720,3.21587E+12,2015,0,중소기업청,76868754410,68933000000,7935754410
2.93911E+11,1856855120,1856855120,2.92054E+11,2015,0,중앙선거관리위원회,938990920,649000000,289990920
3.87763E+11,17026064350,17026064350,3.70737E+11,2015,0,통계청,4972602520,4311000000,661602520
3.51859E+11,50462728030,48266933840,3.01397E+11,2015,2195794190,통일부,2070958920,2597000000,-526041080
5.27244E+11,7994774840,7994774840,5.1925E+11,2015,0,특허청,5.46846E+11,5.25628E+11,21217985070
5.99792E+12,7.84724E+11,2.73665E+11,5.2132E+12,2015,5.11059E+11,해양수산부,1.51423E+12,1.45267E+12,61559114530
3.66841E+13,1.22165E+11,44308782500,3.65619E+13,2015,77856279350,행정자치부,79540187260,53321000000,26219187260
1.07893E+12,1.81035E+11,1.03212E+11,8.97898E+11,2015,77823758940,행정중심복합도시건설청,5.59541E+11,5.21985E+11,37556094410
37748990000,917517950,917517950,36831472050,2015,0,헌법재판소,20787700,16000000,4787700
1.02504E+13,2.80671E+11,1.76971E+11,9.96971E+12,2015,1.037E+11,환경부,5.47093E+12,5.12689E+12,3.44039E+11
1.09232E+11,1797824280,1457179280,1.07434E+11,2014,340645000,감사원,355451800,317000000,38451800
8.88993E+12,2.15801E+11,1.90788E+11,8.67413E+12,2014,25013061340,경찰청,8.37911E+11,9.1793E+11,-80019509140
2.18557E+12,1.14741E+11,1.13326E+11,2.07083E+12,2014,1414915050,고용노동부,99618755130,58443000000,41175755130
84584693000,1256877610,1256877610,83327815390,2014,0,공정거래위원회,4.45811E+11,6.98124E+11,-2.52313E+11
4.9193E+11,41487477450,11327480450,4.50443E+11,2014,30159997000,관세청,39852575040,26881000000,12971575040
5.16297E+13,1.0076E+12,2.23725E+11,5.06221E+13,2014,7.83879E+11,교육부,3.30659E+11,3.24773E+11,5885799780
4.31477E+12,11895227040,11037458610,4.30287E+12,2014,857768430,국가보훈처,2402090010,3667000000,-1264909990
24730427000,486921940,259921940,24243505060,2014,227000000,국가인권위원회,19394390,20000000,-605610
4.71501E+11,8111564760,4715361110,4.6339E+11,2014,3396203650,국가정보원,4338992920,1159000000,3179992920
5.58031E+11,3540533600,2584067480,5.54491E+11,2014,956466120,국무조정실 및 국무총리비서실,110277880,0,110277880
69867221000,3149295210,3149295210,66717925790,2014,0,국민권익위원회,6834276520,7012000000,-177723480
4.18408E+11,1.87303E+11,19110880976,2.31105E+11,2014,1.68192E+11,국민안전처,9301370300,13233000000,-3931629700
2.67738E+13,1.20782E+12,7.58231E+11,2.5566E+13,2014,4.49588E+11,국방부,1.12946E+12,1.3055E+12,-1.76037E+11
