세출예산현액,세출증감액,불용액,세출지출액,회계연도,다음년도이월액,소관명,수납액,예산현액,증감액
1.55887E+12,59188443060,47378335340,1.49968E+12,2014,11810107720,국세청,9.42928E+11,9.51858E+11,-8930086940
3.76812E+13,2.4605E+12,1.77809E+12,3.52207E+13,2014,6.82411E+11,국토교통부,1.56735E+13,1.58296E+13,-1.56123E+11
5.07515E+11,17107228240,13118348860,4.90408E+11,2014,3988879380,국회,1860769040,1506000000,354769040
1.11829E+12,1.00033E+12,1.00023E+12,1.17962E+11,2014,93000000,금융위원회,26356852950,16614000000,9742852950
3.57402E+11,16387160810,8441685150,3.41014E+11,2014,7945475660,기상청,8112527580,3467000000,4645527580
1.41997E+13,6.40303E+12,6.39781E+12,7.79669E+12,2014,5216734300,기획재정부,2.41507E+14,2.48476E+14,-6.9691E+12
2.13851E+13,5.36531E+12,2.16775E+12,1.60198E+13,2014,3.19756E+12,농림축산식품부,1.19176E+13,1.3901E+13,-1.98337E+12
1.37877E+12,1.76547E+11,26555743030,1.20223E+12,2014,1.49991E+11,농촌진흥청,3.44376E+11,4.1019E+11,-65813867570
1.57716E+12,73291105940,60639160670,1.50386E+12,2014,12651945270,대법원,7.03714E+11,8.62556E+11,-1.58842E+11
84296355000,6485264110,6485264110,77811090890,2014,0,대통령경호실,288312870,67000000,221312870
85172910000,7063424120,7063424120,78109485880,2014,0,대통령비서실 및 국가안보실,600696300,72050000,528646300
5.57434E+11,17945909020,10697927480,5.39488E+11,2014,7247981540,문화재청,26652131990,31100732000,-4448600010
2.68227E+12,3.16576E+11,98861785930,2.36569E+12,2014,2.17714E+11,문화체육관광부,2.68632E+11,2.34391E+11,34240948410
1.37053E+13,1.08433E+12,1.05625E+12,1.2621E+13,2014,28081210950,미래창조과학부,8.17408E+12,8.042E+12,1.32072E+11
23882911000,327456190,327456190,23555454810,2014,0,민주평화통일자문회의,38590690,4000000,34590690
50698764000,1717294630,1717294630,48981469370,2014,0,방송통신위원회,1.9869E+11,42747000000,1.55943E+11
1.08048E+13,6.91988E+11,1.65759E+11,1.01128E+13,2014,5.26229E+11,방위사업청,1.17954E+11,1.02964E+11,14990034220
3.12474E+12,42566797770,33406497640,3.08217E+12,2014,9160300130,법무부,1.6911E+12,1.99329E+12,-3.02194E+11
29069819000,1000112780,1000112780,28069706220,2014,0,법제처,63648330,0,63648330
1.87493E+11,3387155940,3387155940,1.84106E+11,2014,0,병무청,186553110,165000000,21553110
2.9847E+13,3.17769E+11,2.65254E+11,2.95292E+13,2014,52514277990,보건복지부,5.3037E+11,5.72235E+11,-41865511830
2.45719E+12,86245161150,47644605570,2.37095E+12,2014,38600555580,산림청,7.95864E+11,7.92341E+11,3522926230
9.20786E+12,1.71727E+12,1.60646E+12,7.49059E+12,2014,1.10816E+11,산업통상자원부,4.76781E+12,5.78092E+12,-1.01311E+12
20098244990,1986392540,911980540,18111852450,2014,1074412000,새만금개발청,3766400,0,3766400
8.56405E+11,5565000,5565000,8.56399E+11,2014,0,소방방재청,2618250550,1671000000,947250550
3.49977E+11,13291886570,8326311600,3.36685E+11,2014,4965574970,식품의약품안전처,15510237180,10267000000,5243237180
3.61704E+13,44695690,44695690,3.61704E+13,2014,0,안전행정부,30065350880,3000000,30062350880
3.35625E+11,14847036770,4328657060,3.20778E+11,2014,10518379710,여성가족부,10194616320,10158000000,36616320
2.00689E+12,1.13361E+11,1.06352E+11,1.89353E+12,2014,7008734760,외교부,2.38175E+11,1.81222E+11,56952911840
97665950880,526865680,397839420,97139085200,2014,129026260,원자력안전위원회,6607030470,555000000,6052030470
48838294790,18101336730,6345792030,30736958060,2014,11755544700,인사혁신처,267054000,71184000,195870000
4.8797E+11,2.28674E+11,2.1792E+11,2.59296E+11,2014,10754438300,조달청,3.08074E+11,4.7485E+11,-1.66776E+11
2.9574E+12,36772066810,36772066810,2.92063E+12,2014,0,중소기업청,1.00983E+11,90303000000,10679539530
3.48638E+11,4977534340,4195934340,3.4366E+11,2014,781600000,중앙선거관리위원회,2020130830,1250000000,770130830
2.74808E+11,8236770760,8236770760,2.66572E+11,2014,0,통계청,3250478230,2798000000,452478230
3.39911E+11,37331624530,36445520150,3.02579E+11,2014,886104380,통일부,3495223290,2065000000,1430223290
4.62321E+11,5847457680,4383462420,4.56473E+11,2014,1463995260,특허청,4.91074E+11,4.613E+11,29773906920
9.967E+11,0,0,9.967E+11,2014,0,해양경찰청,4129249880,0,4129249880
5.37342E+12,6.35349E+11,2.00253E+11,4.73807E+12,2014,4.35096E+11,해양수산부,1.40319E+12,1.41333E+12,-10134959860
6.20379E+12,8.40591E+11,41915941780,5.3632E+12,2014,7.98675E+11,행정자치부,35788489140,63986816000,-28198326860
1.47496E+12,1.82079E+11,1.46744E+11,1.29288E+12,2014,35335137990,행정중심복합도시건설청,6.89448E+11,6.98661E+11,-9213449360
39023340000,1201414140,1181309140,37821925860,2014,20105000,헌법재판소,108435230,448000000,-339564770
9.51429E+12,6.66614E+11,5.21786E+11,8.84768E+12,2014,1.44828E+11,환경부,4.78932E+12,4.87723E+12,-87905173900
1.07051E+11,5249762040,3194186540,1.01801E+11,2013,2055575500,감사원,884610940,762200000,122410940
8.4425E+12,1.41828E+11,1.35029E+11,8.30067E+12,2013,6799113940,경찰청,7.63817E+11,1.23385E+12,-4.70029E+11
2.09275E+12,1.99104E+11,1.52379E+11,1.89365E+12,2013,46724552850,고용노동부,94067610750,54131000000,39936610750
93340378000,4246806020,4227435020,89093571980,2013,19371000,공정거래위원회,3.35665E+11,6.04852E+11,-2.69187E+11
4.55524E+11,18582856940,9207330940,4.36941E+11,2013,9375526000,관세청,40522922880,27107000000,13415922880
1.61787E+13,0,0,1.61787E+13,2013,0,교육과학기술부,1.66647E+11,1.62588E+11,4058416250
3.52992E+13,1.74765E+12,9.73432E+11,3.35516E+13,2013,7.74216E+11,교육부,2.156E+11,4.33274E+11,-2.17675E+11
13461224860,0,0,13461224860,2013,0,국가과학기술위원회,365230,0,365230
4.17587E+12,42564763210,41668658550,4.13331E+12,2013,896104660,국가보훈처,3029397890,5502000000,-2472602110
24231696450,879032080,709032080,23352664370,2013,170000000,국가인권위원회,2548760,20000000,-17451240
4.69447E+11,12817519720,12516108020,4.56629E+11,2013,301411700,국가정보원,1554247410,1161730000,392517410
5.50132E+11,19449440900,16487677650,5.30683E+11,2013,2961763250,국무조정실 및 국무총리비서실,380585900,0,380585900
68697664000,4070049850,4070049850,64627614150,2013,0,국민권익위원회,764885930,115000000,649885930
2.60682E+13,1.37933E+12,8.2609E+11,2.46889E+13,2013,5.53237E+11,국방부,8.77194E+11,1.12524E+12,-2.48047E+11
1.52024E+12,1.13037E+11,55825751780,1.40721E+12,2013,57211482100,국세청,8.31589E+11,8.59001E+11,-27412437090
2.72816E+13,3.71704E+12,3.2029E+12,2.35645E+13,2013,5.14143E+11,국토교통부,9.88583E+12,1.5625E+13,-5.73919E+12
1.1929E+13,1204360,1204360,1.1929E+13,2013,0,국토해양부,6.34124E+12,0,6.34124E+12
5.27874E+11,12158521490,8849437410,5.15716E+11,2013,3309084080,국회,2305466590,1139000000,1166466590
4.20457E+11,5288501190,5269501190,4.15169E+11,2013,19000000,금융위원회,24041054690,14833793000,9207261690
3.33734E+11,21368405740,13007849530,3.12365E+11,2013,8360556210,기상청,15736410110,6887605000,8848805110
1.40544E+13,2.87387E+12,2.87061E+12,1.11805E+13,2013,3256217180,기획재정부,2.35325E+14,2.42315E+14,-6.99018E+12
3.18065E+12,14454200,14454200,3.18063E+12,2013,0,농림수산식품부,2.12829E+12,-2515590000,2.1308E+12
1.92855E+13,6.73795E+12,4.02522E+12,1.25476E+13,2013,2.71272E+12,농림축산식품부,9.36669E+12,1.33875E+13,-4.0208E+12
1.30603E+12,1.76334E+11,21151856870,1.12969E+12,2013,1.55182E+11,농촌진흥청,5.20078E+11,6.13348E+11,-93269793310
1.50887E+12,92244249150,76509407070,1.41662E+12,2013,15734842080,대법원,6.02238E+11,7.7877E+11,-1.76532E+11
62055031360,5501970780,5225970780,56553060580,2013,276000000,대통령경호실,227322230,54000000,173322230
65192072750,7557196020,7557196020,57634876730,2013,0,대통령비서실 및 국가안보실,38962420,71050000,-32087580
34861325890,0,0,34861325890,2013,0,대통령실,74875380,0,74875380
5.49567E+11,28396645270,25072393870,5.21171E+11,2013,3324251400,문화재청,22261932960,26981000000,-4719067040
2.62229E+12,3.06272E+11,1.3047E+11,2.31602E+12,2013,1.75802E+11,문화체육관광부,1.91096E+11,1.89644E+11,1452169660
1.01826E+13,4.82198E+11,4.27919E+11,9.70043E+12,2013,54278972230,미래창조과학부,7.26171E+12,6.42062E+12,8.41089E+11
25034506000,915084340,915084340,24119421660,2013,0,민주평화통일자문회의,25826110,4779000,21047110
1.13253E+11,2264324610,2264324610,1.10989E+11,2013,0,방송통신위원회,1.55067E+11,98890481000,56176219170
1.09209E+13,9.46948E+11,6.66955E+11,9.974E+12,2013,2.79993E+11,방위사업청,2.12734E+11,1.21197E+11,91537459340
2.8839E+12,1.09456E+11,66550104120,2.77444E+12,2013,42905811420,법무부,1.60681E+12,2.02682E+12,-4.20016E+11
27738830000,1525628830,1525628830,26213201170,2013,0,법제처,67703260,0,67703260
1.80983E+11,6087595130,6087595130,1.74895E+11,2013,0,병무청,272373160,277000000,-4626840
2.68733E+13,2.80862E+11,2.3926E+11,2.65924E+13,2013,41602380720,보건복지부,4.17169E+11,6.3296E+11,-2.15791E+11
2.429E+12,1.13453E+11,65291059210,2.31555E+12,2013,48162067010,산림청,7.58258E+11,8.09486E+11,-51228342280
8.694E+12,1.39401E+12,1.16059E+12,7.29999E+12,2013,2.33419E+11,산업통상자원부,4.77547E+12,6.2945E+12,-1.51903E+12
6951000000,1596426520,807328530,5354573480,2013,789097990,새만금개발청,0,0,0
1.08318E+12,1.27199E+11,41782542190,9.55983E+11,2013,85416947670,소방방재청,11107462690,15567000000,-4459537310
2.5483E+11,16726044910,13101545130,2.38104E+11,2013,3624499780,식품의약품안전처,12806370120,8615000000,4191370120
73000665750,0,0,73000665750,2013,0,식품의약품안전청,1708198440,0,1708198440
3.24918E+13,1.38573E+12,5.91564E+11,3.11061E+13,2013,7.9417E+11,안전행정부,30744962950,39899665000,-9154702050
3.11668E+11,21801816240,14119550150,2.89866E+11,2013,7682266090,여성가족부,4556338900,8149000000,-3592661100
1.5051E+12,1.28595E+11,1.27106E+11,1.3765E+12,2013,1488710290,외교부,1.68061E+11,1.401E+11,27960541480
4.83876E+11,0,0,4.83876E+11,2013,0,외교통상부,17298371130,0,17298371130
91858422000,3057036870,2960458990,88801385130,2013,96577880,원자력안전위원회,1296433590,195000000,1101433590
5.36799E+11,2.21287E+11,2.08167E+11,3.15512E+11,2013,13119955420,조달청,3.33048E+11,5.13998E+11,-1.8095E+11
3.13599E+12,62215889360,62215889360,3.07377E+12,2013,0,중소기업청,62791455160,43742000000,19049455160
3.62818E+11,2979647290,1805744790,3.59838E+11,2013,1173902500,중앙선거관리위원회,3754194250,4705000000,-950805750
3.19832E+12,0,0,3.19832E+12,2013,0,지식경제부,2.6654E+12,1.45784E+12,1.20755E+12
2.38183E+11,8928273980,8832529980,2.29255E+11,2013,95744000,통계청,3119836840,3202080000,-82243160
4.22182E+11,1.18299E+11,1.18299E+11,3.03883E+11,2013,0,통일부,2103783450,589000000,1514783450
1611220110,0,0,1611220110,2013,0,특임장관실,1263970,0,1263970
4.35235E+11,6933014160,5912360160,4.28302E+11,2013,1020654000,특허청,4.65169E+11,4.32736E+11,32433113920
1.13531E+12,49461281010,30544451420,1.08585E+12,2013,18916829590,해양경찰청,3478111780,3831000000,-352888220
3.95695E+12,9.56216E+11,6.48756E+11,3.00074E+12,2013,3.07459E+11,해양수산부,9.17527E+11,1.62435E+12,-7.0682E+11
9.99363E+12,2820750,2820750,9.99362E+12,2013,0,행정안전부,11695466220,13446000000,-1750533780
1.67475E+12,2.21371E+11,1.24264E+11,1.45338E+12,2013,97106955090,행정중심복합도시건설청,8.0764E+11,8.4245E+11,-34810210530
35383727000,866916370,866916370,34516810630,2013,0,헌법재판소,11295340,0,11295340
9.28207E+12,1.01493E+12,8.65219E+11,8.26714E+12,2013,1.49707E+11,환경부,4.40508E+12,4.82501E+12,-4.1993E+11
1.04559E+11,4483014710,3935045870,1.00076E+11,2012,547968840,감사원,456325110,332949000,123376110
8.2848E+12,2.05728E+11,93735378910,8.07907E+12,2012,1.11992E+11,경찰청,6.80609E+11,9.98077E+11,-3.17468E+11
1.73482E+12,1.88201E+11,1.84904E+11,1.54662E+12,2012,3296987440,고용노동부,77717852890,41246000000,36471852890
87443736000,1621136420,1591136420,85822599580,2012,30000000,공정거래위원회,9.16195E+11,4.05068E+11,5.11127E+11
4.30498E+11,4760917140,3880378140,4.25737E+11,2012,880539000,관세청,28780047950,24329000000,4451047950
4.9698E+13,3.63165E+11,2.43648E+11,4.93349E+13,2012,1.19517E+11,교육과학기술부,4.19205E+11,6.35102E+11,-2.15897E+11
58973212000,269925840,269925840,58703286160,2012,0,국가과학기술위원회,324706340,0,324706340
3.90023E+12,19755975880,11946911990,3.88048E+12,2012,7809063890,국가보훈처,2218460590,2537000000,-318539410
23226746000,738151710,597682260,22488594290,2012,140469450,국가인권위원회,128732480,20000000,108732480
4.69418E+11,9280798590,7013993590,4.60137E+11,2012,2266805000,국가정보원,1739937320,1378600000,361337320
5.05119E+11,3490891060,3063057030,5.01628E+11,2012,427834030,국무총리실,1219586970,1018000000,201586970
65621302000,1691187740,1691187740,63930114260,2012,0,국민권익위원회,360027100,0,360027100
2.5036E+13,1.5013E+12,6.98732E+11,2.35347E+13,2012,8.0257E+11,국방부,8.06951E+11,1.01371E+12,-2.06757E+11
1.44811E+12,1.01813E+11,48944449500,1.3463E+12,2012,52868448800,국세청,6.76722E+11,7.29357E+11,-52634614580
4.00348E+13,1.5561E+12,6.86356E+11,3.84787E+13,2012,8.69742E+11,국토해양부,1.63477E+13,1.64713E+13,-1.23536E+11
5.08958E+11,21541847800,15538882390,4.87416E+11,2012,6002965410,국회,1676152400,1087000000,589152400
4.25732E+11,1006729820,981729820,4.24725E+11,2012,25000000,금융위원회,18829009320,11617358000,7211651320
3.33092E+11,20228713430,5332881780,3.12863E+11,2012,14895831650,기상청,4323931750,2119000000,2204931750
1.43989E+13,6.14443E+11,6.10086E+11,1.37845E+13,2012,4356358000,기획재정부,2.25898E+14,2.2503E+14,8.68095E+11
2.21933E+13,4.71362E+12,9.49001E+11,1.74797E+13,2012,3.76461E+12,농림수산식품부,1.18875E+13,1.4525E+13,-2.63748E+12
1.27454E+12,2.39105E+11,5992791140,1.03544E+12,2012,2.33112E+11,농촌진흥청,4.68566E+11,6708000000,4.61858E+11
1.44936E+12,69218276300,54424062190,1.38014E+12,2012,14794214110,대법원,5.78254E+11,6.32784E+11,-54529814830
1.67995E+11,8801770480,8578580480,1.59194E+11,2012,223190000,대통령실,244731680,110050000,134681680
4.88795E+11,6531198630,2411995490,4.82264E+11,2012,4119203140,문화재청,25487222520,25516000000,-28777480
2.31608E+12,1.73279E+11,29881479430,2.1428E+12,2012,1.43398E+11,문화체육관광부,1.55199E+11,1.40844E+11,14355394450
22968457000,243396530,243396530,22725060470,2012,0,민주평화통일자문회의,8251560,2500000,5751560
3.09629E+11,17137073870,5551334520,2.92492E+11,2012,11585739350,방송통신위원회,2.67913E+11,3.3565E+11,-67737001250
1.03723E+13,9.40128E+11,1.94085E+11,9.43222E+12,2012,7.46043E+11,방위사업청,1.65459E+11,1.05191E+11,60267748490
2.84044E+12,1.59723E+11,55753255660,2.68072E+12,2012,1.0397E+11,법무부,1.53344E+12,1.89092E+12,-3.57483E+11
25585065780,264002800,264002800,25321062980,2012,0,법제처,59500850,0,59500850
1.90331E+11,3476361070,3250179070,1.86854E+11,2012,226182000,병무청,212496060,342000000,-129503940
2.27453E+13,74259015850,30917984800,2.2671E+13,2012,43341031050,보건복지부,3.90081E+11,5.87886E+11,-1.97805E+11
2.30588E+12,85670871710,9771044050,2.22021E+12,2012,75899827660,산림청,7.95785E+11,7.73321E+11,22464039230
1.64931E+12,22482518280,6837105850,1.62682E+12,2012,15645412430,소방방재청,7541147880,12413000000,-4871852120
2.48562E+11,4966132470,3618360080,2.43596E+11,2012,1347772390,식품의약품안전청,10550515220,8548000000,2002515220
2.47424E+11,4445090290,4046855800,2.42979E+11,2012,398234490,여성가족부,6920158160,4928000000,1992158160
2.00207E+12,19635427170,17955734010,1.98244E+12,2012,1679693160,외교통상부,1.67766E+11,1.4447E+11,23296206610
77348000000,553883340,498883340,76794116660,2012,55000000,원자력안전위원회,792559340,194000000,598559340
2.82646E+11,16540522520,4177345080,2.66105E+11,2012,12363177440,조달청,2.98412E+11,2.54688E+11,43724610880
2.16142E+12,34953597240,3955347240,2.12647E+12,2012,30998250000,중소기업청,5.53231E+11,5.16578E+11,36652963470
8.12171E+11,83076332590,77984600920,7.29094E+11,2012,5091731670,중앙선거관리위원회,12259243260,11040000000,1219243260
1.66078E+13,1.19212E+12,1.07645E+12,1.54157E+13,2012,1.15665E+11,지식경제부,1.34586E+13,1.1721E+13,1.73768E+12
2.35891E+11,4355779350,4355779350,2.31535E+11,2012,0,통계청,4870166960,4226000000,644166960
5.17705E+11,1.89496E+11,1.89496E+11,3.28209E+11,2012,0,통일부,1919851010,572000000,1347851010
9682573220,601459020,524413200,9081114200,2012,77045820,특임장관실,16922000,0,16922000
4.09845E+11,7638849670,5140129040,4.02206E+11,2012,2498720630,특허청,4.33067E+11,4.05415E+11,27651615250
1.18389E+12,54722877020,2980163530,1.12916E+12,2012,51742713490,해양경찰청,28411484350,3567000000,24844484350
3.7656E+13,2.29984E+11,49999478560,3.7426E+13,2012,1.79985E+11,행정안전부,36074292120,39783000000,-3708707880
1.74528E+12,91493440480,17173875310,1.65378E+12,2012,74319565170,행정중심복합도시건설청,1.00423E+12,8.02753E+11,2.01481E+11
34629371250,1435964530,1435964530,33193406720,2012,0,헌법재판소,460732540,440000000,20732540
8.1084E+12,4.10198E+11,2.8308E+11,7.6982E+12,2012,1.27118E+11,환경부,4.19349E+12,4.36396E+12,-1.70467E+11
1.01415E+11,7063390680,6081073680,94351444020,2011,982317000,감사원,352745060,366057000,-13311940
8.07648E+12,4.17864E+11,1.78331E+11,7.65862E+12,2011,2.39533E+11,경찰청,7.90478E+11,9.93581E+11,-2.03103E+11
1.36824E+12,64218364430,54153480130,1.30402E+12,2011,10064884300,고용노동부,52980312590,13059000000,39921312590
78843437000,1738951560,1738951560,77104485440,2011,0,공정거래위원회,3.49101E+11,4.08221E+11,-59120435730
4.24815E+11,20565980770,14082022500,4.04249E+11,2011,6483958270,관세청,26003430030,21841000000,4162430030
4.51482E+13,1.45398E+11,52336695655,4.50028E+13,2011,93061499735,교육과학기술부,5.70014E+11,4.30059E+11,1.39955E+11
46833357350,2182649820,2182649820,44650707530,2011,0,국가과학기술위원회,421074620,0,421074620
3.73043E+12,16204274550,13595597710,3.71422E+12,2011,2608676840,국가보훈처,7861863830,2407000000,5454863830
22515039070,1252295490,1080074490,21262743580,2011,172221000,국가인권위원회,19484740,20000000,-515260
5.04062E+11,11756192320,11335644380,4.92306E+11,2011,420547940,국가정보원,895898450,1008030000,-112131550
4.88441E+11,6118862700,4781316900,4.82322E+11,2011,1337545800,국무총리실,185341000,0,185341000
61662668000,2741903890,2741903890,58920764110,2011,0,국민권익위원회,268979270,0,268979270
2.41708E+13,1.48117E+12,5.53699E+11,2.26897E+13,2011,9.27474E+11,국방부,1.01615E+12,1.3018E+12,-2.85646E+11
1.49975E+12,1.28814E+11,69011901201,1.37093E+12,2011,59802049860,국세청,6.45225E+11,5.50368E+11,94857369140
4.03867E+13,2.93456E+12,2.03013E+12,3.74522E+13,2011,9.04429E+11,국토해양부,1.37842E+13,1.64353E+13,-2.65106E+12
5.36988E+11,16606308690,13680942300,5.20381E+11,2011,2925366390,국회,11879937900,1040000000,10839937900
1.55563E+12,2553922150,2488740340,1.55308E+12,2011,65181810,금융위원회,15913967570,10710000000,5203967570
3.00222E+11,29684585950,5832501530,2.70538E+11,2011,23852084420,기상청,2492600650,2153100000,339500650
1.38288E+13,1.06266E+12,1.05592E+12,1.27662E+13,2011,6736422770,기획재정부,2.18553E+14,2.13409E+14,5.14432E+12
1.70437E+13,1.01867E+12,1.57413E+11,1.6025E+13,2011,8.61253E+11,농림수산식품부,1.09824E+13,9.51223E+12,1.47019E+12
1.27084E+12,4.26216E+11,24270861570,8.44624E+11,2011,4.01945E+11,농촌진흥청,16838078690,6594000000,10244078690
1.45015E+12,98893140410,55058907380,1.35126E+12,2011,43834233030,대법원,5.64694E+11,6.1135E+11,-46656250480
1.62929E+11,9245878080,9245878080,1.53683E+11,2011,0,대통령실,6370894460,84079000,6286815460
4.72013E+11,10026852290,6056453640,4.61986E+11,2011,3970398650,문화재청,23620625980,26939270000,-3318644020
2.09225E+12,92224392540,31463030630,2.00002E+12,2011,60761361910,문화체육관광부,1.00838E+11,1.11072E+11,-10233658910
24317397000,659016170,659016170,23658380830,2011,0,민주평화통일자문회의,38657240,1779000,36878240
3.25428E+11,24499399430,9630106170,3.00929E+11,2011,14869293260,방송통신위원회,3.18123E+11,3.11565E+11,6557649570
1.0234E+13,6.28677E+11,1.50134E+11,9.60532E+12,2011,4.78544E+11,방위사업청,62796655540,63651000000,-854344460
2.69999E+12,1.30528E+11,28578538300,2.56946E+12,2011,1.0195E+11,법무부,1.54374E+12,1.8482E+12,-3.04452E+11
24431294000,615440660,605604880,23815853340,2011,9835780,법제처,3402870,0,3402870
1.83333E+11,6494646900,1979678650,1.76838E+11,2011,4514968250,병무청,251808990,333747000,-81938010
2.1073E+13,85945158157,56117335417,2.09871E+13,2011,29827822740,보건복지부,4.33815E+11,5.23027E+11,-89211872060
2.19979E+12,40614439290,7768296210,2.15917E+12,2011,32846143080,산림청,9.0851E+11,7.70919E+11,1.37591E+11
1.09219E+12,33326993370,19612716370,1.05886E+12,2011,13714277000,소방방재청,7072323080,11083000000,-4010676920
2.42524E+11,11611330480,8751921460,2.30912E+11,2011,2859409020,식품의약품안전청,12528423260,8311000000,4217423260
2.19772E+11,6250957610,5781074880,2.13521E+11,2011,469882730,여성가족부,8277015310,2740000000,5537015310
1.76899E+12,43298933160,42290569960,1.7257E+12,2011,1008363200,외교통상부,1.51193E+11,1.33487E+11,17706338570
7405632720,151384880,151384880,7254247840,2011,0,원자력안전위원회,125000000,0,125000000
4.01703E+11,44419510350,30641465440,3.57283E+11,2011,13778044910,조달청,3.97998E+11,3.822E+11,15797473690
2.00433E+12,6006562840,4621951590,1.99832E+12,2011,1384611250,중소기업청,34306031960,13689315000,20616716960
2.57171E+11,1344753890,1344753890,2.55826E+11,2011,0,중앙선거관리위원회,706662290,789000000,-82337710
1.53407E+13,4.50438E+11,3.50923E+11,1.48903E+13,2011,99514987240,지식경제부,1.31668E+13,1.07194E+13,2.44738E+12
2.81762E+11,10935921030,10935921030,2.70826E+11,2011,0,통계청,4672706360,2977227000,1695479360
5.69189E+11,3.5415E+11,3.52146E+11,2.15038E+11,2011,2004240560,통일부,729402790,565300000,164102790
9476803360,978370350,794430130,8498433010,2011,183940220,특임장관실,50929960,0,50929960
3.64909E+11,10514005800,7769505800,3.54395E+11,2011,2744500000,특허청,3.91904E+11,3.63286E+11,28618168640
1.09863E+12,1.35187E+11,17669770050,9.63443E+11,2011,1.17517E+11,해양경찰청,3718360460,2495000000,1223360460
3.45147E+13,2.12062E+11,58382646260,3.43027E+13,2011,1.5368E+11,행정안전부,1.2448E+11,27621094000,96858872340
1.57082E+12,2.10845E+11,12007956090,1.35998E+12,2011,1.98837E+11,행정중심복합도시건설청,1.00753E+12,7.85936E+11,2.2159E+11
31486124850,1687857490,1341093240,29798267360,2011,346764250,헌법재판소,24351940,0,24351940
8.46825E+12,4.25678E+11,2.65032E+11,8.04257E+12,2011,1.60646E+11,환경부,4.3993E+12,4.27146E+12,1.27834E+11
90736384000,5874215050,5466814350,84862168950,2010,407400700,감사원,316461510,303192000,13269510
7.64481E+12,4.68869E+11,1.91785E+11,7.17594E+12,2010,2.77084E+11,경찰청,1.01311E+12,1.11639E+12,-1.03278E+11
1.27378E+12,60123836630,53215618310,1.21366E+12,2010,6908218320,고용노동부,25469569630,15592000000,9877569630
73829777000,2821513090,2821513090,71008263910,2010,0,공정거래위원회,5.08401E+11,3.73381E+11,1.3502E+11
4.04839E+11,18679200690,14105389020,3.8616E+11,2010,4573811670,관세청,19795138510,20225000000,-429861490
4.18537E+13,5.85755E+11,5.02327E+11,4.1268E+13,2010,83427799310,교육과학기술부,4.118E+11,3.83344E+11,28456000990
3.47033E+12,14241562520,7061862190,3.45609E+12,2010,7179700330,국가보훈처,2721140860,2176140000,545000860
22697115000,2631271290,2194872220,20065843710,2010,436399070,국가인권위원회,16891100,20000000,-3108900
5.06292E+11,44242398750,36579027010,4.6205E+11,2010,7663371740,국가정보원,7540715640,943960000,6596755640
4.60075E+11,6511067360,6016093760,4.53564E+11,2010,494973600,국무총리실,604646600,0,604646600
60842098000,4291762030,4291762030,56550335970,2010,0,국민권익위원회,55769870,0,55769870
2.23657E+13,1.20732E+12,1.94253E+11,2.11584E+13,2010,1.01307E+12,국방부,1.34453E+12,1.01662E+12,3.2791E+11
1.44629E+12,1.04537E+11,67900411659,1.34175E+12,2010,36636561481,국세청,5.33243E+11,6.74788E+11,-1.41544E+11
4.10134E+13,1.63806E+12,9.79359E+11,3.93754E+13,2010,6.58698E+11,국토해양부,1.49521E+13,1.64964E+13,-1.54431E+12
4.79833E+11,14013154240,9516040790,4.6582E+11,2010,4497113450,국회,952184840,924000000,28184840
3.14645E+12,3804291820,3804291820,3.14265E+12,2010,0,금융위원회,12402308920,12192651000,209657920
2.49967E+11,14992347310,3645714390,2.34975E+11,2010,11346632920,기상청,1856798960,2172000000,-315201040
1.32169E+13,1.35357E+12,1.34748E+12,1.18633E+13,2010,6090681000,기획재정부,2.09435E+14,2.04674E+14,4.76141E+12
1.76533E+13,1.66775E+12,6.25702E+11,1.59856E+13,2010,1.04204E+12,농림수산식품부,1.02455E+13,1.00427E+13,2.02845E+11
9.38753E+11,1.94109E+11,15128425520,7.44643E+11,2010,1.78981E+11,농촌진흥청,10150502100,5894060000,4256442100
1.38286E+12,99831750040,73930910250,1.28303E+12,2010,25900839790,대법원,4.80097E+11,5.49314E+11,-69217130580
1.62333E+11,9169935200,9100735200,1.53163E+11,2010,69200000,대통령실,570267660,73067000,497200660
5.16812E+11,14722145150,9697309810,5.0209E+11,2010,5024835340,문화재청,24331780920,20057066000,4274714920
1.91894E+12,97418890440,65350719760,1.82152E+12,2010,32068170680,문화체육관광부,1.31341E+11,88352792000,42988226290
21202608000,248317200,248317200,20954290800,2010,0,민주평화통일자문회의,2233790,0,2233790
3.32695E+11,17206930280,12569965710,3.15488E+11,2010,4636964570,방송통신위원회,3.40329E+11,3.50363E+11,-10034322270
9.36E+12,6.23026E+11,82575969290,8.73697E+12,2010,5.4045E+11,방위사업청,1.26164E+11,69795000000,56369379980
2.3863E+12,1.05663E+11,42375416430,2.28063E+12,2010,63287567900,법무부,1.49686E+12,1.80714E+12,-3.10276E+11
22027024000,548069110,548069110,21478954890,2010,0,법제처,884510,0,884510
1.76904E+11,5800790560,4501288030,1.71103E+11,2010,1299502530,병무청,490296870,470771000,19525870
2.0145E+13,1.88141E+11,1.61391E+11,1.99568E+13,2010,26750711587,보건복지부,6.53937E+11,4.08468E+11,2.45469E+11
2.13104E+12,50385067340,13904545000,2.08065E+12,2010,36480522340,산림청,8.93321E+11,8.6474E+11,28580683140
9.39994E+11,27201111970,3472554440,9.12792E+11,2010,23728557530,소방방재청,1881959410,15054000000,-13172040590
