계정명,단위사업,단위사업명,ANEXP_BDGAMT_F,ANEXP_BDGAMT_M,ANEXP_BDG_CAMT,AVDV_IAMT,AVDV_MAMT,BDTR_IAMT,BDTR_MAMT,지출목,지출목명,DUSEAMT,EP_AMT,EP_NAMT,분야,분야명,FNT_IAMT,FNT_MAMT,회계명,회계연도,NEXT_YY_BFWAMT,소관명,OVR_EP_AMT,프로그램,프로그램명,PREY_BFWAMT,RSVF_EP_DCS_IAMT,RSVF_EP_DCS_MAMT,부문,부문명
,1032,위원회운영지원,58326000.0,58326000.0,58326000.0,0.0,0.0,0.0,0.0,430,유형자산,13084090.0,45241910.0,45241910.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,1000,의정활동지원,0.0,0.0,0.0,011,입법및선거관리
,1033,의회외교,59000000.0,59000000.0,59000000.0,0.0,0.0,0.0,0.0,110,인건비,52767860.0,6232140.0,6232140.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,1000,의정활동지원,0.0,0.0,0.0,011,입법및선거관리
,1033,의회외교,1727054000.0,1727054000.0,1727054000.0,0.0,0.0,0.0,0.0,210,운영비,769968270.0,957085730.0,957085730.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,1000,의정활동지원,0.0,0.0,0.0,011,입법및선거관리
,1033,의회외교,5956415000.0,5956415000.0,5907985000.0,0.0,0.0,0.0,-48430000.0,220,여비,952859860.0,4955125140.0,4955125140.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,1000,의정활동지원,0.0,0.0,0.0,011,입법및선거관리
,1033,의회외교,171000000.0,171000000.0,171000000.0,0.0,0.0,0.0,0.0,230,특수활동비,820.0,170999180.0,170999180.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,1000,의정활동지원,0.0,0.0,0.0,011,입법및선거관리
,1033,의회외교,2086071000.0,2086071000.0,2086071000.0,0.0,0.0,0.0,0.0,240,업무추진비,580106050.0,1505964950.0,1505964950.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,1000,의정활동지원,0.0,0.0,0.0,011,입법및선거관리
,1033,의회외교,20000000.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,260,연구용역비,0.0,0.0,0.0,010,일반·지방행정,0.0,0.0,일반회계,2022,20000000.0,국회,0.0,1000,의정활동지원,0.0,0.0,0.0,011,입법및선거관리
,1033,의회외교,18399000.0,18399000.0,18399000.0,0.0,0.0,0.0,0.0,310,보전금,16381630.0,2017370.0,2017370.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,1000,의정활동지원,0.0,0.0,0.0,011,입법및선거관리
,1033,의회외교,1611000000.0,1611000000.0,1611000000.0,0.0,0.0,0.0,0.0,320,민간이전,0.0,1611000000.0,1611000000.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,1000,의정활동지원,0.0,0.0,0.0,011,입법및선거관리
,1033,의회외교,340061000.0,340061000.0,362637000.0,0.0,0.0,22576000.0,0.0,340,해외이전,4560440.0,358076560.0,358076560.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,1000,의정활동지원,0.0,0.0,0.0,011,입법및선거관리
