회계연도,소관명,PRV_1_AMT,PRV_2_AMT,PRV_3_AMT,STL_TACCT_NM,THISP_1_AMT,THISP_2_AMT,THISP_3_AMT
2011,국가과학기술위원회,0,0,0,집기ㆍ비품ㆍ차량운반구감가상각누계액,0,118774511,1688506109
2011,국가과학기술위원회,0,0,0,3. 기타일반유형자산,0,27314980,0
2011,국가과학기술위원회,0,0,0,기타일반유형자산감가상각누계액,0,1720310,25594670
2011,국가과학기술위원회,0,0,0,Ⅲ.무형자산,0,0,2028227187
2011,국가과학기술위원회,0,0,0,1. 소프트웨어,0,0,2028227187
2011,국가과학기술위원회,0,0,0,자산계,0,0,4821161376
2011,국가과학기술위원회,0,0,0,부채,0,0,0
2011,국가과학기술위원회,0,0,0,부채계,0,0,0
2011,국가과학기술위원회,0,0,0,순자산,0,0,0
2011,국가과학기술위원회,0,0,0,Ⅰ.적립금 및 잉여금,0,0,4821161376
2011,국가과학기술위원회,0,0,0,순자산계,0,0,4821161376
2011,국가과학기술위원회,0,0,0,부채와순자산계,0,0,4821161376
2011,국가보훈처,0,0,0,자산,0,0,0
2011,국가보훈처,0,0,276450184880,Ⅰ.유동자산,0,0,194756798823
2011,국가보훈처,0,0,11511317132,1. 현금및현금성자산,0,0,13908711523
2011,국가보훈처,0,0,166574000000,2. 단기금융상품,0,0,147600000000
2011,국가보훈처,0,0,8922407592,3. 단기투자증권,0,0,0
2011,국가보훈처,0,10835286713,0,4. 미수채권,0,11823911656,0
2011,국가보훈처,0,22718426,10812568287,미수채권대손충당금,0,31377956,11792533700
2011,국가보훈처,0,0,50000000000,5. 단기대여금,0,0,0
2011,국가보훈처,0,0,28629891869,6. 기타유동자산,0,0,21455553600
2011,국가보훈처,0,0,377791546218,Ⅱ.투자자산,0,0,456043110433
2011,국가보훈처,0,0,0,1. 장기금융상품,0,0,292627835
2011,국가보훈처,0,0,38138340136,3. 장기투자증권,0,0,94596496807
2011,국가보훈처,0,342298382820,0,2. 장기대여금,0,366100105780,0
2011,국가보훈처,0,2645176738,339653206082,장기대여금대손충당금,0,4946119989,361153985791
2011,국가보훈처,0,0,918809555787,Ⅲ.일반유형자산,0,0,1152391450846
2011,국가보훈처,0,0,626465206761,1. 토지,0,0,895262592410
2011,국가보훈처,0,197462062927,0,2. 건물,0,189875247476,0
2011,국가보훈처,0,21143127790,176318935137,건물감가상각누계액,0,5823380940,184051866536
2011,국가보훈처,0,95148988315,0,3. 구축물,0,61507442235,0
2011,국가보훈처,0,14608243601,80540744714,구축물감가상각누계액,0,18326554519,43180887716
2011,국가보훈처,0,5314921909,0,4. 기계장치,0,5648157391,0
2011,국가보훈처,0,1387378878,3927543031,기계장치감가상각누계액,0,2695468299,2952689092
2011,국가보훈처,0,16322994624,0,5. 집기ㆍ비품ㆍ차량운반구,0,15477919040,0
2011,국가보훈처,0,4854221192,11468773432,집기ㆍ비품ㆍ차량운반구감가상각누계액,0,10170413480,5307505560
2011,국가보훈처,0,17391473587,0,6. 기타일반유형자산,0,16502506870,0
2011,국가보훈처,0,175647465,17215826122,기타일반유형자산감가상각누계액,0,2712910674,13789596196
2011,국가보훈처,0,0,2872526590,7. 건설중인일반유형자산,0,0,7846313336
2011,국가보훈처,0,0,3743115125,Ⅳ.무형자산,0,0,781052110
2011,국가보훈처,0,0,3741455125,1. 소프트웨어,0,0,781052110
2011,국가보훈처,0,0,1660000,2. 기타무형자산,0,0,0
2011,국가보훈처,0,0,1912431858,Ⅴ.기타비유동자산,0,0,1841308000
2011,국가보훈처,0,0,1912431858,1. 기타의기타비유동자산,0,0,1841308000
2011,국가보훈처,0,0,1578706833868,자산계,0,0,1805813720212
2011,국가보훈처,0,0,0,부채,0,0,0
2011,국가보훈처,0,0,5768494271,Ⅰ.유동부채,0,0,6573286113
2011,국가보훈처,0,0,5768494271,1. 기타유동부채,0,0,6573286113
2011,국가보훈처,0,0,58454000000,Ⅱ.장기차입부채,0,0,7000000000
2011,국가보훈처,0,0,58454000000,1. 장기차입금,0,0,7000000000
2011,국가보훈처,0,0,245443230,Ⅲ.장기충당부채,0,0,729224451
2011,국가보훈처,0,0,245443230,1. 퇴직급여충당부채,0,0,729224451
2011,국가보훈처,0,0,12364172832,Ⅳ.기타비유동부채,0,0,51488639440
2011,국가보훈처,0,0,12364172832,1. 기타의기타비유동부채,0,0,51488639440
2011,국가보훈처,0,0,76832110333,부채계,0,0,65791150004
2011,국가보훈처,0,0,0,순자산,0,0,0
2011,국가보훈처,0,0,848491973306,Ⅰ.기본순자산,0,0,848491973306
2011,국가보훈처,0,0,631744702170,Ⅱ.적립금 및 잉여금,0,0,530514685510
2011,국가보훈처,0,0,21638048059,Ⅲ.순자산조정,0,0,361015911392
2011,국가보훈처,0,0,1501874723535,순자산계,0,0,1740022570208
2011,국가보훈처,0,0,1578706833868,부채와순자산계,0,0,1805813720212
2011,국가인권위원회,0,0,0,자산,0,0,0
2011,국가인권위원회,0,0,718936,Ⅰ.유동자산,0,0,8680116
2011,국가인권위원회,0,0,196,1. 현금및현금성자산,0,0,6762933
2011,국가인권위원회,0,726000,0,2. 미수채권,0,0,0
2011,국가인권위원회,0,7260,718740,미수채권대손충당금,0,0,0
2011,국가인권위원회,0,0,0,3. 기타유동자산,0,0,1917183
2011,국가인권위원회,0,0,2259905660,Ⅱ.일반유형자산,0,0,571831784
