계정명,단위사업명,경비구분,목명,세목명,지출구분,분야명,회계명,회계년도,소관명,프로그램명,세부사업명,추경차수,부문명,본예산금액,추경국회확정외화금액,추경국회확정금액,추경정부안외화금액,추경정부안금액
,518 진상규명 지원,주요사업비(기금사업비),건설비,공사비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,0.0,일반행정,176770.0,0.0,0.0,0.0,0.0
,518 진상규명 지원,주요사업비(기금사업비),건설비,실시설계비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,0.0,일반행정,18000.0,0.0,0.0,0.0,0.0
,518 진상규명 지원,주요사업비(기금사업비),보전금,포상금,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,0.0,일반행정,29700.0,0.0,0.0,0.0,0.0
,518 진상규명 지원,주요사업비(기금사업비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,0.0,일반행정,41000.0,0.0,0.0,0.0,0.0
,518 진상규명 지원,주요사업비(기금사업비),여비,국내여비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,0.0,일반행정,321000.0,0.0,0.0,0.0,0.0
,518 진상규명 지원,주요사업비(기금사업비),운영비,관리용역비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,0.0,일반행정,15000.0,0.0,0.0,0.0,0.0
,518 진상규명 지원,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,0.0,일반행정,949730.0,0.0,0.0,0.0,0.0
,518 진상규명 지원,주요사업비(기금사업비),운영비,일반용역비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,0.0,일반행정,200000.0,0.0,0.0,0.0,0.0
,518 진상규명 지원,주요사업비(기금사업비),운영비,임차료,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,518 진상규명지원,0.0,일반행정,8800.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),민간이전,고용부담금,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,0.0,일반행정,70493.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,0.0,일반행정,22390.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,공공요금및제세,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,0.0,일반행정,62778.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,0.0,일반행정,18000.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,복리후생비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,0.0,일반행정,32100.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,시설장비유지비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,0.0,일반행정,9214.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,유류비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,0.0,일반행정,25200.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,0.0,일반행정,637474.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,임차료,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,0.0,일반행정,1514559.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,0.0,일반행정,47250.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,0.0,일반행정,15000.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),인건비,상용임금,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,0.0,일반행정,316047.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),직무수행경비,직책수행경비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,0.0,일반행정,48375.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),직무수행경비,특정업무경비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,위원회 기본경비,0.0,일반행정,78120.0,0.0,0.0,0.0,0.0
,인건비,인건비(기금인건비),인건비,보수,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,공무원 인건비,0.0,일반행정,2200070.0,0.0,0.0,0.0,0.0
,인건비,인건비(기금인건비),인건비,연가보상비,일반지출,일반·지방행정,일반회계,2024,5·18민주화운동 진상규명조사위원회,518 진상규명조사위원회 운영,공무원 인건비,0.0,일반행정,30930.0,0.0,0.0,0.0,0.0
,감사연구활동경비,주요사업비(기금사업비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,0.0,일반행정,21000.0,0.0,0.0,0.0,0.0
,감사연구활동경비,주요사업비(기금사업비),여비,국내여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,0.0,일반행정,24000.0,0.0,0.0,0.0,0.0
,감사연구활동경비,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,0.0,일반행정,53000.0,0.0,0.0,0.0,0.0
,감사연구활동경비,주요사업비(기금사업비),연구용역비,정책연구비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,0.0,일반행정,220000.0,0.0,0.0,0.0,0.0
,감사연구활동경비,주요사업비(기금사업비),운영비,공공요금및제세,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,0.0,일반행정,5000.0,0.0,0.0,0.0,0.0
,감사연구활동경비,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,0.0,일반행정,178000.0,0.0,0.0,0.0,0.0
,감사연구활동경비,주요사업비(기금사업비),운영비,임차료,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,0.0,일반행정,2000.0,0.0,0.0,0.0,0.0
,감사연구활동경비,주요사업비(기금사업비),유형자산,자산취득비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사연구활동경비,0.0,일반행정,5000.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),보전금,포상금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,0.0,일반행정,298000.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,0.0,일반행정,839240.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),여비,국내여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,0.0,일반행정,5942998.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),여비,국외교육여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,0.0,일반행정,60000.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,0.0,일반행정,405000.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),연구용역비,일반연구비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,0.0,일반행정,1700000.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),운영비,공공요금및제세,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,0.0,일반행정,23000.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,0.0,일반행정,1749627.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),유형자산,자산취득비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,0.0,일반행정,20000.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),직무수행경비,특정업무경비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,0.0,일반행정,4381142.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),특수활동비,특수활동비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사활동경비,0.0,일반행정,1518993.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),보전금,포상금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,적극행정 지원,0.0,일반행정,25000.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,적극행정 지원,0.0,일반행정,6000.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),여비,국내여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,적극행정 지원,0.0,일반행정,57000.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,적극행정 지원,0.0,일반행정,115000.0,0.0,0.0,0.0,0.0
,감사활동경비,주요사업비(기금사업비),운영비,일반용역비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,적극행정 지원,0.0,일반행정,60000.0,0.0,0.0,0.0,0.0
,국제교류협력강화,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사기구 역량강화(ODA),0.0,일반행정,4000.0,0.0,0.0,0.0,0.0
,국제교류협력강화,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사기구 역량강화(ODA),0.0,일반행정,46000.0,0.0,0.0,0.0,0.0
,국제교류협력강화,주요사업비(기금사업비),운영비,일반용역비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사기구 역량강화(ODA),0.0,일반행정,242000.0,0.0,0.0,0.0,0.0
,국제교류협력강화,주요사업비(기금사업비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,0.0,일반행정,50000.0,0.0,0.0,0.0,0.0
,국제교류협력강화,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,0.0,일반행정,20000.0,0.0,0.0,0.0,0.0
,국제교류협력강화,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,0.0,일반행정,354000.0,0.0,0.0,0.0,0.0
,국제교류협력강화,주요사업비(기금사업비),운영비,공공요금및제세,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,0.0,일반행정,7000.0,0.0,0.0,0.0,0.0
,국제교류협력강화,주요사업비(기금사업비),운영비,시설장비유지비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,0.0,일반행정,3000.0,0.0,0.0,0.0,0.0
,국제교류협력강화,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,0.0,일반행정,115000.0,0.0,0.0,0.0,0.0
,국제교류협력강화,주요사업비(기금사업비),운영비,일반용역비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,0.0,일반행정,136000.0,0.0,0.0,0.0,0.0
,국제교류협력강화,주요사업비(기금사업비),운영비,임차료,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,0.0,일반행정,47000.0,0.0,0.0,0.0,0.0
,국제교류협력강화,주요사업비(기금사업비),해외이전,국제부담금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,국제교류협력강화,0.0,일반행정,122000.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),무형자산,무형자산,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,10000.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),민간이전,고용부담금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,574663.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),보전금,포상금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,104000.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,224204.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),여비,국내여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,200859.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),여비,국외교육여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,33072.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),연구용역비,일반연구비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,64000.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,공공요금및제세,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,897513.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,관리용역비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,77412.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,급식비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,11348.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,기타운영비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,497266.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,복리후생비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,1067000.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,시설장비유지비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,614479.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,유류비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,342595.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,일·숙직비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,25000.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,1804249.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,일반용역비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,16000.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,임차료,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,1159121.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,재료비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,17000.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,특근매식비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,241284.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),운영비,피복비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,33922.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),유형자산,자산취득비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,146500.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),인건비,상용임금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,3961448.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),인건비,일용임금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,64000.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),직무수행경비,직책수행경비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,1227129.0,0.0,0.0,0.0,0.0
,기본경비,기본경비(경상운영비),직무수행경비,특정업무경비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,기본경비,0.0,일반행정,36936.0,0.0,0.0,0.0,0.0
,수입대체경비,주요사업비(기금사업비),민간이전,고용부담금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,0.0,일반행정,21757.0,0.0,0.0,0.0,0.0
,수입대체경비,주요사업비(기금사업비),여비,국내여비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,0.0,일반행정,33000.0,0.0,0.0,0.0,0.0
,수입대체경비,주요사업비(기금사업비),운영비,복리후생비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,0.0,일반행정,2500.0,0.0,0.0,0.0,0.0
,수입대체경비,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,0.0,일반행정,271613.0,0.0,0.0,0.0,0.0
,수입대체경비,주요사업비(기금사업비),운영비,특근매식비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,0.0,일반행정,8000.0,0.0,0.0,0.0,0.0
,수입대체경비,주요사업비(기금사업비),유형자산,자산취득비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,0.0,일반행정,44000.0,0.0,0.0,0.0,0.0
,수입대체경비,주요사업비(기금사업비),인건비,상용임금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,감사교육원 수입대체경비,0.0,일반행정,193130.0,0.0,0.0,0.0,0.0
,인건비,인건비(기금인건비),인건비,보수,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,인건비,0.0,일반행정,93452915.0,0.0,0.0,0.0,0.0
,인건비,인건비(기금인건비),인건비,연가보상비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,인건비,0.0,일반행정,729085.0,0.0,0.0,0.0,0.0
,전산운영경비,주요사업비(기금사업비),건설비,공사비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),0.0,일반행정,88000.0,0.0,0.0,0.0,0.0
,전산운영경비,주요사업비(기금사업비),민간이전,고용부담금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),0.0,일반행정,4502.0,0.0,0.0,0.0,0.0
,전산운영경비,주요사업비(기금사업비),연구용역비,일반연구비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),0.0,일반행정,428863.0,0.0,0.0,0.0,0.0
,전산운영경비,주요사업비(기금사업비),운영비,공공요금및제세,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),0.0,일반행정,133000.0,0.0,0.0,0.0,0.0
,전산운영경비,주요사업비(기금사업비),운영비,관리용역비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),0.0,일반행정,4091490.0,0.0,0.0,0.0,0.0
,전산운영경비,주요사업비(기금사업비),운영비,복리후생비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),0.0,일반행정,1000.0,0.0,0.0,0.0,0.0
,전산운영경비,주요사업비(기금사업비),운영비,시설장비유지비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),0.0,일반행정,568414.0,0.0,0.0,0.0,0.0
,전산운영경비,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),0.0,일반행정,234000.0,0.0,0.0,0.0,0.0
,전산운영경비,주요사업비(기금사업비),유형자산,자산취득비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),0.0,일반행정,10275736.0,0.0,0.0,0.0,0.0
,전산운영경비,주요사업비(기금사업비),인건비,상용임금,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,전산운영경비(정보화),0.0,일반행정,39995.0,0.0,0.0,0.0,0.0
,청사 및 시설물 관리,주요사업비(기금사업비),건설비,감리비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,0.0,일반행정,30395.0,0.0,0.0,0.0,0.0
,청사 및 시설물 관리,주요사업비(기금사업비),건설비,공사비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,0.0,일반행정,2031286.0,0.0,0.0,0.0,0.0
,청사 및 시설물 관리,주요사업비(기금사업비),건설비,시설부대비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,0.0,일반행정,11514.0,0.0,0.0,0.0,0.0
,청사 및 시설물 관리,주요사업비(기금사업비),건설비,실시설계비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,0.0,일반행정,119796.0,0.0,0.0,0.0,0.0
,청사 및 시설물 관리,주요사업비(기금사업비),운영비,관리용역비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,0.0,일반행정,308000.0,0.0,0.0,0.0,0.0
,청사 및 시설물 관리,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,0.0,일반행정,157993.0,0.0,0.0,0.0,0.0
,청사 및 시설물 관리,주요사업비(기금사업비),유형자산,자산취득비,일반지출,일반·지방행정,일반회계,2024,감사원,감사활동 및 행정지원,노후시설 개보수 및 업무시설 정비,0.0,일반행정,581016.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(개인정보정책국),0.0,일반행정,27600.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),여비,국내여비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(개인정보정책국),0.0,일반행정,21000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(개인정보정책국),0.0,일반행정,111400.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),운영비,임차료,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(개인정보정책국),0.0,일반행정,5000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),건설비,공사비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),0.0,일반행정,150000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),0.0,일반행정,85958.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),여비,국내여비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),0.0,일반행정,33834.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),0.0,일반행정,59377.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),운영비,공공요금및제세,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),0.0,일반행정,37000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),운영비,시설장비유지비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),0.0,일반행정,20000.0,0.0,0.0,0.0,0.0
,개인정보보호위원회 기본경비,기본경비(경상운영비),운영비,유류비,일반지출,일반·지방행정,일반회계,2024,개인정보보호위원회,개인정보보호행정지원,위원회기본경비(기관운영),0.0,일반행정,23000.0,0.0,0.0,0.0,0.0
