계정명,단위사업명,경비구분,목명,세목명,지출구분,분야명,회계명,회계년도,소관명,프로그램명,세부사업명,부문명,국회확정금액,정부안금액
,기상레이더 관측,주요사업비(기금사업비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상관측,기상레이더 운영,과학기술일반,7397.0,7397.0
,기상정보시스템 운영,주요사업비(기금사업비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상관측,기상용슈퍼컴운영(정보화),과학기술일반,4824.0,4824.0
,기상정보시스템 운영,주요사업비(기금사업비),운영비,일반수용비,일반지출,과학기술,일반회계,2020,기상청,기상관측,기상용슈퍼컴운영(정보화),과학기술일반,7800.0,7800.0
,기상정보시스템 운영,주요사업비(기금사업비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상관측,기상정보통신시스템 운영(정보화),과학기술일반,3152.0,3152.0
,기상정보시스템 운영,주요사업비(기금사업비),운영비,시험연구비,일반지출,과학기술,일반회계,2020,기상청,기상관측,기상정보통신시스템 운영(정보화),과학기술일반,3152.0,3152.0
,지상 및 고층 기상관측,주요사업비(기금사업비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상관측,다목적 기상항공기 도입 및 운영,과학기술일반,7900.0,7900.0
,지상 및 고층 기상관측,주요사업비(기금사업비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상관측,지상·고층 기상관측망 확충 및 운영,과학기술일반,12765.0,12765.0
,지진관측,주요사업비(기금사업비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상관측,지진조기경보 구축 및 운영,과학기술일반,3582.0,3582.0
,기상산업 진흥,주요사업비(기금사업비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상서비스 진흥,기상산업 활성화,과학기술일반,16518.0,16518.0
,기후자료 관리 서비스,주요사업비(기금사업비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상서비스 진흥,국가기후자료관리 및 서비스체계 구축(정보화),과학기술일반,1701.0,1701.0
,기상관측위성개발,주요사업비(기금사업비),운영비,시험연구비,일반지출,과학기술,일반회계,2020,기상청,기상연구,기상위성 운영 및 활용 기술개발(R&D),과학기술일반,8479.0,8479.0
,기상관측위성개발,주요사업비(기금사업비),운영비,시험연구비,일반지출,과학기술,일반회계,2020,기상청,기상연구,기상위성예보지원 및 융합서비스 기술개발(R&D),과학기술일반,115740.0,115740.0
,선진기상·지진 기술개발,주요사업비(기금사업비),운영비,시험연구비,일반지출,과학기술,일반회계,2020,기상청,기상연구,범부처 융합 이중편파레이더 활용기술개발(R&D),과학기술일반,12122.0,12122.0
,선진기상·지진 기술개발,주요사업비(기금사업비),운영비,시험연구비,일반지출,과학기술,일반회계,2020,기상청,기상연구,수치예보·지진업무 지원 및 활용연구(R&D),과학기술일반,181686.0,181686.0
,예보 및 통보체계 개선,주요사업비(기금사업비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상예보,수치예보시스템 개선(정보화),과학기술일반,2340.0,2340.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상행정 지원,관측기반국 기본경비,과학기술일반,2617.0,2617.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상행정 지원,기관운영 기본경비,과학기술일반,9965.0,9965.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상행정 지원,기상서비스진흥국 기본경비,과학기술일반,3303.0,3303.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상행정 지원,기획조정관 기본경비,과학기술일반,6576.0,6576.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상행정 지원,기후과학국 기본경비,과학기술일반,11669.0,11669.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상행정 지원,지진화산국 기본경비,과학기술일반,3260.0,3260.0
,소속기관 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상행정 지원,기상기후인재개발원 기본경비,과학기술일반,2659.0,2659.0
,지방청 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상행정 지원,강원지방청 기본경비,과학기술일반,775.0,775.0
,지방청 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상행정 지원,부산지방청 기본경비,과학기술일반,1163.0,1163.0
,지방청 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상행정 지원,수도권기상청 기본경비,과학기술일반,1290.0,1290.0
,지방청 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기상행정 지원,제주지방청 기본경비,과학기술일반,400.0,400.0
,기후변화 과학정보 생산 및 서비스,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,과학기술,일반회계,2020,기상청,기후변화 과학,기후과학 국제협력 역량 강화,과학기술일반,1000.0,1000.0
,기후변화 과학정보 생산 및 서비스,주요사업비(기금사업비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기후변화 과학,기후과학 국제협력 역량 강화,과학기술일반,16919.0,16919.0
,기후변화 과학정보 생산 및 서비스,주요사업비(기금사업비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기후변화 과학,장기예보 선진 서비스 체계 구축,과학기술일반,12843.0,12843.0
,해양기후 정보 생산 및 제공,주요사업비(기금사업비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기후변화 과학,기상관측선 건조 및 운영,과학기술일반,4900.0,4900.0
,해양기후 정보 생산 및 제공,주요사업비(기금사업비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,기후변화 과학,해양기상관측망 확충 및 운영,과학기술일반,4606.0,4606.0
,국립기상과학원 연구개발,주요사업비(기금사업비),운영비,시험연구비,일반지출,과학기술,일반회계,2020,기상청,책임행정기관 운영,기상업무지원기술개발연구(R&D),과학기술일반,192592.0,192592.0
,책임행정기관 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,책임행정기관 운영,국립기상과학원 기본경비(총액인건비)(R&D),과학기술일반,2356.0,2356.0
,책임행정기관 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,책임행정기관 운영,항공기상청 기본경비(총액인건비),과학기술일반,3968.0,3968.0
,항공기상관측,주요사업비(기금사업비),여비,국외업무여비,일반지출,과학기술,일반회계,2020,기상청,책임행정기관 운영,항공기상관측망 확충 및 운영,과학기술일반,10182.0,10182.0
,기금운영비(복권기금),기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,복권기금,2020,기획재정부,기금운영비,기금관리비,재정·금융,25862.0,25862.0
,경제구조개혁전략 기획 및 이행기반 구축,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,경제정책,경제구조개혁전략 기획 및 이행기반 구축,재정·금융,6794.0,6794.0
,중장기 경제전략 기획사업,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,경제정책,중장기 경제전략 기획사업,재정·금융,4199.0,4199.0
,경제협력강화지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,경제협력,대외경제협력강화,재정·금융,83418.0,83418.0
,경제협력강화지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,경제협력,통일기반조성,재정·금융,7070.0,7070.0
,지식협력단지운영,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,경제협력,지식협력단지운영,재정·금융,2472.0,2472.0
,공공기관 평가 및 관리,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,공공정책,공공기관 평가 및 관리,재정·금융,7096.0,7096.0
,국고업무관리지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,국고관리,국채시장관리 및 국제화,재정·금융,11696.0,11696.0
,국유재산관리,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,국고관리,국유재산관리,재정·금융,5166.0,5166.0
,국제금융강화지원,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2020,기획재정부,국제금융,ADB 연차총회 개최,재정·금융,1000.0,1000.0
,국제금융강화지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,국제금융,ADB 연차총회 개최,재정·금융,10746.0,10746.0
,국제금융강화지원,주요사업비(기금사업비),출자금,일반출자금,일반지출,일반·지방행정,일반회계,2020,기획재정부,국제금융,CGIF출자지원,재정·금융,23800000.0,23800000.0
,국제금융강화지원,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2020,기획재정부,국제금융,국제금융외교 및 G20협력,재정·금융,74600.0,74600.0
,국제금융강화지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,국제금융,국제금융외교 및 G20협력,재정·금융,208903.0,208903.0
,국제금융강화지원,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2020,기획재정부,국제금융,국제금융협력강화,재정·금융,38200.0,38200.0
,국제금융강화지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,국제금융,국제금융협력강화,재정·금융,91720.0,91720.0
,국제금융강화지원,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2020,기획재정부,국제금융,역내 금융협력사업,재정·금융,9200.0,9200.0
,국제금융강화지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,국제금융,역내 금융협력사업,재정·금융,52519.0,52519.0
,국제금융강화지원,주요사업비(기금사업비),해외이전,국제부담금,일반지출,일반·지방행정,일반회계,2020,기획재정부,국제금융,역내 금융협력사업,재정·금융,1970240.0,1970240.0
,녹색기후기금 협력지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,국제금융,녹색기후기획사업,재정·금융,28993.0,28993.0
,기획재정 정책지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,정책품질관리,재정·금융,2610.0,2610.0
,기획재정 행정효율성 증진 및 능력개발,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,기획재정 행정효율성 증진 및 능력개발,재정·금융,72269.0,72269.0
,기획재정해외네트워크구축,주요사업비(기금사업비),보전금,기타보전금,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,기획재정 해외네트워크 구축,재정·금융,50414.0,50414.0
,기획재정해외네트워크구축,주요사업비(기금사업비),여비,국외교육여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,기획재정 해외네트워크 구축,재정·금융,92601.0,92601.0
,기획재정해외네트워크구축,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,기획재정 해외네트워크 구축,재정·금융,37210.0,37210.0
,기획재정해외네트워크구축,주요사업비(기금사업비),운영비,임차료,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,기획재정 해외네트워크 구축,재정·금융,392435.0,392435.0
,기획재정해외네트워크구축,주요사업비(기금사업비),해외이전,국제부담금,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,기획재정 해외네트워크 구축,재정·금융,83190.0,83190.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상 기본경비(기획조정실),재정·금융,32382.0,32382.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(개발금융국),재정·금융,9036.0,9036.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(경제구조개혁국),재정·금융,6628.0,6628.0
,본부 기본경비,기본경비(경상운영비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(경제정책국),재정·금융,6000.0,6000.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(경제정책국),재정·금융,32931.0,32931.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(공공정책국),재정·금융,7955.0,7955.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(국고국),재정·금융,2308.0,2308.0
,본부 기본경비,기본경비(경상운영비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(국제금융국),재정·금융,1000.0,1000.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(국제금융국),재정·금융,15898.0,15898.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(기관운영),재정·금융,2962.0,2962.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(대변인),재정·금융,15552.0,15552.0
,본부 기본경비,기본경비(경상운영비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(대외경제국),재정·금융,46500.0,46500.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(대외경제국),재정·금융,31079.0,31079.0
,본부 기본경비,기본경비(경상운영비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(세제실),재정·금융,18000.0,18000.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(세제실),재정·금융,37770.0,37770.0
,본부 기본경비,기본경비(경상운영비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(세제실),재정·금융,4750.0,4750.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(예산실),재정·금융,19960.0,19960.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(장기전략국),재정·금융,4808.0,4808.0
,본부 기본경비,기본경비(경상운영비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(재정관리국),재정·금융,1278.0,1278.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(재정관리국),재정·금융,28221.0,28221.0
,본부 기본경비,기본경비(경상운영비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(재정혁신국),재정·금융,10200.0,10200.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(재정혁신국),재정·금융,3314.0,3314.0
,본부 기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,총액인건비 비대상기본경비(정책조정국),재정·금융,6930.0,6930.0
,본부 인건비,인건비(기금인건비),인건비,보수,일반지출,일반·지방행정,일반회계,2020,기획재정부,기획재정 행정지원,인건비,재정·금융,364148.0,364148.0
,국민경제자문회의 지원단 운영,주요사업비(기금사업비),업무추진비,관서업무추진비,일반지출,일반·지방행정,일반회계,2020,기획재정부,자문회의 지원,국민경제자문회의 지원단 운영,재정·금융,10000.0,10000.0
,국민경제자문회의 지원단 운영,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,자문회의 지원,국민경제자문회의 지원단 운영,재정·금융,56079.0,56079.0
,국가회계운영,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정관리,국가회계제도운영,재정·금융,4328.0,4328.0
,국제기구 공동연구 자문,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정관리,국제기구 공동연구 자문,재정·금융,2600.0,2600.0
,국제기구 공동연구 자문,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정관리,국제기구 공동연구 자문,재정·금융,8634.0,8634.0
,재정사업평가,주요사업비(기금사업비),여비,국외교육여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정관리,재정사업평가,재정·금융,5112.0,5112.0
,재정사업평가,주요사업비(기금사업비),운영비,일반수용비,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정관리,재정사업평가,재정·금융,7268.0,7268.0
,재정집행관리,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정관리,재정집행관리,재정·금융,3414.0,3414.0
,국가재정운용계획수립,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정기획,국가재정운용계획수립,재정·금융,2740.0,2740.0
,디지털예산회계시스템 운영,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정기획,디지털예산회계시스템 운영(정보화),재정·금융,10872.0,10872.0
,중장기 재정 전략 수립,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정기획,국민참여 예산제도 운영,재정·금융,4207.0,4207.0
,중장기 재정 전략 수립,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정기획,재정건전성 관리강화,재정·금융,3816.0,3816.0
,중장기 재정 전략 수립,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정기획,재정전략기획 및 협력강화,재정·금융,8220.0,8220.0
,국고보조금 관리 및 제도개선,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정운용,국가균형발전특별회계 관리 및 제도개선,재정·금융,1019.0,1019.0
,국제 재정협력 강화,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정운용,국제 재정협력 강화,재정·금융,1600.0,1600.0
,국제 재정협력 강화,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정운용,국제 재정협력 강화,재정·금융,35512.0,35512.0
,국제 재정협력 강화,주요사업비(기금사업비),해외이전,국제부담금,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정운용,국제 재정협력 강화,재정·금융,299999.0,299999.0
,재정운용 협력기반 구축·운영,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정운용,재정운용 협력기반 구축·운영,재정·금융,6645.0,6645.0
,재정운용 협력기반 구축·운영,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,재정운용,재정운용 협력기반 구축·운영,재정·금융,44377.0,44377.0
,북방경제협력위원회 운영,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,정부위원회,북방경제협력위원회 운영,재정·금융,79793.0,91794.0
,경제정책조정지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,정책조정,경제정책조정활성화사업,재정·금융,12016.0,12016.0
,경제정책조정지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,정책조정,혁신성장활성화사업,재정·금융,10072.0,10072.0
,경제정책조정지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,정책조정,협동조합활성화사업,재정·금융,25210.0,25210.0
,조세정책지원,주요사업비(기금사업비),해외이전,국제부담금,일반지출,일반·지방행정,일반회계,2020,기획재정부,조세정책,관세협력기구 출연(ODA),재정·금융,220000.0,220000.0
,조세정책지원,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,일반·지방행정,일반회계,2020,기획재정부,조세정책,국제조세협력,재정·금융,26000.0,26000.0
,조세정책지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,조세정책,국제조세협력,재정·금융,174923.0,174923.0
,조세정책지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,일반·지방행정,일반회계,2020,기획재정부,조세정책,조세지출 성과관리 및 평가,재정·금융,7848.0,7848.0
,농산물가격안정및수급조절(농안기금),주요사업비(기금사업비),유형자산,저장품매입비,일반지출,농림수산,농산물가격안정기금,2020,농림축산식품부,농산물수급안정및유통효율화,비축지원,농업·농촌,287500841.0,287500841.0
구조개선사업계정,가축검역(농특),주요사업비(기금사업비),여비,국외업무여비,일반지출,농림수산,농어촌구조개선특별회계,2020,농림축산식품부,농림축산검역검사,가축방역,농업·농촌,36369.0,36369.0
구조개선사업계정,농산물안전성관리,주요사업비(기금사업비),여비,국외업무여비,일반지출,농림수산,농어촌구조개선특별회계,2020,농림축산식품부,농산물품질관리,LMO 및 농산물표시관리,농업·농촌,19263.0,19263.0
구조개선사업계정,농산물안전성관리,주요사업비(기금사업비),여비,국외업무여비,일반지출,농림수산,농어촌구조개선특별회계,2020,농림축산식품부,농산물품질관리,농산물안전성조사,농업·농촌,47876.0,47876.0
구조개선사업계정,농산물안전성관리,주요사업비(기금사업비),해외이전,해외경상이전,일반지출,농림수산,농어촌구조개선특별회계,2020,농림축산식품부,농산물품질관리,농산물안전성조사,농업·농촌,93395.0,93395.0
구조개선사업계정,농산물안전성관리,주요사업비(기금사업비),여비,국외업무여비,일반지출,농림수산,농어촌구조개선특별회계,2020,농림축산식품부,농산물품질관리,농산물원산지관리,농업·농촌,24271.0,24271.0
구조개선사업계정,농산물안전성관리,주요사업비(기금사업비),여비,국외업무여비,일반지출,농림수산,농어촌구조개선특별회계,2020,농림축산식품부,농산물품질관리,친환경우수농식품인증,농업·농촌,68675.0,68675.0
구조개선사업계정,품질관리정보화(정보화),주요사업비(기금사업비),여비,국외업무여비,일반지출,농림수산,농어촌구조개선특별회계,2020,농림축산식품부,농산물품질관리,농산물품질관리정보화(정보화),농업·농촌,6054.0,6054.0
구조개선사업계정,종자산업육성(농특),주요사업비(기금사업비),여비,국외업무여비,일반지출,농림수산,농어촌구조개선특별회계,2020,농림축산식품부,종자관리,품종심사및재배시험,농업·농촌,57128.0,57128.0
손익계정,양곡매입 및 관리,주요사업비(기금사업비),유형자산,저장품매입비,일반지출,농림수산,양곡관리특별회계,2020,농림축산식품부,양곡관리,수입양곡대,농업·농촌,363084080.0,363084080.0
,국제협력협상,주요사업비(기금사업비),해외이전,국제부담금,일반지출,농림수산,일반회계,2020,농림축산식품부,국제협력협상,국제기구분담금,농업·농촌,808403.0,808403.0
,국제협력협상,주요사업비(기금사업비),업무추진비,사업추진비,일반지출,농림수산,일반회계,2020,농림축산식품부,국제협력협상,농업협상대응,농업·농촌,24500.0,24500.0
,국제협력협상,주요사업비(기금사업비),여비,국외업무여비,일반지출,농림수산,일반회계,2020,농림축산식품부,국제협력협상,농업협상대응,농업·농촌,172060.0,172060.0
,국제협력협상,주요사업비(기금사업비),운영비,일반수용비,일반지출,농림수산,일반회계,2020,농림축산식품부,국제협력협상,농업협상대응,농업·농촌,65908.0,65908.0
,검역검사(R&D),주요사업비(기금사업비),운영비,시험연구비,일반지출,농림수산,일반회계,2020,농림축산식품부,농림축산검역검사,농림축산검역검사기술개발(R&D),농업·농촌,94228.0,94228.0
,검역검사(R&D),주요사업비(기금사업비),해외이전,해외경상이전,일반지출,농림수산,일반회계,2020,농림축산식품부,농림축산검역검사,농림축산검역검사기술개발(R&D),농업·농촌,457138.0,457138.0
,동축산물검역검사,주요사업비(기금사업비),보전금,기타보전금,일반지출,농림수산,일반회계,2020,농림축산식품부,농림축산검역검사,동축산물검역검사,농업·농촌,27000.0,27000.0
,동축산물검역검사,주요사업비(기금사업비),여비,국외업무여비,일반지출,농림수산,일반회계,2020,농림축산식품부,농림축산검역검사,동축산물검역검사,농업·농촌,100538.0,100538.0
,동축산물검역검사,주요사업비(기금사업비),여비,국외업무여비,일반지출,농림수산,일반회계,2020,농림축산식품부,농림축산검역검사,축산식품안전관리,농업·농촌,18478.0,18478.0
,식물검역검사및수출지원,주요사업비(기금사업비),여비,국외업무여비,일반지출,농림수산,일반회계,2020,농림축산식품부,농림축산검역검사,식물검역검사및수출촉진,농업·농촌,81145.0,81145.0
,식물검역검사및수출지원,주요사업비(기금사업비),해외이전,해외경상이전,일반지출,농림수산,일반회계,2020,농림축산식품부,농림축산검역검사,식물검역검사및수출촉진,농업·농촌,266000.0,266000.0
,본부기본경비,기본경비(경상운영비),업무추진비,관서업무추진비,일반지출,농림수산,일반회계,2020,농림축산식품부,농림축산식품행정지원,기본경비(국제협력국),농업·농촌,21700.0,21700.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,농림수산,일반회계,2020,농림축산식품부,농림축산식품행정지원,기본경비(기획실),농업·농촌,15730.0,15730.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,농림수산,일반회계,2020,농림축산식품부,농림축산식품행정지원,기본경비(농업생명정책관),농업·농촌,15422.0,15422.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,농림수산,일반회계,2020,농림축산식품부,농림축산식품행정지원,기본경비(농업정책국),농업·농촌,13570.0,13570.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,농림수산,일반회계,2020,농림축산식품부,농림축산식품행정지원,기본경비(농촌정책국),농업·농촌,8418.0,8418.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,농림수산,일반회계,2020,농림축산식품부,농림축산식품행정지원,기본경비(방역정책국),농업·농촌,15600.0,15600.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,농림수산,일반회계,2020,농림축산식품부,농림축산식품행정지원,기본경비(식량정책관),농업·농촌,23864.0,23864.0
,본부기본경비,기본경비(경상운영비),여비,국외업무여비,일반지출,농림수산,일반회계,2020,농림축산식품부,농림축산식품행정지원,기본경비(식품산업정책관),농업·농촌,30406.0,30406.0
